relative_path,classification,reason,depth,child_dirs,files,in_registry,prior_ledger,was_move_source,destination
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r25_side_candidate_feedback/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r25_side_candidate_feedback/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r25_side_candidate_feedback/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r26_pool640_mesh_support/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r26_pool640_mesh_support/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r26_pool640_mesh_support/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r26_pool640_mesh_support/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r27_pool640_six_fallback/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r27_pool640_six_fallback/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r27_pool640_six_fallback/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r27_pool640_six_fallback/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r28_shape_diverse/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r28_shape_diverse/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r28_shape_diverse/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r28_shape_diverse/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r29_bidirectional_depth/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r29_bidirectional_depth/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r29_bidirectional_depth/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r29_bidirectional_depth/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r3/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r3/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r3/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r3/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r30_ground_compensated_depth/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r30_ground_compensated_depth/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r30_ground_compensated_depth/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r30_ground_compensated_depth/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r31_axis_fixed/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r31_axis_fixed/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r31_axis_fixed/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r31_axis_fixed/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r32_thin_upright/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r32_thin_upright/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r32_thin_upright/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r32_thin_upright/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_manifest_normalized/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_manifest_normalized/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_manifest_normalized/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_manifest_normalized/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_thin_upright/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_thin_upright/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_thin_upright/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r33_thin_upright/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_reserved_corridor/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_reserved_corridor/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_reserved_corridor/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_reserved_corridor/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_uniform_scale/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_uniform_scale/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_uniform_scale/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r34_uniform_scale/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_feedback_yaw90/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_feedback_yaw90/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_feedback_yaw90/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_feedback_yaw90/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_reserved_world_pose/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_reserved_world_pose/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_reserved_world_pose/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r35_reserved_world_pose/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r36_tall_shallow/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r36_tall_shallow/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r36_tall_shallow/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r36_tall_shallow/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r37_ground_feasible_bottom/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r37_ground_feasible_bottom/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r37_ground_feasible_bottom/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r37_ground_feasible_bottom/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r38_aspect_lowres/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r38_aspect_lowres/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r38_aspect_lowres/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r38_aspect_lowres/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r39_current_modes/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r4/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r4/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r4/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r4/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r5/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r5/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r5/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r5/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r6/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r6/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r6/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r6/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r7/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r7/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r7/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r7/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r8/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r8/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r8/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r8/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r9/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r9/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r9/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f16_r9/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r18_current,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r18_current/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r18_current/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r18_current/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r18_current/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r26_failclosed,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r26_failclosed/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r26_failclosed/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r26_failclosed/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r26_failclosed/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_19_r27_targeted/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_r01,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
