folder,folder_ko,source,name,bx,by,bz,maxdim,faces,texture,license,url,mesh,notes,fill_ratio_mean,fill_ratio_std,fill_ratio_min,fill_ratio_max,fill_ratio_method,dp_indoor,dp_outdoor_day,dp_outdoor_night
small,소,gso,Justified_The_Complete_Fourth_Season_3_Discs_DVD,0.142,0.021,0.194,0.194,4702,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Justified_The_Complete_Fourth_Season_3_Discs_DVD,small/gso__Justified_The_Complete_Fourth_Season_3_Discs_DVD/meshes/model.obj,,0.9083,0.1007,0.7344,0.9732,projected,1,0,0
small,소,gso,Kanex_MultiSync_Wireless_Keyboard,0.442,0.124,0.024,0.442,8556,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Kanex_MultiSync_Wireless_Keyboard,small/gso__Kanex_MultiSync_Wireless_Keyboard/meshes/model.obj,,0.6835,0.2189,0.3052,0.8332,projected,1,0,0
small,소,gso,LEGO_Bricks_More_Creative_Suitcase,0.381,0.147,0.284,0.381,5138,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/LEGO_Bricks_More_Creative_Suitcase,small/gso__LEGO_Bricks_More_Creative_Suitcase/meshes/model.obj,,0.9718,0.0127,0.9503,0.9812,hybrid,1,0,0
small,소,gso,LEGO_City_Advent_Calendar,0.383,0.072,0.262,0.383,1950,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/LEGO_City_Advent_Calendar,small/gso__LEGO_City_Advent_Calendar/meshes/model.obj,,0.7275,0.4128,0.0137,0.985,projected,1,0,0
small,소,gso,LEGO_Duplo_Build_and_Play_Box_4629,0.44,0.244,0.217,0.44,51030,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/LEGO_Duplo_Build_and_Play_Box_4629,small/gso__LEGO_Duplo_Build_and_Play_Box_4629/meshes/model.obj,"assembled Duplo blocks (loose cluster, not sealed box)",0.5222,0.0243,0.4938,0.5606,projected,1,0,0
small,소,gso,LEGO_Star_Wars_Advent_Calendar,0.385,0.077,0.264,0.385,2554,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/LEGO_Star_Wars_Advent_Calendar,small/gso__LEGO_Star_Wars_Advent_Calendar/meshes/model.obj,,0.9181,0.0875,0.7673,0.9804,hybrid,1,0,0
small,소,gso,Little_Debbie_Chocolate_Cupcakes_8_ct,0.298,0.055,0.173,0.298,3054,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Little_Debbie_Chocolate_Cupcakes_8_ct,small/gso__Little_Debbie_Chocolate_Cupcakes_8_ct/meshes/model.obj,,0.98,0.0096,0.9631,0.987,hybrid,1,0,0
small,소,gso,Little_Debbie_Cloud_Cakes_10_ct,0.243,0.082,0.14,0.243,2544,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Little_Debbie_Cloud_Cakes_10_ct,small/gso__Little_Debbie_Cloud_Cakes_10_ct/meshes/model.obj,,0.963,0.0194,0.9298,0.9784,projected,1,0,0
small,소,gso,Little_Debbie_Donut_Sticks_6_cake_donuts_10_oz_total,0.312,0.038,0.112,0.312,2364,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Little_Debbie_Donut_Sticks_6_cake_donuts_10_oz_total,small/gso__Little_Debbie_Donut_Sticks_6_cake_donuts_10_oz_total/meshes/model.obj,,0.6769,0.1611,0.5609,0.9548,hybrid,1,0,0
small,소,gso,Mario_Party_9_Wii_Game,0.137,0.191,0.017,0.191,2802,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Mario_Party_9_Wii_Game,small/gso__Mario_Party_9_Wii_Game/meshes/model.obj,,0.5198,0.4167,0.0977,0.9371,projected,1,0,0
small,소,gso,Markings_Letter_Holder,0.1,0.198,0.141,0.198,19340,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Markings_Letter_Holder,small/gso__Markings_Letter_Holder/meshes/model.obj,,0.7362,0.2347,0.344,0.9558,projected,1,0,0
small,소,gso,Mastic_Gum,0.054,0.054,0.097,0.097,7782,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Mastic_Gum,small/gso__Mastic_Gum/meshes/model.obj,,0.9182,0.0023,0.9147,0.9213,projected,1,0,0
small,소,gso,My_Monopoly_Board_Game,0.405,0.059,0.272,0.405,1356,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/My_Monopoly_Board_Game,small/gso__My_Monopoly_Board_Game/meshes/model.obj,,0.9584,0.0339,0.8999,0.98,projected,1,0,0
small,소,gso,Nestle_Carnation_Cinnamon_Coffeecake_Kit_1913OZ,0.15,0.071,0.195,0.195,2068,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Nestle_Carnation_Cinnamon_Coffeecake_Kit_1913OZ,small/gso__Nestle_Carnation_Cinnamon_Coffeecake_Kit_1913OZ/meshes/model.obj,,0.8903,0.1232,0.679,0.9826,projected,1,0,0
small,소,gso,Netgear_N750_Wireless_Dual_Band_Gigabit_Router,0.296,0.072,0.266,0.296,2044,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Netgear_N750_Wireless_Dual_Band_Gigabit_Router,small/gso__Netgear_N750_Wireless_Dual_Band_Gigabit_Router/meshes/model.obj,,0.9584,0.0429,0.8843,0.9872,hybrid,1,0,0
small,소,gso,New_Super_Mario_BrosWii_Wii_Game,0.137,0.192,0.017,0.192,3312,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/New_Super_Mario_BrosWii_Wii_Game,small/gso__New_Super_Mario_BrosWii_Wii_Game/meshes/model.obj,,0.5371,0.4168,0.1143,0.963,hybrid,1,0,0
small,소,gso,Nikon_1_AW1_w11275mm_Lens_Silver,0.063,0.063,0.079,0.079,9566,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Nikon_1_AW1_w11275mm_Lens_Silver,small/gso__Nikon_1_AW1_w11275mm_Lens_Silver/meshes/model.obj,,0.9514,0.0045,0.9454,0.9561,projected,1,0,0
small,소,gso,Nintendo_Wii_Party_U_with_Controller_Wii_U_Game,0.145,0.063,0.197,0.197,2510,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Nintendo_Wii_Party_U_with_Controller_Wii_U_Game,small/gso__Nintendo_Wii_Party_U_with_Controller_Wii_U_Game/meshes/model.obj,,0.7238,0.4136,0.0076,0.9761,projected,1,0,0
small,소,gso,Office_Depot_Canon_CLI_221BK_Ink_Cartridge_Black_2946B001,0.085,0.05,0.118,0.118,5926,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Office_Depot_Canon_CLI_221BK_Ink_Cartridge_Black_2946B001,small/gso__Office_Depot_Canon_CLI_221BK_Ink_Cartridge_Black_2946B001/meshes/model.obj,,0.8606,0.0969,0.7342,0.967,hybrid,1,0,0
small,소,gso,Office_Depot_HP_564XL_Ink_Cartridge_Black_CN684WN,0.086,0.05,0.118,0.118,4212,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Office_Depot_HP_564XL_Ink_Cartridge_Black_CN684WN,small/gso__Office_Depot_HP_564XL_Ink_Cartridge_Black_CN684WN/meshes/model.obj,,0.6965,0.1774,0.4499,0.9459,projected,1,0,0
small,소,gso,Organic_Whey_Protein_Unflavored,0.122,0.122,0.169,0.169,9014,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Organic_Whey_Protein_Unflavored,small/gso__Organic_Whey_Protein_Unflavored/meshes/model.obj,,0.9435,0.0256,0.8763,0.957,hybrid,1,0,0
small,소,gso,OXO_Soft_Works_Can_Opener_SnapLock,0.177,0.07,0.056,0.177,20568,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/OXO_Soft_Works_Can_Opener_SnapLock,small/gso__OXO_Soft_Works_Can_Opener_SnapLock/meshes/model.obj,,0.5628,0.0923,0.429,0.6601,hybrid,1,0,0
small,소,gso,Pass_The_Popcorn_Movie_Guessing_Game,0.205,0.063,0.27,0.27,4568,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Pass_The_Popcorn_Movie_Guessing_Game,small/gso__Pass_The_Popcorn_Movie_Guessing_Game/meshes/model.obj,,0.9738,0.0041,0.9695,0.9782,projected,1,0,0
small,소,gso,Pepsi_Caffeine_Free_Diet_12_CT,0.405,0.138,0.129,0.405,2354,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Pepsi_Caffeine_Free_Diet_12_CT,small/gso__Pepsi_Caffeine_Free_Diet_12_CT/meshes/model.obj,12-can multipack carton,0.5068,0.4585,0.0183,0.966,projected,1,0,0
small,소,gso,Pony_C_Clamp_1440,0.202,0.173,0.027,0.202,16180,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Pony_C_Clamp_1440,small/gso__Pony_C_Clamp_1440/meshes/model.obj,,0.4388,0.1275,0.3158,0.6317,hybrid,1,0,0
small,소,gso,Poppin_File_Sorter_Blue,0.25,0.174,0.154,0.25,6188,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Poppin_File_Sorter_Blue,small/gso__Poppin_File_Sorter_Blue/meshes/model.obj,,0.2145,0.0806,0.0991,0.3269,projected,1,0,0
small,소,gso,Poppin_File_Sorter_White,0.251,0.174,0.156,0.251,6440,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Poppin_File_Sorter_White,small/gso__Poppin_File_Sorter_White/meshes/model.obj,,0.3556,0.1149,0.2335,0.5443,hybrid,1,0,0
small,소,gso,Quercetin_500,0.081,0.08,0.144,0.144,7850,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Quercetin_500,small/gso__Quercetin_500/meshes/model.obj,,0.6061,0.1148,0.4304,0.7132,projected,1,0,0
small,소,gso,Razer_Abyssus_Ambidextrous_Gaming_Mouse,0.101,0.146,0.038,0.146,33292,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Razer_Abyssus_Ambidextrous_Gaming_Mouse,small/gso__Razer_Abyssus_Ambidextrous_Gaming_Mouse/meshes/model.obj,,0.556,0.1936,0.2389,0.7236,hybrid,1,0,0
small,소,gso,Razer_Kraken_Pro_headset_Full_size_Black,0.179,0.136,0.29,0.29,29666,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Razer_Kraken_Pro_headset_Full_size_Black,small/gso__Razer_Kraken_Pro_headset_Full_size_Black/meshes/model.obj,,0.3982,0.067,0.3206,0.4674,hybrid,1,0,0
small,소,gso,Razer_Taipan_Black_Ambidextrous_Gaming_Mouse,0.123,0.175,0.04,0.175,31596,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Razer_Taipan_Black_Ambidextrous_Gaming_Mouse,small/gso__Razer_Taipan_Black_Ambidextrous_Gaming_Mouse/meshes/model.obj,,0.5944,0.0735,0.4736,0.6559,hybrid,1,0,0
small,소,gso,ReadytoUse_Rolled_Fondant_Pure_White_24_oz_box,0.122,0.049,0.169,0.169,1744,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/ReadytoUse_Rolled_Fondant_Pure_White_24_oz_box,small/gso__ReadytoUse_Rolled_Fondant_Pure_White_24_oz_box/meshes/model.obj,,0.9727,0.0159,0.9472,0.9906,projected,1,0,0
small,소,gso,Rexy_Glove_Heavy_Duty_Large,0.274,0.244,0.034,0.274,42558,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Rexy_Glove_Heavy_Duty_Large,small/gso__Rexy_Glove_Heavy_Duty_Large/meshes/model.obj,,0.6601,0.0594,0.584,0.7438,hybrid,1,0,0
small,소,gso,Samsung_CLTC406S_Toner_Cartridge_Cyan_1pack,0.389,0.084,0.185,0.389,2066,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Samsung_CLTC406S_Toner_Cartridge_Cyan_1pack,small/gso__Samsung_CLTC406S_Toner_Cartridge_Cyan_1pack/meshes/model.obj,,0.6118,0.3852,0.0551,0.976,projected,1,0,0
small,소,gso,Seagate_1TB_Backup_Plus_portable_drive_Blue,0.016,0.082,0.124,0.124,3272,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Seagate_1TB_Backup_Plus_portable_drive_Blue,small/gso__Seagate_1TB_Backup_Plus_portable_drive_Blue/meshes/model.obj,,0.9921,0.006,0.9822,0.9976,projected,1,0,0
small,소,gso,Shurtape_Gaffers_Tape_Silver_2_x_60_yd,0.154,0.153,0.051,0.154,3298,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Shurtape_Gaffers_Tape_Silver_2_x_60_yd,small/gso__Shurtape_Gaffers_Tape_Silver_2_x_60_yd/meshes/model.obj,,0.5239,0.366,0.0848,0.9722,projected,1,0,0
small,소,gso,Sonny_School_Bus,0.163,0.24,0.23,0.24,38052,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Sonny_School_Bus,small/gso__Sonny_School_Bus/meshes/model.obj,,0.5894,0.0653,0.5206,0.6629,hybrid,1,0,0
small,소,gso,Sorry_Sliders_Board_Game,0.405,0.07,0.274,0.405,1610,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Sorry_Sliders_Board_Game,small/gso__Sorry_Sliders_Board_Game/meshes/model.obj,,0.8531,0.2066,0.4953,0.9764,projected,1,0,0
small,소,gso,Super_Mario_3D_World_Wii_U_Game,0.137,0.191,0.017,0.191,2610,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Super_Mario_3D_World_Wii_U_Game,small/gso__Super_Mario_3D_World_Wii_U_Game/meshes/model.obj,,0.5217,0.4139,0.0796,0.9515,hybrid,1,0,0
small,소,gso,Supernatural_Ouija_Board_Game,0.407,0.057,0.275,0.407,9076,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Supernatural_Ouija_Board_Game,small/gso__Supernatural_Ouija_Board_Game/meshes/model.obj,,0.6364,0.3108,0.1883,0.9711,hybrid,1,0,0
small,소,gso,Swiss_Miss_Hot_Cocoa_KCups_Milk_Chocolate_12_count,0.151,0.101,0.099,0.151,4312,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Swiss_Miss_Hot_Cocoa_KCups_Milk_Chocolate_12_count,small/gso__Swiss_Miss_Hot_Cocoa_KCups_Milk_Chocolate_12_count/meshes/model.obj,,0.9787,0.0045,0.9741,0.9844,projected,1,0,0
small,소,gso,Tetris_Link_Game,0.323,0.092,0.267,0.323,3192,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Tetris_Link_Game,small/gso__Tetris_Link_Game/meshes/model.obj,,0.9598,0.0288,0.9103,0.98,projected,1,0,0
small,소,gso,Twinlab_100_Whey_Protein_Fuel_Vanilla,0.159,0.157,0.259,0.259,10072,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Twinlab_100_Whey_Protein_Fuel_Vanilla,small/gso__Twinlab_100_Whey_Protein_Fuel_Vanilla/meshes/model.obj,,0.8963,0.0757,0.7666,0.9516,projected,1,0,0
small,소,gso,Victor_Reversible_Bookend,0.235,0.109,0.236,0.236,16418,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Victor_Reversible_Bookend,small/gso__Victor_Reversible_Bookend/meshes/model.obj,,0.6796,0.2209,0.3391,0.9572,projected,1,0,0
small,소,gso,Winning_Moves_1180_Aggravation_Board_Game,0.481,0.047,0.248,0.481,1022,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Winning_Moves_1180_Aggravation_Board_Game,small/gso__Winning_Moves_1180_Aggravation_Board_Game/meshes/model.obj,,0.7436,0.4126,0.029,0.9848,projected,1,0,0
small,소,gso,Xyli_Pure_Xylitol,0.097,0.095,0.147,0.147,5536,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Xyli_Pure_Xylitol,small/gso__Xyli_Pure_Xylitol/meshes/model.obj,,0.9711,0.005,0.9663,0.9792,projected,1,0,0
