case_id,baseline_wall_s,primary_binding_signature,all_actionable_signatures,target_side,achieved_sides,target_side_ever_achieved,best_pass_count,best_constraint_vector,failure_reason,projected_size,f_target,unique_candidates,budget_exhausted,A_wall_s,A_rescue_triggered,A_rescue_evals,A_rescue_won,A_accepted,B_wall_s,B_rescue_triggered,B_rescue_evals,B_rescue_won,B_accepted
201,59.789,ACCEPTED,,left,"{""left"": 8}",True,5,"{""side"": true, ""vis"": 1511, ""target"": 0.05429435818135947, ""G1"": 1, ""G2"": 0}",G3,0.29959005192826543,0.3417435681136394,29,4,60.556,False,0,False,False,59.893,False,0,False,False
229,93.304,ACCEPTED,,right,"{""right"": 9, ""center"": 1}",True,5,"{""side"": true, ""vis"": 773, ""target"": 0.039872652649913576, ""G1"": 0, ""G2"": 1}",G5,0.162540931173661,0.3952533977702545,28,3,94.752,False,0,False,False,94.702,False,0,False,False
