referencing_file,line,reference_form,target,target_exists,reference_kind,verdict,text
scripts/data_prep/blender/run_dataset_v4.sh,15,literal,data/pallet/test_palletobj_r3,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_palletobj_r3
scripts/data_prep/blender/run_dataset_v4.sh,28,literal,data/pallet/training_data_v4,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4
scripts/data_prep/blender/run_dataset_v4.sh,34,literal,data/pallet/training_data_v4,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4
scripts/data_prep/blender/run_chunks.sh,17,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/run_chunks.sh,19,literal,data/pallet/train_palletobj_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v1
scripts/data_prep/blender/run_trunc_addon.py,6,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/run_trunc_addon.py,8,literal,data/pallet/trunc_addon_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/trunc_addon_v1
scripts/data_prep/blender/run_trunc_addon.py,29,literal,data/pallet/trunc_addon_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/trunc_addon_v1
scripts/data_prep/blender/run_trunc_addon.py,61,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/run_v2_scene_logic.py,15,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/blender/run_v2_scene_logic.py,27,literal,data/pallet/_v2_usable50,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/_v2_usable50
scripts/data_prep/blender/run_v2_scene_logic.py,485,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/blender/v2_realize.py,769,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
scripts/data_prep/blender/_b3_asset_check.py,10,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_b3_asset_check.py,36,literal,data/pallet/_v2_b3_check,True,LEGACY_RUNTIME,OK,data/pallet/_v2_b3_check
scripts/data_prep/blender/_audit_perm_disagreement.py,22,literal,data/pallet/training_data,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/blender/_diag_screenray.py,14,literal,data/pallet/_floor_test10b,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_test10b
scripts/data_prep/blender/_g5_reverify.py,11,literal,data/pallet/_v2_g5_reverify,True,LEGACY_RUNTIME,OK,data/pallet/_v2_g5_reverify
scripts/data_prep/blender/_g5_reverify.py,14,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_g5_reverify.py,29,literal,data/pallet/_v2_g5_reverify,True,LEGACY_RUNTIME,OK,data/pallet/_v2_g5_reverify
scripts/data_prep/blender/_floor_emit_patch.py,4,literal,data/pallet/_floor_emit,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_emit
scripts/data_prep/blender/_gen_wood_random_samples.py,6,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_gen_wood_random_samples.py,9,literal,data/pallet/_wood_skin_compare,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_wood_skin_compare
scripts/data_prep/blender/_make_archive_vs_new_sheet.py,22,literal,data/pallet/reference,True,LEGACY_RUNTIME,OK,data/pallet/reference
scripts/data_prep/blender/_make_archive_vs_new_sheet.py,23,literal,data/pallet/_v2_smoke50_9d,True,LEGACY_RUNTIME,OK,data/pallet/_v2_smoke50_9d
scripts/data_prep/blender/_make_floor_uv_sheet.py,5,literal,data/pallet/_floor_uv_test,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_uv_test
scripts/data_prep/blender/_make_floor_sheet14.py,7,literal,data/pallet/_floor_applied14,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_applied14
scripts/data_prep/blender/_make_floor_sheet.py,7,literal,data/pallet/_floor_compare,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_compare
scripts/data_prep/blender/_regen_mixed10.py,10,literal,data/pallet/_mat_test10d,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_mat_test10d
scripts/data_prep/blender/_probe_dist.py,31,literal,data/pallet/hdri,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/_probe_v.py,26,literal,data/pallet/hdri,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/_make_smoke10_sheet.py,5,literal,data/pallet/_floor_smoke10,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_smoke10
scripts/data_prep/blender/_render_floor_compare.py,8,literal,data/pallet/textures_floor,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/textures_floor
scripts/data_prep/blender/_render_floor_compare.py,14,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_render_floor_compare.py,17,literal,data/pallet/_floor_compare,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_compare
scripts/data_prep/blender/tests/test_overlay_archive_trunc_style.py,5,literal,data/pallet/reference,True,CURRENT_TEST,OK,data/pallet/reference
scripts/data_prep/blender/_regen_scene3.py,15,literal,data/pallet/_mat_test10d_scene3,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_mat_test10d_scene3
scripts/data_prep/blender/_render_floor_applied14.py,16,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_render_floor_applied14.py,19,literal,data/pallet/_floor_applied14,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_applied14
scripts/data_prep/blender/_render_material_compare.py,8,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_render_material_compare.py,11,literal,data/pallet/_material_compare,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_material_compare
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,246,literal,data/pallet/run_sel,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_sel
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,255,literal,data/pallet/run_all,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_all
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,267,literal,data/pallet/run_ts,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_ts
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,296,literal,data/pallet/run_leg,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_leg
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,313,literal,data/pallet/run_p,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_p
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,321,literal,data/pallet/run_q,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_q
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,331,literal,data/pallet/run_r,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_r
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,338,literal,data/pallet/run_s,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_s
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,348,literal,data/pallet/run_t,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_t
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,357,literal,data/pallet/run_u,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_u
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,365,literal,data/pallet/run_v,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_v
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,379,literal,data/pallet/run_w1,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_w1
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,380,literal,data/pallet/run_w2,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_w2
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,381,literal,data/pallet/run_w3,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_w3
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,393,literal,data/pallet/run_rb,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_rb
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,404,literal,data/pallet/run_rc,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_rc
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,417,literal,data/pallet/run_o1,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_o1
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,418,literal,data/pallet/run_o2,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_o2
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,427,literal,data/pallet/run_z,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_z
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,433,literal,data/pallet/run_id,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_id
scripts/data_prep/blender/tests/test_manage_pallet_data_layout.py,466,literal,data/pallet/run_guard,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/run_guard
scripts/data_prep/blender/_render_floor_uv_compare.py,13,literal,data/pallet/_floor_uv_test,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_uv_test
scripts/data_prep/blender/_render_plastic_closeup.py,11,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_render_plastic_closeup.py,13,literal,data/pallet/_mat_test10c,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_mat_test10c
scripts/data_prep/blender/_render_wood_closeup.py,7,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_render_wood_closeup.py,10,literal,data/pallet/_mat_test10b,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_mat_test10b
scripts/data_prep/blender/_render_wood_skin_compare.py,6,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_render_wood_skin_compare.py,9,literal,data/pallet/_wood_skin_compare,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_wood_skin_compare
scripts/data_prep/blender/_render_wood_skin_compare.py,10,literal,data/pallet/_wood_skin_compare,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_wood_skin_compare
scripts/data_prep/blender/_render_floor_fix_test.py,11,literal,data/pallet/_floor_fix_test,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/_floor_fix_test
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,31,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,32,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,33,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,34,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,35,literal,data/pallet/hdri,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,36,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,37,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,38,literal,data/pallet/models_usd,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/models_usd
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,38,literal,data/pallet/pallets_v2_add,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/pallets_v2_add
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,39,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,40,literal,data/pallet/real_data,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/real_data
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,41,literal,data/pallet/runs,True,CURRENT_TEST,OK,data/pallet/runs
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,42,literal,data/pallet/release,True,CURRENT_TEST,OK,data/pallet/release
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,43,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,50,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,51,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,52,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,53,literal,data/pallet/hdri,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,54,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,55,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,56,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,57,literal,data/pallet/models_usd,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/models_usd
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,58,literal,data/pallet/pallets_v2_add,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/pallets_v2_add
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,59,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,60,literal,data/pallet/real_data,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/real_data
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,61,literal,data/pallet/runs,True,CURRENT_TEST,OK,data/pallet/runs
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,62,literal,data/pallet/release,True,CURRENT_TEST,OK,data/pallet/release
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,65,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,66,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,131,literal,data/pallet/hdri,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,161,literal,data/pallet/models_usd,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/models_usd
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,161,literal,data/pallet/pallets_v2_add,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/pallets_v2_add
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,252,literal,data/pallet/hdri,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,291,literal,data/pallet/__no_such_dir__,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/__no_such_dir__
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,301,literal,data/pallet/__not_created_yet__,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/__not_created_yet__
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,322,literal,data/pallet/__no_such_dir__,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/__no_such_dir__
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,329,literal,data/pallet/models_usd,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/models_usd
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,329,literal,data/pallet/__nope__,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/__nope__
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,368,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,368,literal,data/pallet/reference,True,CURRENT_TEST,OK,data/pallet/reference
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,381,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,383,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,391,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,395,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,407,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,409,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,411,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,414,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,414,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,414,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,539,literal,data/pallet/__no_such_dir__,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/__no_such_dir__
scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,547,literal,data/pallet/__not_created_yet__,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/__not_created_yet__
scripts/data_prep/blender/_restructure_to_r3.py,20,literal,data/pallet/training_data_v4_split,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4_split
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,76,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,77,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,78,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,79,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,81,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,82,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,85,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,86,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,87,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,90,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,91,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,120,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,121,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,122,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,127,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,128,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,132,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,132,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,138,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,147,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,154,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,157,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,164,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,166,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,167,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,173,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,174,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,183,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,189,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,201,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,202,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,219,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,221,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,230,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,231,literal,data/pallet/background,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/background
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,238,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,262,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,287,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,290,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,291,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,301,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,302,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,311,literal,data/pallet/distractors,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,312,literal,data/pallet/blender_scene,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,314,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/tests/test_stage2c2_layout_policy.py,364,literal,data/pallet/assets,True,CURRENT_TEST,OK,data/pallet/assets
scripts/data_prep/blender/_v2_calib_200.py,12,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/_v2_calib_200.py,14,literal,data/pallet/_v2_calib_200,True,LEGACY_RUNTIME,OK,data/pallet/_v2_calib_200
scripts/data_prep/blender/_v2_calib_200.py,37,literal,data/pallet/_v2_calib_200,True,LEGACY_RUNTIME,OK,data/pallet/_v2_calib_200
scripts/data_prep/blender/_v2_calib_200_analyze.py,9,literal,data/pallet/_v2_calib_200,True,LEGACY_RUNTIME,OK,data/pallet/_v2_calib_200
scripts/data_prep/blender/_v2_calib_200_analyze.py,350,literal,data/pallet/_v2_calib_200,True,LEGACY_RUNTIME,OK,data/pallet/_v2_calib_200
scripts/data_prep/blender/_v2_pilot_audit.py,3,literal,data/pallet/_v2_pilot_2k,True,LEGACY_RUNTIME,OK,data/pallet/_v2_pilot_2k
scripts/data_prep/blender/_v2_pilot_audit.py,22,literal,data/pallet/_v2_pilot_2k,True,LEGACY_RUNTIME,OK,data/pallet/_v2_pilot_2k
scripts/data_prep/blender/_v2_pilot_audit.py,170,literal,data/pallet/_v2_pilot_2k,True,LEGACY_RUNTIME,OK,data/pallet/_v2_pilot_2k
scripts/data_prep/blender/_v2_pilot_2k.py,21,literal,data/pallet/blender_scene,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
