name,filepath_raw,resolved,exists,sha256
Image_7.002,//textures\Image_7.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_7.002.png,True,838fd4e13f42bebef3b325ad810a7b3d2106479a4d4f1463e75d0e83c7e127f2
Image_70,//textures\Image_70.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_70.png,True,c8f30148a058e61d573f790eea55eaaa8605fd8dd80c0eabb78bc15b6630c06f
Image_71,//textures\Image_71.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_71.jpg,True,8aced1ac9601671e01f7fc0026b2546543cf8fa11ceaf8719fe54618ca3f40bf
Image_72,//textures\Image_72.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_72.png,True,189108bc4bb49c9fc0e8e8083c50c3c69a2f2781f361d6aacd36e116e2046141
Image_73,//textures\Image_73.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_73.png,True,e31759f742b8a3a4f64214fe9dbeb07a027a02ec73faba906963aa6719b4e80b
Image_74,//textures\Image_74.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_74.jpg,True,7f962aa7678ed737dba6474da3c6bfae1aa9ea280a588c7e210759d8c0e6efeb
Image_75,//textures\Image_75.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_75.png,True,7ea304f19c310e4df10246a2a6b18f41895bc57dca33682b481a45af83972c16
Image_76,//textures\Image_76.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_76.png,True,56a7a67dd5eb0fafa1b89b84682e1bbbb34de971365523a6fb8413c0f728a715
Image_77,//textures\Image_77.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_77.jpg,True,a1b47afa12a456d9edd89c48ae265a161b92777b22b39c97a4c5c9738a06571e
Image_78,//textures\Image_78.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_78.png,True,7e28cdf4320440e1ccbf93a755843e9685ba325abc331de7be350b55ac2c21ce
Image_79,//textures\Image_79.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_79.png,True,932a1bfee18ad58a292311e93bd1335f3c4129d6f7425eab55b584a57f6aff3d
Image_8,//textures\Image_8.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_8.png,True,4f2ea9b406d9be5546a10bc85b2c441dfe691f4edd95fb462cf16fa2a6a6775c
Image_8.001,//textures\Image_8.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_8.001.png,True,4566dfb3874367cd413fa839cc4ad433b672ad74ccf2fefb1262f805d637c569
Image_8.002,//textures\Image_8.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_8.002.png,True,d1fe206e2bfb7021b682ae2ce609af94590c003ed30cd426ec2b48c24127b27c
Image_80,//textures\Image_80.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_80.jpg,True,f7ecf31e3cabc4f3ba6ceee6713d6c784a512d063c45807de113e565071a3013
Image_81,//textures\Image_81.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_81.png,True,7c3de410ee5bc4369b9f600767cd0b84829fb4b21a32410402abf86d93d3a2a5
Image_82,//textures\Image_82.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_82.png,True,56a7a67dd5eb0fafa1b89b84682e1bbbb34de971365523a6fb8413c0f728a715
Image_83,//textures\Image_83.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_83.jpg,True,55d4ff3fd0613bdd51b0a4d02566651fb72bebab1eec5cb3f03ee82a3e0aa37d
Image_84,//textures\Image_84.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_84.png,True,ac0f9dba3cd24469e3b00f147abf68c31830b4e07e3da0985f03d73161d898b3
Image_85,//textures\Image_85.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_85.jpg,True,07eefc0e7cdc6fcd6fe95b383ea17b4daff767818ab649d167f44f0b26c9706c
Image_86,//textures\Image_86.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_86.png,True,d00187e98838a6cb7b86cab96f5758c851997353b489fe9aaa163a6d9471dea3
Image_87,//textures\Image_87.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_87.png,True,8a1d917abf7f15452bfd1add6bb8710a3e081447bd8eecebae8c6b8f3cd7f1f3
Image_88,//textures\Image_88.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_88.jpg,True,10a9f54f1bfbcab70d1c247b6030f1f356154aa8ef2e3363a5807bff84dbabd6
Image_89,//textures\Image_89.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_89.png,True,796f5eeb9aadde342c5ff7f1cab3340d5b550ce07c3d676783b6a95e522478bb
Image_9,//textures\Image_9.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_9.png,True,df41a4b0d184b212a53c6eaa4c452272e2440fcd74ce359fd3361857cdf5a62c
Image_9.001,//textures\Image_9.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_9.001.png,True,88a3398af390d9b7d1fc9b968ce500fc0e2ff36657d54e8c074d177dbb0b5611
Image_90,//textures\Image_90.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_90.png,True,8a1d917abf7f15452bfd1add6bb8710a3e081447bd8eecebae8c6b8f3cd7f1f3
Image_91,//textures\Image_91.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_91.jpg,True,7e00d56ad4112529b99523a44b854629358b980817c498cf8a3ec93c50f30d3b
Image_92,//textures\Image_92.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_92.png,True,83a9fd6b18691b986cedf57131f6375012ed159b8fa9cbe7316da7985dd78008
Image_93,//textures\Image_93.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_93.png,True,8a1d917abf7f15452bfd1add6bb8710a3e081447bd8eecebae8c6b8f3cd7f1f3
Image_94,//textures\Image_94.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_94.png,True,05c1c18769d77d6b29209e11f03e6825d2f7a3caaffd6e8b6412fff6a41728c1
Image_95,//textures\Image_95.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_95.png,True,27e0ee0e2afeab0ffeed06b980426e356dce8679ceab45bd9089d1d0a05a98d4
Image_96,//textures\Image_96.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_96.png,True,de9e0c2e9700a17d47daeae80f149b2a7cde8f15045053e0c40fe035aa96db87
Image_97,//textures\Image_97.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_97.jpg,True,d2019edfd87e9db28467acbef4925b25db744b9d54f4f8a4eec13d52d057c699
Image_98,//textures\Image_98.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_98.png,True,32a7d8362128ffe52f475ab95f1ab5996e752ddf02ee6f8b54b34dc81342cfe0
Image_99,//textures\Image_99.png,E:\CODING\GitHub\FoundationPose\data\pallet\assets\scenes\production\blender_scene\textures\Image_99.png,True,66fbd086ad2c9205b11861063b9f6196d51b9e5af1d5491c24345288ca2a7167
SchoolChair_01_diff,//..\..\..\distractors\library\medium\ph__SchoolChair_01\textures\SchoolChair_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__SchoolChair_01\textures\SchoolChair_01_diff_1k.jpg,True,f10ae4dbddfb056ef716770ebd96e0eff0aa6f0b5ad0f263ff51c5cade6e1d8f
SchoolChair_01_metallic-SchoolChair_01_roughness,//..\..\..\distractors\library\medium\ph__SchoolChair_01\textures\SchoolChair_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__SchoolChair_01\textures\SchoolChair_01_arm_1k.jpg,True,ff773eb01c9d59130dc3cc0274951ac626d73fa1b2f7eee519af4ca80835568b
SchoolChair_01_nor_gl,//..\..\..\distractors\library\medium\ph__SchoolChair_01\textures\SchoolChair_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__SchoolChair_01\textures\SchoolChair_01_nor_gl_1k.jpg,True,4ee930562ad26e8c98af75e8aa6577d01cb56f6d22628f4e95c385e5364f0623
SchoolDesk_01_diff,//..\..\..\distractors\library\medium\ph__SchoolDesk_01\textures\SchoolDesk_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__SchoolDesk_01\textures\SchoolDesk_01_diff_1k.jpg,True,4fed6d98265c6be27b9e6c9b010a5bba55a9aca4edfcc3fae9a12309ca6a5b94
SchoolDesk_01_metallic-SchoolDesk_01_roughness,//..\..\..\distractors\library\medium\ph__SchoolDesk_01\textures\SchoolDesk_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__SchoolDesk_01\textures\SchoolDesk_01_arm_1k.jpg,True,ee1e2ea17ca21471b8a4822400ddc6bd3a4d441822a7eb429bef8cb1ab6dd43d
SchoolDesk_01_nor_gl,//..\..\..\distractors\library\medium\ph__SchoolDesk_01\textures\SchoolDesk_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__SchoolDesk_01\textures\SchoolDesk_01_nor_gl_1k.jpg,True,64de8791fec46894945136190504127d194c1fc8d999e15c639dc94d053581be
Shelf_01_diff.png,//..\..\..\distractors\library\indoor\ph__Shelf_01\textures\Shelf_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\indoor\ph__Shelf_01\textures\Shelf_01_diff_1k.jpg,True,875bb8110dec4f409d9127cba95f7c0ead02bdfeef6dd47232df939e4de35a5c
Shelf_01_metallic.png-Shelf_01_roughness,//..\..\..\distractors\library\indoor\ph__Shelf_01\textures\Shelf_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\indoor\ph__Shelf_01\textures\Shelf_01_arm_1k.jpg,True,d5d180b15c48ed6ab7b27a663de8f399f813ed0c32ff2706520d677a1e387cdc
Shelf_01_nor_gl.png,//..\..\..\distractors\library\indoor\ph__Shelf_01\textures\Shelf_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\indoor\ph__Shelf_01\textures\Shelf_01_nor_gl_1k.jpg,True,c817d7966974be2da13e4b0a57918e8e142edc50eb41d438229c3bad70df0f91
WetFloorSign_01_diff,//..\..\..\distractors\library\road\ph__WetFloorSign_01\textures\WetFloorSign_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__WetFloorSign_01\textures\WetFloorSign_01_diff_1k.jpg,True,01e18486a858defc0f44a73ec5037c4bee770bae88e7fed5beb6877df120fa90
WetFloorSign_01_metallic-WetFloorSign_01_roughness,//..\..\..\distractors\library\road\ph__WetFloorSign_01\textures\WetFloorSign_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__WetFloorSign_01\textures\WetFloorSign_01_arm_1k.jpg,True,6cd1d7c6648c36d2d66a7ddfc620ea78374ac770a5726f879b6914366e133e1a
WetFloorSign_01_nor_gl,//..\..\..\distractors\library\road\ph__WetFloorSign_01\textures\WetFloorSign_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__WetFloorSign_01\textures\WetFloorSign_01_nor_gl_1k.jpg,True,62269358f3b30569783c1872613d1d70d5eda36babe5b5f04fcfd5e92de1af62
adjustable_wrench_diff,//..\..\..\distractors\library\small\ph__adjustable_wrench\textures\adjustable_wrench_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__adjustable_wrench\textures\adjustable_wrench_diff_1k.jpg,True,d4725eb3c741e337c28c0ed57712ecdfb5f3ee34f130907e34cea0b8e7809595
adjustable_wrench_metal-adjustable_wrench_rough,//..\..\..\distractors\library\small\ph__adjustable_wrench\textures\adjustable_wrench_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__adjustable_wrench\textures\adjustable_wrench_arm_1k.jpg,True,0fe9de7c2fce586621364cc02549d524e31b99831d93b330a51175b42e4a276a
adjustable_wrench_nor_gl,//..\..\..\distractors\library\small\ph__adjustable_wrench\textures\adjustable_wrench_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__adjustable_wrench\textures\adjustable_wrench_nor_gl_1k.jpg,True,68eb00858eefe4d80a75640c81dc4b202a3b946fd5800d7d2ea3cad29d8e0120
ammo_box_diff,//..\..\..\distractors\library\medium\ph__ammo_box\textures\ammo_box_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__ammo_box\textures\ammo_box_diff_1k.jpg,True,6a21a1ca96526f97bd05b52808986152d3266a056d1dbe90204bf191697f0f56
ammo_box_metal-ammo_box_rough,//..\..\..\distractors\library\medium\ph__ammo_box\textures\ammo_box_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__ammo_box\textures\ammo_box_arm_1k.jpg,True,fc4ce56bc139d7482ea6e59e5410a19f58af07631d02840a6f0bbf08a1b33189
ammo_box_nor_gl,//..\..\..\distractors\library\medium\ph__ammo_box\textures\ammo_box_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__ammo_box\textures\ammo_box_nor_gl_1k.jpg,True,5fc921d93f97646944b4bacae9e8eed1325091103766a8e6477c54bf199e5579
barrel_stove_diff,//..\..\..\distractors\library\large\ph__barrel_stove\textures\barrel_stove_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__barrel_stove\textures\barrel_stove_diff_1k.jpg,True,7661395a02b37db8dde222dd16947e41fa3b06d2ee9a198c57b6d015222afaeb
barrel_stove_metal-barrel_stove_rough,//..\..\..\distractors\library\large\ph__barrel_stove\textures\barrel_stove_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__barrel_stove\textures\barrel_stove_arm_1k.jpg,True,f0ec5ddee6660953cad654e883e641f60e0c814afcbab2fa7c90a75843790145
barrel_stove_nor_gl,//..\..\..\distractors\library\large\ph__barrel_stove\textures\barrel_stove_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__barrel_stove\textures\barrel_stove_nor_gl_1k.jpg,True,533b75cb95ae236aab74c3a5b8ccbeff567b4a402c5bc3373c20c9afea48d680
bleach_bottle_01_diff,//..\..\..\distractors\library\small\ph__bleach_bottle\textures\bleach_bottle_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__bleach_bottle\textures\bleach_bottle_01_diff_1k.jpg,True,340329a562c3b5a1d5441577cb9ecbb4e1bbbd3e5221439681a392db566b08a1
bleach_bottle_01_nor_gl,//..\..\..\distractors\library\small\ph__bleach_bottle\textures\bleach_bottle_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__bleach_bottle\textures\bleach_bottle_01_nor_gl_1k.jpg,True,cc16f4c13f17c7f511e36a614a91b2e932cdf85263788bba9ea58d2a94e049bf
bleach_bottle_01_rough,//..\..\..\distractors\library\small\ph__bleach_bottle\textures\bleach_bottle_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__bleach_bottle\textures\bleach_bottle_01_arm_1k.jpg,True,7aec58d92d982aaeb8a23b6ebc3486aa959641badf848eaf2893c271ec767112
can_rusted_diff,//..\..\..\distractors\library\small\ph__can_rusted\textures\can_rusted_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__can_rusted\textures\can_rusted_diff_1k.jpg,True,ed838bd8c1f0bd73d5a2914cebb68b394d97b18e191785f214b919a233b4b246
can_rusted_metal-can_rusted_rough,//..\..\..\distractors\library\small\ph__can_rusted\textures\can_rusted_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__can_rusted\textures\can_rusted_arm_1k.jpg,True,d1eb839ad1f4c3eca3032de0298176ce5ef7ae49e10cd0c13dd789945ce36849
can_rusted_nor_gl,//..\..\..\distractors\library\small\ph__can_rusted\textures\can_rusted_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__can_rusted\textures\can_rusted_nor_gl_1k.jpg,True,f4f049846ec80e39d65b29dee588ea643643e0e3ca12b56d6f6374acffefd366
cardboard_box_01_diff.001,//..\..\..\distractors\library\small\ph__cardboard_box_01\textures\cardboard_box_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__cardboard_box_01\textures\cardboard_box_01_diff_1k.jpg,True,122c7ba8c5935e289804a730b480677a4bffdf74a45c91970cba682df92e171c
cardboard_box_01_nor_gl.001,//..\..\..\distractors\library\small\ph__cardboard_box_01\textures\cardboard_box_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__cardboard_box_01\textures\cardboard_box_01_nor_gl_1k.jpg,True,d2d1f529a851966b65411b5094510dd9eba03cd5c0a89921f79325c377a8e8eb
cardboard_box_01_rough.001,//..\..\..\distractors\library\small\ph__cardboard_box_01\textures\cardboard_box_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__cardboard_box_01\textures\cardboard_box_01_arm_1k.jpg,True,5db63828d0f904c6a8d9c83afc912260b2a27261c15a28d06360519384574d2b
cement_bag_diff,//..\..\..\distractors\library\small\ph__cement_bag\textures\cement_bag_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__cement_bag\textures\cement_bag_diff_1k.jpg,True,0f1a45ba37e569b744325976b0a4514bc9e0b073bc12f1adb4d3232f6e90ed3e
cement_bag_nor_gl,//..\..\..\distractors\library\small\ph__cement_bag\textures\cement_bag_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__cement_bag\textures\cement_bag_nor_gl_1k.jpg,True,4f9b5ff34b029b47744dca27b864d35c167472792073a2141a5f69fc4cb39ddd
cement_bag_rough,//..\..\..\distractors\library\small\ph__cement_bag\textures\cement_bag_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__cement_bag\textures\cement_bag_arm_1k.jpg,True,ab39330e5c00b8d8c3febc58076717394d261daea50faba1c9fa90d8c51f06a4
chinese_screen_panels_diff,//..\..\..\distractors\library\large\ph__chinese_screen_panels\textures\chinese_screen_panels_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__chinese_screen_panels\textures\chinese_screen_panels_diff_1k.jpg,True,2240dd186b02a778871cc55348e392f05f9bc451882896ec7457895cf7cbcb9d
chinese_screen_panels_metal-chinese_screen_panels_rough,//..\..\..\distractors\library\large\ph__chinese_screen_panels\textures\chinese_screen_panels_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__chinese_screen_panels\textures\chinese_screen_panels_arm_1k.jpg,True,fec093ccc5d21ed333c3ef489c0b71cc067359a6fbda62146fb39826425d5f93
chinese_screen_panels_nor_gl,//..\..\..\distractors\library\large\ph__chinese_screen_panels\textures\chinese_screen_panels_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__chinese_screen_panels\textures\chinese_screen_panels_nor_gl_1k.jpg,True,e887b7e2ce2483fe835ddc8978dd42704505d110ec72e07c84bfef916205ef80
compost_bags_diff,//..\..\..\distractors\library\medium\ph__compost_bags\textures\compost_bags_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__compost_bags\textures\compost_bags_diff_1k.jpg,True,20e0c2d0cc3f8706d8e602a67a450963b5ece5ed571175a2155e60b566dc6ca0
compost_bags_metal-compost_bags_rough,//..\..\..\distractors\library\medium\ph__compost_bags\textures\compost_bags_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__compost_bags\textures\compost_bags_arm_1k.jpg,True,602437897781a5ff00e5edf5a29f881b884ea7f4965d9b26c770b5c5ff47ca72
compost_bags_nor_gl,//..\..\..\distractors\library\medium\ph__compost_bags\textures\compost_bags_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__compost_bags\textures\compost_bags_nor_gl_1k.jpg,True,84b10f72764874621df259a0e62e0e9d0e069f273da9911224eb9ab521863a01
compost_bags_sss,//..\..\..\distractors\library\medium\ph__compost_bags\textures\compost_bags_sss_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\medium\ph__compost_bags\textures\compost_bags_sss_1k.jpg,True,e537888b2e5c63aba0f74ce5947471ad1ccb739534368f1c257bfd2af94204e6
concrete_road_barrier_02_diff,//..\..\..\distractors\library\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_diff_1k.jpg,True,9329260ebfc8632a5d47d9b344ab6f916e26604e73ebd2c495fee544df4bdefa
concrete_road_barrier_02_nor_gl,//..\..\..\distractors\library\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_nor_gl_1k.jpg,True,42ec702843df209f0aef1d247c76dfb91385f0bf3b226b752d22a4c0e3780a31
concrete_road_barrier_02_rough,//..\..\..\distractors\library\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_arm_1k.jpg,True,6fb282f242ce86a3e44663678c2e0366c37de8244b08acc003d99771cb780e53
concrete_road_barrier_diff.001,//..\..\..\distractors\library\road\ph__concrete_road_barrier\textures\concrete_road_barrier_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__concrete_road_barrier\textures\concrete_road_barrier_diff_1k.jpg,True,88b2d79829ffec7b11ac4d9c8554328f30b665d2c17f634197fde4f1ca8696fe
concrete_road_barrier_nor_gl.001,//..\..\..\distractors\library\road\ph__concrete_road_barrier\textures\concrete_road_barrier_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__concrete_road_barrier\textures\concrete_road_barrier_nor_gl_1k.jpg,True,c1072f51ff5c3d7158f0fbb0aa26e82b816b745b9f03639c4816832af2b37c52
concrete_road_barrier_rough.001,//..\..\..\distractors\library\road\ph__concrete_road_barrier\textures\concrete_road_barrier_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\road\ph__concrete_road_barrier\textures\concrete_road_barrier_arm_1k.jpg,True,b940847648012f2db8c24b16e07ad1e39b3bd33ea493203364deca209606e4b4
covered_car_diff,//..\..\..\distractors\library\large\ph__covered_car\textures\covered_car_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__covered_car\textures\covered_car_diff_1k.jpg,True,c4616a5c7c1327e4bc127b600e59d9dcb2123f8926f1570a1ca4a068d97f4d34
covered_car_metal-covered_car_rough,//..\..\..\distractors\library\large\ph__covered_car\textures\covered_car_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__covered_car\textures\covered_car_arm_1k.jpg,True,e77f73234311701dd8088ec572e61d4ec7838bd28e9ea13ffe5e28f79da8e085
covered_car_nor_gl,//..\..\..\distractors\library\large\ph__covered_car\textures\covered_car_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\large\ph__covered_car\textures\covered_car_nor_gl_1k.jpg,True,6769694abe28c53e5c35ad1cefdd462b56416e7d89a6bcf5a9d9f6c922b46d05
crowbar_01_diff,//..\..\..\distractors\library\small\ph__crowbar_01\textures\crowbar_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__crowbar_01\textures\crowbar_01_diff_1k.jpg,True,940d6566a26806daf0e729cbe1a641a964d96a0bc073aba769973f757a92adb3
crowbar_01_metal-crowbar_01_rough,//..\..\..\distractors\library\small\ph__crowbar_01\textures\crowbar_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__crowbar_01\textures\crowbar_01_arm_1k.jpg,True,e6a836987045f155b6856f739369081fd0aa93578282c57723318cc834a3d739
crowbar_01_nor_gl,//..\..\..\distractors\library\small\ph__crowbar_01\textures\crowbar_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\small\ph__crowbar_01\textures\crowbar_01_nor_gl_1k.jpg,True,09689be72e5dedb35ba6be5eaca4cc7865f5fb0899d9a91f856f040adec3a31e
drawer_cabinet_diff,//..\..\..\distractors\library\indoor\ph__drawer_cabinet\textures\drawer_cabinet_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\indoor\ph__drawer_cabinet\textures\drawer_cabinet_diff_1k.jpg,True,0fe270409b54a5609662dda14afaa94af4bd3267dcd83dd824e05fa880d96efb
drawer_cabinet_metallic.png-drawer_cabinet_roughness.png,//..\..\..\distractors\library\indoor\ph__drawer_cabinet\textures\drawer_cabinet_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\indoor\ph__drawer_cabinet\textures\drawer_cabinet_arm_1k.jpg,True,8f8eefaaadcee247204c5658c2f4d9cac598222336918b01eb48e4190317788c
drawer_cabinet_nor_gl,//..\..\..\distractors\library\indoor\ph__drawer_cabinet\textures\drawer_cabinet_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\assets\distractors\library\indoor\ph__drawer_cabinet\textures\drawer_cabinet_nor_gl_1k.jpg,True,26d0904ad341353e095ef619d157a5f416be014500475976f1144827cc849faa
