datablock_type,datablock_name,filepath_raw,abspath,is_relative,is_packed,exists,inside_blender_scene_directory,inside_data_pallet,intended_move_source,expected_destination,migration_safe_without_blend_rewrite,verdict,reason,extra
Image,Image_11,//textures\Image_11.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_11.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_11.001,//textures\Image_11.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_11.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_12,//textures\Image_12.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_12.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_12.001,//textures\Image_12.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_12.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_13,//textures\Image_13.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_13.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_14,//textures\Image_14.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_14.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_15,//textures\Image_15.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_15.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_16,//textures\Image_16.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_16.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_17,//textures\Image_17.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_17.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_18,//textures\Image_18.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_18.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_19,//textures\Image_19.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_19.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_2,//textures\Image_2.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.001,//textures\Image_2.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.002,//textures\Image_2.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.002.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.003,//textures\Image_2.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.003.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.004,//textures\Image_2.004.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.004.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.005,//textures\Image_2.005.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.005.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.006,//textures\Image_2.006.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.006.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.007,//textures\Image_2.007.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.007.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.008,//textures\Image_2.008.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.008.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.009,//textures\Image_2.009.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.009.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_2.010,//textures\Image_2.010.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.010.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_20,//textures\Image_20.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_20.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_21,//textures\Image_21.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_21.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_22,//textures\Image_22.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_22.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_23,//textures\Image_23.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_23.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_24,//textures\Image_24.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_24.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_25,//textures\Image_25.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_25.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_26,//textures\Image_26.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_26.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_27,//textures\Image_27.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_27.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_28,//textures\Image_28.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_28.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_29,//textures\Image_29.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_29.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_3,//textures\Image_3.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_3.001,//textures\Image_3.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_3.002,//textures\Image_3.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.002.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_3.003,//textures\Image_3.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.003.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_3.004,//textures\Image_3.004.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.004.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_30,//textures\Image_30.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_30.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_31,//textures\Image_31.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_31.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_32,//textures\Image_32.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_32.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_33,//textures\Image_33.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_33.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_34,//textures\Image_34.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_34.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_35,//textures\Image_35.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_35.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_36,//textures\Image_36.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_36.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_37,//textures\Image_37.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_37.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_38,//textures\Image_38.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_38.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_39,//textures\Image_39.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_39.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_4,//textures\Image_4.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_4.001,//textures\Image_4.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_4.002,//textures\Image_4.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.002.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_4.003,//textures\Image_4.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.003.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_40,//textures\Image_40.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_40.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_41,//textures\Image_41.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_41.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_42,//textures\Image_42.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_42.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_43,//textures\Image_43.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_43.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_44,//textures\Image_44.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_44.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_45,//textures\Image_45.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_45.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_46,//textures\Image_46.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_46.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_47,//textures\Image_47.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_47.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_48,//textures\Image_48.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_48.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_49,//textures\Image_49.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_49.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_5,//textures\Image_5.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_5.001,//textures\Image_5.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_5.002,//textures\Image_5.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.002.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_5.003,//textures\Image_5.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.003.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_50,//textures\Image_50.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_50.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_51,//textures\Image_51.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_51.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_52,//textures\Image_52.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_52.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_53,//textures\Image_53.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_53.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_54,//textures\Image_54.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_54.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_55,//textures\Image_55.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_55.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_56,//textures\Image_56.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_56.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_57,//textures\Image_57.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_57.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_58,//textures\Image_58.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_58.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_59,//textures\Image_59.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_59.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_6,//textures\Image_6.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_6.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_6.001,//textures\Image_6.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_6.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_6.002,//textures\Image_6.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_6.002.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_60,//textures\Image_60.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_60.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_61,//textures\Image_61.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_61.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_62,//textures\Image_62.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_62.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_63,//textures\Image_63.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_63.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_64,//textures\Image_64.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_64.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_65,//textures\Image_65.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_65.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_66,//textures\Image_66.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_66.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_67,//textures\Image_67.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_67.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_68,//textures\Image_68.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_68.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_69,//textures\Image_69.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_69.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_7,//textures\Image_7.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_7.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_7.001,//textures\Image_7.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_7.001.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_7.002,//textures\Image_7.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_7.002.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_70,//textures\Image_70.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_70.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_71,//textures\Image_71.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_71.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_72,//textures\Image_72.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_72.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_73,//textures\Image_73.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_73.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_74,//textures\Image_74.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_74.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_75,//textures\Image_75.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_75.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_76,//textures\Image_76.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_76.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_77,//textures\Image_77.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_77.jpg,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=1
Image,Image_78,//textures\Image_78.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_78.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
Image,Image_79,//textures\Image_79.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_79.png,True,False,True,True,True,blender_scene,assets/scenes/production/blender_scene,True,SAFE_RELATIVE,relative and inside blender_scene/ -> moves with the folder,source=FILE users=2
