source,case_id,proposal_index,usable_slot,old_outcome,current_outcome,solver_fail_reason,winning_stage,candidates_logged,unique_candidates,duplicate_candidates,target_seed_candidate_count,target_seed_unique_candidate_count,target_seed_free_evals,target_seed_paid_evals,total_budgeted_evals,gate_overlap_evals,corner_contact_evals,primary_evals,rescue_evals,refine_evals,feedback_evals,fine_eval_count,candidate_budget_exhausted,score_callback_rejects,near_miss_candidates,best_near_miss_gap,runtime_s,stage_explicit_s,stage_context_s,stage_explicit_prep_s,projected_size,f_target,side,elevation_deg,camera_distance_m
smoke100b,smoke100b:166,166,69,,accepted,,corner-contact-refine,31,30,1,8,8,8,0,23,0,10,9,2,0,0,0,1,14,0,,63.77988004684448,35.495032,10.441927,0.16306,0.23525376625478855,0.18870592109118398,bottom,65.6372519803622,4.426716789507733
smoke100b,smoke100b:174,174,73,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,,38.56828999519348,12.731261,15.58288,0.194026,0.2518769164014956,0.14832489796501136,right,4.309096926338414,3.6751699970613685
smoke100b,smoke100b:176,176,75,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,6,1,0.0675512266074221,41.52044677734375,12.226705,22.252125,0.157429,0.10207869199176992,0.3891861039916183,bottom,40.57919302836313,4.121766543686585
smoke100b,smoke100b:183,183,79,,accepted,,primary,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,7,58,0,,165.1424958705902,126.748342,15.925093,0.129266,0.09932481890477544,0.17523444273776634,bottom,16.62851385411792,9.964840245879953
smoke100b,smoke100b:187,187,83,,accepted,,preprobe,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,23.436354637145996,6.378533,11.324606,0.121214,0.16045613114353252,0.18002557219038512,bottom,48.477528260683854,7.023880525674858
smoke100b,smoke100b:189,189,85,,accepted,,preprobe,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,31.92033624649048,10.008802,14.25042,0.138019,0.13994180822336516,0.37570717134901954,bottom,18.39479538841063,4.6900190976415095
smoke100b,smoke100b:195,195,89,,accepted,,gate-overlap-refine,32,31,1,8,8,8,0,24,11,0,9,0,0,0,0,3,22,15,0.014564538676963945,47.08680844306946,27.610185,6.404399,0.184387,0.4245941999729545,0.4108783468383854,bottom,28.654239480388743,1.7745623740330176
smoke100b,smoke100b:202,202,93,,accepted,,preprobe,10,10,0,8,8,8,0,2,0,0,0,0,0,0,0,0,8,1,0.24881518355815002,90.19211077690125,26.506931,56.888324,0.101435,0.17972249129990822,0.3743046620576926,left,38.668858248083716,5.058411025444843
smoke100b,smoke100b:211,211,95,,accepted,,target-seed,10,10,0,8,8,8,0,2,0,0,0,0,0,0,0,0,6,2,0.03612094401268698,97.66198921203613,21.156263,66.273516,0.223584,0.07998937917856648,0.326120944012687,right,17.683780428149326,8.679500600116743
smoke100b,smoke100b:219,219,99,,accepted,,target-seed,29,29,0,16,16,16,0,13,11,0,0,0,0,0,0,5,28,9,0.15447855391833126,95.6318883895874,52.234398,23.882389,0.207192,0.09874025257567907,0.3255214460816687,bottom,24.500845011328806,8.657426083972158
smoke100b,smoke100b:3,3,3,,rejected,bounded_local_search_exhausted,,44,41,3,8,8,8,0,36,0,0,27,0,0,0,0,9,21,0,,71.80679321289062,64.183241,0.002081,0.102146,0.5505824081795355,0.20730570984469082,right,52.90708284128163,1.2609699370506304
smoke100b,smoke100b:4,4,3,,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,58,0,,57.32051491737366,55.281673,0.001639,0.211962,0.2575001502880079,0.42654963055699835,right,4.38273518067479,2.3163719422255102
smoke100b,smoke100b:7,7,3,,rejected,bounded_local_search_exhausted,,12,11,1,0,0,0,0,12,0,0,9,0,0,0,0,2,3,0,,19.96062397956848,9.508657,0.001325,0.017665,0.9008782028473707,0.2629645435228422,bottom,60.28642245884304,1.1559851193907036
smoke100b,smoke100b:29,29,15,,rejected,bounded_local_search_exhausted,,44,41,3,8,8,8,0,36,0,0,27,2,0,0,0,9,24,10,0.056377531403719844,34.66374158859253,32.590615,0.002639,0.179502,0.3995691078192138,0.42607351843249974,right,22.618060782944863,2.6382608352813337
smoke100b,smoke100b:30,30,15,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,2,0,0,0,6,31,0,,63.918471336364746,56.711772,0.001422,0.100544,0.7993471181563221,0.21813793003112078,left,4.427951783379555,1.1580582016060776
smoke100b,smoke100b:32,32,15,,rejected,bounded_local_search_exhausted,,60,55,5,24,24,24,0,36,0,0,27,0,0,0,0,9,31,0,,68.8958055973053,67.573731,0.001389,0.127104,0.3331675541161875,0.17802966484806917,right,53.23170958929934,1.9850498297175045
smoke100b,smoke100b:34,34,15,,rejected,bounded_local_search_exhausted,,52,47,5,16,16,16,0,36,0,0,27,0,0,0,0,9,41,1,0.04561861972132161,64.8716869354248,57.429981,0.001974,0.157834,0.4823709757869806,0.2343686197213216,bottom,20.05358022549826,2.172961447355471
smoke100b,smoke100b:54,54,23,,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,6,6,0,,25.107643604278564,16.339826,0.001163,0.094356,0.5190747706870723,0.29172857383466516,bottom,74.79273345743304,1.7833470983107558
smoke100b,smoke100b:55,55,23,,rejected,bounded_local_search_exhausted,,44,42,2,8,8,8,0,36,11,0,18,0,0,0,0,10,20,0,,51.208433628082275,50.00323,0.00123,0.049882,0.7695802147735195,0.13080422137872902,bottom,6.826041722591379,1.1747225526819662
smoke100b,smoke100b:58,58,23,,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,59,0,,64.32714653015137,62.361451,0.001635,0.17119,0.2782466542773299,0.14775433727293127,bottom,17.402284079926485,3.1458783342966057
smoke100b,smoke100b:62,62,25,,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,10,23,3,0.1147483225747328,52.27259588241577,48.186165,0.001375,0.167496,0.2784652824470185,0.3765922942059385,right,7.686600856575149,1.6440798969790578
smoke100b,smoke100b:69,69,29,,rejected,bounded_local_search_exhausted,,60,60,0,24,24,24,0,36,0,30,3,0,0,0,0,11,59,1,0.02425971743886876,88.7683482170105,87.464146,0.001155,0.095461,0.3282420514463391,0.19727292210701583,right,9.649987264338122,3.1726641735458694
smoke100b,smoke100b:79,79,35,,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,7,8,0,,28.78891944885254,18.448409,0.001309,0.051996,0.5624476235036654,0.1658813642859568,bottom,65.60052332068551,0.7475212815816372
smoke100b,smoke100b:80,80,35,,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,9,40,20,0.008937544441058876,65.90297102928162,64.641917,0.001347,0.09543,0.09434438575511322,0.4392823720272658,right,2.1053113674106356,9.96332767532945
smoke100b,smoke100b:91,91,39,,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,60,0,,61.95210599899292,59.838141,0.001716,0.195563,0.09935461304438288,0.14280944862934175,bottom,12.899869454444794,9.946925993944028
smoke100b,smoke100b:98,98,43,,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,57,0,,144.20738577842712,136.481065,0.001988,0.14292,0.1613355722507961,0.24634478013907238,left,1.5348919886208212,6.454880237175106
smoke100b,smoke100b:100,100,43,,rejected,bounded_local_search_exhausted,,59,55,4,23,23,23,0,36,11,0,18,0,0,0,0,10,57,0,,108.78742170333862,100.122278,0.001288,0.108418,0.09591812620867338,0.4010295429731762,right,15.716883134243286,7.088904979143278
smoke100b,smoke100b:102,102,43,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,21,0,,73.35497879981995,56.694582,0.00145,0.10733,0.7975812203283549,0.1852509059040689,left,59.62077705163087,1.4922285678352316
smoke100b,smoke100b:109,109,45,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,42,0,,66.0483911037445,64.645541,0.001659,0.107856,0.24560665379937663,0.3356562823526332,bottom,14.87498907323841,3.3287307544464713
smoke100b,smoke100b:112,112,45,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,39,0,,46.720707416534424,41.12366,0.001098,0.152474,0.5255443670771405,0.40366298099237796,right,1.8472352295917198,1.9815678030512336
smoke100b,smoke100b:118,118,49,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,39,0,,69.06811618804932,62.687286,0.001166,0.097852,0.43762620573597755,0.2957990747707349,right,12.466014624131162,2.115253780459358
smoke100b,smoke100b:120,120,49,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,6,26,0,,40.8939003944397,38.261452,0.002059,0.24002,0.09673836897228094,0.17497335320751256,bottom,78.1181645510026,9.770777625160576
smoke100b,smoke100b:128,128,53,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,41,0,,105.09919714927673,88.275646,0.001465,0.106884,0.5340155169561249,0.2706757082905613,right,23.953768753390325,1.9501339639173114
smoke100b,smoke100b:136,136,55,,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,9,14,2,0.003493675362240156,22.204257488250732,20.094818,0.001232,0.186754,0.4821920800778217,0.16124306670200617,right,36.87987025454237,1.374074925508473
smoke100b,smoke100b:142,142,59,,rejected,bounded_local_search_exhausted,,44,42,2,8,8,8,0,36,11,0,18,2,0,0,0,10,24,13,0.12750590341421397,66.94965839385986,53.800546,0.001335,0.160215,0.08729626591332634,0.3398625913123031,bottom,77.80318123378711,7.953007580789878
smoke100b,smoke100b:143,143,59,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,47,0,,76.67118000984192,75.359791,0.00128,0.102692,0.16103721540703184,0.165924172579748,left,3.446048302725748,4.262854759135113
smoke100b,smoke100b:146,146,59,,rejected,bounded_local_search_exhausted,,60,55,5,24,24,24,0,36,0,0,27,0,0,0,0,9,56,0,,65.34582328796387,59.892557,0.002277,0.173366,0.28305528439132166,0.24104336438610516,bottom,3.028924675092468,3.2542381112056074
smoke100b,smoke100b:154,154,63,,rejected,bounded_local_search_exhausted,,60,60,0,24,24,24,0,36,0,30,3,0,0,0,0,12,60,0,,99.47236919403076,95.942988,0.001352,0.160255,0.22440173006486192,0.13714750827318622,left,18.838503496431603,4.64079219252895
smoke100b,smoke100b:158,158,65,,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,57,0,,56.85031247138977,54.863613,0.001768,0.154844,0.29570855265420126,0.29693888819819236,right,3.545732345961853,3.575864695219706
smoke100b,smoke100b:163,163,69,,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,8,34,0,,77.27497458457947,75.704368,0.001669,0.107072,0.8049923202759377,0.27683038399999904,left,10.73199545943395,1.4784904801761165
smoke100b,smoke100b:173,173,73,,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,60,0,,69.21593356132507,61.111202,0.001389,0.194867,0.0942514050031087,0.1150761980439105,left,18.84690993103562,7.58311249519336
smoke100b,smoke100b:180,180,79,,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,7,9,0,,18.20503330230713,16.147592,0.00173,0.150363,0.8427326106036971,0.20059055421810051,left,20.22649205924115,0.8173883296520082
smoke100b,smoke100b:199,199,93,,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,10,41,0,,76.52991318702698,69.94061,0.001399,0.103253,0.662335781758141,0.11092954169765702,right,5.683132860891792,1.0482113207600383
smoke100b,smoke100b:201,201,93,,rejected,,target-seed,29,29,0,16,16,16,0,13,11,0,0,0,0,0,0,4,17,0,,81.91734719276428,32.550028,35.17628,0.163168,0.29959005192826543,0.3417435681136394,left,6.447546611922638,3.4760893767071943
smoke100b,smoke100b:205,205,95,,rejected,,corner-contact-refine,59,55,4,24,24,24,0,35,0,10,18,0,0,0,0,6,36,11,0.00576562628814789,63.90145397186279,45.306191,9.216941,0.157013,0.19056361908089972,0.306897701759846,bottom,70.67890909513606,4.779647487932903
smoke100b,smoke100b:209,209,95,,rejected,bounded_local_search_exhausted,,60,56,4,24,24,24,0,36,0,10,19,0,0,0,0,10,60,0,,124.58948731422424,123.298557,0.00141,0.09636,0.19429416337580507,0.3653783774023659,bottom,20.30953912671132,4.109243134119327
smoke100b,smoke100b:216,216,99,,rejected,bounded_local_search_exhausted,,12,11,1,0,0,0,0,12,0,0,9,0,0,0,0,3,7,0,,15.749247789382935,14.489989,0.001593,0.019935,0.5574638590246012,0.409656798583364,right,32.10113396384153,1.4689052353432408
smoke100b,smoke100b:217,217,99,,rejected,bounded_local_search_exhausted,,44,41,3,8,8,8,0,36,0,0,27,0,0,0,0,7,16,0,,32.3943293094635,24.085072,0.0009,0.154787,0.9522842770836762,0.22549744870994018,left,35.29172069063684,1.2498090231917984
