source,case_id,proposal_index,usable_slot,case_outcome,order,stage,proposal_object,canonical_key,duplicate_geometry,reject_reason,score,score_accept,abs_error,accept_threshold_abs_error,score_margin,abs_score_gap,blocking_conditions,unknown_conditions,is_near_miss,hard_reject,object_visible_pixels,occluder_side_match,candidate_G1_pass,candidate_G2_pass,object_screen_gap_px
locked_replay,locked_replay:32,32,15,rejected,21,target-seed,Dist_chinese_screen_panels,8101130d17b1d16f,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,22,target-seed,Dist_chinese_screen_panels,95b782cee18c5b1b,False,score_callback,-0.31728405081298144,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,3532,False,True,False,8.0
locked_replay,locked_replay:32,32,15,rejected,23,target-seed,Dist_chinese_screen_panels,4a5423c8cf4b696b,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,24,target-seed,Dist_chinese_screen_panels,cb6d6728196f6ace,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,25,target-seed,Dist_chinese_screen_panels,50b6d2e66c9266d5,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,26,target-seed,Dist_chinese_screen_panels,a8dbdfaa141a738c,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,27,target-seed,Dist_chinese_screen_panels,386f9d5a70518b3c,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,28,target-seed,Dist_chinese_screen_panels,5423d3f51a165bda,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,29,primary,Dist_chinese_screen_panels,df08107666a0bdcb,False,score_callback,-0.43570510344456037,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,704,False,True,False,35.0
locked_replay,locked_replay:32,32,15,rejected,30,primary,Dist_chinese_screen_panels,518011daba8a3688,False,score_callback,-0.28219633151473583,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,4790,False,True,False,0.0
locked_replay,locked_replay:32,32,15,rejected,31,primary,Dist_chinese_screen_panels,a32aa2b84ae7b438,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,32,primary,Dist_chinese_screen_panels,69a8c49c978cc058,False,score_callback,-1.4054336978746909,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,,False,False,0,False,True,False,28.098119530069738
locked_replay,locked_replay:32,32,15,rejected,33,primary,Dist_chinese_screen_panels,82d34bcc8aaa1805,True,score_callback,-0.426933173619999,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,831,False,True,False,33.0
locked_replay,locked_replay:32,32,15,rejected,34,primary,Dist_chinese_screen_panels,16260e83c8ac4043,False,score_callback,-0.32167001572526216,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,3494,False,True,False,9.0
locked_replay,locked_replay:32,32,15,rejected,35,primary,Dist_chinese_screen_panels,3d0f61514e2481cb,False,score_callback,-1.5122455672083062,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,,False,False,0,False,True,False,52.45122573813404
locked_replay,locked_replay:32,32,15,rejected,36,primary,Dist_chinese_screen_panels,cc0a3817bd9df190,False,score_callback,-0.5585121209884201,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,10,False,True,False,63.0
locked_replay,locked_replay:32,32,15,rejected,37,primary,Dist_chinese_screen_panels,91de5158fbfb3b4a,False,score_callback,-0.426933173619999,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,886,False,True,False,33.0
locked_replay,locked_replay:32,32,15,rejected,38,prealign-primary,Dist_chinese_screen_panels,dc1d90b5bfeb6a8d,False,score_callback,-0.33044194554982353,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,3178,False,True,False,11.0
locked_replay,locked_replay:32,32,15,rejected,39,prealign-primary,Dist_chinese_screen_panels,9d4ca5a2f53abb04,False,score_callback,-0.3786875595849113,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,1728,False,True,False,22.0
locked_replay,locked_replay:32,32,15,rejected,40,preprobe,Dist_construction_sign_01,54c6d0a5c78431cd,False,score_callback,-0.43570510344456037,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,1523,False,True,False,35.0
locked_replay,locked_replay:32,32,15,rejected,41,target-seed,Dist_construction_sign_01,a0256f34fb3e20e1,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,42,target-seed,Dist_construction_sign_01,de487ab7fafbb7d0,False,score_callback,-0.33044194554982353,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,3045,False,True,False,11.0
locked_replay,locked_replay:32,32,15,rejected,43,target-seed,Dist_construction_sign_01,b6ac0c25aed524f7,False,score_callback,-0.28219633151473583,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,2059,False,True,False,0.0
locked_replay,locked_replay:32,32,15,rejected,44,target-seed,Dist_construction_sign_01,5c22d94724761cd9,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,45,target-seed,Dist_construction_sign_01,75e6f94e19f9cf8c,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,46,target-seed,Dist_construction_sign_01,671c53757742f516,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,47,target-seed,Dist_construction_sign_01,af5f48d486fb7b19,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,48,target-seed,Dist_construction_sign_01,d1279c201807e641,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,49,primary,Dist_construction_sign_01,ae364393fe968662,False,score_callback,-0.38307352449719195,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,1591,False,True,False,23.0
locked_replay,locked_replay:32,32,15,rejected,50,primary,Dist_construction_sign_01,c5f1625a708dbfb9,False,score_callback,-0.30412615607613935,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,2579,False,True,False,5.0
locked_replay,locked_replay:32,32,15,rejected,51,primary,Dist_construction_sign_01,0c40fba1811d10c3,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:32,32,15,rejected,52,primary,Dist_construction_sign_01,e0e58ee2d03419fd,False,score_callback,-0.5321963315147358,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,173,False,True,False,57.0
locked_replay,locked_replay:32,32,15,rejected,53,primary,Dist_construction_sign_01,54c6d0a5c78431cd,True,score_callback,-0.43570510344456037,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,1523,False,True,False,35.0
locked_replay,locked_replay:32,32,15,rejected,54,primary,Dist_construction_sign_01,0ffc476e0550cad0,False,score_callback,-0.35237177011122706,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,3114,False,True,False,16.0
locked_replay,locked_replay:32,32,15,rejected,55,primary,Dist_construction_sign_01,0a84eb36541e4d1d,False,score_callback,-1.5354936120024387,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,,False,False,0,False,True,False,57.751779951196255
locked_replay,locked_replay:32,32,15,rejected,56,primary,Dist_construction_sign_01,af1436a1d4d10afe,False,score_callback,-1.3128980859007007,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,,False,False,2,False,True,False,64.0
locked_replay,locked_replay:32,32,15,rejected,57,primary,Dist_construction_sign_01,7f3980e4166bde1a,False,score_callback,-0.4620208929182446,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,1079,False,True,False,41.0
locked_replay,locked_replay:32,32,15,rejected,58,prealign-primary,Dist_construction_sign_01,41a4c2ed6f4f0253,False,score_callback,-0.33044194554982353,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,3008,False,True,False,11.0
locked_replay,locked_replay:32,32,15,rejected,59,prealign-primary,Dist_construction_sign_01,f0975da889702233,False,score_callback,-0.38307352449719195,False,0.17802966484806917,0.12,-0.05802966484806918,0.05802966484806918,side_match|target_error_ok|corner_joint_pass,,False,False,2390,False,True,False,23.0
locked_replay,locked_replay:34,34,15,rejected,0,preprobe,Dist_metal_tool_chest,fc34d15594bc7afa,False,score_callback,-0.4814051898024879,False,0.1314051898024879,0.12,-0.011405189802487892,0.011405189802487892,side_match|target_error_ok|corner_joint_pass,,False,False,12084,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,1,target-seed,Dist_metal_tool_chest,ba255a184b7f5091,False,score_callback,-0.3078932850405831,False,0.08289328504058313,0.12,0.037106714959416864,0.037106714959416864,side_match|corner_joint_pass,,False,False,12130,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,2,target-seed,Dist_metal_tool_chest,ec51008f0a1efa3f,False,score_callback,-0.3421194755167736,False,0.1171194755167736,0.12,0.0028805244832263988,0.0028805244832263988,side_match|corner_joint_pass,,False,False,12394,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,3,target-seed,Dist_metal_tool_chest,fd7e24ea16fe8f75,False,score_callback,-0.3263456659929641,False,0.10134566599296407,0.12,0.018654334007035922,0.018654334007035922,side_match|corner_joint_pass,,False,False,12377,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,4,target-seed,Dist_metal_tool_chest,7750e4bf6cea5162,False,score_callback,-0.28765518980248794,False,0.06265518980248791,0.12,0.057344810197512086,0.057344810197512086,side_match|corner_joint_pass,,False,False,11777,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,5,target-seed,Dist_metal_tool_chest,c8a4c5914b023057,False,score_callback,-0.10521471361201172,False,0.0010480469453450492,0.12,0.11895195305465495,0.11895195305465495,side_match|corner_joint_pass,,False,False,10515,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,6,target-seed,Dist_metal_tool_chest,0830790e746ccde1,False,score_callback,-0.4805123326596308,False,0.13051233265963075,0.12,-0.010512332659630752,0.010512332659630752,side_match|target_error_ok|corner_joint_pass,,False,False,12072,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,7,target-seed,Dist_metal_tool_chest,2c9e4fed9bb410cb,False,score_callback,-0.33051233265963076,False,0.1805123326596308,0.12,-0.060512332659630796,0.060512332659630796,side_match|target_error_ok,,False,False,13446,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,8,target-seed,Dist_metal_tool_chest,dd7d0e1d687ea3ab,False,score_callback,-0.2412138578165597,False,0.016213857816559707,0.12,0.10378614218344029,0.10378614218344029,side_match|corner_joint_pass,,False,False,9428,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,9,primary,Dist_metal_tool_chest,c23e060c9bff1a44,False,score_callback,-0.6016931811248304,False,0.2343686197213216,0.12,-0.11436861972132162,0.11436861972132162,side_match|target_error_ok|corner_joint_pass,,False,False,9,False,True,False,45.0
locked_replay,locked_replay:34,34,15,rejected,10,primary,Dist_metal_tool_chest,205a63a6786336c9,False,score_callback,-0.06950042789772598,False,0.06950042789772598,0.12,0.050499572102274015,0.050499572102274015,side_match,,False,False,4323,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,11,primary,Dist_metal_tool_chest,c6f5a3dccc2d66ac,False,score_callback,-0.2924170945643927,False,0.19241709456439265,0.12,-0.07241709456439266,0.07241709456439266,side_match|target_error_ok,,False,False,6011,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,12,primary,Dist_metal_tool_chest,38cbbacc28e827ab,False,score_callback,-0.1471662387689407,False,0.04299957210227401,0.12,0.07700042789772599,0.07700042789772599,side_match|corner_joint_pass,,False,False,8077,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,13,primary,Dist_metal_tool_chest,fc34d15594bc7afa,True,score_callback,-0.4814051898024879,False,0.1314051898024879,0.12,-0.011405189802487892,0.011405189802487892,side_match|target_error_ok|corner_joint_pass,,False,False,12084,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,14,primary,Dist_metal_tool_chest,2de480a4d14dfbe9,False,score_callback,-0.6153337612310593,False,0.21533376123105935,0.12,-0.09533376123105936,0.09533376123105936,side_match|target_error_ok|corner_joint_pass,,False,False,9214,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,15,primary,Dist_metal_tool_chest,cbd54e6b30548a00,False,score_callback,-0.3385352863879883,False,0.2343686197213216,0.12,-0.11436861972132162,0.11436861972132162,side_match|target_error_ok|corner_joint_pass,,False,False,6364,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,16,primary,Dist_metal_tool_chest,37a8f36d44a843e3,False,score_callback,-0.348951953054655,False,0.22395195305465496,0.12,-0.10395195305465496,0.10395195305465496,side_match|target_error_ok|corner_joint_pass,,False,False,9402,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,17,primary,Dist_metal_tool_chest,bba2316d8a4b4ce4,False,score_callback,-0.2560948101975121,False,0.1310948101975121,0.12,-0.0110948101975121,0.0110948101975121,side_match|target_error_ok|corner_joint_pass,,False,False,10138,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,18,prealign-primary,Dist_metal_tool_chest,ba255a184b7f5091,True,score_callback,-0.3078932850405831,False,0.08289328504058313,0.12,0.037106714959416864,0.037106714959416864,side_match|corner_joint_pass,,False,False,12130,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,19,prealign-primary,Dist_metal_tool_chest,ec51008f0a1efa3f,True,score_callback,-0.3421194755167736,False,0.1171194755167736,0.12,0.0028805244832263988,0.0028805244832263988,side_match|corner_joint_pass,,False,False,12394,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,20,preprobe,Dist_utility_box_01,ff9ab4fabe82f8ad,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,21,primary,Dist_utility_box_01,89a56015c3dd9eff,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,22,primary,Dist_utility_box_01,040ec56b314f09f7,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,23,primary,Dist_utility_box_01,f4a34f2d268ee3a9,False,score_callback,-0.4760480469453451,False,0.3760480469453451,0.12,-0.2560480469453451,0.2560480469453451,side_match|target_error_ok,,False,False,9618,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,24,primary,Dist_utility_box_01,3d510539f45ef8f5,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,25,primary,Dist_utility_box_01,ff9ab4fabe82f8ad,True,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,26,primary,Dist_utility_box_01,5cd97d1fe935d0a5,False,score_callback,-1.1930123326596307,False,0.5930123326596307,0.12,-0.4730123326596307,0.4730123326596307,side_match|target_error_ok|corner_joint_pass,,False,False,21179,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,27,primary,Dist_utility_box_01,2ac6e26d88515457,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,28,primary,Dist_utility_box_01,315ab9f8c132371c,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,29,primary,Dist_utility_box_01,9b4afd0fe5a4273c,False,score_callback,-0.37961947551677366,False,0.02961947551677363,0.12,0.09038052448322637,0.09038052448322637,side_match|corner_joint_pass,,False,False,12665,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,30,prealign-primary,Dist_utility_box_01,34d8e30bf03f1c21,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,31,prealign-primary,Dist_utility_box_01,aefac193ecf17460,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,32,preprobe,Dist_fire_hydrant,b51f2fe8ce47f5e9,False,score_callback,-0.288250427897726,False,0.08408376123105932,0.12,0.03591623876894068,0.03591623876894068,side_match|corner_joint_pass,,False,False,7880,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,33,target-seed,Dist_fire_hydrant,0ac4037e68c6b44a,False,score_callback,-0.29539328504058315,False,0.09122661837391649,0.12,0.028773381626083505,0.028773381626083505,side_match|corner_joint_pass,,False,False,7766,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,34,target-seed,Dist_fire_hydrant,61fb36cf090d48a7,False,score_callback,-0.22912899932629743,False,0.08051233265963076,0.12,0.03948766734036924,0.03948766734036924,side_match|corner_joint_pass,,False,False,7949,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,35,target-seed,Dist_fire_hydrant,ccb4c6c8132a6b9d,False,score_callback,-0.22912899932629743,False,0.08051233265963076,0.12,0.03948766734036924,0.03948766734036924,side_match|corner_joint_pass,,False,False,7880,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,36,target-seed,Dist_fire_hydrant,86d7bad8f28d99bd,False,score_callback,-0.14192661837391646,False,0.09747661837391647,0.12,0.022523381626083527,0.022523381626083527,side_match,,False,False,7521,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,37,target-seed,Dist_fire_hydrant,542106cd3d32f35a,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,38,target-seed,Dist_fire_hydrant,effbcdd152037497,False,score_callback,-0.28110757075486886,False,0.0769409040882022,0.12,0.043059095911797796,0.043059095911797796,side_match|corner_joint_pass,,False,False,7921,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,39,target-seed,Dist_fire_hydrant,880df40ac79edc43,False,score_callback,-0.15075042789772602,False,0.15075042789772602,0.12,-0.03075042789772603,0.03075042789772603,side_match|target_error_ok,,False,False,8553,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,40,target-seed,Dist_fire_hydrant,9d1a74f3b4adf640,False,score_callback,-0.22694090408820217,False,0.022774237421535504,0.12,0.09722576257846449,0.09722576257846449,side_match|corner_joint_pass,,False,False,5866,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,41,primary,Dist_fire_hydrant,ac10a4c52aaf54a4,False,score_callback,-1.3385352863879882,False,0.2343686197213216,0.12,-0.11436861972132162,0.11436861972132162,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,,False,False,0,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,42,primary,Dist_fire_hydrant,9289d2b176317a53,False,score_callback,-0.1656186197213216,False,0.1656186197213216,0.12,-0.04561861972132161,0.04561861972132161,target_error_ok,,True,False,1304,True,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,43,primary,Dist_fire_hydrant,9f0c0a798fc60f27,False,score_callback,-0.1608694755167736,False,0.1608694755167736,0.12,-0.04086947551677361,0.04086947551677361,side_match|target_error_ok,,False,False,4378,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,44,primary,Dist_fire_hydrant,78f8a4ffdaad0350,False,camera_clearance,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:34,34,15,rejected,45,primary,Dist_fire_hydrant,b51f2fe8ce47f5e9,True,score_callback,-0.288250427897726,False,0.08408376123105932,0.12,0.03591623876894068,0.03591623876894068,side_match|corner_joint_pass,,False,False,7880,False,True,False,0.0
locked_replay,locked_replay:34,34,15,rejected,46,primary,Dist_fire_hydrant,c51d9a2f1697300f,False,score_callback,-0.32182185646915457,False,0.19182185646915456,0.12,-0.07182185646915457,0.07182185646915457,side_match|target_error_ok,,False,False,5817,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,47,primary,Dist_fire_hydrant,500ccbf520b78c6d,False,score_callback,-0.2602614768641788,False,0.13526147686417878,0.12,-0.01526147686417878,0.01526147686417878,side_match|target_error_ok|corner_joint_pass,,False,False,4780,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,48,primary,Dist_fire_hydrant,ae080c25cd692a36,False,score_callback,-0.16829719114989306,False,0.043297191149893055,0.12,0.07670280885010694,0.07670280885010694,side_match|corner_joint_pass,,False,False,4701,False,False,True,0.0
locked_replay,locked_replay:34,34,15,rejected,49,primary,Dist_fire_hydrant,a0d811e61897e0a1,False,score_callback,-0.02841623876894067,False,0.02841623876894067,0.12,0.09158376123105932,0.09158376123105932,side_match,,False,False,6226,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,50,prealign-primary,Dist_fire_hydrant,c16145e999c69dad,False,score_callback,-0.11979804694534507,False,0.11979804694534507,0.12,0.0002019530546549242,0.0002019530546549242,side_match,,False,False,6556,False,True,True,0.0
locked_replay,locked_replay:34,34,15,rejected,51,prealign-primary,Dist_fire_hydrant,9f9f271f00cfd36d,False,score_callback,-0.29003614218344026,False,0.0858694755167736,0.12,0.0341305244832264,0.0341305244832264,side_match|corner_joint_pass,,False,False,7848,False,True,False,0.0
locked_replay,locked_replay:38,38,15,accepted,0,preprobe,Dist_Shelf_01,573a47bdddb3460a,False,score_callback,-0.6878136709761842,False,0.4082084078182895,0.12,-0.2882084078182895,0.2882084078182895,side_match|target_error_ok|corner_joint_pass,,False,False,5111,False,True,False,30.0
locked_replay,locked_replay:38,38,15,accepted,1,target-seed,Dist_Shelf_01,63759b8b30fe1fb1,False,score_callback,-0.28535871190169526,False,0.18535871190169523,0.12,-0.06535871190169523,0.06535871190169523,target_error_ok,,True,False,10949,True,True,True,0.0
locked_replay,locked_replay:38,38,15,accepted,2,target-seed,Dist_Shelf_01,938eee7ec0fb6ecc,False,score_callback,-0.419904314251038,False,0.4082084078182895,0.12,-0.2882084078182895,0.2882084078182895,side_match|target_error_ok,,False,False,8448,False,True,True,2.0
locked_replay,locked_replay:38,38,15,accepted,3,target-seed,Dist_Shelf_01,49f485284fa8fb6b,False,score_callback,-0.31958981529005315,False,0.31958981529005315,0.12,-0.19958981529005315,0.19958981529005315,target_error_ok,,True,False,10017,True,True,True,0.0
locked_replay,locked_replay:38,38,15,accepted,4,target-seed,Dist_Shelf_01,90061757806ef2ed,False,,-0.12810415065060923,True,0.028104150650609228,0.12,0.09189584934939077,0.09189584934939077,,,False,False,11123,True,True,True,0.0
locked_replay,locked_replay:38,38,15,accepted,5,target-seed,Dist_Shelf_01,900ee310f878c555,False,score_callback,-0.27536739999900195,False,0.17536739999900192,0.12,-0.05536739999900192,0.05536739999900192,target_error_ok,,True,False,11977,True,True,True,0.0
locked_replay,locked_replay:38,38,15,accepted,6,target-seed,Dist_Shelf_01,278c98f634f49229,False,score_callback,-0.19491561893905404,False,0.19491561893905404,0.12,-0.07491561893905405,0.07491561893905405,target_error_ok,,True,False,10053,True,True,True,0.0
locked_replay,locked_replay:38,38,15,accepted,7,target-seed,Dist_Shelf_01,f4623e648279d309,False,score_callback,-0.23140562762715133,False,0.23140562762715133,0.12,-0.11140562762715134,0.11140562762715134,target_error_ok,,True,False,9431,True,True,True,0.0
locked_replay,locked_replay:38,38,15,accepted,8,target-seed,Dist_Shelf_01,4e3ed49bbd71f2f5,False,score_callback,-0.28535871190169526,False,0.18535871190169523,0.12,-0.06535871190169523,0.06535871190169523,target_error_ok,,True,False,11631,True,True,True,0.0
locked_replay,locked_replay:46,46,19,accepted,0,preprobe,Dist_old_tyre,e54be1ca4345c029,False,score_callback,-0.3735859656092913,False,0.2577233925098761,0.12,-0.13772339250987609,0.13772339250987609,side_match|target_error_ok|corner_joint_pass,,False,False,326,False,True,False,2.0
locked_replay,locked_replay:46,46,19,accepted,1,target-seed,Dist_old_tyre,60953c91c86253a9,False,score_callback,-0.35585532264430847,False,0.2516886559776418,0.12,-0.1316886559776418,0.1316886559776418,target_error_ok|corner_joint_pass,,False,False,854,True,True,False,0.0
locked_replay,locked_replay:46,46,19,accepted,2,target-seed,Dist_old_tyre,b20588cbbbd0c4db,False,score_callback,-0.36189005917654277,False,0.2577233925098761,0.12,-0.13772339250987609,0.13772339250987609,side_match|target_error_ok|corner_joint_pass,,False,False,583,False,True,False,0.0
locked_replay,locked_replay:46,46,19,accepted,3,target-seed,Dist_old_tyre,1d01a8fc7ca5875e,False,score_callback,-0.36189005917654277,False,0.2577233925098761,0.12,-0.13772339250987609,0.13772339250987609,side_match|target_error_ok|corner_joint_pass,,False,False,723,False,True,False,0.0
locked_replay,locked_replay:46,46,19,accepted,4,target-seed,Dist_old_tyre,cd7d5d2f81080357,False,score_callback,-0.34511054784301315,False,0.2409438811763465,0.12,-0.1209438811763465,0.1209438811763465,target_error_ok|corner_joint_pass,,False,False,984,True,True,False,0.0
locked_replay,locked_replay:46,46,19,accepted,5,target-seed,Dist_old_tyre,3ad407ef24d1d837,False,score_callback,-0.38528187204203984,False,0.2577233925098761,0.12,-0.13772339250987609,0.13772339250987609,side_match|target_error_ok|corner_joint_pass,,False,False,241,False,True,False,4.0
