datablock_name,old_filepath,old_absolute,old_sha256,new_filepath,new_absolute,new_sha256,same_file,users,owner_nodes,status,blocker
multi_cleaner_5_litre_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__multi_cleaner_5_litre\textures\multi_cleaner_5_litre_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__multi_cleaner_5_litre\textures\multi_cleaner_5_litre_nor_gl_1k.jpg,893673ea82d00f4afe84fbcf29ac0d92cde7057a13fb6b5f8b0d719530bfca2b,//../distractors/indoor/ph__multi_cleaner_5_litre/textures/multi_cleaner_5_litre_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__multi_cleaner_5_litre\textures\multi_cleaner_5_litre_nor_gl_1k.jpg,893673ea82d00f4afe84fbcf29ac0d92cde7057a13fb6b5f8b0d719530bfca2b,True,1,material:multi_cleaner_5_litre/Image Texture.002,PLANNED,
multi_cleaner_5_litre_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__multi_cleaner_5_litre\textures\multi_cleaner_5_litre_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__multi_cleaner_5_litre\textures\multi_cleaner_5_litre_arm_1k.jpg,570f40e4989ccd5ed4f59385c9dce05605d7c5f855ba7e422de3a4b38b235ed0,//../distractors/indoor/ph__multi_cleaner_5_litre/textures/multi_cleaner_5_litre_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__multi_cleaner_5_litre\textures\multi_cleaner_5_litre_arm_1k.jpg,570f40e4989ccd5ed4f59385c9dce05605d7c5f855ba7e422de3a4b38b235ed0,True,1,material:multi_cleaner_5_litre/Image Texture.001,PLANNED,
oil_tin_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_diff_1k.jpg,6ceb66c99081fb1b5528176b2ee57423b951b0a7c9f4624c85f144715e9b6fb5,//../distractors/small/ph__oil_tin/textures/oil_tin_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_diff_1k.jpg,6ceb66c99081fb1b5528176b2ee57423b951b0a7c9f4624c85f144715e9b6fb5,True,1,material:oil_tin/Image Texture,PLANNED,
oil_tin_metal-oil_tin_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_arm_1k.jpg,d1877a3a060addbbe0a1390c2ccbff1f5f3fa7358115f88c3bd9bdf48782066b,//../distractors/small/ph__oil_tin/textures/oil_tin_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_arm_1k.jpg,d1877a3a060addbbe0a1390c2ccbff1f5f3fa7358115f88c3bd9bdf48782066b,True,1,material:oil_tin/Image Texture.001,PLANNED,
oil_tin_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_nor_gl_1k.jpg,6002933496c5f9cab97f24daa6a1b743f8b052f98ae45135fc052bbdd35b0d19,//../distractors/small/ph__oil_tin/textures/oil_tin_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__oil_tin\textures\oil_tin_nor_gl_1k.jpg,6002933496c5f9cab97f24daa6a1b743f8b052f98ae45135fc052bbdd35b0d19,True,1,material:oil_tin/Image Texture.002,PLANNED,
old_military_compressor_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_diff_1k.jpg,cb02b7b02cee27c7f04187be26b9a9079a58725353c56726c939b051178424a4,//../distractors/large/ph__old_military_compressor/textures/old_military_compressor_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_diff_1k.jpg,cb02b7b02cee27c7f04187be26b9a9079a58725353c56726c939b051178424a4,True,2,material:old_military_compressor/Image Texture;material:old_military_compressor_glass/Image Texture,PLANNED,
old_military_compressor_metal-old_military_compressor_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_arm_1k.jpg,41a93c81e36e45073de5985de94afde0bcd83ce68c00cea2f5398aafe015e4d2,//../distractors/large/ph__old_military_compressor/textures/old_military_compressor_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_arm_1k.jpg,41a93c81e36e45073de5985de94afde0bcd83ce68c00cea2f5398aafe015e4d2,True,2,material:old_military_compressor/Image Texture.001;material:old_military_compressor_glass/Image Texture.001,PLANNED,
old_military_compressor_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_nor_gl_1k.jpg,f7e289152c3edf5c4edd406ac470b9d69412dceb8c700a5d7b3e5e0cb7f6e7b8,//../distractors/large/ph__old_military_compressor/textures/old_military_compressor_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__old_military_compressor\textures\old_military_compressor_nor_gl_1k.jpg,f7e289152c3edf5c4edd406ac470b9d69412dceb8c700a5d7b3e5e0cb7f6e7b8,True,2,material:old_military_compressor/Image Texture.002;material:old_military_compressor_glass/Image Texture.002,PLANNED,
old_military_crate_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_diff_1k.jpg,9e74a72787364fee09a450e442db97a687d237051e98f8ed709af516434e895d,//../distractors/medium/ph__old_military_crate/textures/old_military_crate_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_diff_1k.jpg,9e74a72787364fee09a450e442db97a687d237051e98f8ed709af516434e895d,True,1,material:military_crate_m_01/Image Texture,PLANNED,
old_military_crate_metal-old_military_crate_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_arm_1k.jpg,7b3a94f18f15783d9940fe4bd25316e8daffd0bdcbdfbe3e234b3cbb636bf5da,//../distractors/medium/ph__old_military_crate/textures/old_military_crate_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_arm_1k.jpg,7b3a94f18f15783d9940fe4bd25316e8daffd0bdcbdfbe3e234b3cbb636bf5da,True,1,material:military_crate_m_01/Image Texture.001,PLANNED,
old_military_crate_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_nor_gl_1k.jpg,88935171626be79c4a44d0c52a33bc8d88b7b232ae48157d639a9ada0ab6e92b,//../distractors/medium/ph__old_military_crate/textures/old_military_crate_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_military_crate\textures\old_military_crate_nor_gl_1k.jpg,88935171626be79c4a44d0c52a33bc8d88b7b232ae48157d639a9ada0ab6e92b,True,1,material:military_crate_m_01/Image Texture.002,PLANNED,
old_tyre_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_diff_1k.jpg,0e34ce658c0844c0c94022233226d495930d514c917a5fa15ffee4760567439e,//../distractors/medium/ph__old_tyre/textures/old_tyre_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_diff_1k.jpg,0e34ce658c0844c0c94022233226d495930d514c917a5fa15ffee4760567439e,True,1,material:old_tyre/Image Texture,PLANNED,
old_tyre_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_nor_gl_1k.jpg,34b716e140408985ddbab7d4bf1d8d430edf834cd2fd4639d82b14cb393fa73e,//../distractors/medium/ph__old_tyre/textures/old_tyre_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_nor_gl_1k.jpg,34b716e140408985ddbab7d4bf1d8d430edf834cd2fd4639d82b14cb393fa73e,True,1,material:old_tyre/Image Texture.002,PLANNED,
old_tyre_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_arm_1k.jpg,3bcf192f5b99a7a574f9e21e75927043e6726c601a5da15e3210a31db05e12d4,//../distractors/medium/ph__old_tyre/textures/old_tyre_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__old_tyre\textures\old_tyre_arm_1k.jpg,3bcf192f5b99a7a574f9e21e75927043e6726c601a5da15e3210a31db05e12d4,True,1,material:old_tyre/Image Texture.001,PLANNED,
painted_wooden_cabinet_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_diff_1k.jpg,2dbed9f9ec8e49fc2e87de8cd86e2029a80e9001b5102b4e47c7dfa913f34d89,//../distractors/indoor/ph__painted_wooden_cabinet/textures/painted_wooden_cabinet_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_diff_1k.jpg,2dbed9f9ec8e49fc2e87de8cd86e2029a80e9001b5102b4e47c7dfa913f34d89,True,1,material:painted_wooden_cabinet/Image Texture,PLANNED,
painted_wooden_cabinet_metal-painted_wooden_cabinet_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_arm_1k.jpg,34e0bcb00a62704d85161d41e844e798d4f894e416e7769079d50a21d561d171,//../distractors/indoor/ph__painted_wooden_cabinet/textures/painted_wooden_cabinet_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_arm_1k.jpg,34e0bcb00a62704d85161d41e844e798d4f894e416e7769079d50a21d561d171,True,1,material:painted_wooden_cabinet/Image Texture.001,PLANNED,
painted_wooden_cabinet_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_nor_gl_1k.jpg,e94edf68faeaf68016c28da9b9f299bb38c57463acd94130ecf98dcaef790016,//../distractors/indoor/ph__painted_wooden_cabinet/textures/painted_wooden_cabinet_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__painted_wooden_cabinet\textures\painted_wooden_cabinet_nor_gl_1k.jpg,e94edf68faeaf68016c28da9b9f299bb38c57463acd94130ecf98dcaef790016,True,1,material:painted_wooden_cabinet/Image Texture.002,PLANNED,
planter_box_01_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_diff_1k.jpg,5ad77068bf07ca371e18322c04641754a7758f4479e2835b93f671b4a5143bee,//../distractors/medium/ph__planter_box_01/textures/planter_box_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_diff_1k.jpg,5ad77068bf07ca371e18322c04641754a7758f4479e2835b93f671b4a5143bee,True,1,material:planter_box_01/Image Texture,PLANNED,
planter_box_01_metal-planter_box_01_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_arm_1k.jpg,b80b08f88166360af32a076082daaed820f0d364a5bef0acea651485017ccbd6,//../distractors/medium/ph__planter_box_01/textures/planter_box_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_arm_1k.jpg,b80b08f88166360af32a076082daaed820f0d364a5bef0acea651485017ccbd6,True,1,material:planter_box_01/Image Texture.001,PLANNED,
planter_box_01_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_nor_gl_1k.jpg,7d2ad01fdfc8ea9e39af0ddc1db710380afad859dc3848302ff72d21a6e21a27,//../distractors/medium/ph__planter_box_01/textures/planter_box_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__planter_box_01\textures\planter_box_01_nor_gl_1k.jpg,7d2ad01fdfc8ea9e39af0ddc1db710380afad859dc3848302ff72d21a6e21a27,True,1,material:planter_box_01/Image Texture.002,PLANNED,
plastic_bottle_gallon_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_diff_1k.jpg,b763c4dd071baf9aa319eb3a94e8045614fa7f52404fda9e61c660164f8444f2,//../distractors/small/ph__plastic_bottle_gallon/textures/plastic_bottle_gallon_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_diff_1k.jpg,b763c4dd071baf9aa319eb3a94e8045614fa7f52404fda9e61c660164f8444f2,True,1,material:plastic_bottle_gallon/Image Texture,PLANNED,
plastic_bottle_gallon_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_nor_gl_1k.jpg,8cefc29b47a68200fa9c8b4330a6c76a9c21153d0e5e95ef45a4c45793d110a6,//../distractors/small/ph__plastic_bottle_gallon/textures/plastic_bottle_gallon_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_nor_gl_1k.jpg,8cefc29b47a68200fa9c8b4330a6c76a9c21153d0e5e95ef45a4c45793d110a6,True,1,material:plastic_bottle_gallon/Image Texture.002,PLANNED,
plastic_bottle_gallon_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_arm_1k.jpg,9586b0b81719f6a97213f59682822331e77dbf5291b29869413ee526b18403d4,//../distractors/small/ph__plastic_bottle_gallon/textures/plastic_bottle_gallon_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_bottle_gallon\textures\plastic_bottle_gallon_arm_1k.jpg,9586b0b81719f6a97213f59682822331e77dbf5291b29869413ee526b18403d4,True,1,material:plastic_bottle_gallon/Image Texture.001,PLANNED,
plastic_broom_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_diff_1k.jpg,fcffd470ca8e8dd126e072c6d5b0a604fbffc07ff38da442efcda50db29965e6,//../distractors/indoor/ph__plastic_broom/textures/plastic_broom_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_diff_1k.jpg,fcffd470ca8e8dd126e072c6d5b0a604fbffc07ff38da442efcda50db29965e6,True,2,material:plastic_broom/Image Texture;material:plastic_broom_bristles/Image Texture,PLANNED,
plastic_broom_metal-plastic_broom_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_arm_1k.jpg,9d7bce015163853e93f9dd35f5299e8c351b3eaca8d0399fbaed05f89e845757,//../distractors/indoor/ph__plastic_broom/textures/plastic_broom_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_arm_1k.jpg,9d7bce015163853e93f9dd35f5299e8c351b3eaca8d0399fbaed05f89e845757,True,2,material:plastic_broom/Image Texture.001;material:plastic_broom_bristles/Image Texture.001,PLANNED,
plastic_broom_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_nor_gl_1k.jpg,b5bed424a1f8347d839add0f329fb856ea02ced5929f7cdb4f558f7ae581552c,//../distractors/indoor/ph__plastic_broom/textures/plastic_broom_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__plastic_broom\textures\plastic_broom_nor_gl_1k.jpg,b5bed424a1f8347d839add0f329fb856ea02ced5929f7cdb4f558f7ae581552c,True,2,material:plastic_broom/Image Texture.002;material:plastic_broom_bristles/Image Texture.002,PLANNED,
plastic_crate_01_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_diff_1k.jpg,d9109a42e397e39bbd7f42976d93122dbd5ccdef8ff64bce353571e1c1b994f6,//../distractors/small/ph__plastic_crate_01/textures/plastic_crate_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_diff_1k.jpg,d9109a42e397e39bbd7f42976d93122dbd5ccdef8ff64bce353571e1c1b994f6,True,1,material:plastic_crate_01/Image Texture,PLANNED,
plastic_crate_01_metal-plastic_crate_01_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_arm_1k.jpg,9a4af28d6fe8d5459a3c1a8706c0f8877221873ac9b83de580e6cfa63c3ecaa0,//../distractors/small/ph__plastic_crate_01/textures/plastic_crate_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_arm_1k.jpg,9a4af28d6fe8d5459a3c1a8706c0f8877221873ac9b83de580e6cfa63c3ecaa0,True,1,material:plastic_crate_01/Image Texture.001,PLANNED,
plastic_crate_01_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_nor_gl_1k.jpg,6f0c44778216d50672d6a23660b22dec8b96bb6e71518d699c24630c34cf9217,//../distractors/small/ph__plastic_crate_01/textures/plastic_crate_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_01\textures\plastic_crate_01_nor_gl_1k.jpg,6f0c44778216d50672d6a23660b22dec8b96bb6e71518d699c24630c34cf9217,True,1,material:plastic_crate_01/Image Texture.002,PLANNED,
plastic_crate_03_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_diff_1k.jpg,fb7f0b70da651e260aec7ee3506ecdc8aad62e65d2bf9341609e2a18749591bd,//../distractors/small/ph__plastic_crate_03/textures/plastic_crate_03_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_diff_1k.jpg,fb7f0b70da651e260aec7ee3506ecdc8aad62e65d2bf9341609e2a18749591bd,True,1,material:plastic_crate_03/Image Texture,PLANNED,
plastic_crate_03_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_nor_gl_1k.jpg,a7d01166ab720a51036e9390cb6aa2f8ef057b9d976062bf78205a089100e087,//../distractors/small/ph__plastic_crate_03/textures/plastic_crate_03_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_nor_gl_1k.jpg,a7d01166ab720a51036e9390cb6aa2f8ef057b9d976062bf78205a089100e087,True,1,material:plastic_crate_03/Image Texture.002,PLANNED,
plastic_crate_03_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_arm_1k.jpg,b102504f012af9f5b8d3e229a106f6cd74df485f3650558e03fad22b33147452,//../distractors/small/ph__plastic_crate_03/textures/plastic_crate_03_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__plastic_crate_03\textures\plastic_crate_03_arm_1k.jpg,b102504f012af9f5b8d3e229a106f6cd74df485f3650558e03fad22b33147452,True,1,material:plastic_crate_03/Image Texture.001,PLANNED,
plastic_monobloc_chair_01_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_diff_1k.jpg,fdd1255a02bf684cfcff2eae75c0e3eea0db1fb5ecbfbd8c4f9beab8fd83ff6c,//../distractors/medium/ph__plastic_monobloc_chair_01/textures/plastic_monobloc_chair_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_diff_1k.jpg,fdd1255a02bf684cfcff2eae75c0e3eea0db1fb5ecbfbd8c4f9beab8fd83ff6c,True,1,material:plastic_monobloc_chair_01/Image Texture,PLANNED,
plastic_monobloc_chair_01_metal-plastic_monobloc_chair_01_rough,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_arm_1k.jpg,78a67659a19a9df9efc0ef71789de0c949a727db62ade4c4c8887cd2c803c1a2,//../distractors/medium/ph__plastic_monobloc_chair_01/textures/plastic_monobloc_chair_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_arm_1k.jpg,78a67659a19a9df9efc0ef71789de0c949a727db62ade4c4c8887cd2c803c1a2,True,1,material:plastic_monobloc_chair_01/Image Texture.001,PLANNED,
plastic_monobloc_chair_01_nor_gl,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_nor_gl_1k.jpg,9ffa876b37d72ae1c0aed84d4dc1f62c956c844b3efec1f786f9080c10f63c9e,//../distractors/medium/ph__plastic_monobloc_chair_01/textures/plastic_monobloc_chair_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__plastic_monobloc_chair_01\textures\plastic_monobloc_chair_01_nor_gl_1k.jpg,9ffa876b37d72ae1c0aed84d4dc1f62c956c844b3efec1f786f9080c10f63c9e,True,1,material:plastic_monobloc_chair_01/Image Texture.002,PLANNED,
portable_generator_diff,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__portable_generator\textures\portable_generator_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__portable_generator\textures\portable_generator_diff_1k.jpg,32acc300105a2df2290d872889b24e1b29ff1ca2c56c0a0cf8fbba0c5966a063,//../distractors/large/ph__portable_generator/textures/portable_generator_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__portable_generator\textures\portable_generator_diff_1k.jpg,32acc300105a2df2290d872889b24e1b29ff1ca2c56c0a0cf8fbba0c5966a063,True,2,material:portable_generator/Image Texture;material:portable_generator_glass/Image Texture,PLANNED,
