type,name,users,fake_user,filepath_raw,filepath_absolute,exists,is_absolute,is_relative,is_packed,source_kind,referenced_by,verdict
images,Viewer Node,1,False,,,False,False,False,False,VIEWER,,SAFE_PACKED_OR_GENERATED
images,WetFloorSign_01_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__WetFloorSign_01\textures\WetFloorSign_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__WetFloorSign_01\textures\WetFloorSign_01_diff_1k.jpg,True,True,False,False,FILE,material:WetFloorSign_01/Image Texture,BLOCKED_ABSOLUTE
images,WetFloorSign_01_metallic-WetFloorSign_01_roughness,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__WetFloorSign_01\textures\WetFloorSign_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__WetFloorSign_01\textures\WetFloorSign_01_arm_1k.jpg,True,True,False,False,FILE,material:WetFloorSign_01/Image Texture.001,BLOCKED_ABSOLUTE
images,WetFloorSign_01_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__WetFloorSign_01\textures\WetFloorSign_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__WetFloorSign_01\textures\WetFloorSign_01_nor_gl_1k.jpg,True,True,False,False,FILE,material:WetFloorSign_01/Image Texture.002,BLOCKED_ABSOLUTE
images,White_Plastic_baseColor.png,1,False,//..\background\modular_buildings_industrial_area\textures\White_Plastic_baseColor.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\White_Plastic_baseColor.png,True,False,True,True,FILE,material:White_Plastic/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,White_Plastic_normal.png,1,False,//..\background\modular_buildings_industrial_area\textures\White_Plastic_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\White_Plastic_normal.png,True,False,True,True,FILE,material:White_Plastic/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,Wood_baseColor.png,1,False,//..\background\modular_buildings_industrial_area\textures\Wood_baseColor.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\Wood_baseColor.png,True,False,True,True,FILE,material:Wood/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,Wood_normal.png,1,False,//..\background\modular_buildings_industrial_area\textures\Wood_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\Wood_normal.png,True,False,True,True,FILE,material:Wood/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,Wooden_box_baseColor.png,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmp3layigio\textures\Wooden_box_baseColor.png,E:\AppData\Local\Temp\tmp3layigio\textures\Wooden_box_baseColor.png,False,False,True,True,FILE,material:Wooden_box/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,Wooden_box_metallicRoughness.png,2,False,//..\..\..\..\..\..\AppData\Local\Temp\tmp3layigio\textures\Wooden_box_metallicRoughness.png,E:\AppData\Local\Temp\tmp3layigio\textures\Wooden_box_metallicRoughness.png,False,False,True,True,FILE,material:Wooden_box/이미지 텍스처.001;material:Wooden_box/이미지 텍스처.003,SAFE_PACKED_OR_GENERATED
images,Wooden_box_normal.png,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmp3layigio\textures\Wooden_box_normal.png,E:\AppData\Local\Temp\tmp3layigio\textures\Wooden_box_normal.png,False,False,True,True,FILE,material:Wooden_box/이미지 텍스처.002,SAFE_PACKED_OR_GENERATED
images,adjustable_wrench_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__adjustable_wrench\textures\adjustable_wrench_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__adjustable_wrench\textures\adjustable_wrench_diff_1k.jpg,True,True,False,False,FILE,material:adjustable_wrench/Image Texture,BLOCKED_ABSOLUTE
images,adjustable_wrench_metal-adjustable_wrench_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__adjustable_wrench\textures\adjustable_wrench_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__adjustable_wrench\textures\adjustable_wrench_arm_1k.jpg,True,True,False,False,FILE,material:adjustable_wrench/Image Texture.001,BLOCKED_ABSOLUTE
images,adjustable_wrench_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__adjustable_wrench\textures\adjustable_wrench_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__adjustable_wrench\textures\adjustable_wrench_nor_gl_1k.jpg,True,True,False,False,FILE,material:adjustable_wrench/Image Texture.002,BLOCKED_ABSOLUTE
images,ammo_box_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__ammo_box\textures\ammo_box_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__ammo_box\textures\ammo_box_diff_1k.jpg,True,True,False,False,FILE,material:ammo_box/Image Texture,BLOCKED_ABSOLUTE
images,ammo_box_metal-ammo_box_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__ammo_box\textures\ammo_box_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__ammo_box\textures\ammo_box_arm_1k.jpg,True,True,False,False,FILE,material:ammo_box/Image Texture.001,BLOCKED_ABSOLUTE
images,ammo_box_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__ammo_box\textures\ammo_box_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__ammo_box\textures\ammo_box_nor_gl_1k.jpg,True,True,False,False,FILE,material:ammo_box/Image Texture.002,BLOCKED_ABSOLUTE
images,atlas_mat_diffuse.jpeg,1,False,//..\background\parking_lot\textures\atlas_mat_diffuse.jpeg,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\atlas_mat_diffuse.jpeg,True,False,True,True,FILE,material:atlas_mat/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,atlas_mat_normal.png,1,False,//..\background\parking_lot\textures\atlas_mat_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\atlas_mat_normal.png,True,False,True,True,FILE,material:atlas_mat/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,barrel_stove_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__barrel_stove\textures\barrel_stove_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__barrel_stove\textures\barrel_stove_diff_1k.jpg,True,True,False,False,FILE,material:barrel_stove/Image Texture,BLOCKED_ABSOLUTE
images,barrel_stove_metal-barrel_stove_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__barrel_stove\textures\barrel_stove_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__barrel_stove\textures\barrel_stove_arm_1k.jpg,True,True,False,False,FILE,material:barrel_stove/Image Texture.001,BLOCKED_ABSOLUTE
images,barrel_stove_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__barrel_stove\textures\barrel_stove_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__barrel_stove\textures\barrel_stove_nor_gl_1k.jpg,True,True,False,False,FILE,material:barrel_stove/Image Texture.002,BLOCKED_ABSOLUTE
images,base_m_diffuse.jpeg,1,False,//..\background\parking_lot\textures\base_m_diffuse.jpeg,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\base_m_diffuse.jpeg,True,False,True,True,FILE,material:base_m/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,base_m_normal.png,1,False,//..\background\parking_lot\textures\base_m_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\base_m_normal.png,True,False,True,True,FILE,material:base_m/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,blackpaint_m_diffuse.jpeg,1,False,//..\background\parking_lot\textures\blackpaint_m_diffuse.jpeg,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\blackpaint_m_diffuse.jpeg,True,False,True,True,FILE,material:blackpaint_m/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,blackpaint_m_normal.png,1,False,//..\background\parking_lot\textures\blackpaint_m_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\blackpaint_m_normal.png,True,False,True,True,FILE,material:blackpaint_m/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,bleach_bottle_01_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__bleach_bottle\textures\bleach_bottle_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__bleach_bottle\textures\bleach_bottle_01_diff_1k.jpg,True,True,False,False,FILE,material:bleach_bottle/Image Texture,BLOCKED_ABSOLUTE
images,bleach_bottle_01_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__bleach_bottle\textures\bleach_bottle_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__bleach_bottle\textures\bleach_bottle_01_nor_gl_1k.jpg,True,True,False,False,FILE,material:bleach_bottle/Image Texture.002,BLOCKED_ABSOLUTE
images,bleach_bottle_01_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__bleach_bottle\textures\bleach_bottle_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__bleach_bottle\textures\bleach_bottle_01_arm_1k.jpg,True,True,False,False,FILE,material:bleach_bottle/Image Texture.001,BLOCKED_ABSOLUTE
images,box2_m_diffuse.jpeg,1,False,//..\background\parking_lot\textures\box2_m_diffuse.jpeg,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\box2_m_diffuse.jpeg,True,False,True,True,FILE,material:box2_m/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,box2_m_normal.png,1,False,//..\background\parking_lot\textures\box2_m_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\box2_m_normal.png,True,False,True,True,FILE,material:box2_m/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,can_rusted_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__can_rusted\textures\can_rusted_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__can_rusted\textures\can_rusted_diff_1k.jpg,True,True,False,False,FILE,material:can_rusted/Image Texture,BLOCKED_ABSOLUTE
images,can_rusted_metal-can_rusted_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__can_rusted\textures\can_rusted_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__can_rusted\textures\can_rusted_arm_1k.jpg,True,True,False,False,FILE,material:can_rusted/Image Texture.001,BLOCKED_ABSOLUTE
images,can_rusted_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__can_rusted\textures\can_rusted_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__can_rusted\textures\can_rusted_nor_gl_1k.jpg,True,True,False,False,FILE,material:can_rusted/Image Texture.002,BLOCKED_ABSOLUTE
images,cardboard_box_01_diff,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmp_h07bsvm\textures\cardboard_box_01_diff_1k.jpg,E:\AppData\Local\Temp\tmp_h07bsvm\textures\cardboard_box_01_diff_1k.jpg,False,False,True,True,FILE,material:cardboard_box_01/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,cardboard_box_01_diff.001,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cardboard_box_01\textures\cardboard_box_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cardboard_box_01\textures\cardboard_box_01_diff_1k.jpg,True,True,False,False,FILE,material:cardboard_box_01.001/Image Texture,BLOCKED_ABSOLUTE
images,cardboard_box_01_nor_gl,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmp_h07bsvm\textures\cardboard_box_01_nor_gl_1k.jpg,E:\AppData\Local\Temp\tmp_h07bsvm\textures\cardboard_box_01_nor_gl_1k.jpg,False,False,True,True,FILE,material:cardboard_box_01/이미지 텍스처.002,SAFE_PACKED_OR_GENERATED
images,cardboard_box_01_nor_gl.001,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cardboard_box_01\textures\cardboard_box_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cardboard_box_01\textures\cardboard_box_01_nor_gl_1k.jpg,True,True,False,False,FILE,material:cardboard_box_01.001/Image Texture.002,BLOCKED_ABSOLUTE
images,cardboard_box_01_rough,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmp_h07bsvm\textures\cardboard_box_01_arm_1k.jpg,E:\AppData\Local\Temp\tmp_h07bsvm\textures\cardboard_box_01_arm_1k.jpg,False,False,True,True,FILE,material:cardboard_box_01/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,cardboard_box_01_rough.001,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cardboard_box_01\textures\cardboard_box_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cardboard_box_01\textures\cardboard_box_01_arm_1k.jpg,True,True,False,False,FILE,material:cardboard_box_01.001/Image Texture.001,BLOCKED_ABSOLUTE
images,cement_bag_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cement_bag\textures\cement_bag_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cement_bag\textures\cement_bag_diff_1k.jpg,True,True,False,False,FILE,material:cement_bag/Image Texture,BLOCKED_ABSOLUTE
images,cement_bag_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cement_bag\textures\cement_bag_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cement_bag\textures\cement_bag_nor_gl_1k.jpg,True,True,False,False,FILE,material:cement_bag/Image Texture.002,BLOCKED_ABSOLUTE
images,cement_bag_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cement_bag\textures\cement_bag_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__cement_bag\textures\cement_bag_arm_1k.jpg,True,True,False,False,FILE,material:cement_bag/Image Texture.001,BLOCKED_ABSOLUTE
images,chinese_screen_panels_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__chinese_screen_panels\textures\chinese_screen_panels_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__chinese_screen_panels\textures\chinese_screen_panels_diff_1k.jpg,True,True,False,False,FILE,material:chinese_screen_panels/Image Texture,BLOCKED_ABSOLUTE
images,chinese_screen_panels_metal-chinese_screen_panels_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__chinese_screen_panels\textures\chinese_screen_panels_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__chinese_screen_panels\textures\chinese_screen_panels_arm_1k.jpg,True,True,False,False,FILE,material:chinese_screen_panels/Image Texture.001,BLOCKED_ABSOLUTE
images,chinese_screen_panels_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__chinese_screen_panels\textures\chinese_screen_panels_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__chinese_screen_panels\textures\chinese_screen_panels_nor_gl_1k.jpg,True,True,False,False,FILE,material:chinese_screen_panels/Image Texture.002,BLOCKED_ABSOLUTE
images,compost_bags_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_diff_1k.jpg,True,True,False,False,FILE,material:compost_bags/Image Texture,BLOCKED_ABSOLUTE
images,compost_bags_metal-compost_bags_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_arm_1k.jpg,True,True,False,False,FILE,material:compost_bags/Image Texture.001,BLOCKED_ABSOLUTE
images,compost_bags_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_nor_gl_1k.jpg,True,True,False,False,FILE,material:compost_bags/Image Texture.002,BLOCKED_ABSOLUTE
images,compost_bags_sss,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_sss_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\medium\ph__compost_bags\textures\compost_bags_sss_1k.jpg,True,True,False,False,FILE,material:compost_bags/Image Texture.003,BLOCKED_ABSOLUTE
images,concrete_floor_m_diffuse.jpeg,1,False,//..\background\parking_lot\textures\concrete_floor_m_diffuse.jpeg,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\concrete_floor_m_diffuse.jpeg,True,False,True,True,FILE,material:concrete_floor_m/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,concrete_floor_m_normal.png,1,False,//..\background\parking_lot\textures\concrete_floor_m_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\concrete_floor_m_normal.png,True,False,True,True,FILE,material:concrete_floor_m/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,concrete_road_barrier_02_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_diff_1k.jpg,True,True,False,False,FILE,material:concrete_road_barrier_02/Image Texture,BLOCKED_ABSOLUTE
images,concrete_road_barrier_02_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_nor_gl_1k.jpg,True,True,False,False,FILE,material:concrete_road_barrier_02/Image Texture.002,BLOCKED_ABSOLUTE
images,concrete_road_barrier_02_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier_02\textures\concrete_road_barrier_02_arm_1k.jpg,True,True,False,False,FILE,material:concrete_road_barrier_02/Image Texture.001,BLOCKED_ABSOLUTE
images,concrete_road_barrier_diff,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmpjwzz655q\textures\concrete_road_barrier_diff_1k.jpg,E:\AppData\Local\Temp\tmpjwzz655q\textures\concrete_road_barrier_diff_1k.jpg,False,False,True,True,FILE,material:concrete_road_barrier/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,concrete_road_barrier_diff.001,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier\textures\concrete_road_barrier_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier\textures\concrete_road_barrier_diff_1k.jpg,True,True,False,False,FILE,material:concrete_road_barrier.001/Image Texture,BLOCKED_ABSOLUTE
images,concrete_road_barrier_nor_gl,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmpjwzz655q\textures\concrete_road_barrier_nor_gl_1k.jpg,E:\AppData\Local\Temp\tmpjwzz655q\textures\concrete_road_barrier_nor_gl_1k.jpg,False,False,True,True,FILE,material:concrete_road_barrier/이미지 텍스처.002,SAFE_PACKED_OR_GENERATED
images,concrete_road_barrier_nor_gl.001,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier\textures\concrete_road_barrier_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier\textures\concrete_road_barrier_nor_gl_1k.jpg,True,True,False,False,FILE,material:concrete_road_barrier.001/Image Texture.002,BLOCKED_ABSOLUTE
images,concrete_road_barrier_rough,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmpjwzz655q\textures\concrete_road_barrier_arm_1k.jpg,E:\AppData\Local\Temp\tmpjwzz655q\textures\concrete_road_barrier_arm_1k.jpg,False,False,True,True,FILE,material:concrete_road_barrier/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,concrete_road_barrier_rough.001,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier\textures\concrete_road_barrier_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\road\ph__concrete_road_barrier\textures\concrete_road_barrier_arm_1k.jpg,True,True,False,False,FILE,material:concrete_road_barrier.001/Image Texture.001,BLOCKED_ABSOLUTE
images,covered_car_diff,2,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__covered_car\textures\covered_car_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__covered_car\textures\covered_car_diff_1k.jpg,True,True,False,False,FILE,material:covered_car/Image Texture;material:covered_car.001/Image Texture,BLOCKED_ABSOLUTE
images,covered_car_metal-covered_car_rough,2,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__covered_car\textures\covered_car_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__covered_car\textures\covered_car_arm_1k.jpg,True,True,False,False,FILE,material:covered_car/Image Texture.001;material:covered_car.001/Image Texture.001,BLOCKED_ABSOLUTE
images,covered_car_nor_gl,2,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__covered_car\textures\covered_car_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\large\ph__covered_car\textures\covered_car_nor_gl_1k.jpg,True,True,False,False,FILE,material:covered_car/Image Texture.002;material:covered_car.001/Image Texture.002,BLOCKED_ABSOLUTE
images,crowbar_01_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__crowbar_01\textures\crowbar_01_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__crowbar_01\textures\crowbar_01_diff_1k.jpg,True,True,False,False,FILE,material:crowbar_01/Image Texture,BLOCKED_ABSOLUTE
images,crowbar_01_metal-crowbar_01_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__crowbar_01\textures\crowbar_01_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__crowbar_01\textures\crowbar_01_arm_1k.jpg,True,True,False,False,FILE,material:crowbar_01/Image Texture.001,BLOCKED_ABSOLUTE
images,crowbar_01_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__crowbar_01\textures\crowbar_01_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\small\ph__crowbar_01\textures\crowbar_01_nor_gl_1k.jpg,True,True,False,False,FILE,material:crowbar_01/Image Texture.002,BLOCKED_ABSOLUTE
images,drawer_cabinet_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__drawer_cabinet\textures\drawer_cabinet_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__drawer_cabinet\textures\drawer_cabinet_diff_1k.jpg,True,True,False,False,FILE,material:drawer_cabinet/Image Texture,BLOCKED_ABSOLUTE
images,drawer_cabinet_metallic.png-drawer_cabinet_roughness.png,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__drawer_cabinet\textures\drawer_cabinet_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__drawer_cabinet\textures\drawer_cabinet_arm_1k.jpg,True,True,False,False,FILE,material:drawer_cabinet/Image Texture.001,BLOCKED_ABSOLUTE
images,drawer_cabinet_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__drawer_cabinet\textures\drawer_cabinet_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__drawer_cabinet\textures\drawer_cabinet_nor_gl_1k.jpg,True,True,False,False,FILE,material:drawer_cabinet/Image Texture.002,BLOCKED_ABSOLUTE
images,dustpan_diff,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__dustpan\textures\dustpan_diff_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__dustpan\textures\dustpan_diff_1k.jpg,True,True,False,False,FILE,material:dustpan/Image Texture,BLOCKED_ABSOLUTE
images,dustpan_metal-dustpan_rough,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__dustpan\textures\dustpan_arm_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__dustpan\textures\dustpan_arm_1k.jpg,True,True,False,False,FILE,material:dustpan/Image Texture.001,BLOCKED_ABSOLUTE
images,dustpan_nor_gl,1,False,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__dustpan\textures\dustpan_nor_gl_1k.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\distractors\indoor\ph__dustpan\textures\dustpan_nor_gl_1k.jpg,True,True,False,False,FILE,material:dustpan/Image Texture.002,BLOCKED_ABSOLUTE
images,eur_tex,1,False,,,False,False,False,True,FILE,material:Material.002/Image Texture,SAFE_PACKED_OR_GENERATED
images,factory_yard_2k.hdr,1,False,C:\Users\User\Documents\GitHub\FoundationPose\data\pallet\hdri\factory_yard_2k.hdr,C:\Users\User\Documents\GitHub\FoundationPose\data\pallet\hdri\factory_yard_2k.hdr,False,True,False,False,FILE,world:World/환경 텍스처,MISSING_CURRENT
images,fencebase_mat_diffuse.jpeg,1,False,//..\background\parking_lot\textures\fencebase_mat_diffuse.jpeg,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\fencebase_mat_diffuse.jpeg,True,False,True,True,FILE,material:fencebase_mat/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,fencebase_mat_normal.png,1,False,//..\background\parking_lot\textures\fencebase_mat_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\parking_lot\textures\fencebase_mat_normal.png,True,False,True,True,FILE,material:fencebase_mat/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
