idx,frame_id,diagnostic_mode,stage,path,present,decode_ok,decode_error,sha256,content_sha256,width,height,area,all_black,rgb_sha256,within_frame_duplicate_group,cross_frame_duplicate_frame_count,cross_frame_duplicate_class
14,f0014,context-rich,m1,mask\f0014_m1.png,True,True,,0e33848d648737aa4d1c62200a3146a62d44185798dadd5a40d4646b21459613,1b7c3b065ee24928757f90921d7e009f8d8bb8045c05761c212f7ec56467c6f0,560,560,5752,False,15b7fed3d8c742c82fc351b4d02ca1b91b2d2a42690812efd75d47ce8150113d,m0+m1 [expected_no_op],,
14,f0014,context-rich,m2,mask\f0014_m2.png,True,True,,cfd4fa3c53e9baeabcbf2244bfbdc3cbff8db75ef96b0c38e7252dedcadefdd8,bb35e8539b80a806cb0b34bb39c104c7e05501442b8b1603bd4fb99bf3850cf0,560,560,5262,False,15b7fed3d8c742c82fc351b4d02ca1b91b2d2a42690812efd75d47ce8150113d,m2+m3+m4 [expected_no_op],,
14,f0014,context-rich,m3,mask\f0014_m3.png,True,True,,6ecae3a1eeaa813b7b137dfc29087a46eaf17cbef7002e078731febdab4b57b9,bb35e8539b80a806cb0b34bb39c104c7e05501442b8b1603bd4fb99bf3850cf0,560,560,5262,False,15b7fed3d8c742c82fc351b4d02ca1b91b2d2a42690812efd75d47ce8150113d,m2+m3+m4 [expected_no_op],,
14,f0014,context-rich,m4,mask\f0014_m4.png,True,True,,bb20073e6c592602afc99d14cb6e2125dfcc390095f6a08637e17e3e65dbebab,bb35e8539b80a806cb0b34bb39c104c7e05501442b8b1603bd4fb99bf3850cf0,560,560,5262,False,15b7fed3d8c742c82fc351b4d02ca1b91b2d2a42690812efd75d47ce8150113d,m2+m3+m4 [expected_no_op],,
15,f0015,clean-static,m0,mask\f0015_m0.png,True,True,,1c240abdd5c598a0075272d73dcd67b925ea3074127ddec56e8b4b972dec24e0,efd6ae8ed64c1eb4be3d5736777ea44d15c5c5abd1fc33b81e669722a59c2c8b,640,480,1345,False,302040e334e0b35fa8af081f25513a3dff06c4314a033d16fd6ccce6ed0576a5,m0+m1+m2+m3+m4 [expected_no_op],,
15,f0015,clean-static,m1,mask\f0015_m1.png,True,True,,be58b2f6c29e38e5e925a4e6f8e09d5cb09e3ca6c2f722b3bba20439ee942ca6,efd6ae8ed64c1eb4be3d5736777ea44d15c5c5abd1fc33b81e669722a59c2c8b,640,480,1345,False,302040e334e0b35fa8af081f25513a3dff06c4314a033d16fd6ccce6ed0576a5,m0+m1+m2+m3+m4 [expected_no_op],,
15,f0015,clean-static,m2,mask\f0015_m2.png,True,True,,feccd7390543f706fc33a915fcde02a5b1fa524975b7f40eca576da6ddce2018,efd6ae8ed64c1eb4be3d5736777ea44d15c5c5abd1fc33b81e669722a59c2c8b,640,480,1345,False,302040e334e0b35fa8af081f25513a3dff06c4314a033d16fd6ccce6ed0576a5,m0+m1+m2+m3+m4 [expected_no_op],,
15,f0015,clean-static,m3,mask\f0015_m3.png,True,True,,f740df4333d92cdba985dbe19fa8dc4436ea789a8ef4aa7834dc29ded8173c47,efd6ae8ed64c1eb4be3d5736777ea44d15c5c5abd1fc33b81e669722a59c2c8b,640,480,1345,False,302040e334e0b35fa8af081f25513a3dff06c4314a033d16fd6ccce6ed0576a5,m0+m1+m2+m3+m4 [expected_no_op],,
15,f0015,clean-static,m4,mask\f0015_m4.png,True,True,,222eaf372a5371de9bb7dde132d4b59b53e6ce0036c64c513ad2ce500f858689,efd6ae8ed64c1eb4be3d5736777ea44d15c5c5abd1fc33b81e669722a59c2c8b,640,480,1345,False,302040e334e0b35fa8af081f25513a3dff06c4314a033d16fd6ccce6ed0576a5,m0+m1+m2+m3+m4 [expected_no_op],,
16,f0016,clean-static,m0,mask\f0016_m0.png,True,True,,2349bd01e5e422e27f9bc739eb1cda4ee488f96ad3ac8a59e8f54693f2816f45,747e70e24528be578f22b3cd86a5609e49a9d0daaebf6e5a5452a32291e827cc,720,480,78151,False,fe10bcb9cde949911dde1c7ef21571db2959b8ee7381a8709a0e88f7a5b2bdbf,m0+m1+m2+m3+m4 [expected_no_op],,
16,f0016,clean-static,m1,mask\f0016_m1.png,True,True,,fb96b869ad8e498fd436a917f126a28e85037d2576d0889ec5e83cf6c0a71c5e,747e70e24528be578f22b3cd86a5609e49a9d0daaebf6e5a5452a32291e827cc,720,480,78151,False,fe10bcb9cde949911dde1c7ef21571db2959b8ee7381a8709a0e88f7a5b2bdbf,m0+m1+m2+m3+m4 [expected_no_op],,
16,f0016,clean-static,m2,mask\f0016_m2.png,True,True,,e115c6fa87a65a25cbb2c4d6a921dbc7c416389a56b9fa2de46dc27812555d4b,747e70e24528be578f22b3cd86a5609e49a9d0daaebf6e5a5452a32291e827cc,720,480,78151,False,fe10bcb9cde949911dde1c7ef21571db2959b8ee7381a8709a0e88f7a5b2bdbf,m0+m1+m2+m3+m4 [expected_no_op],,
16,f0016,clean-static,m3,mask\f0016_m3.png,True,True,,9d8db5c5ec11cf8495f4500472d67d53fbe0b3c91e855c40d9c4f5089c52aec7,747e70e24528be578f22b3cd86a5609e49a9d0daaebf6e5a5452a32291e827cc,720,480,78151,False,fe10bcb9cde949911dde1c7ef21571db2959b8ee7381a8709a0e88f7a5b2bdbf,m0+m1+m2+m3+m4 [expected_no_op],,
16,f0016,clean-static,m4,mask\f0016_m4.png,True,True,,53c701da13dc6946f1c1d5e8fd045896a9cdd2535144c21b1b37c87ef37e58b8,747e70e24528be578f22b3cd86a5609e49a9d0daaebf6e5a5452a32291e827cc,720,480,78151,False,fe10bcb9cde949911dde1c7ef21571db2959b8ee7381a8709a0e88f7a5b2bdbf,m0+m1+m2+m3+m4 [expected_no_op],,
17,f0017,cargo-only,m0,mask\f0017_m0.png,True,True,,71fad080b8dd1ff349dd223f637c22fbdf118992ba642a93b4528cad59f58614,0acd70aed3c0c6e651e19a5764763ec310e7d30e14b79fa5af5e17dc0a58cc38,640,480,2966,False,7d4ea1fca150583b76b341784d0f3d7306c1624473ccd8a4cd739c80c05925c6,m0+m1 [expected_no_op],,
17,f0017,cargo-only,m1,mask\f0017_m1.png,True,True,,8ea5a26151678bc934e11be858826c5f42adaef6788c7d11df664e86170b523d,0acd70aed3c0c6e651e19a5764763ec310e7d30e14b79fa5af5e17dc0a58cc38,640,480,2966,False,7d4ea1fca150583b76b341784d0f3d7306c1624473ccd8a4cd739c80c05925c6,m0+m1 [expected_no_op],,
17,f0017,cargo-only,m2,mask\f0017_m2.png,True,True,,66bad4aba8cb69095ce1a6f1020d005c8b2ecb7e3ec77129bffad2f6c69fcd85,982df3dd834f2d29b78b7e144e2242749d0ab50ef6d20bcf91972d7957a06e56,640,480,2531,False,7d4ea1fca150583b76b341784d0f3d7306c1624473ccd8a4cd739c80c05925c6,m2+m3+m4 [expected_no_op],,
17,f0017,cargo-only,m3,mask\f0017_m3.png,True,True,,2b4283bcddd5ec71ce14b2457f37276a188469e207552b397f60f4665f154d9a,982df3dd834f2d29b78b7e144e2242749d0ab50ef6d20bcf91972d7957a06e56,640,480,2531,False,7d4ea1fca150583b76b341784d0f3d7306c1624473ccd8a4cd739c80c05925c6,m2+m3+m4 [expected_no_op],,
17,f0017,cargo-only,m4,mask\f0017_m4.png,True,True,,92caa11b27c0fe5a8f9d9d29a750937800e7d79c34635271ac6a199c6de0eff1,982df3dd834f2d29b78b7e144e2242749d0ab50ef6d20bcf91972d7957a06e56,640,480,2531,False,7d4ea1fca150583b76b341784d0f3d7306c1624473ccd8a4cd739c80c05925c6,m2+m3+m4 [expected_no_op],,
18,f0018,controlled-occlusion,m0,mask\f0018_m0.png,True,True,,185107c0541a209deb602ec8f3feaadd6a817afeef8025d84ee2f7bde9fb5245,cb76dff24737f2150c58c6ade7a4a4188733b0a897ab613e0a2a13d382e1bfa2,640,480,96436,False,fcb9224f43dd30b57c1ab400148aab883c9a00fd5ffd87aba1ef17582ba0d6eb,m0+m1+m2+m3 [expected_no_op],,
18,f0018,controlled-occlusion,m1,mask\f0018_m1.png,True,True,,374731d9130804fa66611393699f77a0fb2928fb1c3e2a11d09537e2fc1556d5,cb76dff24737f2150c58c6ade7a4a4188733b0a897ab613e0a2a13d382e1bfa2,640,480,96436,False,fcb9224f43dd30b57c1ab400148aab883c9a00fd5ffd87aba1ef17582ba0d6eb,m0+m1+m2+m3 [expected_no_op],,
18,f0018,controlled-occlusion,m2,mask\f0018_m2.png,True,True,,ae30bb52f9aa3c74dea2875fce07ef0a6b6c79c2bb1079ffcca865f5d162ff6e,cb76dff24737f2150c58c6ade7a4a4188733b0a897ab613e0a2a13d382e1bfa2,640,480,96436,False,fcb9224f43dd30b57c1ab400148aab883c9a00fd5ffd87aba1ef17582ba0d6eb,m0+m1+m2+m3 [expected_no_op],,
18,f0018,controlled-occlusion,m3,mask\f0018_m3.png,True,True,,20abf411133dcfdffddb87a1233553b829a01dc2271a04f94ee2455355a81796,cb76dff24737f2150c58c6ade7a4a4188733b0a897ab613e0a2a13d382e1bfa2,640,480,96436,False,fcb9224f43dd30b57c1ab400148aab883c9a00fd5ffd87aba1ef17582ba0d6eb,m0+m1+m2+m3 [expected_no_op],,
18,f0018,controlled-occlusion,m4,mask\f0018_m4.png,True,True,,dd62d1660b4d7d9c74470e7eb36e87e2a6d9554912112bd6d48a01fa77c67f45,d87a5ebaef1826ffad0808dee96cea4ec9ab747d69ca5d01cd155ea611b8e65a,640,480,67110,False,fcb9224f43dd30b57c1ab400148aab883c9a00fd5ffd87aba1ef17582ba0d6eb,,,
19,f0019,context-rich,m0,mask\f0019_m0.png,True,True,,51053e079b008acdfb8100bb786956e9f5af6b3605fe17eafce06eb4fc0fad6d,510aa5c2198eef602ec8df5f38af4724eb92a834ac6ac64132a26a20c391a65b,960,540,28753,False,175b7095426e4e915f75606dd9a72a07f18ef65e7ba2a88322e00ef73a811e4b,m0+m1 [expected_no_op],,
19,f0019,context-rich,m1,mask\f0019_m1.png,True,True,,af0abcf791a31c206be7ceab9e23e16e8cbbd5047d5793de32c0e52dfbb2330e,510aa5c2198eef602ec8df5f38af4724eb92a834ac6ac64132a26a20c391a65b,960,540,28753,False,175b7095426e4e915f75606dd9a72a07f18ef65e7ba2a88322e00ef73a811e4b,m0+m1 [expected_no_op],,
19,f0019,context-rich,m2,mask\f0019_m2.png,True,True,,b8873aa38300725e4127194c9c138f79cc0c1a054df8a31a0f4234080abd5754,74be9f0ca79e7f76b09d2bb55ad4d6201da3fdfda3b5326997275636c36d6236,960,540,26872,False,175b7095426e4e915f75606dd9a72a07f18ef65e7ba2a88322e00ef73a811e4b,,,
19,f0019,context-rich,m3,mask\f0019_m3.png,True,True,,f5d35f265c3f3497cdc0e8bd65d204c1b18f096b77325fc50ba90638080c138c,dbf0d4e012e0170ee1bdb69433baecf23a462c93911376166f40177aec263aac,960,540,24992,False,175b7095426e4e915f75606dd9a72a07f18ef65e7ba2a88322e00ef73a811e4b,m3+m4 [expected_no_op],,
19,f0019,context-rich,m4,mask\f0019_m4.png,True,True,,5a6abbaf3c2890d2d166423e2383c440e622fd391840f6b04216e85777924b3e,dbf0d4e012e0170ee1bdb69433baecf23a462c93911376166f40177aec263aac,960,540,24992,False,175b7095426e4e915f75606dd9a72a07f18ef65e7ba2a88322e00ef73a811e4b,m3+m4 [expected_no_op],,
