idx,stem,rendered_both,reject_reason_a,reject_reason_b,framespec_sha_a,framespec_sha_b,framespec_match,plan_sha_a,plan_sha_b,plan_match,label_norm_sha_a,label_norm_sha_b,label_match,rgb_pixel_sha_a,rgb_pixel_sha_b,rgb_match,rgb_filebytes_sha_a,rgb_filebytes_sha_b,rgb_filebytes_match,record_norm_sha_a,record_norm_sha_b,record_match,m0_pixel_sha_a,m0_pixel_sha_b,m0_match,m0_filebytes_match,m1_pixel_sha_a,m1_pixel_sha_b,m1_match,m1_filebytes_match,m2_pixel_sha_a,m2_pixel_sha_b,m2_match,m2_filebytes_match,m3_pixel_sha_a,m3_pixel_sha_b,m3_match,m3_filebytes_match,m4_pixel_sha_a,m4_pixel_sha_b,m4_match,m4_filebytes_match,mask_match_all,mask_filebytes_match_all
10,f0010,True,accepted,accepted,d60b099baf8e25cb247e8f54b48c874b8f5051d9901539f4a47616fadd3890f7,d60b099baf8e25cb247e8f54b48c874b8f5051d9901539f4a47616fadd3890f7,True,45553aa22cee921c38cd1a9493089fbb099bce69697f221ab835db9d11931a04,45553aa22cee921c38cd1a9493089fbb099bce69697f221ab835db9d11931a04,True,cfa4512a906a012b6de3419940f853bd9c54c231d9a80021dd95d4d5b1341f08,cfa4512a906a012b6de3419940f853bd9c54c231d9a80021dd95d4d5b1341f08,True,8732ce2b81678131baa8705fcd5def1f804ec0f197f0b0ec2844a9f1022929cd,8732ce2b81678131baa8705fcd5def1f804ec0f197f0b0ec2844a9f1022929cd,True,27ecda4d898e696e4c7c4d35c409548d3c5bc6267cf4a05e5552911a41110551,27ecda4d898e696e4c7c4d35c409548d3c5bc6267cf4a05e5552911a41110551,True,71d0e4c3f6bbba826966ddebc578c9147acd09449818586d3cb29c45fcea0223,71d0e4c3f6bbba826966ddebc578c9147acd09449818586d3cb29c45fcea0223,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
11,f0011,True,accepted,accepted,24f1529af7c0315019a082b9da5eabef104e726165c26440dbacf951e9620bf2,24f1529af7c0315019a082b9da5eabef104e726165c26440dbacf951e9620bf2,True,681b944326e786201cd78044f61d7adaa8c834a839d756ee547801d23b92e231,681b944326e786201cd78044f61d7adaa8c834a839d756ee547801d23b92e231,True,3ac26cc54c3c5426d41c146ef3cf641883cd83c75823e8b158ffa223cfe46ad6,3ac26cc54c3c5426d41c146ef3cf641883cd83c75823e8b158ffa223cfe46ad6,True,9a2d7ea0e0629d61afac04030e9d927a5a596e8dc7e441af0cd1ed4016a94314,9a2d7ea0e0629d61afac04030e9d927a5a596e8dc7e441af0cd1ed4016a94314,True,e304b8e0dbf1ecfcb26bd40a05b784128ec8cabb1f9753cc1187a9091285ba77,e304b8e0dbf1ecfcb26bd40a05b784128ec8cabb1f9753cc1187a9091285ba77,True,4ca9884e8e5096c3e0172529360927457221edca40c2f1d8dd85e87d85c7238b,4ca9884e8e5096c3e0172529360927457221edca40c2f1d8dd85e87d85c7238b,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
12,f0012,True,accepted,accepted,57b48d6bd13c57e2cb51d3ec27f87e510f362af8a0faf4d4e1345f1db3450070,57b48d6bd13c57e2cb51d3ec27f87e510f362af8a0faf4d4e1345f1db3450070,True,091a323214ae9f7ec7deac4f0391cf2bced18cba7e430c6908ec264855f65296,091a323214ae9f7ec7deac4f0391cf2bced18cba7e430c6908ec264855f65296,True,9d0f1c169b7a4b928faedc45c3a36699a382cfb639f0aa2c4fee6c30c27aee33,9d0f1c169b7a4b928faedc45c3a36699a382cfb639f0aa2c4fee6c30c27aee33,True,e57cede3e1e90f13f4ac1e4a53623af8d4e9f1861a14dc7337ffe0a49ec123e6,e57cede3e1e90f13f4ac1e4a53623af8d4e9f1861a14dc7337ffe0a49ec123e6,True,47557ce7ed365463e8a52e418e6fd890d12ffbf2476719c88cb3508c33d623ae,47557ce7ed365463e8a52e418e6fd890d12ffbf2476719c88cb3508c33d623ae,True,5823abc43c8c5dd5f2aa491a031778b2a0700d48c2a70612bdb4ea91e66e99e6,5823abc43c8c5dd5f2aa491a031778b2a0700d48c2a70612bdb4ea91e66e99e6,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
13,f0013,True,accepted,accepted,28969dd72c2f58e60f84e299684e6d77218b78cc0b041db894e400c49d63a056,28969dd72c2f58e60f84e299684e6d77218b78cc0b041db894e400c49d63a056,True,5bcdb6aad083728e3aa35609d46b36985ec3329bd4394827923a2a70173c83d5,5bcdb6aad083728e3aa35609d46b36985ec3329bd4394827923a2a70173c83d5,True,ac6e49b2c403e3ef79e68f447a466c8ef945adb077f80357c2c5f3443a4f1493,ac6e49b2c403e3ef79e68f447a466c8ef945adb077f80357c2c5f3443a4f1493,True,9febc3ab27f539b480af2611eca1f9896551e01ccd4cca6877d6ae7621f1700c,9febc3ab27f539b480af2611eca1f9896551e01ccd4cca6877d6ae7621f1700c,True,5f62e96d143e8aa3f84494f92a84a07843fd542d40cfc2398b0a37668c6c310f,5f62e96d143e8aa3f84494f92a84a07843fd542d40cfc2398b0a37668c6c310f,True,d88233053a62a14f86fd4209ad646ca8c06afebea350d52af41f09912626368d,d88233053a62a14f86fd4209ad646ca8c06afebea350d52af41f09912626368d,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
14,f0014,True,accepted,accepted,c661662ad60e9800752d2aea598f99f4141bfc9488382b0a3b958f05ff34dd67,c661662ad60e9800752d2aea598f99f4141bfc9488382b0a3b958f05ff34dd67,True,6a04704c41023a0ffbb6797a2fd6d03cec294f458ec94453c406705846ac63bb,6a04704c41023a0ffbb6797a2fd6d03cec294f458ec94453c406705846ac63bb,True,d0e068d659ecc5940d49279c23ff2a6e7ccf98c5f58d1ecb2276a277e2c5349a,d0e068d659ecc5940d49279c23ff2a6e7ccf98c5f58d1ecb2276a277e2c5349a,True,fa63561069335516ceaf5d1122be2010bdcecc269d1b5dff4dc46af26f060821,fa63561069335516ceaf5d1122be2010bdcecc269d1b5dff4dc46af26f060821,True,97004c34336bc24cb5f6b034c3fb08a0c832c5b73b704410977bc6f8e51c9488,97004c34336bc24cb5f6b034c3fb08a0c832c5b73b704410977bc6f8e51c9488,True,fe3adf86cd3dcb5f2b219802f1370775c1c49469c7a72549e702d0df4dabc450,fe3adf86cd3dcb5f2b219802f1370775c1c49469c7a72549e702d0df4dabc450,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
15,f0015,True,accepted,accepted,0a00dae1679df94a06fe3de0dd2c7b6123305194009f6b17674228434d72762c,0a00dae1679df94a06fe3de0dd2c7b6123305194009f6b17674228434d72762c,True,dbac8a78450a1b73b10d023b2bedfb4c42bac6ffe34e023bf74dabaa737ab363,dbac8a78450a1b73b10d023b2bedfb4c42bac6ffe34e023bf74dabaa737ab363,True,ef2da07d510a71a441b7c6e684473d402525fb4bfd0ab2ba04d1f0c0e6f33468,ef2da07d510a71a441b7c6e684473d402525fb4bfd0ab2ba04d1f0c0e6f33468,True,5de94d3050075539208d56c77053de8711f489c6f4ecc2031b359aa134915fd7,5de94d3050075539208d56c77053de8711f489c6f4ecc2031b359aa134915fd7,True,b02bed5a12b928b9b5777d7ec88e41240edd18c03eca0a4e922c76be76568fe5,b02bed5a12b928b9b5777d7ec88e41240edd18c03eca0a4e922c76be76568fe5,True,6c89233c3c06a1a60c4157ec7fbac68ba597d71b717a6795c5e6e8c086688a12,6c89233c3c06a1a60c4157ec7fbac68ba597d71b717a6795c5e6e8c086688a12,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
16,f0016,True,accepted,accepted,8be21e9579c259618de568070da5c5abae38ce691cc788377dfc82c94a7b7f3d,8be21e9579c259618de568070da5c5abae38ce691cc788377dfc82c94a7b7f3d,True,d5ede8877d0dbdcf4c6c957602efa080229e301b49f2b560002ccb4faa496d0b,d5ede8877d0dbdcf4c6c957602efa080229e301b49f2b560002ccb4faa496d0b,True,528c5f75b3c07c7c2feaf9694a000dda35f0ba0cd9c57db870f5d9d15d4ea940,528c5f75b3c07c7c2feaf9694a000dda35f0ba0cd9c57db870f5d9d15d4ea940,True,49abc8e109391d15ae5ceed7ec66d1b55d29a83e18fefc39b029200076541112,49abc8e109391d15ae5ceed7ec66d1b55d29a83e18fefc39b029200076541112,True,8a4acf67e63824675259f286439449b0af67a15b4b5a47a0d796675e916dd092,8a4acf67e63824675259f286439449b0af67a15b4b5a47a0d796675e916dd092,True,f0e88db9d3ac902888d3868be107d8753616cf80a477582c2f8ae1e4b2f28cae,f0e88db9d3ac902888d3868be107d8753616cf80a477582c2f8ae1e4b2f28cae,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
17,f0017,True,accepted,accepted,e75bef74fef1c73297240a503d5d3321e0586b367627bff2d7d0cf5668c144e5,e75bef74fef1c73297240a503d5d3321e0586b367627bff2d7d0cf5668c144e5,True,50b9e0b6e40c275e1ad072e23efc4c31a753070aa9c1581bf238558571ec2394,50b9e0b6e40c275e1ad072e23efc4c31a753070aa9c1581bf238558571ec2394,True,47022019ede83432f8da349f450ca26e795896dfdaf2625a2b7e9dc89d8acc5a,47022019ede83432f8da349f450ca26e795896dfdaf2625a2b7e9dc89d8acc5a,True,4412e14a228e3cdedd73e672f53c713243b2d31c0ec9ba6a955f04d036a562ea,4412e14a228e3cdedd73e672f53c713243b2d31c0ec9ba6a955f04d036a562ea,True,052d2e34f6a9b53729f5ec8151c01df9896d8c7d96e630aa6ccc0591af151f8a,052d2e34f6a9b53729f5ec8151c01df9896d8c7d96e630aa6ccc0591af151f8a,True,859fb536dfb5ddb5f99eb0e9bc22656b635be36002c8a0fe92368445ee13500d,859fb536dfb5ddb5f99eb0e9bc22656b635be36002c8a0fe92368445ee13500d,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
18,f0018,True,accepted,accepted,42c730e691571a256a6bc0bfb439385bd05166f7458098e844456c6a632bfc2e,42c730e691571a256a6bc0bfb439385bd05166f7458098e844456c6a632bfc2e,True,5441bc62a480aa70a55816cd5fd45625356dc451a4b79204d7efb0b3181bf1e6,5441bc62a480aa70a55816cd5fd45625356dc451a4b79204d7efb0b3181bf1e6,True,5fa12e967b800e508b47a49fdbb4775e55fcfade637f77c3b1f9542bed63ecea,5fa12e967b800e508b47a49fdbb4775e55fcfade637f77c3b1f9542bed63ecea,True,952fbe095da5c00b37b5e3f1e747f0954e8ae9ed98380f581e624ceadfd9b187,952fbe095da5c00b37b5e3f1e747f0954e8ae9ed98380f581e624ceadfd9b187,True,a3e01089e1491e9bfd78b94e1904eb4adf8c6bb3fc9cde3ac0084d3dc7b14b07,a3e01089e1491e9bfd78b94e1904eb4adf8c6bb3fc9cde3ac0084d3dc7b14b07,True,b2796b064166782b36e49ddcc8e37894b1b55367008240e740916f688c68b22f,b2796b064166782b36e49ddcc8e37894b1b55367008240e740916f688c68b22f,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
19,f0019,True,accepted,accepted,c996b84b846a2913503bd2dae675573b960f33702d2c28421a6feca56da209a1,c996b84b846a2913503bd2dae675573b960f33702d2c28421a6feca56da209a1,True,0b9d63eb7d2a6c4641fc514768373767a3f831eb580110be902b980349377e2c,0b9d63eb7d2a6c4641fc514768373767a3f831eb580110be902b980349377e2c,True,53cb1970169547e77776f22dcaba0c3e85137c453749861c2939d1e5f9fd5c4c,53cb1970169547e77776f22dcaba0c3e85137c453749861c2939d1e5f9fd5c4c,True,031de27d94a0fbaabae033218a8d0a5c88de862b8174cc9ba43c4070ac0fc8a3,031de27d94a0fbaabae033218a8d0a5c88de862b8174cc9ba43c4070ac0fc8a3,True,5c19b2070d6013f53e01ef3dd63a027be9a5376734eb17351b13d69ffd0383c8,5c19b2070d6013f53e01ef3dd63a027be9a5376734eb17351b13d69ffd0383c8,True,cd0622c73f8a164575dfc28d1515d8cf3ab87534d8ee250dbc0b6083ee6fd31b,cd0622c73f8a164575dfc28d1515d8cf3ab87534d8ee250dbc0b6083ee6fd31b,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
