idx,stem,rendered_both,reject_reason_a,reject_reason_b,framespec_sha_a,framespec_sha_b,framespec_match,plan_sha_a,plan_sha_b,plan_match,label_norm_sha_a,label_norm_sha_b,label_match,rgb_pixel_sha_a,rgb_pixel_sha_b,rgb_match,rgb_filebytes_sha_a,rgb_filebytes_sha_b,rgb_filebytes_match,record_norm_sha_a,record_norm_sha_b,record_match,m0_pixel_sha_a,m0_pixel_sha_b,m0_match,m0_filebytes_match,m1_pixel_sha_a,m1_pixel_sha_b,m1_match,m1_filebytes_match,m2_pixel_sha_a,m2_pixel_sha_b,m2_match,m2_filebytes_match,m3_pixel_sha_a,m3_pixel_sha_b,m3_match,m3_filebytes_match,m4_pixel_sha_a,m4_pixel_sha_b,m4_match,m4_filebytes_match,mask_match_all,mask_filebytes_match_all
0,f0000,True,accepted,accepted,19e51f5a170d338c401cb37843c4a41eb4c4cfb748c01362e12b1fad0e44cb11,19e51f5a170d338c401cb37843c4a41eb4c4cfb748c01362e12b1fad0e44cb11,True,6ee2cb72c484e8ceb46c4f6e697c011d5940688d532cc807e354b5a250882156,6ee2cb72c484e8ceb46c4f6e697c011d5940688d532cc807e354b5a250882156,True,882047019e1ab9a97b763c59beb003b4e6d069ec8ef42b5f9c2c23cba6ffffed,882047019e1ab9a97b763c59beb003b4e6d069ec8ef42b5f9c2c23cba6ffffed,True,5f49559aedc34e7faf202d850b2716ff651f0c956346e68bb19a04e69fddd020,5f49559aedc34e7faf202d850b2716ff651f0c956346e68bb19a04e69fddd020,True,b296f76576b26f6bce4774ed36c5b30bcc46824954fa4d8c9e3788d48f334854,b296f76576b26f6bce4774ed36c5b30bcc46824954fa4d8c9e3788d48f334854,True,d319d8664cb1f2e891b291b14068771cbbb3f750e7a785b08a93d10adacf8f5d,d319d8664cb1f2e891b291b14068771cbbb3f750e7a785b08a93d10adacf8f5d,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
1,f0001,True,accepted,accepted,ce63f0b1a01c8642e63504e2304bafce5210f25f8cb79adc7d2390a43194041d,ce63f0b1a01c8642e63504e2304bafce5210f25f8cb79adc7d2390a43194041d,True,03b1f140b9b47f7188e16706b715e2630a92ba6933d9291aa7a404b70f486efe,03b1f140b9b47f7188e16706b715e2630a92ba6933d9291aa7a404b70f486efe,True,c421fa199c63995d9390737257b71e3280ab2d47c0934d24e75434bef5f9bac8,c421fa199c63995d9390737257b71e3280ab2d47c0934d24e75434bef5f9bac8,True,4704462dcfd23b08a35a954ce7d7049484b0906744b0bbbaf25f6fbc15bd8b5e,4704462dcfd23b08a35a954ce7d7049484b0906744b0bbbaf25f6fbc15bd8b5e,True,dc0308e5f348bf4b6db14dd1967190ebcaeab36576a19e1aa6a9e2eeec51b354,dc0308e5f348bf4b6db14dd1967190ebcaeab36576a19e1aa6a9e2eeec51b354,True,9736f3a7f0d8fd0c4bec4533fa5585d777fe3b2fca3bbb1727705f0395cee086,9736f3a7f0d8fd0c4bec4533fa5585d777fe3b2fca3bbb1727705f0395cee086,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
2,f0002,True,accepted,accepted,f05abf3c524a4a33bf3089b26c0dc62de26fcfa7008aae7058a8880461835616,f05abf3c524a4a33bf3089b26c0dc62de26fcfa7008aae7058a8880461835616,True,3e6d0ef674d03d7a28b75c9b29613d6865d75245852b376f0d439492f682e6b6,3e6d0ef674d03d7a28b75c9b29613d6865d75245852b376f0d439492f682e6b6,True,50c5f7de93b8b89b068b0d979209039b99ca0784a64a0d98e94949b884dde23a,50c5f7de93b8b89b068b0d979209039b99ca0784a64a0d98e94949b884dde23a,True,7627decb0c5abae5dd417781b1e98a3ec8bf29ae751b42cdedfccf860cbf6513,7627decb0c5abae5dd417781b1e98a3ec8bf29ae751b42cdedfccf860cbf6513,True,cdc5490f0ba253d1b1f7155403e6f16e0699efd608fda7b93b52bc7b6d19f529,cdc5490f0ba253d1b1f7155403e6f16e0699efd608fda7b93b52bc7b6d19f529,True,b549b1255aab6f37badc6eb5bdb3eb0a676f3e5a5376834b56062710fdda5b70,b549b1255aab6f37badc6eb5bdb3eb0a676f3e5a5376834b56062710fdda5b70,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
3,f0003,True,accepted,accepted,abdbc4122b5273dbc090d86aeeac58e8033f4333a695651a12fe449886266857,abdbc4122b5273dbc090d86aeeac58e8033f4333a695651a12fe449886266857,True,851cd0338182b98634e7281ca5574c8c0438f7f69fd7ca1fd9596a5ba4f6f7dd,851cd0338182b98634e7281ca5574c8c0438f7f69fd7ca1fd9596a5ba4f6f7dd,True,affa09714860a4def4efdf98c321a19543a06fca58d8e01b7864e0a91a93c81b,affa09714860a4def4efdf98c321a19543a06fca58d8e01b7864e0a91a93c81b,True,3fd6d77b2cc00e1af843bc96e975862abae65f36d0a28908f7eedb283e11f9e8,3fd6d77b2cc00e1af843bc96e975862abae65f36d0a28908f7eedb283e11f9e8,True,83aa72228bacccf2092fb087241279758e9cbdc3f80f79739744eee3f58f8684,83aa72228bacccf2092fb087241279758e9cbdc3f80f79739744eee3f58f8684,True,61f7e516ff98e3075fa740bf3ce63af8f3e495128e22c4bdd942ffa6cdb4f9e7,61f7e516ff98e3075fa740bf3ce63af8f3e495128e22c4bdd942ffa6cdb4f9e7,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
4,f0004,True,accepted,accepted,8e83fd8bdf33d1ff02c3c37d190ec54cbf6bb88773b16303b7f1fa44d222ad85,8e83fd8bdf33d1ff02c3c37d190ec54cbf6bb88773b16303b7f1fa44d222ad85,True,91d2f37e9cc444324e4ad8b1e1b7fa0f4add8efd3faa811e30e98663a8b03aee,91d2f37e9cc444324e4ad8b1e1b7fa0f4add8efd3faa811e30e98663a8b03aee,True,68c17677e31523bb6f030769db9ae6e70fa174e5666c7d78f9fb6ccddf47a14b,68c17677e31523bb6f030769db9ae6e70fa174e5666c7d78f9fb6ccddf47a14b,True,4766d4bd27dbec14fb29ce49c80d270498eadc0c31d969585d10bd975ecd7aff,4766d4bd27dbec14fb29ce49c80d270498eadc0c31d969585d10bd975ecd7aff,True,2509de1467d585fbf36e7470a8788b33e6dfdb774a6988922ec85323ee7e021b,2509de1467d585fbf36e7470a8788b33e6dfdb774a6988922ec85323ee7e021b,True,9e9aab6c5f1fb0919fd50767e26c94d9db6ef70208982c3a5a3372b7a2f35f17,9e9aab6c5f1fb0919fd50767e26c94d9db6ef70208982c3a5a3372b7a2f35f17,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
5,f0005,True,accepted,accepted,856d1243d669001c76e6f9cb4d215f4d1ade6a46dbde203db4414297d8ca6105,856d1243d669001c76e6f9cb4d215f4d1ade6a46dbde203db4414297d8ca6105,True,2c53f86d2f8019269e460e46011f7ecebcb0e2d3cc99c84ece537652da43dafa,2c53f86d2f8019269e460e46011f7ecebcb0e2d3cc99c84ece537652da43dafa,True,43a450c262c363288fecc88ed2c2769c101f0a9e8d6931af824d79987fbf5139,43a450c262c363288fecc88ed2c2769c101f0a9e8d6931af824d79987fbf5139,True,bcfc96940ead9cd4e4af4604a6a05e10ac3ae55cd4f6acdd905618f3430d060d,bcfc96940ead9cd4e4af4604a6a05e10ac3ae55cd4f6acdd905618f3430d060d,True,6de98244e0fe29c39a32649c0d6a7d1e302023c998de9d04fc9a1cc30ecde338,6de98244e0fe29c39a32649c0d6a7d1e302023c998de9d04fc9a1cc30ecde338,True,19172de4b36c6a01a486bb52959460a54052f4c5c034638b964d2030bb811c28,19172de4b36c6a01a486bb52959460a54052f4c5c034638b964d2030bb811c28,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
6,f0006,True,accepted,accepted,56b6aa80f938d871f3fef440dcce2289c6cf3898e7b6cd16692d3a61f3591568,56b6aa80f938d871f3fef440dcce2289c6cf3898e7b6cd16692d3a61f3591568,True,a1c57f0e30b7a10ac710ee9e82830a1115724c2c0e71ec960db5f08ead2c0fa9,a1c57f0e30b7a10ac710ee9e82830a1115724c2c0e71ec960db5f08ead2c0fa9,True,a368f3afc8d90dbf41a187f50257d51564f915009d14e47820a9923a41f227bf,a368f3afc8d90dbf41a187f50257d51564f915009d14e47820a9923a41f227bf,True,244f568e4ea5958a7400713070b3342d680ea6281b5459220c05e10e15895aea,244f568e4ea5958a7400713070b3342d680ea6281b5459220c05e10e15895aea,True,aa41fbb36baf466f3878afe6496d2a34c1c2c981b9a0344de71df18de3958af6,aa41fbb36baf466f3878afe6496d2a34c1c2c981b9a0344de71df18de3958af6,True,2fdec19818aac15ca109b28bbd35a7158bd9ca38a8b27bebc566122a5dd1bb6d,2fdec19818aac15ca109b28bbd35a7158bd9ca38a8b27bebc566122a5dd1bb6d,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
7,f0007,True,accepted,accepted,047dc41357679c276e0ed2c03d3b720bdae5923535318ad56c4aa26d7c79a0b5,047dc41357679c276e0ed2c03d3b720bdae5923535318ad56c4aa26d7c79a0b5,True,681b944326e786201cd78044f61d7adaa8c834a839d756ee547801d23b92e231,681b944326e786201cd78044f61d7adaa8c834a839d756ee547801d23b92e231,True,5a46d529a45a9234a52235c0bbe987e9964e779ca7ddfcd1218480f0449a4b7d,5a46d529a45a9234a52235c0bbe987e9964e779ca7ddfcd1218480f0449a4b7d,True,42d03fed1f05491873360351148e0d2d502aa79c42f29e47617bc7d83f5eda78,42d03fed1f05491873360351148e0d2d502aa79c42f29e47617bc7d83f5eda78,True,8a5deb0b864d9c42decb7d7bd5558c61797aab5e4a0004b4be872939fd4c5f7a,8a5deb0b864d9c42decb7d7bd5558c61797aab5e4a0004b4be872939fd4c5f7a,True,900b385b4afd1164e39d43823174eb7969dbc9c897ba6fc39eddccfdd8e4a177,900b385b4afd1164e39d43823174eb7969dbc9c897ba6fc39eddccfdd8e4a177,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
8,f0008,True,accepted,accepted,2df0a357e85af02cb6e6f11f27cc27a452637ebfa831f81fef676c6b60560386,2df0a357e85af02cb6e6f11f27cc27a452637ebfa831f81fef676c6b60560386,True,b6d0ba1124ccc8064b47f641b1e46fd1ec6f92a27c76261fd73671a7bc59f40f,b6d0ba1124ccc8064b47f641b1e46fd1ec6f92a27c76261fd73671a7bc59f40f,True,d9497ff5f46121c458fc9f458724c8837703f334bf14425c363353ecc95ad068,d9497ff5f46121c458fc9f458724c8837703f334bf14425c363353ecc95ad068,True,823693ee4f899cbd9514bb01cc1d8a01b93b7a96842e061177031c91f9f81fb7,823693ee4f899cbd9514bb01cc1d8a01b93b7a96842e061177031c91f9f81fb7,True,46dc4c6bfebb93fbf0c667644a52aaa1164d51d15603f70698cbd69b15934cca,46dc4c6bfebb93fbf0c667644a52aaa1164d51d15603f70698cbd69b15934cca,True,b6524fb196649088389622ee680d61abcb9202e4d96cb64e5ee580f1c503b4f4,b6524fb196649088389622ee680d61abcb9202e4d96cb64e5ee580f1c503b4f4,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
9,f0009,True,accepted,accepted,fe287bad7269a0d2a17bc97bdeaeecaad917e8092e47483a0a3eac10445432aa,fe287bad7269a0d2a17bc97bdeaeecaad917e8092e47483a0a3eac10445432aa,True,c7e5c14e277237d251dbe4c1cab2bf1b582c78c3d5e5b8d8acc7d1fed341d445,c7e5c14e277237d251dbe4c1cab2bf1b582c78c3d5e5b8d8acc7d1fed341d445,True,050b56919c85cbadca78e1e82221aecffe5c0485476ee250e8dc6612e04ec4c4,050b56919c85cbadca78e1e82221aecffe5c0485476ee250e8dc6612e04ec4c4,True,272469d607d2592229b424b98aba17e4ecbdd80bd79ffddcfa80f044ba6a5746,272469d607d2592229b424b98aba17e4ecbdd80bd79ffddcfa80f044ba6a5746,True,93281228311c090da604f4aaa2f4dc925336db15c0915e769d64cf06151632ad,93281228311c090da604f4aaa2f4dc925336db15c0915e769d64cf06151632ad,True,7e507dd1692ffc1b63f196daef7fb4a16dbb22228ec9a67fe0ad33bed7d00e95,7e507dd1692ffc1b63f196daef7fb4a16dbb22228ec9a67fe0ad33bed7d00e95,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
