registry_category,repo_relative_path,file_size_bytes,sha256,asset_identifier,license_class
pallet_models,data/pallet/assets/pallets/models/models_usd/_scale_report.txt,388,d9e33499a9d5227f8a621984c4d23fccfab5e11b6111a0ee2ec286de53a71243,_scale_report,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shader_report.txt,392,92888332d41f0d12d94e4c885900054a67de9b7277d6b7eec9600e57ed5afa73,_shader_report,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/compare_angle.png,1841758,d0b5b26ee4eff3d64086667ce4943feb79d1b3668f67ea589fae96b945468e0e,compare_angle,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/compare_top.png,1836139,b0fd1175d9fb828969aee89227e42270ac7e749bd3db3c182308aae9daae1c14,compare_top,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/scene_1_angle.png,730033,203b820557dfb8e525d954bcb24e6f0ed2f0c6045d97c651ace92a735b99830e,scene_1_angle,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/scene_1_top.png,749194,211f6a2dabc8a57d462d6278597fe9422f7b0c8a2db7c4af4e7d47d84aa7ab50,scene_1_top,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/scene_2_angle.png,707607,96de01721f2e7cc156c5f9e2ba81b5a9caf8fa2e64265ffa7819995eefec3790,scene_2_angle,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/scene_2_top.png,708835,cccbe4a2512656a165c9001540ebe586c9f50d0b8c6c2bddabb4c30f0a7c2075,scene_2_top,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/scene_3_angle.png,721584,91f21c175e7a619116d95a7deaddd274050cc07f569dfea0caca2e7c80b0057d,scene_3_angle,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/_shape_inspect/scene_3_top.png,714736,e5b654e0f60eb2555a732564a325e69d63cfbb36963e3d745bd8b786de0defbb,scene_3_top,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/eur_pallet_bk_cc0.glb,1277996,26c0ded54a55d50d3844d4a13e1faf0f6cf64835daa7717895e56147df7cafe8,eur_pallet_bk_cc0,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/scene.usd,20860994,6d4094a1d3188f9c9a9f1803baf7cceacbff62166635b132ebc0b492d299066e,scene,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/scene_1.usd,332916,814a977030f7d456cc51f6f6cabea8661dbafcf41a5ab64290efbb3ace12fa28,scene_1,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/scene_noemit.usd,20861071,fe99f6463434175b50a15e7e23d8c4bdab0fc2964f1227c3e33c53d4f16b95b4,scene_noemit,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/textures/blinn1_baseColor.png,4810604,255ceb90dd07aadb4ac4a2454679291d81e683c3ea139a5fd0b1718c05102c94,blinn1_baseColor,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/textures/blinn1_metallicRoughness.png,5019535,336b98fce7998dddf6baa0c876277d83acc6f3f49698a89774a75cbc177731b5,blinn1_metallicRoughness,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/textures/blinn1_normal.png,2393481,9dfa5381e092495939f76e0054a1dd45144fb24cf1953ef63239a8263ba2477f,blinn1_normal,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/textures/lambert16_baseColor.png,4514893,2efb1ed1b95192c251ef3ec67a4b40b0cf5a14dd01c3573c2fdd224e4805fd81,lambert16_baseColor,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/textures/lambert16_metallicRoughness.png,4964794,aac543a403434a94000070ddd125d899e55911827c0a2fcbf665989744410d3a,lambert16_metallicRoughness,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/textures/lambert16_normal.png,6260003,dbc4f69e5a1b4e8ea921215b74db538b4e3356a6de3ed7acca119150ea1e786e,lambert16_normal,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_models,data/pallet/assets/pallets/models/models_usd/woodpallet_block_jtoastie_ccby.glb,305252,5a86aff0dab9a97843135b26418cdef8d77dd9e741012532aa34797493c7ae53,woodpallet_block_jtoastie_ccby,CC-BY (P0/P1) · NoAI 원본은 quarantine (ledger B1/B3/B5)
pallet_source_v2,data/pallet/assets/pallets/source/pallets_v2_add/models/eur_pallet_bk_cc0.glb,1277996,26c0ded54a55d50d3844d4a13e1faf0f6cf64835daa7717895e56147df7cafe8,eur_pallet_bk_cc0,CC-BY 3.0 (J-Toastie) + CC0 (BlenderKit EUR-pallet)
pallet_source_v2,data/pallet/assets/pallets/source/pallets_v2_add/models/stringer_2way_quaternius_cc0.glb,10264,b773bbfe85743cd14ccb95b46219d99781b6f402babcc4a7a25f4179232ba1d5,stringer_2way_quaternius_cc0,CC-BY 3.0 (J-Toastie) + CC0 (BlenderKit EUR-pallet)
pallet_source_v2,data/pallet/assets/pallets/source/pallets_v2_add/models/woodpallet_block_jtoastie_ccby.glb,305252,5a86aff0dab9a97843135b26418cdef8d77dd9e741012532aa34797493c7ae53,woodpallet_block_jtoastie_ccby,CC-BY 3.0 (J-Toastie) + CC0 (BlenderKit EUR-pallet)
pallet_measurements,data/pallet/assets/pallets/source/pallets_v2_add/measurements.json,14352,b7b47a202cce069a09177bf1c7d46d558a66c37981780e7c5ce104de16fa7dcb,measurements,see SOURCES
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/brown_planks_03_diff.png,1935737,7a0c10741eee671610a271170007409be4af590bf11ab3b614cdd4cb5dc736fb,brown_planks_03_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/brown_planks_03_nor_gl.png,1642309,466bfaa1b009378c6f91f4c12d38d4c691885903b55ca245c07b80143c83945f,brown_planks_03_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/brown_planks_03_rough.png,1828448,8d53fc3e6c93e238af07d98dc35e3326f86215d3e251fce54ebff9fe4643158f,brown_planks_03_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/brown_planks_04_diff.png,25307788,f4e84a3453180bac88d9f97ad38a6b954422437df420f10487d1e3362f651005,brown_planks_04_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/brown_planks_04_nor_gl.png,26166796,855e5b515c99bc5755c7731451edc56243defb046c53210c827de6b4bd6f4c35,brown_planks_04_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/brown_planks_04_rough.png,6927576,df735b1d40d044ec9f890c279fa4456372525e60877d40b25a42263dde2e6aff,brown_planks_04_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/dark_planks_diff.png,6279466,6cf4be834c4e1401e420549f911853cbc4fca06ae29def71e729fed30abd17c2,dark_planks_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/dark_planks_nor_gl.png,6374645,ff607f20ca5980fa519a99c766b431f4b18dae3208dd00c29654ba22931f80ec,dark_planks_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/dark_planks_rough.png,6830812,153d99a8fb164bce51f9c8d41477a0f21ed4c3e424b6baecb975138cb6c25d99,dark_planks_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/plank_flooring_03_diff.png,21328228,1a3ebc2dea1d7df12701cf357e74d83fa910aed3f1ffd67c4b830ac2b58e02ed,plank_flooring_03_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/plank_flooring_03_nor_gl.png,22552823,165dca4dd5f41118f63b0a493f2bc07705f0b9fe86fa1356c3639241be67e494,plank_flooring_03_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/plank_flooring_03_rough.png,6781837,d68a0065391765c526970a216a32ff0b867c8dd53cf598f83d73a57b032bbace,plank_flooring_03_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/weathered_brown_planks_diff.png,6362508,3ffad98780c3a025fc15466fc9e926fc158b789ef17a6cc2664bf06c848dc5c5,weathered_brown_planks_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/weathered_brown_planks_nor_gl.png,6305092,17e74f7e4742f6b7f385b1ca57637fd448247bb1dcfcee3dbd58f4de8d32b1b2,weathered_brown_planks_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/weathered_brown_planks_rough.png,3030210,b469a8792495a1b157bb85290f41c9f40caf9135cc36e567813cbb3c20762b24,weathered_brown_planks_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/weathered_planks_diff.png,20990419,36761823f0014cc7d7a4f5ae4976272eabb0aa72aee33991a1340e77021e0e23,weathered_planks_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/weathered_planks_nor_gl.png,22124504,8ae4f3c4f250464b43f0d446790bcc3b97e8edf4ee43a6c7f7c0613710da3721,weathered_planks_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/weathered_planks_rough.png,8582588,d89bad774f0cf5b4ca96075d1a14589af77743ced5992fbf204e307113d830e1,weathered_planks_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/wood_planks_diff.png,20036922,547552b9a8a34829a9bc5eddf1d6b50162504147f28dc623fa9632623ce01308,wood_planks_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/wood_planks_grey_diff.png,22409165,e0a6dfa443835f22a2e8a9475f25ca33e3e1ff8bde74b0b1e148050e7d7225a5,wood_planks_grey_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/wood_planks_grey_nor_gl.png,20807642,c8cc509c74efa77bf9e2f09002b32dbf0cb12913494c664070d599a182fbcaf0,wood_planks_grey_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/wood_planks_grey_rough.png,7380375,0e76025babe056bfdcd750a8f186df92d359fa804273fceb0f23d4884b9f5520,wood_planks_grey_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/wood_planks_nor_gl.png,23969660,322e30f9ccf72979e81a69641b2fa4a3f5530a8fffa498a1a0d9f8512b1ea1f1,wood_planks_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/wood_planks_rough.png,6443347,d74ceb15426018d526fb86b5cf09d4a893b127a2071c88bd1b5c553baefdc178,wood_planks_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/worn_planks_diff.png,5708839,8d53b26beb330582dba56cc898d382b4041afb97749acbd90796a96408c6b2c3,worn_planks_diff,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/worn_planks_nor_gl.png,4886529,e0d3c0cafc13cdfc1165bad7c93b1599aac343aae408e7ca9c9b76ca2e1fac2d,worn_planks_nor_gl,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
pallet_materials,data/pallet/assets/materials/pallet/textures_wood/worn_planks_rough.png,1939374,755629519d8e0caecc929d962e5e7d4b0d18c0d1de00b96b2d507106cd8c5187,worn_planks_rough,CC0 / CC-BY — 각 폴더 LICENSE·SOURCES 참조
floor_materials,data/pallet/assets/materials/floor/textures_floor/LICENSE.txt,1843,0b92644ad49fb7608f162b1680af0f2f7fde66482445e44cc1588f5871032955,LICENSE,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/SOURCES.txt,5943,bfab377feb4757d7bcd6de9c6896b0186d717143a15e1596ed0fadb9f2fe28e7,SOURCES,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/dirt_ground_diff.png,7482717,b8231d14aeb21edcca0f877fb46496987faa2c901541c22a22398784bbaeb78b,dirt_ground_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/dirt_ground_nor_gl.png,9149931,09945cf77dc108b8d8e7420b966ae583a615994d4d86423a368b145b5908b6e5,dirt_ground_nor_gl,"CC0 (Poly Haven, ledger B4)"
