idx,stem,rendered_both,reject_reason_a,reject_reason_b,framespec_sha_a,framespec_sha_b,framespec_match,plan_sha_a,plan_sha_b,plan_match,label_norm_sha_a,label_norm_sha_b,label_match,rgb_pixel_sha_a,rgb_pixel_sha_b,rgb_match,rgb_filebytes_sha_a,rgb_filebytes_sha_b,rgb_filebytes_match,record_norm_sha_a,record_norm_sha_b,record_match,m0_pixel_sha_a,m0_pixel_sha_b,m0_match,m0_filebytes_match,m1_pixel_sha_a,m1_pixel_sha_b,m1_match,m1_filebytes_match,m2_pixel_sha_a,m2_pixel_sha_b,m2_match,m2_filebytes_match,m3_pixel_sha_a,m3_pixel_sha_b,m3_match,m3_filebytes_match,m4_pixel_sha_a,m4_pixel_sha_b,m4_match,m4_filebytes_match,mask_match_all,mask_filebytes_match_all
10,f0010,True,accepted,accepted,c67f680d9910bac549b8a628423fa356c7ac12e5d8ccacb2dc20f136b8161099,c67f680d9910bac549b8a628423fa356c7ac12e5d8ccacb2dc20f136b8161099,True,2039c9b781972fe2d4e1a11b74abeadc3c2d0400e4171d1626921e021e028238,2039c9b781972fe2d4e1a11b74abeadc3c2d0400e4171d1626921e021e028238,True,08e587abbcf94ff388b208d0d3b18ffa03618038bec2fa514b92bb43d9a7dccb,08e587abbcf94ff388b208d0d3b18ffa03618038bec2fa514b92bb43d9a7dccb,True,e450da357192e2cbd736f525f62838cbcf526858ccaece0e7fc98286bfb82545,e450da357192e2cbd736f525f62838cbcf526858ccaece0e7fc98286bfb82545,True,a8cc119f78e0126114509e47f1923391978aff2163dcc86b445e8a9816487995,a8cc119f78e0126114509e47f1923391978aff2163dcc86b445e8a9816487995,True,bc668a1ce7335c509016cb7bd0678c84976547237eeb6e3e61a109b3ee8d9d41,bc668a1ce7335c509016cb7bd0678c84976547237eeb6e3e61a109b3ee8d9d41,True,998130a0758a99ca0e3aab80a97fa6e3b214d699f0d5c4a79d1b65cce18dca5c,998130a0758a99ca0e3aab80a97fa6e3b214d699f0d5c4a79d1b65cce18dca5c,True,False,998130a0758a99ca0e3aab80a97fa6e3b214d699f0d5c4a79d1b65cce18dca5c,998130a0758a99ca0e3aab80a97fa6e3b214d699f0d5c4a79d1b65cce18dca5c,True,False,998130a0758a99ca0e3aab80a97fa6e3b214d699f0d5c4a79d1b65cce18dca5c,998130a0758a99ca0e3aab80a97fa6e3b214d699f0d5c4a79d1b65cce18dca5c,True,False,bccd7ca5ce68fbfd43c3096d1d899a2f7a804cefc7f63653f6363ef461f23233,bccd7ca5ce68fbfd43c3096d1d899a2f7a804cefc7f63653f6363ef461f23233,True,False,bccd7ca5ce68fbfd43c3096d1d899a2f7a804cefc7f63653f6363ef461f23233,bccd7ca5ce68fbfd43c3096d1d899a2f7a804cefc7f63653f6363ef461f23233,True,False,True,False
11,f0011,True,accepted,accepted,a4009be360aee232e5a19034bd062a6a4ae8a319fa2c4be3844270cbad3ad8ff,a4009be360aee232e5a19034bd062a6a4ae8a319fa2c4be3844270cbad3ad8ff,True,c95e37a9780fa88a400045df8d60f9c910bbaee107c8096c397d05f80a93ab09,c95e37a9780fa88a400045df8d60f9c910bbaee107c8096c397d05f80a93ab09,True,f8ada120082cb596443312e94f0993c4832b6072beff8d2f8b1ab85cb4d56367,f8ada120082cb596443312e94f0993c4832b6072beff8d2f8b1ab85cb4d56367,True,154ae1a789f134e4dc87fb89696b171beaca370db4a8aff5697cb87ca7ea47c0,154ae1a789f134e4dc87fb89696b171beaca370db4a8aff5697cb87ca7ea47c0,True,982d471726dc7edd2863e938a80a57c8aa4242f9f636353d77cf28b2acf7dea8,982d471726dc7edd2863e938a80a57c8aa4242f9f636353d77cf28b2acf7dea8,True,ac1d67cad5b81e5bc8b1411be58944ec32dd13de806af84f3c5f1b619e7c4bce,ac1d67cad5b81e5bc8b1411be58944ec32dd13de806af84f3c5f1b619e7c4bce,True,060151e6035341ba67148bc6092185850d5e48dc7950d7a5a069f2c856ebc114,060151e6035341ba67148bc6092185850d5e48dc7950d7a5a069f2c856ebc114,True,False,060151e6035341ba67148bc6092185850d5e48dc7950d7a5a069f2c856ebc114,060151e6035341ba67148bc6092185850d5e48dc7950d7a5a069f2c856ebc114,True,False,c5a6ce903cd692bba9de254a4052a5bd8aacfe1fbddc07fa63e14eff6d4b7231,c5a6ce903cd692bba9de254a4052a5bd8aacfe1fbddc07fa63e14eff6d4b7231,True,False,c5a6ce903cd692bba9de254a4052a5bd8aacfe1fbddc07fa63e14eff6d4b7231,c5a6ce903cd692bba9de254a4052a5bd8aacfe1fbddc07fa63e14eff6d4b7231,True,False,23cfc18b93c3f3e884e9cffb14ad342b304c1c4387abb9db9875f3dbfec92427,23cfc18b93c3f3e884e9cffb14ad342b304c1c4387abb9db9875f3dbfec92427,True,False,True,False
12,f0012,True,accepted,accepted,53a5228eb1df323d8b45eb3380e9f075767ee6ee8645bc8c05638508b573bfcd,53a5228eb1df323d8b45eb3380e9f075767ee6ee8645bc8c05638508b573bfcd,True,aeb7f712b02de3fe312b7b4e594b05d3d64233b8ce42c5b24335153916441cf1,aeb7f712b02de3fe312b7b4e594b05d3d64233b8ce42c5b24335153916441cf1,True,f32b9a93d1525fa1f766f9f2179da51e607d123464dc3880bdc9b861b076859b,f32b9a93d1525fa1f766f9f2179da51e607d123464dc3880bdc9b861b076859b,True,bbb4b2e3bf788c77e5809e1937ea01b8777fe012fbf190e2763a03640ecacbf5,bbb4b2e3bf788c77e5809e1937ea01b8777fe012fbf190e2763a03640ecacbf5,True,4c68632b3fedacfde29a72ed25f57b466012f19a971e4e4e33cdcb4ae4934d0a,4c68632b3fedacfde29a72ed25f57b466012f19a971e4e4e33cdcb4ae4934d0a,True,970641fcb6c241ea5b73a3f66376566b5e7e505b06b1fc8e713c1c802542e173,970641fcb6c241ea5b73a3f66376566b5e7e505b06b1fc8e713c1c802542e173,True,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,True,False,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,True,False,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,True,False,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,7db390d921b62f68456a3f34169cc06cff6685387e8999dba3f267a846fff9fa,True,False,8d4d03115463b1f28ba592cecf57339283cef1c4ac859b90db92b4f4f560efbc,8d4d03115463b1f28ba592cecf57339283cef1c4ac859b90db92b4f4f560efbc,True,False,True,False
13,f0013,True,accepted,accepted,129f0e4e9c61183b48c16f79f57366fbbfa7c7b8d8fa7780a7f987d57cfe5610,129f0e4e9c61183b48c16f79f57366fbbfa7c7b8d8fa7780a7f987d57cfe5610,True,aa85d94922b68b19286d8733e66c8a25769239fab8b4f592970f529bc11fb9b9,aa85d94922b68b19286d8733e66c8a25769239fab8b4f592970f529bc11fb9b9,True,1ab03b6f9ed11bc4b49658b22a7018c0a3ef5ba4be204c63abb55458dca30f80,1ab03b6f9ed11bc4b49658b22a7018c0a3ef5ba4be204c63abb55458dca30f80,True,5a02d3bf4b5d2bdfba4264587c91d8648fac806977b269ae0a06eb46855e492d,5a02d3bf4b5d2bdfba4264587c91d8648fac806977b269ae0a06eb46855e492d,True,e68e5a6951fd052efc2b68db73fd7fb4b4f6e6e1dbbd0d2d219174bd59f89a1e,e68e5a6951fd052efc2b68db73fd7fb4b4f6e6e1dbbd0d2d219174bd59f89a1e,True,936527c347965b5b6b9b8c4eef1d9df4db06f1e6773cd74a85bfc3ab531af6a6,936527c347965b5b6b9b8c4eef1d9df4db06f1e6773cd74a85bfc3ab531af6a6,True,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,True,False,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,True,False,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,True,False,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,True,False,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,e85e95696f3c4737fbce447688559b3582ce5a5bb7a1c3eef5b8a5ea15603e60,True,False,True,False
14,f0014,True,G1,G1,03beab32d5e2e73fdd4cb7060234276080da6cd8d2083c096b1304672644edfd,03beab32d5e2e73fdd4cb7060234276080da6cd8d2083c096b1304672644edfd,True,faa12fd53f4aee7d3c8bbb0698cc639a961708f5286e21952e690b4fdb4668d4,faa12fd53f4aee7d3c8bbb0698cc639a961708f5286e21952e690b4fdb4668d4,True,8f2748d99e3d0bb3d5078f47e9c65f86c3d11313c477d02ba19c6128f8a96177,8f2748d99e3d0bb3d5078f47e9c65f86c3d11313c477d02ba19c6128f8a96177,True,ff5ece6d5eed2dcfed58a6c22dced1b9a285ac7735b6892eb8ac9c6b604c905f,ff5ece6d5eed2dcfed58a6c22dced1b9a285ac7735b6892eb8ac9c6b604c905f,True,66310e79cc89cf70bb510b2d1689ef9b9d4999d564847c3a37231d73e7bbb1f1,66310e79cc89cf70bb510b2d1689ef9b9d4999d564847c3a37231d73e7bbb1f1,True,cac47c7140eff432067effed2b3406baaaff5a96624d198c609da10ffdffaea2,cac47c7140eff432067effed2b3406baaaff5a96624d198c609da10ffdffaea2,True,c97edd92bd5b7a51a641cb13e4af6a9cdc34cbb007b17c76ad07e618c36de3ee,c97edd92bd5b7a51a641cb13e4af6a9cdc34cbb007b17c76ad07e618c36de3ee,True,False,c97edd92bd5b7a51a641cb13e4af6a9cdc34cbb007b17c76ad07e618c36de3ee,c97edd92bd5b7a51a641cb13e4af6a9cdc34cbb007b17c76ad07e618c36de3ee,True,False,2dc24295d20e8b9942685c9451a3235c5f1f843a61f3f21eeb6fbd9a5a81798b,2dc24295d20e8b9942685c9451a3235c5f1f843a61f3f21eeb6fbd9a5a81798b,True,False,8725d917aad213838fb119d92398819094a5df069db0284f0358aeefa82af18d,8725d917aad213838fb119d92398819094a5df069db0284f0358aeefa82af18d,True,False,8725d917aad213838fb119d92398819094a5df069db0284f0358aeefa82af18d,8725d917aad213838fb119d92398819094a5df069db0284f0358aeefa82af18d,True,False,True,False
15,f0015,False,bounded_local_search_exhausted,bounded_local_search_exhausted,1f5ee4e10bb4a6ee779d3249ebfb2f02f8973b89b8e4526bf1f70bc303604582,1f5ee4e10bb4a6ee779d3249ebfb2f02f8973b89b8e4526bf1f70bc303604582,True,dad28d2a6ab5218a7797f3146d1a660ab7d10315dd2ef169c9f886e5d4d109f1,dad28d2a6ab5218a7797f3146d1a660ab7d10315dd2ef169c9f886e5d4d109f1,True,,,True,,,True,,,True,4e34073047bdb43258e787fb0bde4ffbc4dbc4a867c8a88fc62bd2e00bc076b5,4e34073047bdb43258e787fb0bde4ffbc4dbc4a867c8a88fc62bd2e00bc076b5,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
16,f0016,True,accepted,accepted,48277125d598aa905a5df2609c99a9bd43d79d93136e9ae882310da5207b8cf7,48277125d598aa905a5df2609c99a9bd43d79d93136e9ae882310da5207b8cf7,True,b720463091ffff91e315d93cba7c76e726f7ef0f72500f5d062a10e1cf0d8278,b720463091ffff91e315d93cba7c76e726f7ef0f72500f5d062a10e1cf0d8278,True,56f273f049c24bbf95a76b352258f7e9b2f41189d0c9e8bbea6b842d422ed6a6,56f273f049c24bbf95a76b352258f7e9b2f41189d0c9e8bbea6b842d422ed6a6,True,3cdd24ae05a72efb103ae82729a88225b8e39e866b68ab22927bce55eab634d4,3cdd24ae05a72efb103ae82729a88225b8e39e866b68ab22927bce55eab634d4,True,3614fbb8a1a6f8290f37a57c6d0764181b03791c7fb7cadf0b6df890f0a78aca,3614fbb8a1a6f8290f37a57c6d0764181b03791c7fb7cadf0b6df890f0a78aca,True,62efb4c571ddddf3c9ca90ace2af801d5474a454159ba2ab7194b23304cd168b,62efb4c571ddddf3c9ca90ace2af801d5474a454159ba2ab7194b23304cd168b,True,ea1e5670b0974646857ab15595bdcb4b40cac7b1f5470d57b92177ca8b704d75,ea1e5670b0974646857ab15595bdcb4b40cac7b1f5470d57b92177ca8b704d75,True,False,ea1e5670b0974646857ab15595bdcb4b40cac7b1f5470d57b92177ca8b704d75,ea1e5670b0974646857ab15595bdcb4b40cac7b1f5470d57b92177ca8b704d75,True,False,be0fe94973806da938659bc60f58fc5e89239cc11f57ec6bd42e2f8c9ceb6eaf,be0fe94973806da938659bc60f58fc5e89239cc11f57ec6bd42e2f8c9ceb6eaf,True,False,be0fe94973806da938659bc60f58fc5e89239cc11f57ec6bd42e2f8c9ceb6eaf,be0fe94973806da938659bc60f58fc5e89239cc11f57ec6bd42e2f8c9ceb6eaf,True,False,be0fe94973806da938659bc60f58fc5e89239cc11f57ec6bd42e2f8c9ceb6eaf,be0fe94973806da938659bc60f58fc5e89239cc11f57ec6bd42e2f8c9ceb6eaf,True,False,True,False
17,f0017,True,accepted,accepted,38fe793aac19f6e93b3d17f4aae63cc27e75c7aa55fe8379b99631aed56feabc,38fe793aac19f6e93b3d17f4aae63cc27e75c7aa55fe8379b99631aed56feabc,True,124b19faa40d996c3fb51ac4d1bf4326e42ad7584f71dfbe1728faef3b9fdf9a,124b19faa40d996c3fb51ac4d1bf4326e42ad7584f71dfbe1728faef3b9fdf9a,True,5ea4e91c2dfa09c11b8ae4d3683dfdb3cdfbbfc767326f540bd61f4a25752233,5ea4e91c2dfa09c11b8ae4d3683dfdb3cdfbbfc767326f540bd61f4a25752233,True,d5e79546f9604bd7ca1c7d768c8e22d9ab6fd13121b5e59445f62a5cb9848b9a,d5e79546f9604bd7ca1c7d768c8e22d9ab6fd13121b5e59445f62a5cb9848b9a,True,d0172a4294ece68470a19815a3ab7f406e89b8299fb27ae496712d8e88d8b35c,d0172a4294ece68470a19815a3ab7f406e89b8299fb27ae496712d8e88d8b35c,True,19e864cc8bdf4754b6cf587ba45869d7923cef51b49d657dc7503a4676aa245e,19e864cc8bdf4754b6cf587ba45869d7923cef51b49d657dc7503a4676aa245e,True,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,True,False,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,True,False,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,True,False,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,True,False,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,06c8ba4bcd3061cc4ad8cb66d4ea9bade4fe3aba3c278568f883ae7ba3ca3363,True,False,True,False
18,f0018,False,bounded_local_search_exhausted,bounded_local_search_exhausted,0dadc7667b7233461fe52aff8c695b284879c64779fbb34eb082dd66ffcb6dc1,0dadc7667b7233461fe52aff8c695b284879c64779fbb34eb082dd66ffcb6dc1,True,8e8c0bd3d907b47f6f9eb37109bd87c9b9d9c9de38bab83deddbeb60d069bb92,8e8c0bd3d907b47f6f9eb37109bd87c9b9d9c9de38bab83deddbeb60d069bb92,True,,,True,,,True,,,True,2637af5431e266352dda3281d317edb5bc552db25786df8ae74cc6e91a42fccf,2637af5431e266352dda3281d317edb5bc552db25786df8ae74cc6e91a42fccf,True,,,True,True,,,True,True,,,True,True,,,True,True,,,True,True,True,True
19,f0019,True,accepted,accepted,377d52d88404d503e6f33b5b7033457bc369d4f446e2be1d89987b0dd082081f,377d52d88404d503e6f33b5b7033457bc369d4f446e2be1d89987b0dd082081f,True,faa12fd53f4aee7d3c8bbb0698cc639a961708f5286e21952e690b4fdb4668d4,faa12fd53f4aee7d3c8bbb0698cc639a961708f5286e21952e690b4fdb4668d4,True,4f48c2fdbce308a020b82b098f3281096d14f4450cc6ab70966aa26b83e19840,4f48c2fdbce308a020b82b098f3281096d14f4450cc6ab70966aa26b83e19840,True,0a42f6f2199b2af741d1cc8a35a39724007bad34efaa297a86318497e06065c6,0a42f6f2199b2af741d1cc8a35a39724007bad34efaa297a86318497e06065c6,True,f2be3e5b9ef66e46f2a19ccab5c2691a1763e64b34049570bdb6ccdc98a372d6,f2be3e5b9ef66e46f2a19ccab5c2691a1763e64b34049570bdb6ccdc98a372d6,True,1475f163a47a382fc10e605813bf3095d0d6075e370a8dc7bc272af6cb62852e,1475f163a47a382fc10e605813bf3095d0d6075e370a8dc7bc272af6cb62852e,True,12cd824df43bd7f5669fa646db57dd12ca930ad8815e4de73537d210ed559c2c,12cd824df43bd7f5669fa646db57dd12ca930ad8815e4de73537d210ed559c2c,True,False,12cd824df43bd7f5669fa646db57dd12ca930ad8815e4de73537d210ed559c2c,12cd824df43bd7f5669fa646db57dd12ca930ad8815e4de73537d210ed559c2c,True,False,44b2d7c729ba74a36a4369854fbf30cfb006b05d0303e842cb8ac80c83f728a3,44b2d7c729ba74a36a4369854fbf30cfb006b05d0303e842cb8ac80c83f728a3,True,False,44b2d7c729ba74a36a4369854fbf30cfb006b05d0303e842cb8ac80c83f728a3,44b2d7c729ba74a36a4369854fbf30cfb006b05d0303e842cb8ac80c83f728a3,True,False,44b2d7c729ba74a36a4369854fbf30cfb006b05d0303e842cb8ac80c83f728a3,44b2d7c729ba74a36a4369854fbf30cfb006b05d0303e842cb8ac80c83f728a3,True,False,True,False
