20, 2477, 17.88
20, 2477, 17.88
21, 2477, 17.76
21, 2477, 17.77
19, 2485, 17.83
16, 4938, 26.85
95, 4247, 65.22
3, 2477, 67.23
6, 2477, 47.22
29, 2485, 28.79
14, 3517, 37.31
11, 3102, 38.19
3, 3864, 38.41
92, 4572, 49.23
13, 2477, 56.81
15, 2477, 44.00
94, 4502, 45.24
9, 2775, 58.95
33, 2961, 48.13
17, 2998, 38.03
28, 3664, 37.74
20, 2639, 37.88
23, 3168, 38.28
6, 2679, 38.10
8, 4350, 37.93
11, 2775, 37.89
15, 4964, 37.61
15, 2477, 37.28
3, 3925, 36.50
9, 2699, 36.88
16, 3656, 37.11
27, 3497, 38.57
14, 2820, 38.81
17, 4100, 38.28
3, 4544, 76.27
21, 4235, 51.62
3, 3005, 74.36
3, 2477, 49.73
7, 2477, 34.19
13, 2477, 34.47
20, 3716, 38.69
33, 2635, 39.41
18, 3237, 38.44
5, 3344, 38.47
8, 3191, 38.39
42, 2876, 38.53
17, 3762, 38.91
52, 3104, 38.26
21, 3091, 38.37
3, 2621, 36.84
9, 3493, 33.82
29, 3721, 36.74
24, 2699, 37.71
24, 3114, 38.16
3, 2843, 37.34
9, 3629, 35.75
20, 2477, 37.25
22, 2711, 37.81
30, 3126, 38.68
35, 3400, 38.45
11, 2982, 40.86
12, 3992, 40.53
12, 4298, 37.61
26, 3787, 37.51
6, 2477, 36.98
24, 3246, 36.41
38, 3014, 37.33
4, 3334, 37.71
11, 3648, 37.26
9, 4338, 37.35
14, 4238, 37.46
26, 4756, 37.65
32, 2481, 38.62
8, 2672, 37.88
4, 2630, 37.77
15, 2998, 37.55
29, 3200, 37.78
12, 3398, 38.28
13, 3654, 37.78
46, 5164, 46.15
27, 2775, 50.85
23, 3021, 50.02
17, 2702, 38.07
7, 2852, 41.69
9, 3341, 41.21
3, 2483, 36.63
5, 2483, 31.40
7, 2482, 25.20
6, 3133, 35.57
9, 2908, 37.07
4, 3042, 41.90
14, 3427, 51.67
19, 2931, 45.65
14, 3224, 37.58
17, 2508, 37.24
5, 3337, 37.49
40, 3193, 37.00
18, 3430, 37.41
17, 2455, 37.13
11, 3065, 36.85
10, 2480, 36.85
14, 2464, 35.67
27, 2474, 37.07
30, 3075, 38.39
43, 2660, 38.37
38, 2711, 38.91
39, 2696, 38.58
26, 3032, 38.12
20, 2721, 37.99
23, 2694, 37.03
31, 3558, 37.33
16, 2545, 36.95
46, 3419, 37.20
9, 2781, 36.97
25, 2970, 37.45
9, 4085, 37.49
20, 3099, 38.03
20, 2755, 39.24
7, 4095, 38.12
27, 2681, 37.22
8, 3163, 36.85
37, 2501, 36.78
21, 3595, 35.83
0, 2735, 36.14
19, 3636, 36.31
32, 3506, 36.98
8, 3038, 36.65
8, 2859, 36.39
1, 2795, 37.16
0, 2631, 38.04
2, 2492, 40.29
36, 2601, 39.50
12, 3139, 35.31
4, 2659, 36.07
30, 2492, 36.23
0, 2537, 35.46
7, 3137, 34.72
13, 2649, 36.56
17, 3931, 37.16
52, 2629, 37.87
21, 3515, 49.71
21, 2879, 48.71
16, 4067, 37.42
7, 2791, 37.35
12, 3505, 35.90
18, 3017, 37.12
20, 2727, 37.56
14, 4209, 37.17
17, 2953, 37.61
53, 2601, 37.67
25, 2629, 36.60
23, 3519, 37.00
6, 2791, 36.56
27, 2492, 35.96
1, 2492, 34.44
6, 4283, 31.26
25, 2731, 38.07
31, 3159, 37.32
38, 3125, 47.02
13, 2488, 50.35
22, 3134, 48.58
12, 2860, 51.27
48, 3904, 38.60
26, 3352, 37.38
18, 3360, 37.31
32, 2497, 37.34
35, 2488, 37.56
2, 2488, 36.32
29, 3618, 36.37
31, 2497, 36.89
5, 3652, 36.54
37, 2780, 36.24
14, 2851, 36.60
17, 3157, 36.46
1, 3125, 35.76
32, 3660, 36.34
4, 3134, 36.83
24, 2739, 36.24
9, 3488, 37.05
