69, 2559, 17.83
9, 2552, 19.47
15, 2551, 18.72
8, 2551, 18.23
10, 2706, 18.93
54, 3922, 41.49
6, 3923, 49.22
6, 2552, 45.50
8, 2552, 29.52
10, 2447, 25.62
7, 3215, 26.89
13, 2467, 35.49
19, 2566, 36.62
19, 2457, 35.82
6, 3862, 34.38
3, 3862, 50.21
8, 2456, 47.64
9, 2455, 34.33
7, 2599, 26.08
7, 2457, 31.91
30, 2692, 35.49
9, 3478, 36.05
9, 2458, 35.90
20, 2677, 35.46
6, 2639, 35.52
4, 3013, 35.60
8, 2458, 35.19
22, 2458, 34.62
8, 2456, 32.10
24, 2456, 34.86
6, 2464, 30.59
7, 2466, 22.47
8, 2459, 20.23
13, 2459, 19.92
29, 2600, 17.75
33, 2758, 25.61
4, 3078, 35.62
16, 2459, 35.73
4, 2459, 34.62
20, 4218, 33.71
4, 4218, 67.04
3, 4218, 46.86
7, 2459, 36.01
8, 2459, 26.10
10, 2459, 25.44
15, 2459, 21.13
25, 3016, 19.83
11, 3138, 33.44
17, 3138, 34.91
22, 3138, 35.15
4, 3138, 35.18
3, 3204, 34.89
11, 2718, 33.45
5, 2714, 33.92
9, 3104, 34.53
12, 3116, 35.85
4, 2701, 35.68
6, 3105, 34.01
4, 2461, 33.57
5, 2461, 21.41
8, 2764, 26.69
6, 3084, 35.81
7, 3207, 35.47
6, 3819, 35.65
23, 2456, 35.98
10, 3193, 36.38
8, 3595, 35.86
8, 2822, 35.69
7, 2950, 36.43
5, 2696, 35.26
5, 2730, 34.20
5, 2632, 34.83
10, 2715, 34.13
9, 3036, 35.39
10, 2971, 35.74
36, 2584, 35.94
16, 2671, 36.63
10, 3154, 36.14
10, 3670, 36.09
28, 2502, 36.46
34, 2843, 36.94
4, 2825, 35.35
6, 3129, 34.37
9, 2512, 35.34
23, 2736, 35.86
8, 3222, 35.66
6, 2462, 35.34
18, 2628, 35.53
5, 3610, 36.03
10, 2444, 35.79
27, 2666, 35.82
9, 3580, 35.48
11, 2427, 35.21
34, 2427, 35.86
4, 2427, 34.90
6, 2427, 24.65
7, 2566, 20.64
4, 2427, 26.81
9, 3192, 36.00
3, 3014, 36.22
20, 3110, 36.22
14, 3078, 36.20
5, 2600, 35.71
19, 2438, 36.11
3, 2958, 36.08
6, 2429, 29.44
22, 2596, 27.47
8, 3068, 36.53
13, 2950, 36.40
17, 2429, 36.62
33, 2429, 37.09
4, 2429, 31.13
4, 2664, 33.06
29, 2450, 35.99
7, 2716, 36.59
28, 2572, 36.25
8, 3018, 35.85
34, 2450, 36.01
8, 3930, 36.32
4, 2429, 36.27
6, 2429, 30.40
8, 2429, 21.34
7, 2429, 20.58
19, 2668, 25.06
5, 2732, 35.89
8, 2732, 35.89
12, 3116, 36.08
9, 3582, 36.29
3, 2429, 35.74
6, 2429, 29.83
6, 2429, 21.04
9, 2432, 20.29
12, 2432, 18.53
16, 2432, 17.52
18, 2432, 17.49
19, 2599, 17.46
5, 3450, 29.59
27, 2981, 36.41
6, 2569, 36.44
8, 2563, 36.24
12, 2427, 36.41
6, 2652, 36.14
19, 2664, 36.45
7, 2632, 36.40
8, 2429, 36.47
11, 2429, 36.31
10, 2584, 33.22
8, 2429, 36.75
9, 3454, 36.21
16, 2429, 36.74
7, 2438, 29.38
15, 3572, 30.43
22, 2429, 37.76
13, 2429, 36.99
12, 2429, 34.17
28, 3068, 35.61
3, 2584, 36.54
27, 2429, 36.37
4, 2645, 36.62
9, 2661, 36.98
2, 2427, 36.53
24, 3435, 31.80
17, 2725, 36.82
6, 2599, 36.75
16, 3605, 36.34
2, 2427, 35.49
4, 2427, 24.67
28, 4022, 31.49
12, 2744, 36.78
29, 2990, 36.79
15, 2744, 36.99
4, 2429, 35.18
7, 2429, 24.89
7, 2672, 24.93
16, 3378, 36.99
4, 2672, 37.13
4, 2668, 35.67
3, 2608, 35.27
3, 2588, 36.63
24, 2443, 38.00
5, 3109, 38.13
27, 2550, 37.89
4, 3314, 38.12
7, 3081, 37.43
