0, 2501, 16.06
2, 2500, 16.08
8, 2495, 16.20
12, 2479, 16.39
3, 2479, 16.12
37, 5008, 25.96
94, 5586, 68.96
3, 2961, 78.39
1, 2471, 45.37
5, 2465, 33.81
23, 3764, 35.84
8, 4403, 44.11
20, 3904, 50.89
25, 4042, 50.08
3, 3831, 59.95
0, 3090, 56.29
11, 2603, 47.66
91, 5463, 43.96
6, 3370, 58.17
24, 2974, 47.72
7, 4672, 37.27
10, 3970, 42.75
49, 2811, 49.45
9, 4356, 40.59
13, 3172, 36.11
56, 3916, 36.53
10, 3681, 37.15
11, 3904, 36.94
19, 4187, 36.67
40, 3098, 35.74
6, 3351, 35.35
6, 2483, 35.32
24, 3195, 34.31
17, 3653, 35.39
23, 3613, 36.04
19, 5346, 36.87
5, 4447, 75.36
29, 3898, 48.01
1, 4286, 71.19
10, 2653, 45.87
9, 3169, 43.45
23, 3367, 35.84
20, 2512, 35.99
73, 4226, 47.09
2, 4084, 77.90
19, 3155, 47.71
20, 2646, 40.18
6, 2962, 35.36
44, 3481, 36.11
7, 2991, 37.80
18, 3672, 36.92
57, 3194, 37.09
38, 2710, 48.53
10, 2997, 49.06
38, 4178, 45.95
43, 4256, 36.65
31, 2605, 48.22
26, 2848, 50.52
15, 2924, 50.14
15, 2771, 48.99
53, 4775, 44.35
29, 4138, 40.89
75, 2951, 50.82
25, 3272, 50.69
41, 2609, 50.72
21, 3071, 47.47
29, 3638, 38.47
33, 3375, 39.68
26, 2858, 41.92
11, 3223, 40.18
17, 4418, 36.45
38, 2677, 42.24
31, 2904, 45.42
14, 3496, 50.60
8, 3550, 48.38
25, 3432, 50.97
12, 3955, 51.45
15, 3533, 44.67
3, 5029, 37.15
9, 3642, 38.35
21, 3629, 43.47
11, 3578, 50.46
23, 4754, 51.36
15, 4904, 51.69
12, 4778, 51.62
72, 5555, 53.81
2, 4162, 61.55
23, 4001, 47.95
51, 2823, 36.84
28, 2925, 48.41
35, 4430, 51.05
6, 4802, 76.74
13, 2526, 49.32
0, 2524, 42.05
0, 3101, 26.54
3, 3576, 32.94
16, 3964, 36.61
31, 4383, 37.90
22, 3542, 38.09
7, 3919, 39.26
40, 4851, 51.50
26, 4042, 48.03
14, 4330, 38.17
6, 3765, 37.38
62, 4089, 37.79
34, 3829, 38.52
7, 4204, 39.80
99, 4972, 58.30
10, 2710, 60.03
2, 2721, 48.27
12, 3398, 36.70
20, 3112, 44.53
21, 2780, 53.15
31, 3244, 52.70
50, 4338, 46.39
72, 2652, 53.63
41, 2734, 53.56
18, 3130, 53.59
13, 2533, 51.69
52, 3435, 48.33
44, 4393, 47.42
11, 3226, 44.91
13, 3193, 52.26
31, 3685, 51.59
33, 4808, 51.84
6, 2992, 52.51
14, 2566, 50.48
15, 3029, 41.53
30, 3278, 51.94
45, 2998, 47.31
19, 2761, 38.54
7, 3685, 37.71
9, 3623, 38.22
16, 3747, 40.28
50, 2618, 39.71
27, 2960, 38.53
27, 3161, 38.03
10, 3110, 37.85
39, 2757, 38.09
9, 2988, 39.00
18, 2812, 37.89
20, 2658, 38.20
13, 2946, 37.91
11, 3762, 37.79
18, 3057, 38.33
15, 3530, 38.55
47, 2894, 38.72
15, 3659, 38.90
33, 2549, 37.17
25, 4022, 48.81
38, 2936, 52.71
11, 3141, 52.31
8, 4453, 49.62
9, 2980, 59.16
21, 3042, 51.43
3, 2497, 43.87
6, 2520, 32.05
5, 2586, 28.08
17, 2617, 23.13
12, 2619, 21.06
17, 2599, 19.89
11, 2543, 18.23
14, 2544, 18.21
2, 2552, 17.84
3, 2552, 17.65
0, 2550, 17.93
2, 2550, 17.73
29, 2534, 17.87
24, 2543, 18.33
6, 2608, 18.25
6, 2607, 17.87
10, 2602, 17.80
5, 2602, 17.85
8, 2553, 17.76
1, 2542, 17.73
3, 2610, 17.70
3, 2607, 18.18
32, 2609, 17.94
3, 2605, 17.88
3, 2544, 17.74
5, 2529, 17.77
3, 2529, 17.58
4, 2529, 17.12
5, 2529, 17.56
3, 2528, 17.61
11, 2528, 17.75
5, 2514, 17.71
4, 2515, 17.36
7, 2514, 17.40
17, 2527, 17.42
9, 2527, 17.62
1, 2526, 17.41
3, 2526, 17.50
3, 2526, 17.59
1, 2526, 17.73
5, 2525, 17.52
1, 2525, 17.58
6, 2525, 17.51
0, 2525, 17.53
6, 2525, 17.53
23, 2512, 17.75
3, 2512, 17.44
5, 2512, 16.92
1, 2512, 17.23
19, 2510, 17.54
12, 2512, 17.67
6, 2512, 17.48
9, 2512, 17.24
5, 2523, 17.55
14, 2527, 17.14
5, 2522, 17.62
10, 2522, 17.49
5, 2517, 17.29
11, 2521, 17.22
1, 2508, 17.25
0, 2508, 16.86
4, 2508, 16.83
1, 2508, 17.17
3, 2509, 17.47
18, 2510, 17.77
3, 2510, 17.50
0, 2510, 17.20
3, 2510, 17.41
3, 2510, 17.76
0, 2510, 17.74
3, 2510, 17.58
3, 2510, 17.69
6, 2512, 17.60
12, 2518, 18.00
5, 2518, 17.71
0, 2516, 17.17
6, 2509, 17.51
3, 2516, 17.42
14, 2536, 17.88
38, 2530, 18.39
15, 2529, 18.02
73, 2540, 17.96
11, 2530, 20.09
11, 2530, 19.82
12, 2588, 18.90
7, 2588, 18.20
28, 2586, 17.87
16, 2572, 17.89
39, 2569, 18.28
10, 2540, 18.20
7, 2538, 17.73
7, 2532, 17.74
9, 2532, 17.64
10, 2531, 17.71
10, 2531, 17.55
7, 2531, 17.53
9, 2531, 17.50
12, 2531, 17.41
7, 2531, 17.44
11, 2531, 17.64
12, 2531, 17.51
3, 2531, 17.55
1, 2531, 17.51
7, 2531, 17.48
4, 2531, 17.39
12, 2531, 17.34
4, 2531, 17.30
7, 2531, 17.53
7, 2531, 17.52
7, 2531, 17.37
10, 2531, 17.37
3, 2531, 17.36
9, 2531, 17.52
5, 2531, 17.27
10, 2531, 17.35
6, 2531, 17.27
6, 2531, 17.35
7, 2531, 17.41
5, 2531, 17.27
6, 2531, 17.31
3, 2531, 17.27
16, 2479, 17.42
4, 2477, 17.46
3, 2481, 17.38
7, 2481, 17.44
10, 2477, 17.08
32, 2477, 17.32
12, 2477, 17.35
24, 2534, 17.13
18, 2540, 17.71
20, 2528, 17.42
21, 2521, 17.47
34, 2526, 17.55
