usable_id,frame_id,reproj_max_px,reproj_centroid_px,reproj_consistency_px,K_valid,pose_valid
9782,f9782,1.6077746776921858e-13,0.0,1.1368683772161603e-13,True,True
9783,f9783,5.859285502108464e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9784,f9784,1.1368683772161603e-13,0.0,1.1368683772161603e-13,True,True
9785,f9785,1.1368683772161603e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9786,f9786,5.690583463874556e-14,2.4868995751603507e-14,5.684341886080802e-14,True,True
9787,f9787,6.355287432313019e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9788,f9788,6.355287432313019e-14,0.0,5.684341886080802e-14,True,True
9789,f9789,1.1718571004216928e-13,0.0,1.1368683772161603e-13,True,True
9790,f9790,7.105427357601002e-14,2.842170943040401e-14,7.105427357601002e-14,True,True
9791,f9791,1.2710574864626038e-13,0.0,1.1368683772161603e-13,True,True
9792,f9792,1.2710574864626038e-13,1.2710574864626038e-13,1.1368683772161603e-13,True,True
9793,f9793,8.038873388460929e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9794,f9794,6.355287432313019e-14,0.0,5.684341886080802e-14,True,True
9795,f9795,8.038873388460929e-14,0.0,5.684341886080802e-14,True,True
9796,f9796,5.684341886080802e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9797,f9797,1.1457157353758233e-13,0.0,1.1368683772161603e-13,True,True
9798,f9798,1.1718571004216928e-13,6.355287432313019e-14,1.1368683772161603e-13,True,True
9799,f9799,1.1368683772161603e-13,0.0,1.1368683772161603e-13,True,True
9800,f9800,1.2710574864626038e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9801,f9801,4.5496934130773415e-14,2.1316282072803006e-14,3.552713678800501e-14,True,True
9802,f9802,8.038873388460929e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9803,f9803,6.07087979554246e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9804,f9804,2.2737367544323206e-13,0.0,2.2737367544323206e-13,True,True
9805,f9805,1.1718571004216928e-13,2.842170943040401e-14,1.1368683772161603e-13,True,True
9806,f9806,5.728578676879116e-14,0.0,5.684341886080802e-14,True,True
9807,f9807,1.6077746776921858e-13,0.0,1.1368683772161603e-13,True,True
9808,f9808,1.1368683772161603e-13,0.0,1.1368683772161603e-13,True,True
9809,f9809,5.684341886080802e-14,0.0,5.684341886080802e-14,True,True
9810,f9810,8.038873388460929e-14,0.0,5.684341886080802e-14,True,True
9811,f9811,5.695433295429594e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9812,f9812,1.1718571004216928e-13,2.842170943040401e-14,1.1368683772161603e-13,True,True
9813,f9813,6.355287432313019e-14,6.355287432313019e-14,2.842170943040401e-14,True,True
9814,f9814,5.859285502108464e-14,5.859285502108464e-14,5.684341886080802e-14,True,True
9815,f9815,6.355287432313019e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9816,f9816,8.038873388460929e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9817,f9817,8.038873388460929e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9818,f9818,6.355287432313019e-14,6.355287432313019e-14,5.684341886080802e-14,True,True
9819,f9819,8.038873388460929e-14,0.0,5.684341886080802e-14,True,True
9820,f9820,2.5421149729252077e-13,5.684341886080802e-14,2.2737367544323206e-13,True,True
9821,f9821,1.1368683772161603e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9822,f9822,6.07087979554246e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9823,f9823,5.684341886080802e-14,0.0,5.684341886080802e-14,True,True
9824,f9824,5.859285502108464e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9825,f9825,5.684341886080802e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9826,f9826,6.521915363565902e-14,2.1316282072803006e-14,5.684341886080802e-14,True,True
9827,f9827,1.1368683772161603e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9828,f9828,8.038873388460929e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9829,f9829,8.038873388460929e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9830,f9830,1.1368683772161603e-13,0.0,1.1368683772161603e-13,True,True
9831,f9831,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9832,f9832,8.038873388460929e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9833,f9833,6.355287432313019e-14,0.0,5.684341886080802e-14,True,True
9834,f9834,6.355287432313019e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9835,f9835,1.2710574864626038e-13,1.1368683772161603e-13,1.1368683772161603e-13,True,True
9836,f9836,6.355287432313019e-14,0.0,5.684341886080802e-14,True,True
9837,f9837,1.1368683772161603e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9838,f9838,5.859285502108464e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9839,f9839,5.68473218546349e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9840,f9840,6.355287432313019e-14,5.859285502108464e-14,5.684341886080802e-14,True,True
9841,f9841,4.0194366942304644e-14,4.0194366942304644e-14,2.842170943040401e-14,True,True
9842,f9842,1.2710574864626038e-13,0.0,1.1368683772161603e-13,True,True
9843,f9843,1.2710574864626038e-13,1.2710574864626038e-13,1.1368683772161603e-13,True,True
9844,f9844,1.1368683772161603e-13,0.0,1.1368683772161603e-13,True,True
9845,f9845,1.1718571004216928e-13,0.0,1.1368683772161603e-13,True,True
9846,f9846,5.684341886080802e-14,0.0,5.684341886080802e-14,True,True
9847,f9847,1.1418534512577734e-13,7.105427357601002e-15,1.1368683772161603e-13,True,True
9848,f9848,1.2710574864626038e-13,0.0,1.1368683772161603e-13,True,True
9849,f9849,3.552713678800501e-14,1.1546319456101628e-14,2.842170943040401e-14,True,True
9850,f9850,6.355287432313019e-14,5.859285502108464e-14,5.684341886080802e-14,True,True
9851,f9851,1.1368683772161603e-13,0.0,1.1368683772161603e-13,True,True
9852,f9852,6.355287432313019e-14,1.4210854715202004e-14,5.684341886080802e-14,True,True
9853,f9853,8.038873388460929e-14,0.0,5.684341886080802e-14,True,True
9854,f9854,6.07087979554246e-14,0.0,5.684341886080802e-14,True,True
9855,f9855,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9856,f9856,8.038873388460929e-14,0.0,5.684341886080802e-14,True,True
9857,f9857,1.1368683772161603e-13,6.355287432313019e-14,1.1368683772161603e-13,True,True
9858,f9858,1.1368683772161603e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9859,f9859,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,True,True
9860,f9860,6.355287432313019e-14,5.684341886080802e-14,5.684341886080802e-14,True,True
9861,f9861,1.2710574864626038e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
9862,f9862,6.355287432313019e-14,4.263256414560601e-14,5.684341886080802e-14,True,True
9863,f9863,6.355287432313019e-14,6.355287432313019e-14,2.842170943040401e-14,True,True
9864,f9864,6.355287432313019e-14,6.355287432313019e-14,5.684341886080802e-14,True,True
9865,f9865,8.038873388460929e-14,2.842170943040401e-14,5.684341886080802e-14,True,True
9866,f9866,8.038873388460929e-14,0.0,5.684341886080802e-14,True,True
9867,f9867,1.1418534512577734e-13,0.0,1.1368683772161603e-13,True,True
9868,f9868,6.355287432313019e-14,0.0,5.684341886080802e-14,True,True
9869,f9869,1.2710574864626038e-13,5.684341886080802e-14,1.1368683772161603e-13,True,True
