azimuth_deg,elevation_deg,density
0.0,0.5,7.98499617510947e-05
1.411764705882353,0.5,7.978995826011586e-05
2.823529411764706,0.5,7.973332991615388e-05
4.235294117647059,0.5,7.968006521687369e-05
5.647058823529412,0.5,7.963014378056984e-05
7.058823529411765,0.5,7.958353654362415e-05
8.470588235294118,0.5,7.95402059853824e-05
9.882352941176471,0.5,7.950010637931085e-05
11.294117647058824,0.5,7.94631840692748e-05
12.705882352941178,0.5,7.94293777694948e-05
14.11764705882353,0.5,7.939861888668326e-05
15.529411764705884,0.5,7.937083186265825e-05
16.941176470588236,0.5,7.934593453565589e-05
18.35294117647059,0.5,7.932383851842342e-05
19.764705882352942,0.5,7.9304449591081e-05
21.176470588235297,0.5,7.928766810666575e-05
22.58823529411765,0.5,7.927338940720292e-05
24.0,0.5,7.926150424809137e-05
25.411764705882355,0.5,7.925189922859064e-05
26.823529411764707,0.5,7.924445722616348e-05
28.23529411764706,0.5,7.923905783241295e-05
29.647058823529413,0.5,7.923557778846017e-05
31.058823529411768,0.5,7.92338914175632e-05
32.47058823529412,0.5,7.923387105288883e-05
33.88235294117647,0.5,7.923538745845613e-05
35.294117647058826,0.5,7.923831024130022e-05
36.70588235294118,0.5,7.924250825310345e-05
38.11764705882353,0.5,7.92478499795964e-05
39.529411764705884,0.5,7.925420391624498e-05
40.94117647058824,0.5,7.926143892885165e-05
42.352941176470594,0.5,7.926942459788077e-05
43.76470588235294,0.5,7.927803154551567e-05
45.1764705882353,0.5,7.928713174461834e-05
46.58823529411765,0.5,7.929659880896093e-05
48.0,0.5,7.93063082643111e-05
49.411764705882355,0.5,7.931613780011409e-05
50.82352941176471,0.5,7.932596750175759e-05
52.235294117647065,0.5,7.933568006357892e-05
53.64705882352941,0.5,7.93451609829251e-05
55.05882352941177,0.5,7.935429873585933e-05
56.47058823529412,0.5,7.936298493516335e-05
57.88235294117647,0.5,7.937111447154397e-05
59.294117647058826,0.5,7.937858563905676e-05
60.70588235294118,0.5,7.938530024591157e-05
62.117647058823536,0.5,7.939116371193686e-05
63.529411764705884,0.5,7.939608515410276e-05
64.94117647058825,0.5,7.939997746160195e-05
66.3529411764706,0.5,7.940275736198371e-05
67.76470588235294,0.5,7.940434548e-05
69.1764705882353,0.5,7.940466639074567e-05
70.58823529411765,0.5,7.940364866874547e-05
72.0,0.5,7.940122493459578e-05
73.41176470588236,0.5,7.939733190075198e-05
74.82352941176471,0.5,7.939191041798452e-05
76.23529411764706,0.5,7.938490552395359e-05
77.64705882352942,0.5,7.9376266495245e-05
79.05882352941177,0.5,7.936594690413381e-05
80.47058823529412,0.5,7.935390468114786e-05
81.88235294117648,0.5,7.934010218441045e-05
83.29411764705883,0.5,7.932450627654312e-05
84.70588235294119,0.5,7.930708840975303e-05
86.11764705882354,0.5,7.928782471952065e-05
87.52941176470588,0.5,7.92666961271321e-05
88.94117647058825,0.5,7.92436884510715e-05
90.3529411764706,0.5,7.921879252709499e-05
91.76470588235294,0.5,7.919200433658987e-05
93.1764705882353,0.5,7.916332514261205e-05
94.58823529411765,0.5,7.913276163277985e-05
96.0,0.5,7.910032606800337e-05
97.41176470588236,0.5,7.906603643582878e-05
98.82352941176471,0.5,7.902991660697568e-05
100.23529411764707,0.5,7.899199649346667e-05
101.64705882352942,0.5,7.895231220661696e-05
103.05882352941177,0.5,7.891090621292506e-05
104.47058823529413,0.5,7.886782748585795e-05
105.88235294117648,0.5,7.882313165135034e-05
107.29411764705883,0.5,7.877688112473798e-05
108.70588235294119,0.5,7.872914523682576e-05
110.11764705882354,0.5,7.868000034667065e-05
111.52941176470588,0.5,7.862952993867848e-05
112.94117647058825,0.5,7.857782470158185e-05
114.3529411764706,0.5,7.852498258690423e-05
115.76470588235294,0.5,7.847110884452946e-05
117.1764705882353,0.5,7.841631603312263e-05
118.58823529411765,0.5,7.836072400315935e-05
120.00000000000001,0.5,7.830445985050703e-05
121.41176470588236,0.5,7.824765783861734e-05
122.82352941176471,0.5,7.819045928754308e-05
124.23529411764707,0.5,7.813301242816969e-05
125.64705882352942,0.5,7.807547222030468e-05
127.05882352941177,0.5,7.80180001334127e-05
128.47058823529412,0.5,7.796076388909704e-05
129.8823529411765,0.5,7.790393716462257e-05
131.29411764705884,0.5,7.784769925708178e-05
