usable_id,frame_id,projected_size_actual,mask_area_visible,mask_area_target_only,visible_fraction,occlusion_fraction_from_mask,f_total_record,f_target,f_total_vs_mask_abs_diff,diagnostic_mode
3012,f3012,0.3497622928234386,8829.0,12068.0,0.7316042426251242,0.26839575737487575,0.26839575737487575,0.0,0.0,context-rich
3013,f3013,0.12190306556714386,998.0,1657.0,0.6022933011466506,0.3977066988533494,0.3977066988533494,0.34199414050733656,0.0,controlled-occlusion
3014,f3014,0.4738861987004275,22500.0,27356.0,0.8224886679339085,0.1775113320660915,0.1775113320660915,0.1685224115547475,0.0,context-rich
3015,f3015,0.7196920485843314,14515.0,23946.0,0.6061555165789694,0.3938444834210306,0.3938444834210306,0.3754496849573041,0.0,controlled-occlusion
3016,f3016,0.1520155840842485,7980.0,7980.0,1.0,0.0,0.0,0.0,0.0,clean-static
3017,f3017,0.14492481947662778,2179.0,2808.0,0.7759971509971509,0.22400284900284906,0.22400284900284906,0.1433526041206043,0.0,cargo-only
3018,f3018,0.5783134940148547,21444.0,21444.0,1.0,0.0,0.0,0.0,0.0,context-rich
3019,f3019,0.6284817028489237,22876.0,37623.0,0.6080323206549185,0.3919676793450815,0.3919676793450815,0.4217994715791878,0.0,controlled-occlusion
3020,f3020,0.10313901749842126,4139.0,4140.0,0.9997584541062802,0.00024154589371983004,0.00024154589371983004,0.10932271267492294,0.0,clean-static
3021,f3021,0.26756390780559347,4730.0,5181.0,0.9129511677282378,0.08704883227176219,0.08704883227176219,0.13108009891127326,0.0,cargo-only
3022,f3022,0.36724829422117605,9358.0,9358.0,1.0,0.0,0.0,0.0,0.0,context-rich
3023,f3023,0.34672015330935313,17569.0,19297.0,0.9104524019277608,0.08954759807223922,0.08954759807223922,0.1271938247948695,0.0,controlled-occlusion
3024,f3024,0.24117354789625117,4915.0,4915.0,1.0,0.0,0.0,0.0,0.0,context-rich
3025,f3025,0.10477625314420073,882.0,1100.0,0.8018181818181818,0.19818181818181824,0.19818181818181824,0.22406808821079505,0.0,controlled-occlusion
