projected_size,visible_fraction,density
0.0,0.0,0.0003020186374150651
0.00392156862745098,0.0,0.0003020331093740098
0.00784313725490196,0.0,0.0003020763803492667
0.011764705882352941,0.0,0.00030214801637001127
0.01568627450980392,0.0,0.0003022472965892447
0.0196078431372549,0.0,0.0003023732169256288
0.023529411764705882,0.0,0.00030252449513279797
0.027450980392156862,0.0,0.00030269957726710014
0.03137254901960784,0.0,0.000302896645516733
0.03529411764705882,0.0,0.00030311362734762636
0.0392156862745098,0.0,0.0003033482059138982
0.043137254901960784,0.0,0.0003035978316737898
0.047058823529411764,0.0,0.00030385973514517056
0.050980392156862744,0.0,0.0003041309407286937
0.054901960784313725,0.0,0.0003044082815206855
0.058823529411764705,0.0,0.00030468841503292524
0.06274509803921569,0.0,0.00030496783973158164
0.06666666666666667,0.0,0.0003052429123035489
0.07058823529411765,0.0,0.0003055098655550171
0.07450980392156863,0.0,0.0003057648268440562
0.0784313725490196,0.0,0.0003060038369470167
0.08235294117647059,0.0,0.0003062228692565616
0.08627450980392157,0.0,0.0003064178492087212
0.09019607843137255,0.0,0.0003065846738354438
0.09411764705882353,0.0,0.00030671923134005443
0.09803921568627451,0.0,0.0003068174205934392
0.10196078431372549,0.0,0.00030687517045081624
0.10588235294117647,0.0,0.00030688845879082446
0.10980392156862745,0.0,0.0003068533311815374
0.11372549019607843,0.0,0.0003067659190813141
0.11764705882352941,0.0,0.0003066224574861817
0.12156862745098039,0.0,0.0003064193019397243
0.12549019607843137,0.0,0.0003061529448263155
0.12941176470588234,0.0,0.00030582003087355094
0.13333333333333333,0.0,0.0003054173717953778
0.13725490196078433,0.0,0.00030494196001312843
0.1411764705882353,0.0,0.0003043909813980828
0.14509803921568626,0.0,0.00030376182698512247
0.14901960784313725,0.0,0.00030305210361399715
0.15294117647058825,0.0,0.0003022596434612183
0.1568627450980392,0.0,0.0003013825124323004
0.16078431372549018,0.0,0.0003004190173911351
0.16470588235294117,0.0,0.00029936771220987623
0.16862745098039217,0.0,0.0002982274026296397
0.17254901960784313,0.0,0.00029699714992898716
0.1764705882352941,0.0,0.00029567627340358247
0.1803921568627451,0.0,0.000294264351667088
0.1843137254901961,0.0,0.0002927612227892102
0.18823529411764706,0.0,0.000291166983293002
0.19215686274509802,0.0,0.00028948198603900995
0.19607843137254902,0.0,0.00028770683702930957
0.2,0.0,0.0002858423911694548
0.20392156862745098,0.0,0.00028388974703097387
0.20784313725490194,0.0,0.00028185024066139467
0.21176470588235294,0.0,0.00027972543849266165
0.21568627450980393,0.0,0.0002775171294022362
0.2196078431372549,0.0,0.000275227315984292
0.22352941176470587,0.0,0.0002728582050909637
0.22745098039215686,0.0,0.00027041219770597945
0.23137254901960785,0.0,0.000267891878214525
0.23529411764705882,0.0,0.00026530000313490417
0.2392156862745098,0.0,0.0002626394893780477
0.24313725490196078,0.0,0.0002599134021018369
0.24705882352941178,0.0,0.0002571249422270868
0.25098039215686274,0.0,0.0002542774336818249
0.2549019607843137,0.0,0.000251374310439871
0.2588235294117647,0.0,0.0002484191034186887
0.2627450980392157,0.0,0.0002454154273001721
0.26666666666666666,0.0,0.00024236696733628975
0.27058823529411763,0.0,0.00023927746619972144
0.27450980392156865,0.0,0.0002361507109371755
0.2784313725490196,0.0,0.0002329905200808598
0.2823529411764706,0.0,0.0002298007309706102
0.28627450980392155,0.0,0.00022658518733663233
0.2901960784313725,0.0,0.0002233477271894546
0.29411764705882354,0.0,0.00022009217106064402
0.2980392156862745,0.0,0.00021682231063453064
