usable_id,diagnostic_mode,cargo_on,n_cargo_requested,n_cargo_placed,cargo_placement_attempts,cargo_collision_count,cargo_support_pass,front_visibility_after_cargo,left_opening_visibility_after_cargo,right_opening_visibility_after_cargo,cargo_occludes_pallet,f_total_record,amodal_px,visible_px,runtime_s,rgb_rel
595,cargo-only,True,2,0,66,0,True,1.0,1.0,1.0,False,0.0,43238,43238,9.338584423065186,rgb/f0595_rgb.png
596,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.13129584352078238,4090,3553,5.906934976577759,rgb/f0596_rgb.png
597,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.1492937600572144,5593,4758,5.091232776641846,rgb/f0597_rgb.png
598,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.1555125725338491,7755,6549,8.101508617401123,rgb/f0598_rgb.png
599,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.06744368779465693,7636,7121,7.653990745544434,rgb/f0599_rgb.png
600,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.05039828906177357,32263,30637,6.828556537628174,rgb/f0600_rgb.png
601,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.16912923561859727,30456,25305,4.862231731414795,rgb/f0601_rgb.png
602,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0388235294117647,850,817,4.733974456787109,rgb/f0602_rgb.png
603,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.0015067805123053502,1991,1988,4.645380258560181,rgb/f0603_rgb.png
604,cargo-only,True,2,1,52,0,True,1.0,1.0,1.0,False,0.18867726454709055,66680,54099,6.153505802154541,rgb/f0604_rgb.png
605,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.0,22790,22790,5.964883089065552,rgb/f0605_rgb.png
606,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.21565362198168192,1201,942,7.474468231201172,rgb/f0606_rgb.png
607,cargo-only,True,2,1,40,0,True,1.0,1.0,1.0,False,0.21855345911949686,6996,5467,8.310889959335327,rgb/f0607_rgb.png
608,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.05217173480696535,131738,124865,7.543553352355957,rgb/f0608_rgb.png
609,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.05738711590651757,166919,157340,7.45056414604187,rgb/f0609_rgb.png
610,cargo-only,True,2,1,84,0,True,1.0,1.0,1.0,False,0.1660211722179189,3873,3230,11.015276670455933,rgb/f0610_rgb.png
611,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.1502846088024108,53758,45679,4.862072467803955,rgb/f0611_rgb.png
612,cargo-only,True,2,1,76,0,True,1.0,1.0,1.0,False,0.23341272541680846,2939,2253,8.37417221069336,rgb/f0612_rgb.png
613,cargo-only,True,2,1,117,0,True,1.0,1.0,1.0,False,0.04166666666666663,936,897,5.724247932434082,rgb/f0613_rgb.png
614,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.2478964401294499,23175,17430,5.081578969955444,rgb/f0614_rgb.png
615,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.11865517580365037,30517,26896,5.634542942047119,rgb/f0615_rgb.png
616,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.10152990264255912,1438,1292,4.674185037612915,rgb/f0616_rgb.png
617,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.11546468798377196,37466,33140,4.883668661117554,rgb/f0617_rgb.png
618,cargo-only,True,2,1,22,0,True,1.0,1.0,1.0,False,0.2262464722483537,4252,3290,10.323952674865723,rgb/f0618_rgb.png
619,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.07653332388477485,28223,26063,7.070598602294922,rgb/f0619_rgb.png
620,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0615521855486173,2242,2104,5.234879493713379,rgb/f0620_rgb.png
621,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.2396135265700483,3105,2361,6.026655435562134,rgb/f0621_rgb.png
622,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.0,4877,4877,5.9605913162231445,rgb/f0622_rgb.png
623,cargo-only,True,2,0,104,0,True,0.12,0.2222,0.1111,True,0.0,137209,137209,9.749222993850708,rgb/f0623_rgb.png
624,cargo-only,True,2,1,14,0,True,1.0,1.0,1.0,False,0.09089887135212915,44478,40435,8.21966552734375,rgb/f0624_rgb.png
625,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.24753018660812298,1822,1371,5.083083152770996,rgb/f0625_rgb.png
626,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.07978726759994703,158509,145862,8.079202651977539,rgb/f0626_rgb.png
627,cargo-only,True,2,2,106,0,True,1.0,1.0,1.0,False,0.20024382810118868,3281,2624,7.606049060821533,rgb/f0627_rgb.png
628,cargo-only,True,2,1,14,0,True,1.0,1.0,1.0,False,0.08160134979676359,13039,11975,7.332692384719849,rgb/f0628_rgb.png
629,cargo-only,True,2,1,70,0,True,1.0,1.0,1.0,False,0.15982312065698046,1583,1330,8.986377477645874,rgb/f0629_rgb.png
630,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.18871664548919953,39350,31924,7.057157278060913,rgb/f0630_rgb.png
631,cargo-only,True,2,0,60,0,True,1.0,1.0,1.0,False,0.0,83808,83808,10.859869003295898,rgb/f0631_rgb.png
632,cargo-only,True,2,2,110,0,True,1.0,1.0,1.0,False,0.0001285016705216968,7782,7781,5.410213470458984,rgb/f0632_rgb.png
633,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.19607054633193544,17407,13994,5.718161582946777,rgb/f0633_rgb.png
634,cargo-only,True,2,2,86,0,True,1.0,1.0,1.0,False,0.019355786535424357,27227,26700,5.553708076477051,rgb/f0634_rgb.png
635,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.1452145214521452,909,777,7.1430888175964355,rgb/f0635_rgb.png
636,cargo-only,True,2,1,30,0,True,1.0,1.0,1.0,False,0.22122542469937012,5239,4080,6.10345721244812,rgb/f0636_rgb.png
637,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.06198103362221519,22039,20673,5.879546165466309,rgb/f0637_rgb.png
638,cargo-only,True,2,0,32,0,True,1.0,1.0,1.0,False,0.0,3282,3282,7.822571516036987,rgb/f0638_rgb.png
639,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.21183028801486525,3229,2545,4.944666147232056,rgb/f0639_rgb.png
640,cargo-only,True,2,0,66,0,True,1.0,1.0,1.0,False,0.0,5995,5995,9.494027853012085,rgb/f0640_rgb.png
641,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.010279957509508941,29183,28883,7.121936082839966,rgb/f0641_rgb.png
642,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.20226776378195932,45331,36162,6.041429042816162,rgb/f0642_rgb.png
643,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.02433217993079584,36125,35246,4.619682550430298,rgb/f0643_rgb.png
644,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.07944915254237284,944,869,5.074195861816406,rgb/f0644_rgb.png
645,cargo-only,True,2,1,102,0,True,1.0,1.0,1.0,False,0.23223031895830848,33484,25708,6.915950059890747,rgb/f0645_rgb.png
646,cargo-only,True,2,0,32,0,True,0.0,0.0,0.0,True,0.0,88526,88526,13.924611568450928,rgb/f0646_rgb.png
647,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.11834218188045897,5839,5148,7.1494903564453125,rgb/f0647_rgb.png
648,cargo-only,True,2,0,24,0,True,0.4,0.8889,1.0,True,0.0,107630,107630,9.393803358078003,rgb/f0648_rgb.png
649,cargo-only,True,2,2,110,0,True,1.0,1.0,1.0,False,0.0,184736,184736,6.094006061553955,rgb/f0649_rgb.png
650,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.2261181667586969,3622,2803,5.528111219406128,rgb/f0650_rgb.png
651,cargo-only,True,2,0,40,0,True,1.0,1.0,1.0,False,0.0,41002,41002,7.353700637817383,rgb/f0651_rgb.png
652,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.13874066168623267,1874,1614,6.998761415481567,rgb/f0652_rgb.png
653,cargo-only,True,2,2,38,0,True,1.0,1.0,1.0,False,0.2506547527345555,12982,9728,5.493210792541504,rgb/f0653_rgb.png
654,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.12827239743231933,89575,78085,7.036776304244995,rgb/f0654_rgb.png
655,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0001088139281828493,9190,9189,5.6671178340911865,rgb/f0655_rgb.png
656,cargo-only,True,2,2,40,0,True,1.0,1.0,1.0,False,0.04997264271384283,21932,20836,4.604424953460693,rgb/f0656_rgb.png
657,cargo-only,True,2,1,42,0,True,1.0,1.0,1.0,False,0.20430107526881724,2232,1776,6.59302830696106,rgb/f0657_rgb.png
658,cargo-only,True,2,1,84,0,True,0.52,1.0,1.0,True,0.21180003532944713,22644,17848,8.576539278030396,rgb/f0658_rgb.png
659,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.17102696886138946,29738,24652,5.2448039054870605,rgb/f0659_rgb.png
660,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.08808603189946829,16552,15094,14.443460464477539,rgb/f0660_rgb.png
661,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.11682823763360672,8046,7106,6.585700511932373,rgb/f0661_rgb.png
662,cargo-only,True,2,2,76,0,True,1.0,1.0,1.0,False,0.11912225705329149,638,562,4.874741077423096,rgb/f0662_rgb.png
663,cargo-only,True,2,1,106,0,True,1.0,1.0,1.0,False,0.24365510240112997,90624,68543,7.797583341598511,rgb/f0663_rgb.png
664,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.1915584415584416,1540,1245,7.428590774536133,rgb/f0664_rgb.png
665,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.0690014180832541,55709,51865,7.76659083366394,rgb/f0665_rgb.png
666,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.08390646492434661,1454,1332,4.887041330337524,rgb/f0666_rgb.png
667,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.12065410252721431,20853,18337,6.892784118652344,rgb/f0667_rgb.png
668,cargo-only,True,2,0,52,0,True,1.0,1.0,1.0,False,0.0,2551,2551,7.515869855880737,rgb/f0668_rgb.png
669,cargo-only,True,2,2,40,0,True,1.0,1.0,1.0,False,0.0,31738,31738,5.345743656158447,rgb/f0669_rgb.png
670,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.02700587084148731,2555,2486,5.210563659667969,rgb/f0670_rgb.png
671,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.205832535532808,81474,64704,5.18654203414917,rgb/f0671_rgb.png
672,cargo-only,True,2,1,24,0,True,1.0,1.0,1.0,False,0.15695867031619626,80741,68068,10.716694116592407,rgb/f0672_rgb.png
673,cargo-only,True,2,1,58,0,True,1.0,1.0,1.0,False,0.2535377358490566,5936,4431,6.188275337219238,rgb/f0673_rgb.png
674,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.2695924764890282,1276,932,5.960851430892944,rgb/f0674_rgb.png
675,cargo-only,True,2,0,56,0,True,1.0,1.0,1.0,False,0.0,55031,55031,7.250306606292725,rgb/f0675_rgb.png
676,cargo-only,True,2,1,68,0,True,1.0,1.0,1.0,False,0.21158566519391264,4074,3212,10.11273455619812,rgb/f0676_rgb.png
677,cargo-only,True,2,2,86,0,True,1.0,1.0,1.0,False,0.09737248840803714,647,584,6.4165637493133545,rgb/f0677_rgb.png
678,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.009543215289778417,38771,38401,8.347158432006836,rgb/f0678_rgb.png
679,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.0,47957,47957,5.616886615753174,rgb/f0679_rgb.png
680,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.18076580587711488,1123,920,5.917424917221069,rgb/f0680_rgb.png
681,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.1366100622297226,47405,40929,6.996796369552612,rgb/f0681_rgb.png
682,cargo-only,True,2,1,76,0,True,1.0,1.0,1.0,False,0.2144701748444181,23621,18555,8.971084356307983,rgb/f0682_rgb.png
683,cargo-only,True,2,1,70,0,True,1.0,1.0,1.0,False,0.19155122284932447,5847,4727,6.026973247528076,rgb/f0683_rgb.png
684,cargo-only,True,2,1,88,0,True,1.0,1.0,1.0,False,0.12609858616736724,2617,2287,6.172721862792969,rgb/f0684_rgb.png
685,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.1969042325600906,23839,19145,6.469308376312256,rgb/f0685_rgb.png
686,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.08237929318068693,4018,3687,7.666161060333252,rgb/f0686_rgb.png
687,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.01340962950118485,17301,17069,5.578958034515381,rgb/f0687_rgb.png
688,cargo-only,True,2,2,24,0,True,1.0,1.0,1.0,False,0.21742654508611958,49350,38620,4.658640384674072,rgb/f0688_rgb.png
689,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.15964177142387648,12171,10228,6.516576766967773,rgb/f0689_rgb.png
690,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.03636614697095231,79662,76765,5.951480865478516,rgb/f0690_rgb.png
691,cargo-only,True,2,2,28,0,True,1.0,1.0,1.0,False,0.14002300172512938,3478,2991,7.335794687271118,rgb/f0691_rgb.png
692,cargo-only,True,2,1,117,0,True,1.0,1.0,1.0,False,0.1093791562483375,18797,16741,5.413586378097534,rgb/f0692_rgb.png
693,cargo-only,True,2,1,104,0,True,1.0,1.0,1.0,False,0.2469177503800034,5921,4459,8.269279718399048,rgb/f0693_rgb.png
694,cargo-only,True,2,1,14,0,True,1.0,1.0,1.0,False,0.07540288797989259,20291,18761,7.367290496826172,rgb/f0694_rgb.png
695,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.10223900728351765,3707,3328,5.9639809131622314,rgb/f0695_rgb.png
696,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.17412749620070922,37507,30976,4.86106538772583,rgb/f0696_rgb.png
697,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.16743471582181257,2604,2168,5.154809236526489,rgb/f0697_rgb.png
698,cargo-only,True,2,0,86,0,True,1.0,1.0,1.0,False,0.0,101466,101466,13.689662456512451,rgb/f0698_rgb.png
699,cargo-only,True,2,1,117,0,True,1.0,1.0,1.0,False,0.05536652421264665,73474,69406,5.431320667266846,rgb/f0699_rgb.png
700,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.2343223321109753,26997,20671,5.7836997509002686,rgb/f0700_rgb.png
701,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.057185356582100666,12101,11409,5.149439096450806,rgb/f0701_rgb.png
702,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.018615751789976098,2095,2056,5.597551107406616,rgb/f0702_rgb.png
703,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.04397516051829753,94849,90678,5.490624666213989,rgb/f0703_rgb.png
704,cargo-only,True,2,2,20,0,True,1.0,1.0,1.0,False,0.0,38077,38077,4.451411008834839,rgb/f0704_rgb.png
705,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.23234532374100725,17375,13338,7.379764556884766,rgb/f0705_rgb.png
706,cargo-only,True,2,1,104,0,True,1.0,1.0,1.0,False,0.21243697478991597,2975,2343,7.219850540161133,rgb/f0706_rgb.png
707,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.08230365903372272,142278,130568,5.697515964508057,rgb/f0707_rgb.png
708,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.1933165648580668,2783,2245,10.79800796508789,rgb/f0708_rgb.png
709,cargo-only,True,2,1,117,0,True,1.0,1.0,1.0,False,0.13386891504931597,12572,10889,5.604503870010376,rgb/f0709_rgb.png
710,cargo-only,True,2,1,66,0,True,1.0,1.0,1.0,False,0.224116865300523,93304,72393,6.169978618621826,rgb/f0710_rgb.png
711,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.0717498393660313,14007,13002,7.069106817245483,rgb/f0711_rgb.png
712,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.2477025367382374,94452,71056,5.385705471038818,rgb/f0712_rgb.png
713,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.19496402877697838,1390,1119,7.381967544555664,rgb/f0713_rgb.png
714,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.19738474754223534,10477,8409,10.19204592704773,rgb/f0714_rgb.png
715,cargo-only,True,2,1,84,0,True,0.2,0.0,0.0,True,0.2101642392314843,16135,12744,6.165363073348999,rgb/f0715_rgb.png
716,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.2033131120621442,117533,93637,4.5955259799957275,rgb/f0716_rgb.png
717,cargo-only,True,2,2,60,0,True,1.0,1.0,1.0,False,0.25094102885821834,1594,1194,7.12031626701355,rgb/f0717_rgb.png
718,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0,2696,2696,5.7679338455200195,rgb/f0718_rgb.png
719,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.007533080047163576,15266,15151,4.960434913635254,rgb/f0719_rgb.png
720,cargo-only,True,2,0,56,0,True,1.0,1.0,1.0,False,0.0,164873,164873,10.017723798751831,rgb/f0720_rgb.png
721,cargo-only,True,2,1,70,0,True,1.0,1.0,1.0,False,0.2154955480031977,253931,199210,8.231518268585205,rgb/f0721_rgb.png
722,cargo-only,True,2,2,24,0,True,1.0,1.0,1.0,False,0.19587468982630274,12896,10370,5.135540008544922,rgb/f0722_rgb.png
723,cargo-only,True,2,0,12,0,True,1.0,1.0,1.0,False,0.0,5076,5076,10.377054452896118,rgb/f0723_rgb.png
724,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.12333965844402273,1054,924,5.20832085609436,rgb/f0724_rgb.png
725,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.16216216216216217,999,837,5.952914237976074,rgb/f0725_rgb.png
726,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.19868567384490954,148365,118887,7.5665857791900635,rgb/f0726_rgb.png
727,cargo-only,True,2,1,66,0,True,1.0,1.0,1.0,False,0.19242812411044696,14052,11348,8.782179832458496,rgb/f0727_rgb.png
728,cargo-only,True,2,1,106,0,True,1.0,1.0,1.0,False,0.1709715292045788,6814,5649,6.9644105434417725,rgb/f0728_rgb.png
729,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.0,12216,12216,7.29271674156189,rgb/f0729_rgb.png
730,cargo-only,True,2,0,12,0,True,0.16,0.3333,0.3333,True,0.0,244240,244240,7.750878095626831,rgb/f0730_rgb.png
731,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.14357823892316324,64188,54972,7.0184266567230225,rgb/f0731_rgb.png
732,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.17699579831932777,5712,4701,6.1135945320129395,rgb/f0732_rgb.png
733,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.2259475911922766,21027,16276,6.381892204284668,rgb/f0733_rgb.png
734,cargo-only,True,2,0,102,0,True,1.0,1.0,1.0,False,0.0,1383,1383,7.807133197784424,rgb/f0734_rgb.png
735,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.03512120367790472,71780,69259,4.621711254119873,rgb/f0735_rgb.png
736,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.13354869972540784,30955,26821,10.844813823699951,rgb/f0736_rgb.png
737,cargo-only,True,2,2,10,0,True,1.0,1.0,1.0,False,0.17279549718574105,5330,4409,5.08465838432312,rgb/f0737_rgb.png
738,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.0,13808,13808,5.5287230014801025,rgb/f0738_rgb.png
739,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.09904391992829398,167350,150775,7.211220026016235,rgb/f0739_rgb.png
740,cargo-only,True,2,1,24,0,True,1.0,1.0,1.0,False,0.19407132931912918,2159,1740,7.276656866073608,rgb/f0740_rgb.png
741,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.08930348258706466,4020,3661,5.909862279891968,rgb/f0741_rgb.png
742,cargo-only,True,2,2,104,0,True,1.0,1.0,1.0,False,0.12146215215120149,84232,74001,5.579221725463867,rgb/f0742_rgb.png
743,cargo-only,True,2,2,38,0,True,1.0,1.0,1.0,False,3.135189365433e-05,31896,31895,6.233892202377319,rgb/f0743_rgb.png
744,cargo-only,True,2,2,20,0,True,1.0,1.0,1.0,False,0.016672396012375357,11636,11442,6.953376531600952,rgb/f0744_rgb.png
745,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.15813696612665684,5432,4573,4.5222814083099365,rgb/f0745_rgb.png
746,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.2090873623240599,66642,52708,5.435157299041748,rgb/f0746_rgb.png
747,cargo-only,True,2,1,14,0,True,1.0,1.0,1.0,False,0.21935998838981208,13781,10758,6.2423484325408936,rgb/f0747_rgb.png
748,cargo-only,True,2,1,24,0,True,1.0,1.0,1.0,False,0.206126379731832,26998,21433,7.128038167953491,rgb/f0748_rgb.png
749,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.12474524924263286,72620,63561,4.766844272613525,rgb/f0749_rgb.png
750,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.1583665338645418,2008,1690,5.018182039260864,rgb/f0750_rgb.png
751,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.16858513189448443,4170,3467,8.133325815200806,rgb/f0751_rgb.png
752,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.21215351812366734,6566,5173,4.974251985549927,rgb/f0752_rgb.png
753,cargo-only,True,2,1,78,0,True,1.0,1.0,1.0,False,0.20390624999999996,2560,2038,7.315481185913086,rgb/f0753_rgb.png
754,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.009526295184653533,68967,68310,5.348080635070801,rgb/f0754_rgb.png
755,cargo-only,True,2,0,48,0,True,1.0,1.0,1.0,False,0.0,126122,126122,12.325102090835571,rgb/f0755_rgb.png
756,cargo-only,True,2,0,114,0,True,1.0,1.0,1.0,False,0.0,30936,30936,7.579896688461304,rgb/f0756_rgb.png
757,cargo-only,True,2,2,10,0,True,1.0,1.0,1.0,False,0.09243676211927565,79027,71722,6.825302362442017,rgb/f0757_rgb.png
758,cargo-only,True,2,1,14,0,True,1.0,1.0,1.0,False,0.10243201150113812,16694,14984,5.889854669570923,rgb/f0758_rgb.png
759,cargo-only,True,2,2,106,0,True,1.0,1.0,1.0,False,0.21478220574606122,8632,6778,7.207025051116943,rgb/f0759_rgb.png
760,cargo-only,True,2,2,94,0,True,1.0,1.0,1.0,False,0.034652926448709986,27559,26604,6.089559078216553,rgb/f0760_rgb.png
761,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.07941437444543031,2254,2075,5.194637775421143,rgb/f0761_rgb.png
762,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.07805476093175312,85645,78960,6.828896999359131,rgb/f0762_rgb.png
763,cargo-only,True,2,1,117,0,True,1.0,1.0,1.0,False,0.02044907778668803,2494,2443,6.80198073387146,rgb/f0763_rgb.png
764,cargo-only,True,2,0,48,0,True,1.0,1.0,1.0,False,0.0,27018,27018,7.339824914932251,rgb/f0764_rgb.png
765,cargo-only,True,2,1,14,0,True,1.0,1.0,1.0,False,0.22257053291536055,1595,1240,5.895730018615723,rgb/f0765_rgb.png
766,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.014448835353573775,105268,103747,7.008404016494751,rgb/f0766_rgb.png
767,cargo-only,True,2,2,74,0,True,1.0,1.0,1.0,False,0.11645731317862462,4697,4150,11.375468492507935,rgb/f0767_rgb.png
768,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.20252320009704616,16487,13148,10.478885650634766,rgb/f0768_rgb.png
769,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.18434588683860298,55602,45352,5.257290601730347,rgb/f0769_rgb.png
770,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.21313240043057047,929,731,4.528335094451904,rgb/f0770_rgb.png
771,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.09481229498238364,41155,37253,4.770370960235596,rgb/f0771_rgb.png
772,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.06253804017041997,6572,6161,5.017149209976196,rgb/f0772_rgb.png
773,cargo-only,True,2,0,48,0,True,1.0,1.0,1.0,False,0.0,54194,54194,9.90875792503357,rgb/f0773_rgb.png
774,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.19169027384324833,3177,2568,6.709534168243408,rgb/f0774_rgb.png
775,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.006295907660020972,6671,6629,6.404942512512207,rgb/f0775_rgb.png
776,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.19095566782893336,28106,22739,10.85840892791748,rgb/f0776_rgb.png
777,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.20557491289198604,861,684,5.242820978164673,rgb/f0777_rgb.png
778,cargo-only,True,2,1,56,0,True,1.0,1.0,1.0,False,0.16657060518731992,1735,1446,7.270865201950073,rgb/f0778_rgb.png
779,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.010347682119205337,7248,7173,4.541208982467651,rgb/f0779_rgb.png
780,cargo-only,True,2,0,14,0,True,1.0,1.0,1.0,False,0.0,120110,120110,9.954663038253784,rgb/f0780_rgb.png
781,cargo-only,True,2,1,52,0,True,1.0,1.0,1.0,False,0.18981867444768652,19192,15549,7.1755757331848145,rgb/f0781_rgb.png
782,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.20403286034353996,6695,5329,5.0439722537994385,rgb/f0782_rgb.png
783,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.2140540540540541,1850,1454,6.7441771030426025,rgb/f0783_rgb.png
784,cargo-only,True,2,2,32,0,True,0.0,0.0,0.0,True,0.20134768246626567,295767,236215,8.003227233886719,rgb/f0784_rgb.png
785,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.1604741865955045,97430,81795,4.557094573974609,rgb/f0785_rgb.png
786,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.19439163498098855,2104,1695,6.125356674194336,rgb/f0786_rgb.png
787,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.21409832325767086,26301,20670,5.319647789001465,rgb/f0787_rgb.png
788,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.163280662151994,1329,1112,5.222276926040649,rgb/f0788_rgb.png
789,cargo-only,True,2,1,48,0,True,1.0,1.0,1.0,False,0.23391664553216673,47316,36248,10.220176219940186,rgb/f0789_rgb.png
790,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.06278054993005822,47897,44890,4.661519527435303,rgb/f0790_rgb.png
791,cargo-only,True,2,0,58,0,True,1.0,1.0,1.0,False,0.0,75972,75972,10.115082025527954,rgb/f0791_rgb.png
