usable_id,diagnostic_mode,amodal_px,visible_px,visible_fraction,f_total_record,runtime_s,n_cargo_placed,n_context_placed,explicit_occluder_placed,explicit_selected_object,occluder_side_actual,camera_distance_actual_m,projected_size_actual
400,cargo-only,6370,5766,0.9051805337519623,0.09481946624803772,6.1445512771606445,2,0,False,,,4.003243418827631,0.18280538728727164
401,cargo-only,48439,47777,0.986333326451826,0.013666673548173969,6.006070852279663,2,0,False,,,1.6821256665656619,0.9413398843610714
402,cargo-only,134795,134795,1.0,0.0,9.451968908309937,0,0,False,,,1.7764259236241002,0.7849391714205882
403,cargo-only,1530,1312,0.857516339869281,0.142483660130719,7.14198899269104,2,0,False,,,6.189297586759074,0.1306797001834606
404,cargo-only,3879,3374,0.8698118071667955,0.13018819283320449,5.901691198348999,1,0,False,,,7.805878757639197,0.21291892735428108
405,cargo-only,4608,4608,1.0,0.0,7.757601976394653,2,0,False,,,4.430638933375308,0.30919449938225135
406,cargo-only,78895,60790,0.7705177767919387,0.22948222320806133,10.477745294570923,1,0,False,,,2.3173415048360235,0.5766545486850975
407,cargo-only,7147,5653,0.790961242479362,0.20903875752063805,6.049811840057373,2,0,False,,,7.102626931281485,0.12059680611495244
408,cargo-only,21643,17014,0.7861202236288869,0.2138797763711131,6.216039419174194,1,0,False,,,3.1554418841334804,0.34072059575779
409,cargo-only,1911,1568,0.8205128205128205,0.17948717948717952,6.21716570854187,1,0,False,,,7.178660199942954,0.14919161173659345
410,cargo-only,1226,1226,1.0,0.0,7.410800933837891,2,0,False,,,8.17461407777526,0.15360693426227606
411,cargo-only,1208,962,0.7963576158940397,0.20364238410596025,5.860755681991577,2,0,False,,,9.133729945699864,0.0856597871628266
412,cargo-only,13466,10195,0.7570919352443191,0.24290806475568094,6.8507750034332275,2,0,False,,,5.09846169758501,0.24113690767346027
413,cargo-only,9110,7413,0.813721185510428,0.18627881448957195,7.645238637924194,2,0,False,,,3.4762799048513315,0.18656503716847433
414,cargo-only,145359,145359,1.0,0.0,7.805340766906738,0,0,False,,,1.126004475735493,1.938491697192368
415,cargo-only,22421,19875,0.8864457428303822,0.11355425716961776,5.524791717529297,1,0,False,,,3.9044195292124604,0.40454882936954506
416,cargo-only,53294,53294,1.0,0.0,9.715850830078125,0,0,False,,,2.6169671157324514,0.6231932505120955
417,cargo-only,26832,20844,0.7768336314847942,0.22316636851520577,5.397921800613403,2,0,False,,,2.398459516302603,0.5915056878457956
418,cargo-only,17668,14384,0.814127235680326,0.18587276431967403,5.609996557235718,2,0,False,,,1.9624071935397385,0.2759410438850924
419,cargo-only,46600,45996,0.9870386266094421,0.012961373390557918,6.013497591018677,2,0,False,,,1.1751155632090202,0.8265544061734745
420,cargo-only,44959,44959,1.0,0.0,7.629964590072632,0,0,False,,,2.512501612444736,0.569672105686447
421,cargo-only,11233,9022,0.8031692335084127,0.19683076649158726,5.157065391540527,2,0,False,,,3.236659853757866,0.3661803880694383
422,cargo-only,7314,5514,0.7538966365873667,0.24610336341263328,10.222793579101562,1,0,False,,,6.744505711252202,0.2101295571803365
423,cargo-only,64186,60029,0.9352350979964478,0.06476490200355223,4.746262788772583,2,0,False,,,1.417485695486352,1.3665779875282251
424,cargo-only,3647,2920,0.800658075130244,0.199341924869756,7.322925806045532,1,0,False,,,9.413022142617812,0.1006287719505515
425,cargo-only,25992,20628,0.7936288088642659,0.2063711911357341,5.224590063095093,2,0,False,,,1.9309386166623783,0.5389556354610916
426,cargo-only,33719,32296,0.9577982739701651,0.04220172602983485,6.511965036392212,2,0,False,,,1.851907711787415,0.7017934954252454
427,cargo-only,2673,2211,0.8271604938271605,0.1728395061728395,10.441741228103638,1,0,False,,,7.8862880148749195,0.10534356472654416
428,cargo-only,6848,5356,0.782126168224299,0.21787383177570097,5.418832302093506,2,0,False,,,3.39091814160658,0.23753532928161283
429,cargo-only,102552,102552,1.0,0.0,7.876715183258057,0,0,False,,,1.1702452258119944,0.4168642879392685
430,cargo-only,94817,83698,0.8827319995359482,0.11726800046405184,7.312206983566284,2,0,False,,,1.1976475015716055,1.572289378264361
431,cargo-only,206594,206594,1.0,0.0,7.852022647857666,0,0,False,,,0.917080665792749,0.8493825167193837
432,cargo-only,50706,50706,1.0,0.0,6.440852403640747,2,0,False,,,1.4241118413014962,1.1113292663421188
433,cargo-only,1360,1360,1.0,0.0,5.923733472824097,2,0,False,,,5.208152939559162,0.1237839519660809
434,cargo-only,14181,14136,0.996826740004231,0.0031732599957690066,5.604868173599243,2,0,False,,,2.7362137162623785,0.4359066764569175
435,cargo-only,51189,38674,0.7555138799351423,0.2444861200648577,5.7072975635528564,2,0,False,,,1.7131850238945259,0.607281455534795
436,cargo-only,5919,4601,0.7773272512248691,0.22267274877513088,14.803789615631104,1,0,False,,,8.822667177178943,0.16558068134641152
437,cargo-only,23275,18661,0.8017615467239527,0.19823845327604728,5.635300874710083,2,0,False,,,2.399524974283484,0.5174001791792954
438,cargo-only,59823,51629,0.863029269678886,0.13697073032111395,5.345901966094971,2,0,False,,,1.3421372033825647,1.3708536587129754
439,cargo-only,2172,1823,0.8393186003683242,0.16068139963167583,7.385491132736206,2,0,False,,,8.860008596431744,0.11501399888606136
440,cargo-only,2790,2383,0.8541218637992831,0.14587813620071688,6.198484897613525,2,0,False,,,4.763364253645369,0.10536966927258859
441,cargo-only,5962,5541,0.9293861120429386,0.07061388795706136,7.216257810592651,2,0,False,,,3.9379351740746915,0.4377361058642606
442,cargo-only,12250,9447,0.7711836734693878,0.22881632653061224,8.105764150619507,1,0,False,,,6.0684435685271545,0.1674876208359025
443,cargo-only,67786,58242,0.8592039654205883,0.1407960345794117,5.22425389289856,2,0,False,,,1.8087967948735768,0.8971044792334956
444,cargo-only,1627,1245,0.7652120467117394,0.23478795328826063,7.107114315032959,2,0,False,,,9.683465166232557,0.12692148709371293
445,cargo-only,116782,116782,1.0,0.0,7.905161619186401,0,0,False,,,1.7182433861751787,0.4424839019790212
446,cargo-only,1317,1189,0.9028094153378892,0.09719058466211083,5.338565826416016,2,0,False,,,4.8339528281588455,0.15599398540781034
447,cargo-only,18984,18509,0.9749789296249474,0.025021070375052634,5.206413507461548,2,0,False,,,2.7927347032423295,0.5143349236821705
448,cargo-only,144292,123181,0.8536925124054001,0.14630748759459988,10.312040567398071,1,0,False,,,1.2783404654473234,1.6132858083919956
449,cargo-only,37213,28563,0.7675543492865396,0.23244565071346035,7.6027305126190186,1,0,False,,,2.169097060627511,0.4107914253458402
450,cargo-only,6823,6823,1.0,0.0,7.906035661697388,0,0,False,,,5.376767212553257,0.11364547222540787
451,cargo-only,25294,25294,1.0,0.0,5.564464092254639,2,0,False,,,1.540669928820483,1.1462979775898285
452,cargo-only,49361,43182,0.8748202021839103,0.12517979781608968,5.592158794403076,2,0,False,,,1.2064924285665906,1.0478413923711547
453,cargo-only,82796,73823,0.8916251992849896,0.10837480071501038,6.960832357406616,2,0,False,,,1.545064624544572,0.976495127779671
454,cargo-only,11789,11789,1.0,0.0,10.20371150970459,0,0,False,,,6.225448044650143,0.17983786911065855
455,cargo-only,3673,3407,0.9275796351756058,0.07242036482439418,5.368300914764404,2,0,False,,,3.703592215656686,0.3561030045784905
456,cargo-only,60862,60862,1.0,0.0,13.435701847076416,0,0,False,,,2.402332005956504,0.6839094204400264
457,cargo-only,2173,1776,0.8173032673722964,0.18269673262770358,5.373927593231201,2,0,False,,,9.928984964709345,0.1042548820279145
458,cargo-only,3131,2739,0.8748003832641329,0.1251996167358671,5.040628433227539,2,0,False,,,8.58565267204373,0.2294544034755451
459,cargo-only,1902,1563,0.8217665615141956,0.17823343848580442,7.750078201293945,2,0,False,,,9.719930548317231,0.10650092090061397
