usable_id,diagnostic_mode,amodal_px,visible_px,visible_fraction,f_total_record,runtime_s,n_cargo_placed,n_context_placed,explicit_occluder_placed,explicit_selected_object,occluder_side_actual,camera_distance_actual_m,projected_size_actual
460,cargo-only,158134,158134,1.0,0.0,7.295946836471558,0,0,False,,,1.134961069658749,1.8696293039561458
461,cargo-only,58363,58363,1.0,0.0,7.52641487121582,0,0,False,,,2.219464371987176,0.792563518998884
462,cargo-only,15312,15312,1.0,0.0,10.895790338516235,0,0,False,,,4.303096241615854,0.3229868652380336
463,cargo-only,1652,1247,0.7548426150121066,0.2451573849878934,6.497186183929443,1,0,False,,,8.196262235626683,0.09585997658011733
464,cargo-only,52044,44387,0.8528744908154638,0.14712550918453615,5.349880218505859,2,0,False,,,1.8535628191982392,0.6725423617929109
465,cargo-only,125138,125138,1.0,0.0,8.232260704040527,0,0,False,,,1.2456137930153734,0.556395373218726
466,cargo-only,2370,2370,1.0,0.0,7.7545061111450195,0,0,False,,,8.956164771550494,0.1469032070050951
467,cargo-only,5026,4346,0.8647035415837644,0.1352964584162356,6.159521818161011,1,0,False,,,7.7312630746312525,0.17674099011808836
468,cargo-only,78376,78376,1.0,0.0,7.308072090148926,2,0,False,,,1.1418670596189162,1.671474026723012
469,cargo-only,16760,13238,0.7898568019093078,0.21014319809069215,6.729360580444336,1,0,False,,,2.7112322086286924,0.21555388358046237
470,cargo-only,108774,108774,1.0,0.0,7.285322189331055,0,0,False,,,1.8610874248937068,0.8091331975657337
471,cargo-only,3015,2550,0.845771144278607,0.154228855721393,6.149886846542358,1,0,False,,,5.801936193366284,0.1403930211328956
472,cargo-only,171343,161742,0.9439661964597328,0.05603380354026721,7.116272926330566,2,0,False,,,1.1212427357411863,1.2114424798216679
473,cargo-only,38119,32259,0.8462708885332774,0.15372911146672263,7.847740888595581,2,0,False,,,3.1128402097863663,0.46286190371554625
474,cargo-only,115164,103813,0.9014362127053593,0.09856378729464066,5.970093250274658,1,0,False,,,1.8696484095673127,0.8882864086252708
475,cargo-only,769,634,0.8244473342002601,0.17555266579973994,4.786129474639893,2,0,False,,,9.309895519648892,0.11374101328614745
476,cargo-only,6642,5337,0.8035230352303523,0.1964769647696477,5.445233106613159,2,0,False,,,6.140754257767262,0.27829994207924946
477,cargo-only,116432,116432,1.0,0.0,5.427035570144653,2,0,False,,,1.2008901220380142,0.8844385902943909
478,cargo-only,23969,19657,0.8201009637448371,0.1798990362551629,7.149991512298584,2,0,False,,,2.692963317505279,0.47424137844632525
479,cargo-only,6526,5105,0.7822555930125651,0.2177444069874349,7.66300892829895,1,0,False,,,7.127969329315478,0.20107623307085093
480,cargo-only,1477,1336,0.9045362220717671,0.0954637779282329,5.962501049041748,2,0,False,,,8.748656422942632,0.10489377267561154
481,cargo-only,17959,17959,1.0,0.0,4.444511413574219,2,0,False,,,1.625526345486808,0.9392810878531452
482,cargo-only,77778,73499,0.9449844429015917,0.05501555709840833,7.876709699630737,2,0,False,,,1.261456669412651,1.3178163406926642
483,cargo-only,45780,35708,0.7799912625600699,0.2200087374399301,8.476526260375977,1,0,False,,,2.837093194244859,0.3668156570926363
484,cargo-only,2515,2160,0.8588469184890656,0.14115308151093442,5.713054180145264,2,0,False,,,7.234170535878956,0.14252354766818756
485,cargo-only,53853,42599,0.7910237126993853,0.20897628730061468,10.354215621948242,1,0,False,,,2.6096578169201563,0.573387980304795
486,cargo-only,9850,8076,0.8198984771573604,0.18010152284263958,10.17951250076294,1,0,False,,,3.096132391878056,0.27529842307618324
487,cargo-only,24166,18609,0.7700488289332119,0.22995117106678808,7.47852897644043,1,0,False,,,2.9473556828707443,0.4557512592758531
488,cargo-only,2791,2791,1.0,0.0,7.394288063049316,2,0,False,,,3.0554721289872866,0.14756526505704592
489,cargo-only,3759,3410,0.9071561585528066,0.09284384144719338,4.770798206329346,2,0,False,,,7.283862862025855,0.18590176944370546
490,cargo-only,3286,2556,0.7778454047474133,0.22215459525258674,7.914648056030273,1,0,False,,,9.678782232702469,0.06411456491540322
491,cargo-only,36887,29961,0.8122373736004554,0.18776262639954455,5.2044878005981445,2,0,False,,,2.525433382420233,0.6190284098108136
492,cargo-only,9383,7706,0.8212725141212832,0.17872748587871679,7.229616641998291,2,0,False,,,4.71132359904255,0.3567078520055138
493,cargo-only,95775,87828,0.9170242756460454,0.08297572435395462,7.471721887588501,1,0,False,,,1.0608341199801765,0.6507074224384028
494,cargo-only,1851,1851,1.0,0.0,7.83556866645813,2,0,False,,,7.133278712061188,0.1508658768217689
495,cargo-only,6967,6151,0.8828764173962969,0.11712358260370315,5.252863883972168,2,0,False,,,4.388326255843775,0.2268830887233158
496,cargo-only,6195,5742,0.9268765133171912,0.07312348668280877,5.450383901596069,2,0,False,,,3.9338464222534704,0.33023595100034064
497,cargo-only,140906,108230,0.7681007196286886,0.23189928037131136,7.654061555862427,2,0,False,,,1.4231595861619797,1.07836037332962
498,cargo-only,3604,3347,0.9286903440621531,0.07130965593784688,5.6183531284332275,2,0,False,,,3.3499078267794973,0.18638920213624324
499,cargo-only,43847,43847,1.0,0.0,7.877792596817017,0,0,False,,,2.9335300684213035,0.4551268368519152
500,cargo-only,3510,2844,0.8102564102564103,0.18974358974358974,10.654701709747314,1,0,False,,,7.873192986765867,0.1308190899091217
501,cargo-only,19367,19202,0.9914803531780865,0.008519646821913529,5.746288537979126,2,0,False,,,2.048334314681611,0.5026061948577483
502,cargo-only,1979,1562,0.7892875189489641,0.2107124810510359,5.768639326095581,2,0,False,,,7.7665296855337385,0.11697260728847247
503,cargo-only,4351,3527,0.8106182486784648,0.18938175132153523,7.497666120529175,2,0,False,,,9.387034889576224,0.14871198201374636
504,cargo-only,16229,16196,0.9979666029946392,0.0020333970053607597,5.264756917953491,2,0,False,,,2.798262336795878,0.6577572810332015
505,cargo-only,30073,30073,1.0,0.0,7.715161085128784,0,0,False,,,2.243865416046229,0.4268422560521937
506,cargo-only,30179,25948,0.8598031743927896,0.14019682560721036,5.00382924079895,2,0,False,,,1.9754183710118611,0.7916114806967667
507,cargo-only,1278,1217,0.9522691705790297,0.04773082942097029,6.9734930992126465,1,0,False,,,9.610692114232828,0.11132547935216487
508,cargo-only,94558,84196,0.890416463969204,0.10958353603079596,5.670471429824829,2,0,False,,,1.380608870985263,0.8267861501367916
509,cargo-only,39693,34662,0.8732522107172549,0.1267477892827451,7.045743703842163,1,0,False,,,2.5129313522660763,0.3330125768373469
510,cargo-only,1679,1307,0.7784395473496128,0.22156045265038715,5.44116735458374,2,0,False,,,8.306202571197948,0.15906502283962773
511,cargo-only,5250,4279,0.815047619047619,0.18495238095238098,10.939385652542114,2,0,False,,,7.788165496621522,0.1622413350037375
512,cargo-only,3849,3674,0.9545336451026241,0.04546635489737594,7.195580720901489,2,0,False,,,4.449795955136182,0.3358532277729009
513,cargo-only,3015,2461,0.8162520729684909,0.1837479270315091,6.458142518997192,2,0,False,,,9.669282863465407,0.17079634137024452
514,cargo-only,122709,98688,0.8042441874679119,0.19575581253208807,5.67485237121582,2,0,False,,,1.5187267407448295,0.7533550202669776
515,cargo-only,17593,17512,0.9953958960950378,0.004604103904962242,4.814390659332275,2,0,False,,,1.590334346641729,0.5714533697487505
516,cargo-only,9599,7692,0.8013334722366913,0.19866652776330873,10.50926399230957,1,0,False,,,4.1121906405431385,0.21455733540982524
517,cargo-only,21167,21167,1.0,0.0,5.21780800819397,2,0,False,,,1.8656602993275127,0.9473517559935634
518,cargo-only,4284,3332,0.7777777777777778,0.2222222222222222,8.729857444763184,1,0,False,,,6.055932637902808,0.13700521520023265
519,cargo-only,8563,7236,0.8450309470979797,0.15496905290202034,5.610269069671631,2,0,False,,,4.391415777585711,0.351089664637393
520,cargo-only,38458,35775,0.930235581673514,0.06976441832648606,4.9136457443237305,2,0,False,,,1.9119596787471094,0.7350155192357851
521,cargo-only,5715,5059,0.8852143482064742,0.11478565179352584,5.460891246795654,2,0,False,,,5.865392620036408,0.2888883460784238
522,cargo-only,7479,5640,0.7541115122342559,0.24588848776574412,10.785560369491577,1,0,False,,,3.9144978058160684,0.12804837196911786
523,cargo-only,50247,41421,0.8243477222520748,0.17565227774792525,7.3138532638549805,2,0,False,,,1.9412557009543447,0.7560306105544945
524,cargo-only,5507,5507,1.0,0.0,7.652596473693848,0,0,False,,,6.559181787613808,0.24134497893867835
525,cargo-only,42778,38942,0.9103277385572023,0.08967226144279772,6.91789436340332,1,0,False,,,3.095844119430751,0.40855382334211254
526,cargo-only,831,715,0.8604091456077015,0.13959085439229846,6.124156475067139,1,0,False,,,8.987042925462458,0.08932206432622852
527,cargo-only,196449,196449,1.0,0.0,7.815506219863892,0,0,False,,,1.2593874196937322,0.8135154076715729
528,cargo-only,7950,6774,0.8520754716981133,0.14792452830188674,7.510651588439941,2,0,False,,,3.281658514283917,0.3100885739855966
529,cargo-only,10829,9094,0.839782066672823,0.16021793332717704,4.530893802642822,2,0,False,,,5.9345115450833115,0.2425532274911185
530,cargo-only,771,732,0.9494163424124513,0.05058365758754868,5.183902263641357,2,0,False,,,6.92129095249462,0.11853485947406864
531,cargo-only,2300,1820,0.7913043478260869,0.20869565217391306,7.6674580574035645,1,0,False,,,8.780509479048439,0.1109506577883593
532,cargo-only,19595,18986,0.9689206430211789,0.031079356978821138,5.97254753112793,2,0,False,,,1.6865547413809814,0.356137816808532
533,cargo-only,4290,3854,0.8983682983682983,0.10163170163170165,7.3216187953948975,1,0,False,,,7.589254285418946,0.19326489516183407
534,cargo-only,20908,16042,0.7672661182322555,0.23273388176774445,5.422317981719971,2,0,False,,,3.07848006171794,0.3750277678897261
535,cargo-only,61183,56542,0.9241455959988886,0.07585440400111143,4.688723802566528,2,0,False,,,1.184347257221844,0.9439105506696986
536,cargo-only,1546,1286,0.8318240620957309,0.1681759379042691,10.99068021774292,2,0,False,,,9.846098975293527,0.14574248142871227
537,cargo-only,2288,2181,0.9532342657342657,0.04676573426573427,5.9138572216033936,2,0,False,,,8.713930226917874,0.12058844593201125
538,cargo-only,38610,34382,0.8904946904946905,0.10950530950530946,5.655430793762207,1,0,False,,,2.788914977507501,0.3940664206495793
539,cargo-only,1438,1060,0.7371349095966621,0.26286509040333794,11.003039121627808,2,0,False,,,8.840004133764005,0.10644880448255419
540,cargo-only,2751,2751,1.0,0.0,5.056567668914795,2,0,False,,,6.483176366016367,0.28464772419306794
541,cargo-only,97063,76977,0.7930622379279437,0.20693776207205627,4.8267645835876465,2,0,False,,,1.5725988198918535,0.7676085882078115
542,cargo-only,24437,19097,0.7814789049392314,0.21852109506076856,5.728418827056885,2,0,False,,,2.595616631093819,0.6129983728470197
543,cargo-only,42429,38191,0.9001154870489524,0.09988451295104761,9.631511449813843,1,0,False,,,2.7906512221375372,0.4417259391357439
544,cargo-only,16578,13427,0.8099288213294727,0.19007117867052725,5.944661378860474,2,0,False,,,4.068005328176748,0.3059476248448192
545,cargo-only,4790,3763,0.7855949895615867,0.2144050104384133,7.986883163452148,2,0,False,,,7.769664525403436,0.12311637946114515
546,cargo-only,22975,22975,1.0,0.0,4.535557270050049,2,0,False,,,1.626729722122018,0.8919599345534482
547,cargo-only,160503,160503,1.0,0.0,8.1208815574646,0,0,False,,,0.8804046282008172,0.8588983291032357
548,cargo-only,79107,79107,1.0,0.0,9.408388614654541,0,0,False,,,1.3765817272525018,1.3490285625256218
549,cargo-only,33645,33645,1.0,0.0,6.973941326141357,0,0,False,,,3.019022079770394,0.5848666973863585
550,cargo-only,474,473,0.9978902953586498,0.002109704641350185,7.111473083496094,2,0,False,,,9.062297032753344,0.11209591103309897
551,cargo-only,15571,15571,1.0,0.0,7.447119235992432,0,0,False,,,5.355005918673642,0.3181653313816172
552,cargo-only,15713,14379,0.9151021447209318,0.08489785527906824,6.654536962509155,1,0,False,,,3.2289692241134764,0.18917253565742667
553,cargo-only,5247,4177,0.7960739470173432,0.20392605298265676,7.420799970626831,2,0,False,,,7.1482611962423,0.1347341630694609
554,cargo-only,19439,17132,0.8813210556098565,0.11867894439014348,5.183314561843872,2,0,False,,,2.0494780113702493,0.6052153749837561
555,cargo-only,2026,1620,0.7996051332675223,0.20039486673247775,7.653060436248779,2,0,False,,,9.962212213477137,0.1694658591969113
556,cargo-only,12251,9370,0.764835523630724,0.23516447636927595,6.576003551483154,1,0,False,,,4.052028476937598,0.1280874257441864
557,cargo-only,10669,10088,0.9455431624332178,0.05445683756678221,4.4587719440460205,2,0,False,,,2.976595127299336,0.43819596188859916
558,cargo-only,24961,19337,0.7746885140819678,0.22531148591803218,5.353697776794434,2,0,False,,,2.365523168898331,0.8115194764558853
559,cargo-only,23309,21387,0.9175425801192673,0.08245741988073274,7.560182094573975,2,0,False,,,2.64933367969369,0.529598092389269
560,cargo-only,37886,32725,0.8637755371377289,0.13622446286227108,8.717634916305542,1,0,False,,,1.740594276202326,0.605730229120569
561,cargo-only,4071,4071,1.0,0.0,7.67148494720459,0,0,False,,,7.531497435263135,0.11613056080093524
562,cargo-only,131773,124378,0.9438807646482967,0.05611923535170327,7.190385103225708,2,0,False,,,1.1960252915940126,1.361746286689436
563,cargo-only,86765,75438,0.8694519679594307,0.1305480320405693,6.147956848144531,2,0,False,,,1.62226471082355,0.9915916812721655
564,cargo-only,2053,1778,0.8660496833901608,0.13395031660983925,8.94802451133728,1,0,False,,,7.759348567902824,0.11082223003418949
565,cargo-only,3136,2626,0.8373724489795918,0.16262755102040816,5.223961591720581,2,0,False,,,3.958914947359777,0.2210786048153683
566,cargo-only,17129,13105,0.7650767703893981,0.23492322961060186,7.1145384311676025,2,0,False,,,3.0055645397962287,0.3900278160638801
567,cargo-only,57747,57747,1.0,0.0,9.597901821136475,0,0,False,,,2.3307322479190247,0.6493011560944142
568,cargo-only,831,796,0.9578820697954272,0.04211793020457277,4.9471704959869385,2,0,False,,,9.9547011538643,0.15365046848346947
569,cargo-only,12687,9642,0.7599905414991723,0.24000945850082767,6.975886106491089,2,0,False,,,5.474117416452075,0.24839356001207294
570,cargo-only,22951,19293,0.8406169665809768,0.15938303341902316,4.8962037563323975,2,0,False,,,2.2797712449364544,0.4559141293062078
571,cargo-only,20233,19129,0.9454356743933179,0.05456432560668212,5.219259262084961,2,0,False,,,2.2485781825306637,0.5550931036324755
572,cargo-only,9257,9257,1.0,0.0,11.574776649475098,0,0,False,,,6.194738832487447,0.16217746534549585
573,cargo-only,678,597,0.8805309734513275,0.11946902654867253,5.187433242797852,2,0,False,,,8.38925734552248,0.08530632604204101
574,cargo-only,32351,26745,0.8267132391579859,0.1732867608420141,4.796146631240845,2,0,False,,,2.3031979608539834,0.492817355848535
575,cargo-only,8671,8226,0.9486795064006458,0.0513204935993542,4.701526403427124,2,0,False,,,4.065866596608627,0.4172129214707179
576,cargo-only,6645,6645,1.0,0.0,13.301813840866089,0,0,False,,,8.095220175813198,0.13268565296907806
577,cargo-only,4861,4785,0.984365356922444,0.01563464307755602,4.819224119186401,2,0,False,,,4.445126784661112,0.3113517471794126
578,cargo-only,111304,85977,0.7724520232875728,0.2275479767124272,7.432300329208374,1,0,False,,,1.9198534449495834,0.745799147025574
579,cargo-only,28414,27690,0.9745196030125994,0.025480396987400566,7.14882230758667,2,0,False,,,1.3263835517091684,0.9419108658841594
580,cargo-only,11342,9632,0.8492329395168401,0.1507670604831599,4.6782190799713135,2,0,False,,,3.6767444577487085,0.44796617772703995
581,cargo-only,15571,12259,0.7872968980797637,0.21270310192023634,7.723660230636597,2,0,False,,,4.305968204409013,0.24619463606127875
582,cargo-only,1187,960,0.8087615838247684,0.19123841617523163,5.335344552993774,2,0,False,,,8.452135592439156,0.08003604473680319
583,cargo-only,50447,40636,0.8055186631514263,0.19448133684857372,6.090014696121216,1,0,False,,,1.7473664095951673,0.6209008135822998
584,cargo-only,3424,2637,0.7701518691588785,0.22984813084112155,10.492297887802124,1,0,False,,,8.184864842323814,0.10834857094141562
585,cargo-only,65972,51069,0.7741011338143455,0.22589886618565447,5.265684127807617,2,0,False,,,2.3741732935942697,0.3292105915343726
586,cargo-only,1544,1352,0.8756476683937824,0.12435233160621761,4.577945947647095,2,0,False,,,7.745549482867559,0.13842785743420832
587,cargo-only,200893,171794,0.8551517474476462,0.14484825255235378,8.396274328231812,2,0,False,,,1.1219318737549748,0.9184843007195799
588,cargo-only,20857,20857,1.0,0.0,8.029166460037231,0,0,False,,,3.471332055822693,0.4149216018874127
589,cargo-only,3037,2317,0.762923938096806,0.23707606190319397,6.36314845085144,2,0,False,,,7.975513387804353,0.223232901083027
590,cargo-only,987,867,0.878419452887538,0.12158054711246202,5.534389495849609,2,0,False,,,9.421151395579402,0.10583959668635319
591,cargo-only,53513,46757,0.8737503036645301,0.1262496963354699,5.484877824783325,2,0,False,,,1.4233908643461335,1.2157437464473566
592,cargo-only,2778,2544,0.9157667386609071,0.08423326133909292,7.391383409500122,1,0,False,,,9.915542222805444,0.09667719931789938
593,cargo-only,38621,38620,0.9999741073509231,2.5892649076930674e-05,5.507037401199341,2,0,False,,,1.3344583172247366,1.618760661531829
594,cargo-only,14785,11570,0.7825498816367941,0.21745011836320594,7.5553717613220215,2,0,False,,,4.926332399248531,0.3371613707175329
595,cargo-only,43238,43238,1.0,0.0,9.338584423065186,0,0,False,,,2.0621559532887925,0.7432977357459418
596,cargo-only,4090,3553,0.8687041564792176,0.13129584352078238,5.906934976577759,2,0,False,,,7.9088947424626745,0.13261318289831484
597,cargo-only,5593,4758,0.8507062399427856,0.1492937600572144,5.091232776641846,2,0,False,,,4.898826701680249,0.3190727205507696
598,cargo-only,7755,6549,0.8444874274661509,0.1555125725338491,8.101508617401123,2,0,False,,,4.395767234950967,0.20782165268043093
599,cargo-only,7636,7121,0.9325563122053431,0.06744368779465693,7.653990745544434,2,0,False,,,2.7670119818317107,0.24276569701587064
600,cargo-only,32263,30637,0.9496017109382264,0.05039828906177357,6.828556537628174,1,0,False,,,1.9429771848818431,0.4015198036982784
601,cargo-only,30456,25305,0.8308707643814027,0.16912923561859727,4.862231731414795,2,0,False,,,2.5748445766357944,0.7206050797757559
602,cargo-only,850,817,0.9611764705882353,0.0388235294117647,4.733974456787109,2,0,False,,,8.329282964293583,0.11216045835516483
603,cargo-only,1991,1988,0.9984932194876946,0.0015067805123053502,4.645380258560181,2,0,False,,,6.555548619366699,0.244017628718322
604,cargo-only,66680,54099,0.8113227354529094,0.18867726454709055,6.153505802154541,1,0,False,,,2.296158744890712,0.6103170226678211
605,cargo-only,22790,22790,1.0,0.0,5.964883089065552,2,0,False,,,2.192598477837575,0.5233733047373931
606,cargo-only,1201,942,0.7843463780183181,0.21565362198168192,7.474468231201172,1,0,False,,,9.61357877550953,0.07092485683868016
607,cargo-only,6996,5467,0.7814465408805031,0.21855345911949686,8.310889959335327,1,0,False,,,7.228433641683536,0.2017123523138004
608,cargo-only,131738,124865,0.9478282651930346,0.05217173480696535,7.543553352355957,2,0,False,,,1.2361660362740414,0.8984187716850777
609,cargo-only,166919,157340,0.9426128840934824,0.05738711590651757,7.45056414604187,1,0,False,,,1.2539212677080975,1.2727788604321923
610,cargo-only,3873,3230,0.8339788277820811,0.1660211722179189,11.015276670455933,1,0,False,,,9.586750175478292,0.0827629541716251
611,cargo-only,53758,45679,0.8497153911975892,0.1502846088024108,4.862072467803955,2,0,False,,,1.6332855960673507,0.7184863960415515
612,cargo-only,2939,2253,0.7665872745831915,0.23341272541680846,8.37417221069336,1,0,False,,,9.189338477939632,0.1487941028598742
613,cargo-only,936,897,0.9583333333333334,0.04166666666666663,5.724247932434082,1,0,False,,,9.97754212975621,0.1315144482925997
614,cargo-only,23175,17430,0.7521035598705501,0.2478964401294499,5.081578969955444,2,0,False,,,3.4460958978657903,0.27190444410431347
615,cargo-only,30517,26896,0.8813448241963496,0.11865517580365037,5.634542942047119,2,0,False,,,1.8842975688211292,0.657152596477245
616,cargo-only,1438,1292,0.8984700973574409,0.10152990264255912,4.674185037612915,2,0,False,,,6.052080326268311,0.1885028871658468
617,cargo-only,37466,33140,0.884535312016228,0.11546468798377196,4.883668661117554,2,0,False,,,2.2471683162895575,0.7666337778903706
