idx,frame_id,label_present,geometry_ok,rendered,pallet_type,diagnostic_mode,noise_tier,image_w,image_h,fx,fy,cx,cy,label_reproj_consistency_px,camera_distance_measured_m,camera_distance_used_m,camera_distance_source,camera_distance_limit_m,elevation_deg_actual,projected_size_actual,object_depth_z_m,mask_m0_area,mask_m0_bbox_w_px,mask_m0_bbox_h_px,mask_m0_min_side_px,bbox_all_w_px,bbox_all_h_px,bbox_all_min_side_px,bbox_all_diag_px,bbox_vis_w_px,bbox_vis_h_px,bbox_vis_min_side_px,bbox_vis_diag_px,bbox_vis_area_px2,visible_kp_min_pair_dist_px,visible_kp_hull_area_px2,inframe_corner_count,visible_corner_count,visible_kp_count,V_vis_label,visible_corner_count_matches_label,pnp_exact_success,pnp_exact_inliers,pnp_exact_reproj_mean_px,pnp_exact_reproj_max_px,pnp_exact_trans_err_cm,pnp_exact_rot_err_deg,canonical3d_exact_reproj_mean_px,mc1px_solve_fail_rate,mc1px_diverged_rate,mc1px_pose_fail_rate,mc1px_trans_cm_q50,mc1px_trans_cm_q90,mc1px_trans_cm_q95,mc1px_rot_deg_q50,mc1px_rot_deg_q90,mc1px_rot_deg_q95,mc1px_reproj_px_q50,mc1px_reproj_px_q90,mc1px_reproj_px_q95,mc2px_solve_fail_rate,mc2px_diverged_rate,mc2px_pose_fail_rate,mc2px_trans_cm_q50,mc2px_trans_cm_q90,mc2px_trans_cm_q95,mc2px_rot_deg_q50,mc2px_rot_deg_q90,mc2px_rot_deg_q95,mc2px_reproj_px_q50,mc2px_reproj_px_q90,mc2px_reproj_px_q95,mc3px_solve_fail_rate,mc3px_diverged_rate,mc3px_pose_fail_rate,mc3px_trans_cm_q50,mc3px_trans_cm_q90,mc3px_trans_cm_q95,mc3px_rot_deg_q50,mc3px_rot_deg_q90,mc3px_rot_deg_q95,mc3px_reproj_px_q50,mc3px_reproj_px_q90,mc3px_reproj_px_q95,physical_valid,physical_violations,physical_unknown,gate_valid,gate_valid_unknown,gate_unknown_fields,G1_pass,G2_pass,G3_pass,G4_pass,G5_pass,pnp_eligible_candidate_2cell,pnp_eligible_candidate_3cell,pnp_eligible_candidate_4cell,tiny_warning,pnp_stress
142,f0142,True,True,True,Pallet_2,cargo-only,,640,480,605.9065,605.9065,320,240,1.1368684e-13,2.3233905,2.3233905,label_recomputed,10,21.136,,2.1818535,29458,428,97,97,429.6656,244.15063,244.15063,494.18828,429.6656,79.283155,79.283155,436.91915,34065.244,37.562104,16986.574,4,4,5,4,True,True,5,8.1367293e-06,1.6202265e-05,2.0350691e-06,4.5177455e-06,7.9665338e-06,0,0,0.005,0.73485465,1.4036929,1.6593523,0.49039702,0.81690074,0.99203436,0.74433559,1.2382925,1.3473622,0,0.005,0.015,1.502456,3.1172461,3.5193646,0.95611481,1.6118849,1.9692668,1.5820088,2.5042868,2.7403573,0,0,0.075,2.0652357,4.3196439,5.6260441,1.4429796,2.7010007,3.0658107,2.4073332,3.6700039,3.9299876,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
143,f0143,True,True,True,Pallet_1,cargo-only,,640,480,687.61367,687.61367,320,240,5.6843419e-14,1.5107551,1.5107551,label_recomputed,10,26.136,,1.4740145,150287,637,343,343,723.35941,392.05003,392.05003,822.77096,66.371144,332.08546,66.371144,338.65304,22040.892,56.794914,2452.1503,5,4,4,4,True,True,4,1.0492585e-05,1.1839953e-05,2.1867272e-05,5.3997387e-06,1.0492585e-05,0,0,0,1.1297672,2.4946772,2.7237725,0.64285093,1.22181,1.4718532,0.40217857,0.79881161,0.95108983,0.08,0.08,0.145,1.9835961,4.139267,5.2485374,1.2187289,2.3732763,2.7588241,0.88588436,1.5414409,1.666365,0.17,0.17,0.325,3.2396843,6.0620253,7.1635402,1.936058,3.8151934,4.5780592,1.2730495,2.3609323,2.7671052,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
145,f0145,True,True,True,Pallet_1,cargo-only,,640,480,630.3309,630.3309,320,240,1.1368684e-13,31.638421,31.638421,label_recomputed,10,4.587,,28.255753,79,20,5,5,35.697248,6.0370424,6.0370424,36.204135,17.815459,3.0236846,3.0236846,18.070231,53.868328,3.0254395,26.861133,4,2,3,2,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,camera_distance_over_limit,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,True,True
146,f0146,True,True,True,Pallet_2,cargo-only,,640,480,605.9065,605.9065,320,240,0,6.8319623,6.8319623,label_recomputed,10,64.423,,6.8319623,8500,123,105,105,123.37294,106.41209,106.41209,162.92457,123.37294,106.41209,106.41209,162.92457,13128.373,6.1119843,9240.9787,8,8,8,8,True,True,8,5.8518424e-06,1.3111962e-05,4.0405938e-05,1.8070982e-05,5.0312532e-06,0,0,0.275,3.0820356,7.6446508,8.7316569,1.5442096,2.6804565,2.8415508,0.98782871,1.3196691,1.3850937,0,0,0.665,7.0083968,17.131558,20.981898,3.0704044,5.1834084,5.7384037,2.023771,2.6999142,2.8305829,0,0,0.865,9.737446,23.158858,26.539693,5.0559556,8.8067713,11.239417,3.0312394,4.2417111,4.5691588,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
147,f0147,True,True,True,Pallet_3,controlled-occlusion,,720,480,674.82412,674.82412,360,240,1.1368684e-13,3.1170631,3.1170631,label_recomputed,10,11.125,,2.9719315,20624,346,87,87,350.06953,102.21711,102.21711,364.68755,274.52041,36.043986,36.043986,276.87655,9894.8098,36.308244,6137.6887,7,4,5,4,True,True,5,8.1059548e-06,1.4466254e-05,2.8424983e-05,6.6133022e-06,5.8926033,0,0.08,0.545,7.6669263,58.278258,92.023694,3.9520993,39.378511,40.897045,12.291885,48.058355,52.365306,0,0.12,0.635,7.7101984,69.031394,103.31882,2.3057213,37.103293,141.23264,7.7865294,41.543085,48.071586,0,0.075,0.72,8.7975017,47.083448,85.782861,3.2776937,35.62479,40.303335,8.269622,44.570863,49.217715,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
148,f0148,True,True,True,Pallet_3,cargo-only,,720,480,525.31297,525.31297,360,240,2.2737368e-13,1.6535362,1.6535362,label_recomputed,10,1.169,,1.5613115,27030,383,97,97,568.69802,98.325844,98.325844,577.13552,280.70544,98.325844,98.325844,297.42817,27600.6,29.246769,19430.284,6,6,7,6,True,True,7,1.6164868e-05,3.0190684e-05,1.7233101e-06,4.1826196e-06,1.37941e-05,0,0,0,0.67358901,1.7605397,1.9915432,0.2841207,0.54126006,0.61419993,0.99630778,1.3308994,1.381347,0,0,0.005,1.4662301,3.4746506,4.0139722,0.59221687,1.0959422,1.221131,2.0595045,2.749676,2.9106253,0,0,0.14,2.3120027,5.4557611,6.7453448,0.83811825,1.6386782,1.8235663,3.2379038,4.3296553,4.6004285,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
149,f0149,True,True,True,Pallet_2,cargo-only,,640,480,514.56976,514.56976,320,240,2.2737368e-13,1.0034745,1.0034745,label_recomputed,10,23.82,,0.95847605,181031,640,329,329,1348.0939,421.44085,421.44085,1412.4339,257.4576,111.73403,111.73403,280.65799,28766.776,63.478201,7882.8771,2,2,3,2,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,False,True
150,f0150,True,True,True,Pallet_0,controlled-occlusion,,640,480,675.83718,675.83718,320,240,1.1368684e-13,7.5451706,7.5451706,label_recomputed,10,19.644,,7.1675367,4835,142,46,46,144.61316,63.527956,63.527956,157.95179,73.442587,39.402532,39.402532,83.344905,2893.8239,12.627992,1531.5272,6,4,5,4,True,True,5,7.2246922e-06,1.3038363e-05,0.00016479567,1.5080649e-05,1.0334117e-05,0,0.245,0.85,18.115072,284.98754,360.1163,1.7331595,40.65843,46.085723,0.88543093,13.037715,14.714206,0,0.29,0.93,32.232765,355.84231,391.22585,4.0850922,39.302599,44.932454,2.0072835,12.795553,15.118102,0,0.375,0.97,66.16036,380.43237,457.86158,5.9924847,34.104611,45.754866,3.2880112,11.231585,12.91646,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
151,f0151,True,True,True,Pallet_1,cargo-only,,560,560,605.9065,605.9065,280,280,5.6843419e-14,11.965489,11.965489,label_recomputed,10,2.608,,11.508484,593,67,11,11,67.409563,11.020916,11.020916,68.304537,67.409563,11.020916,11.020916,68.304537,742.91514,7.0277408,659.38724,8,8,8,8,True,True,8,4.5838021e-06,7.6302145e-06,6.5298358e-05,7.3444386e-06,4.5818245e-06,0,0,0.77,13.280202,30.344394,32.238161,1.0147489,1.7362534,1.9665769,0.97868925,1.3350891,1.4344114,0,0,0.91,23.283459,52.922587,67.383622,2.1474551,3.3982426,3.6473083,1.9367431,2.4884666,2.6904267,0,0.07,0.95,34.986704,89.100888,106.29892,3.3071793,6.1138125,7.8738742,2.8731138,4.1684756,5.0994038,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,False,False,False,True,True
152,f0152,True,True,True,Pallet_3,cargo-only,,960,540,336.11078,336.11078,480,270,5.6843419e-14,1.4405988,1.4405988,label_recomputed,10,48.338,,1.4405988,51646,334,316,316,339.4512,319.67561,319.67561,466.28276,339.4512,319.67561,319.67561,466.28276,108514.27,11.882073,57373.71,8,8,9,8,True,True,9,1.437583e-05,3.0797186e-05,9.294117e-06,6.8301892e-06,1.6182241e-05,0,0,0,0.46598098,0.8402843,0.97369727,0.45342392,0.76610561,0.87015086,1.1512607,1.5508079,1.6683061,0,0,0,0.82179758,1.5894899,2.2084695,0.84189193,1.4088127,1.5853583,2.3361122,3.122044,3.3242119,0,0,0.01,1.3031027,2.6126931,3.2242065,1.3747889,2.3087243,2.8493674,3.4879634,4.595291,5.2520011,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
153,f0153,True,True,True,Pallet_0,cargo-only,,640,480,617.83654,617.83654,320,240,2.8421709e-14,1.0797143,1.0797143,label_recomputed,10,9.062,,1.078903,133421,640,264,264,1212.0093,303.78225,303.78225,1249.5,162.28424,63.345018,63.345018,174.20897,10279.898,53.309275,4271.2438,2,2,3,2,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,False,True
154,f0154,True,True,True,Pallet_1,cargo-only,,720,480,410.55814,410.55814,360,240,5.6843419e-14,1.0705684,1.0705684,label_recomputed,10,39.739,,1.0698704,138998,611,362,362,618.5359,497.20638,497.20638,793.59992,584.79931,135.644,135.644,600.32452,79324.518,41.774706,10024.322,5,3,3,3,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,False,True
155,f0155,True,True,True,Pallet_2,cargo-only,,640,480,586.03367,586.03367,320,240,1.1368684e-13,1.9788974,1.9788974,label_recomputed,10,26.979,,1.922535,67726,439,271,271,440.78547,279.02648,279.02648,521.67769,440.78547,244.56425,244.56425,504.0868,107800.37,48.527111,58878.99,7,6,6,6,True,True,6,1.1757743e-05,2.237289e-05,6.8749463e-06,1.7075473e-06,1.125885e-05,0,0,0,0.39963564,0.75440549,0.86983922,0.26780692,0.51806824,0.56507594,0.94839673,1.4283728,1.5138859,0,0,0,0.73464685,1.6870884,1.946724,0.49878746,0.9951976,1.2754998,1.8845146,2.8689917,3.0968493,0,0,0.005,1.3005405,2.4580463,2.9697953,0.87531257,1.4066466,1.7109545,2.7329729,4.0980565,4.5110972,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
157,f0157,True,True,True,Pallet_2,cargo-only,,960,540,469.42228,469.42228,480,270,1.1368684e-13,11.728965,11.728965,label_recomputed,10,6.049,,11.074791,499,52,15,15,53.244193,14.964145,14.964145,55.307049,53.244193,13.049938,13.049938,54.820114,694.83341,6.922632,545.60427,8,7,7,7,True,True,7,1.2001002e-05,1.4869663e-05,0.00017290707,2.5037558e-05,1.2001002e-05,0,0,0.875,17.064426,35.866485,41.126272,1.4123573,2.2188887,2.451614,0.98640458,1.3589513,1.4137937,0,0.04,0.965,29.199098,71.779522,93.088181,2.976449,5.2150692,7.2249603,1.9678873,2.7779448,9.7563051,0,0.215,0.99,49.694462,137.90213,160.91455,5.029435,11.331005,39.440882,2.9431354,8.1159485,17.546476,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,False,False,False,True,True
158,f0158,True,True,True,Pallet_1,controlled-occlusion,,640,480,589.18511,589.18511,320,240,2.8421709e-14,2.5829584,2.5829584,label_recomputed,10,6.236,,2.438896,14675,279,79,79,399.27048,79.601071,79.601071,407.12805,172.17338,33.472327,33.472327,175.39689,5763.0436,6.2194147,5220.4466,6,5,6,5,True,True,6,7.0543788e-06,2.1306521e-05,1.9265702e-06,3.6222548e-06,6.560215e-06,0,0,0.005,1.266866,2.7273462,3.2908888,0.33132443,0.62660115,0.67846366,0.91037546,1.2951781,1.3905778,0,0,0.14,2.3670073,5.5267282,6.3269959,0.68299567,1.1284791,1.2857839,1.7431069,2.4913021,2.8112349,0,0,0.345,3.5042467,8.2940831,9.4257372,0.99493064,1.8928012,2.162359,2.735081,3.7871003,3.9446003,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
159,f0159,True,True,True,Pallet_3,cargo-only,,640,480,605.9065,605.9065,320,240,0,1.5672524,1.5672524,label_recomputed,10,12.917,,1.5487584,72117,511,237,237,518.21348,239.73495,239.73495,570.97991,518.21348,228.46324,228.46324,566.3397,118392.73,46.12808,77789.656,8,6,7,6,True,True,7,7.3295311e-05,0.00022674846,1.0711164e-05,6.8301892e-06,6.8222603e-05,0,0,0,0.23195308,0.45798813,0.52936952,0.17434727,0.28993666,0.32037732,1.0088981,1.3986003,1.4735124,0,0,0,0.48175031,0.93264187,1.0082981,0.35039361,0.58116602,0.65787777,2.0184026,2.8866998,3.1608916,0,0,0,0.70852295,1.2477555,1.4154448,0.52504447,0.83468042,0.90779243,3.170324,4.3209461,4.6043119,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
160,f0160,True,True,True,Pallet_1,controlled-occlusion,,640,480,574.11803,574.11803,320,240,5.6843419e-14,6.4112324,6.4112324,label_recomputed,10,31.227,,5.8043952,7601,150,98,98,151.35514,98.581803,98.581803,180.62877,113.95545,98.581803,98.581803,150.67919,11233.934,10.79158,4689.0916,8,6,7,6,True,True,7,3.2651043e-06,4.6912992e-06,3.22451e-05,3.1945285e-06,3.372491e-06,0,0,0.435,4.1316402,9.7606171,11.104998,0.864997,1.549692,1.8243825,0.95590879,1.2332947,1.2974014,0,0.005,0.725,8.7775252,22.178515,26.199746,1.8654478,3.1512184,3.4393148,1.9216027,2.567253,2.7841652,0,0.025,0.79,12.556619,35.777368,42.840768,2.7562982,5.3038265,6.3208727,2.8583561,3.8678967,4.307154,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
161,f0161,True,True,True,Pallet_0,cargo-only,,960,540,605.9065,605.9065,480,270,1.1368684e-13,1.0111237,1.0111237,label_recomputed,10,76.942,,0.9964465,277400,889,539,539,947.80036,1077.703,947.80036,1435.1896,488.54554,325.96294,325.96294,587.30621,159247.74,61.684196,77913.195,3,3,4,3,True,True,4,6.9390954e-05,0.00022439861,5.2382508e-05,5.9446193e-05,8.5644727e-05,0,0,0.005,1.59919,3.0360721,3.7755844,1.5416784,3.1922511,3.6671381,1.7307094,4.1082614,4.5958902,0,0,0.265,3.3953394,6.295754,7.3022604,3.3429932,6.4365267,8.2444722,3.6953694,8.1384809,9.7553498,0,0,0.57,5.1180879,10.131365,12.634435,5.1134151,10.640944,13.085805,5.094985,13.003181,15.665302,True,,ground_continuity_pass,False,False,,False,True,True,True,True,True,True,True,False,False
163,f0163,True,True,True,Pallet_2,cargo-only,,640,480,492.00615,492.00615,320,240,1.4210855e-14,2.5571362,2.5571362,label_recomputed,10,7.226,,2.3172225,13899,322,69,69,327.7874,94.568549,94.568549,341.15655,314.09711,60.655353,60.655353,319.90009,19051.671,9.1950159,9690.8615,5,5,6,5,True,True,6,4.4701937e-06,5.6518398e-06,2.8245276e-06,1.2074183e-06,4.470194e-06,0,0,0,0.92742007,2.0312205,2.5701096,0.32777951,0.55187451,0.61092795,0.93702336,1.3466603,1.4639117,0,0.005,0.03,1.6299167,3.954454,4.538026,0.66452171,1.0290282,1.1522417,1.7866595,2.6049104,2.7752514,0,0.01,0.21,2.9325511,6.7116643,7.8157291,0.94281805,1.6715502,1.807628,2.7161317,3.8121157,4.478314,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
164,f0164,True,True,True,Pallet_0,cargo-only,,560,560,605.9065,605.9065,280,280,5.6843419e-14,23.36532,23.36532,label_recomputed,10,66.132,,23.36532,712,36,37,36,37.594173,37.666673,37.594173,53.217479,37.594173,37.666673,37.594173,53.217479,1416.0474,1.474249,784.60651,8,8,8,8,True,True,8,5.2439374e-06,9.8736618e-06,8.3379398e-05,2.839359e-05,4.9957056e-06,0,0.145,0.985,39.204168,102.71679,117.0276,6.6482183,13.152765,18.789907,1.0163584,1.3633552,1.4711921,0,0.46,1,79.498031,187.51937,222.08892,15.260676,49.755019,54.578503,1.8871731,2.6051087,2.795229,0,0.76,1,150.83916,312.2569,350.44293,26.642756,59.032972,62.307586,2.9832378,4.0415389,4.203314,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
165,f0165,True,True,True,Pallet_2,cargo-only,,960,540,658.27514,658.27514,480,270,2.2737368e-13,0.89812088,0.89812088,label_recomputed,10,1.095,,0.86492651,208604,960,295,295,2135.1952,520.11903,520.11903,2197.6311,600.48209,108.64097,108.64097,610.23078,65236.957,84.779021,56801.689,4,4,5,4,True,True,5,2.1829874e-05,2.5674148e-05,3.5013378e-06,2.4148365e-06,4.8454969e-05,0,0,0,0.36587483,0.64221172,0.70859353,0.25494602,0.434909,0.55184481,1.2135914,1.9001906,2.1380507,0,0,0.02,0.74370068,1.3872081,1.5448641,0.56846386,0.94860007,1.0487734,2.3172148,4.236139,4.8134223,0,0,0.01,1.1369704,1.84393,2.0001681,0.79990174,1.246636,1.5018704,3.2214058,5.9636537,7.2749852,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
166,f0166,True,True,True,Pallet_3,cargo-only,,640,480,427.7173,427.7173,320,240,5.6843419e-14,8.0229186,8.0229186,label_recomputed,10,17.288,,7.6360752,1590,78,33,33,79.663419,33.774187,33.774187,86.527198,79.663419,30.416614,30.416614,85.272684,2423.0915,7.8828684,1254.1279,8,6,7,6,True,True,7,2.734432e-06,3.2265905e-06,1.8244297e-05,2.0913098e-06,3.1130499e-06,0,0,0.67,7.4101809,17.507833,20.149434,1.5148601,2.591141,3.1302324,0.96824953,1.3099422,1.4476628,0,0,0.91,18.137629,38.85452,47.300484,3.3993034,26.101097,30.976419,1.8795392,9.6381487,10.483451,0,0,0.975,27.254006,54.162449,63.246088,5.5165117,30.462696,33.846349,3.0426784,10.766267,11.641506,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,False,False,True
167,f0167,True,True,True,Pallet_1,cargo-only,,640,480,605.9065,605.9065,320,240,5.6843419e-14,3.3044469,3.3044469,label_recomputed,10,10.71,,2.996345,9926,177,71,71,338.1962,73.861826,73.861826,346.16794,138.48537,68.060471,68.060471,154.30628,9425.3798,23.073956,4579.5503,4,4,5,4,True,True,5,6.1939861e-06,9.4074377e-06,4.9889973e-05,4.5177455e-06,6.6157731e-06,0,0.015,0.105,2.104053,5.0302111,6.1595915,0.59994149,1.030387,1.2429113,0.77227418,1.186617,1.3499901,0,0.08,0.5,4.9820616,19.312576,162.84105,1.162642,2.8503544,32.186996,1.5990245,3.0886608,31.278977,0,0.125,0.71,9.5858781,161.95057,228.763,2.1155319,31.933039,34.492525,2.4842832,32.165122,36.388332,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
169,f0169,True,True,True,Pallet_3,cargo-only,,640,480,558.4267,558.4267,320,240,5.6843419e-14,1.6197186,1.6197186,label_recomputed,10,20.865,,1.6197186,75771,582,174,174,589.75592,174.78764,174.78764,615.11199,589.75592,174.78764,174.78764,615.11199,103082.04,40.090997,64580.928,8,6,7,6,True,True,7,1.1882157e-05,2.556363e-05,4.864247e-06,2.6998693e-06,1.1392096e-05,0,0,0,0.43579197,0.74938975,0.89888093,0.35670063,0.65544365,0.76224805,1.3865339,2.2463591,2.4896179,0,0,0,0.72534055,1.3628848,1.6179349,0.69571528,1.2189819,1.2763615,2.4570425,4.1987985,4.9423244,0,0,0,1.3342973,2.3264336,2.5737495,1.1407253,2.0123411,2.5224501,3.8330762,6.5855119,7.6977739,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
170,f0170,True,True,True,Pallet_0,controlled-occlusion,,640,480,626.84131,626.84131,320,240,5.6843419e-14,2.9721983,2.9721983,label_recomputed,10,14.276,,2.7920334,26241,288,130,130,292.79419,132.70908,132.70908,321.4656,131.89233,114.43156,114.43156,174.61434,15092.645,30.189738,7524.9883,8,4,5,4,True,True,5,1.2395882e-05,1.741424e-05,1.7307583e-05,9.1954236e-06,1.1025278e-05,0,0.045,0.115,2.1140563,5.983267,8.8299501,0.54544004,1.1194406,1.5129806,0.78919817,1.3084847,1.7628506,0,0.195,0.545,5.7277067,357.06719,488.67659,1.1650472,57.369727,66.76141,1.827871,39.581653,52.765943,0,0.265,0.645,7.3745042,314.71882,394.51399,1.8376119,60.582207,64.798129,2.7288168,50.893974,62.02517,True,,ground_continuity_pass,False,False,,True,True,False,True,True,True,True,True,False,True
172,f0172,True,True,True,Pallet_0,cargo-only,,560,560,495.86635,495.86635,280,280,1.1368684e-13,1.1775026,1.1775026,label_recomputed,10,2.686,,1.1103747,62971,517,158,158,953.15587,206.05316,206.05316,975.17384,389.51902,96.665345,96.665345,401.33435,37652.991,40.663136,22331.243,4,4,5,4,True,True,5,2.0903225e-05,3.9380931e-05,3.9680295e-05,1.80306e-05,1.9765269e-05,0,0.01,0.01,0.37512394,0.78957769,0.93214736,0.358336,0.60782235,0.67938393,0.89701998,1.3188134,1.51936,0,0,0,0.81443349,1.521521,1.7277868,0.70745133,1.233647,1.4092316,1.7382102,2.7456437,3.021492,0,0,0,1.2395029,2.472891,2.7428117,1.0241872,1.8669119,2.2148894,2.4092179,3.7210494,4.4371577,True,,ground_continuity_pass,False,False,,True,True,True,True,False,True,True,True,False,False
173,f0173,True,True,True,Pallet_1,cargo-only,,640,480,605.9065,605.9065,320,240,5.6843419e-14,2.5001864,2.5001864,label_recomputed,10,15.389,,2.2770565,25459,270,110,110,418.47863,127.36607,127.36607,437.43168,159.51806,69.085677,69.085677,173.83568,11020.413,29.324083,5501.242,5,3,4,3,True,True,4,4.1103647e-05,0.00012147024,5.7452278e-05,3.7952135e-05,4.1103647e-05,0,0,0.775,9.8664406,22.971666,27.589054,1.8790637,5.1219322,5.5596693,2.3606657,4.6493344,5.4752889,0,0.005,0.91,20.899123,45.57425,59.005487,4.1523154,8.526176,10.017237,5.1103224,8.9776611,9.8915453,0,0.035,0.97,31.019177,71.736485,82.992161,6.2530034,13.193854,16.752875,7.6873552,14.037294,16.563582,True,,ground_continuity_pass,False,False,,False,True,True,True,True,True,True,True,False,True
174,f0174,True,True,True,Pallet_2,controlled-occlusion,,960,540,415.6963,415.6963,480,270,5.6843419e-14,4.2686685,4.2686685,label_recomputed,10,11.342,,4.2686685,4274,144,48,48,144.19013,48.217691,48.217691,152.03861,78.005478,48.217691,48.217691,91.704964,3761.2441,11.023085,2410.9746,8,6,7,6,True,True,7,1.6296736e-05,3.2453977e-05,0.00011314382,1.311592e-05,1.6376871e-05,0,0,0.425,4.1849304,10.110752,13.5204,0.70408384,1.2791682,1.3479239,0.969759,1.2863026,1.4054359,0,0,0.755,9.2486981,21.147591,24.496612,1.5590323,2.8880812,3.2898783,1.8449731,2.6090942,2.856321,0,0,0.82,12.731317,35.669993,41.710195,2.261363,3.9900143,4.8411386,2.850404,4.0267628,4.5629882,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
176,f0176,True,True,True,Pallet_0,cargo-only,,640,480,405.94637,405.94637,320,240,5.6843419e-14,2.4165571,2.4165571,label_recomputed,10,42.313,,2.0892629,38213,249,218,218,343.90506,222.28577,222.28577,409.4895,106.41914,189.49607,106.41914,217.33338,20166.01,19.039588,2907.0553,6,4,4,4,True,True,4,1.1254865e-05,1.8949459e-05,3.2890342e-05,1.4080796e-05,1.1585e-05,0,0,0.635,7.1121762,15.091417,17.94048,4.2330067,7.1447542,7.9177056,0.83070271,1.5995229,1.7547354,0,0.05,0.88,13.304955,30.44973,42.57354,7.6250533,14.699128,27.454051,1.6189557,3.0344182,3.5347477,0,0.24,0.985,24.922611,110.85458,115.65689,13.577497,137.31992,140.55697,2.4817726,4.6604948,5.2068804,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
177,f0177,True,True,True,Pallet_1,cargo-only,,720,480,432.8351,432.8351,360,240,2.2737368e-13,1.1125174,1.1125174,label_recomputed,10,3.878,,1.0725944,62383,720,127,127,841.06544,129.0755,129.0755,850.91219,342.11191,44.734631,44.734631,345.02427,15304.25,37.097355,13703.281,4,4,5,4,True,True,5,7.6552567e-06,9.1419413e-06,1.3698414e-05,1.266351e-05,8.3950776e-06,0,0,0,0.57846119,0.99619314,1.1107923,0.43711088,0.75801004,0.85603295,0.89285851,1.4151924,1.5298928,0,0.01,0.035,1.1900736,2.1405579,2.8432668,0.90868351,1.5821734,1.8184701,1.7189437,2.602151,3.2033546,0,0,0.03,1.623732,3.2084911,4.283524,1.3125201,2.3133033,2.6272221,2.6538859,4.3394558,5.4644634,True,,ground_continuity_pass,False,False,,True,True,True,True,False,True,True,True,False,False
178,f0178,True,True,True,Pallet_2,cargo-only,,960,540,506.8075,506.8075,480,270,1.1368684e-13,0.61956154,0.61956154,label_recomputed,10,31.57,,0.58500586,366207,960,435,435,4488.6827,8163.349,4488.6827,9316.0367,605.05888,201.92096,201.92096,637.86231,122174.07,82.088146,84289.647,4,4,5,4,True,True,5,2.4500135e-05,5.3602411e-05,1.9338892e-05,1.3281601e-05,127.058,0,0,0,0.30802046,0.51088663,0.58810892,0.26447396,0.52631675,0.60801493,1.2760599,2.2670704,2.637034,0,0.005,0.005,0.58929974,0.98418888,1.1703069,0.54116774,1.0971169,1.2593576,2.641131,4.5489943,5.0367168,0,0.005,0.005,0.94431239,1.4099772,1.5602845,0.84408357,1.4943646,1.838095,3.7233137,6.8196755,7.787863,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
179,f0179,True,True,True,Pallet_3,cargo-only,,640,480,605.9065,605.9065,320,240,1.1368684e-13,14.485711,14.485711,label_recomputed,10,14.311,,12.93695,789,49,26,26,63.819391,26.356516,26.356516,69.047669,43.57602,26.356516,26.356516,50.926765,1148.512,6.56215,635.3727,6,6,7,6,True,True,7,1.2477579e-05,1.9769506e-05,0.00027198149,2.1867275e-05,1.2476426e-05,0,0.2,0.92,32.885249,89.236116,110.31287,1.7643993,52.319318,52.936453,1.0136321,22.644213,23.216373,0,0.43,0.965,65.28951,264.30806,791.68213,3.8749998,53.18061,54.818653,2.2336035,22.92841,24.250207,0,0.5,0.99,82.256624,775.79647,1511.5812,6.4766981,56.718242,58.698639,3.1973279,21.727293,23.285011,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,False,False,True
