proposal_index,usable_slot,outcome,stage,primary_reject_reason,explicit_solver_fail_reason,f_target,f_target_bin,elevation_deg,elev_bin,azimuth_bin,v_target,proj_size_bin,proj_size_ratio,position_mode,scene_preset,pallet_type,fx,solve_reject_reason,cam_distance_m,v_probe,pallet_silhouette_px2,f_cargo_est,f_need,occ_name,occ_size_class,occ_side,occ_fill_ratio,occ_scale,occ_d_occ_m,occ_bbox_cross_m2,occ_in_position_band,occ_overlap_target_px2,occ_resample_tries,occluder_side_actual,occluder_side_match,explicit_occluder_visible_px,f_explicit_actual,explicit_abs_error,occluder_feedback_iterations,explicit_proposal_count,explicit_selected_stage,runtime_s,rt_background,rt_anchor,rt_cargo,rt_context,rt_explicit,rt_collision_audit,occ_bbox_x_m,occ_bbox_y_m,occ_bbox_z_m,occ_dim_max_m,occ_dim_mid_m,occ_dim_min_m,occ_footprint_m2,occ_screen_w_px,occ_screen_h_px,occ_screen_area_px2,occ_planned_bottom_z_m,A_target_px2,silhouette_over_target
1960,1410,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.36456283392567557,3,76.4856363065561,6,0,8,3,0.5429262153068684,near-camera,outdoor-night,Pallet_1,605.9065,,1.9181276709697792,8,127804.65631834502,0.8697988660837526,0.0,,,,,,,,,,,,,0,0.0,0.36456283392567557,36,6,,21.268179655075073,0.010785,0.085631,2.864915,12.241095,4.940155,0.085665,,,,,,,,,,,,,
1961,1410,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,43.25444331640772,5,6,5,2,0.2648741497065728,,outdoor-day,Pallet_2,528.7031791831026,,3.9208208997264715,8,18682.194362479997,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,1410,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,13.354295552266802,2,9,6,0,0.08823560175297372,,indoor,Pallet_2,542.4731061407058,,9.3927886265696,6,2446.7115803200045,0.5009705631836718,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,1410,accepted,usable,,,0.12633083870981354,1,38.5446295115882,4,1,7,3,0.47516948897529476,near-pallet,outdoor-day,Pallet_1,605.9065,,2.1916428159577084,7,78245.295440475,0.0,0.12633083870981354,construction_sign_01,road,right,0.4797,0.8480152103766149,1.7202257010859068,1.2816,True,9884.793798092356,6,right,True,5829,,,18,6,prealign,35.412379026412964,0.009585,0.033361,0.008787,11.621395,20.529502,0.047575,1.068,1.2,0.059,1.2,1.068,0.059,0.9216367478737689,248.25038280267216,220.94284069437828,54849.14477988922,-0.23471123832863483,9884.793798092356,5.548840562609858
1964,1411,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,6.981755727233895,1,8,5,4,0.6494268543492377,,random-mix,Pallet_3,643.3689651518171,,1.7027174060468289,4,80127.77886962,0.2123383420923862,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,1411,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.2759477798209089,2,3.878847447379188,1,5,4,1,0.13601023488035613,near-pallet,outdoor-night,Pallet_0,522.6669959295157,,4.403266171079409,8,5133.0449633249955,0.0,0.2759477798209089,street_lamp_01,road,bottom,0.2753,0.9396729698153601,3.0275830145616487,2.725184,True,1416.4523613504311,1,,,0,0.0,0.2759477798209089,36,6,,54.62184405326843,0.007931,0.032937,0.008888,12.41001,41.262532,0.212801,0.704,3.871,0.386,3.871,0.704,0.386,2.4062973850928078,329.48225410364745,59.92133993515056,19743.018150744316,-1.8920701436903506,1416.4523613504311,13.938356622118604
1966,1411,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,33.33516764051555,4,11,6,0,0.08259824903644206,,indoor,Pallet_0,373.5846268115565,,7.7737553134942505,7,2960.7024109399863,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,1411,accepted,usable,,,0.21937653992753747,2,15.67614223002524,3,7,5,1,0.15395003962636983,near-camera,outdoor-day,Pallet_2,605.9065,,6.0129278846418135,6,7590.770720679999,0.506328519990784,0.0,,,,,,,,,,,right,True,1076,,,9,6,prealign,23.615650177001953,0.0121,0.089925,1.936457,9.191738,8.878866,0.398896,,,,,,,,,,,,,
1968,1412,rejected,solve,solve_reject:d_occ_fail,,0.3581920410132976,3,23.049281493367573,3,4,6,4,0.7097104138013484,near-pallet,random-mix,Pallet_3,659.1853810422064,d_occ_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,1412,accepted,usable,,,0.17166410935496496,1,9.255356600610698,2,4,5,3,0.4557103034201497,near-camera,outdoor-night,Pallet_1,685.0916545284797,,2.583881190272777,6,36433.482057875,0.3974883521743696,0.0,,,,,,,,,,,right,True,3524,,,9,6,prealign,41.10901165008545,0.011636,0.085472,1.690356,27.97268,8.353006,0.144944,,,,,,,,,,,,,
1970,1413,accepted,usable,,,0.35482742067887646,3,27.60637833057249,4,2,4,2,0.3398619834841984,near-pallet,random-mix,Pallet_3,491.93213651878733,,1.6585327784604011,4,117801.46853164502,0.0,0.35482742067887646,chinese_screen_panels,large,right,0.921,1.1120690383745937,1.3215937436505936,2.074282,True,41799.19123126743,11,right,True,11426,,,24,6,gate-overlap-refine,35.53940415382385,0.009944,0.031513,0.008472,10.593738,21.119055,0.025878,1.294,1.603,0.377,1.603,1.294,0.377,2.5652594593430336,636.7989045298885,514.0472753971776,327344.7418494966,-0.9532017765214804,41799.19123126743,7.831365445287131
1971,1414,rejected,solve,solve_reject:v_below_min,,0.0,0,23.483509851066138,3,1,7,4,0.8289072811559726,,indoor,Pallet_0,341.5061166040648,v_below_min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,1414,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,3.9464467487549304,1,8,6,4,0.699986516461788,,outdoor-day,Pallet_1,605.9065,,1.487745509926333,6,69689.139042965,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,1414,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.2896529972456418,2,27.387567143267205,4,10,5,2,0.3035339971304294,near-pallet,random-mix,Pallet_2,405.2233485098215,,1.5297081202010625,6,84192.78007374,0.5503725521510294,0.0,,,,,,,,,,,,,0,0.0,0.2896529972456418,36,6,,33.30110049247742,0.014017,0.094874,4.770576,12.329413,15.000973,0.390233,,,,,,,,,,,,,
1974,1414,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.40933053168325284,3,6.467024077871395,1,6,6,0,0.0771908800415743,near-camera,indoor,Pallet_0,441.91303473189475,,9.839737907332626,8,815.348697469999,0.39951148361317634,0.009819048070076497,Hefty_Waste_Basket_Decorative_Bronze_85_liter,indoor,bottom,0.8262,1.0780335738265854,4.16203230945701,0.0813,True,8.00594805433218,1,,,0,0.0,0.40933053168325284,36,6,,65.04254603385925,0.008283,0.033726,3.347418,11.197745,49.612943,0.085156,0.271,0.204,0.3,0.3,0.271,0.204,0.09448331420597211,31.212424229412353,28.195223220569154,880.0412684033824,0.3668135731829381,8.00594805433218,109.92342973386823
1975,1414,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,35.859871506477724,4,5,7,1,0.18486926454877187,,outdoor-day,Pallet_3,346.1317213309904,,3.6777427396116344,7,16091.215096569997,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,1414,accepted,usable,,,0.12072804966062595,1,0.9993556371198014,0,4,6,3,0.47896628459016055,near-pallet,outdoor-night,Pallet_0,605.9065,,2.174269526645496,6,27485.548775454998,0.0,0.12072804966062595,hand_truck_01,medium,right,0.1175,1.0920070349250506,1.407135845822473,0.9631999999999998,True,3318.276697512688,2,right,True,6333,,,9,6,prealign,30.765265226364136,0.00906,0.033794,0.009519,11.130139,16.075639,0.027395,0.667,1.4,0.688,1.4,0.688,0.667,1.148596123718611,225.65345641459285,110.89255572374279,25023.2884897104,-0.6929428328874183,3318.276697512688,7.54104939725712
1977,1415,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,14.433655370487283,2,11,6,4,0.8638335141471436,,outdoor-night,Pallet_2,661.0082919940576,,1.1690606614544317,6,319685.964713635,0.29982596254978755,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,1415,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,26.163273797259585,4,3,8,2,0.2715533698397502,,random-mix,Pallet_1,496.88932828035615,,2.096649935359775,8,45261.59787753999,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,1415,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.28555944078175677,2,8.541377090625254,2,1,5,4,0.753851695949137,near-pallet,indoor,Pallet_3,605.9065,,1.3814412071645248,5,133833.47968196997,0.30518957136807057,0.0,,,,,,,,,,,,,0,0.0,0.28555944078175677,36,6,,33.643006324768066,0.008832,0.031989,2.287727,16.31048,14.243684,0.055526,,,,,,,,,,,,,
1980,1415,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.1152773069882528,1,35.54834622486829,4,2,6,3,0.473873467751376,near-pallet,indoor,Pallet_3,543.4998287880733,,1.9712864177903504,6,79712.95443963999,0.0,0.1152773069882528,Twinlab_100_Whey_Protein_Fuel_Vanilla,small,center,0.8963,1.0497397078050903,1.1434569413291682,0.041181,True,9189.094719878987,9,,,0,0.0,0.1152773069882528,36,6,,19.068825244903564,0.011489,0.08382,0.010472,10.545105,7.350589,0.056619,0.159,0.157,0.259,0.259,0.159,0.157,0.045379545195051205,122.34541092803113,75.1078005311079,9189.09471987899,0.4182370798517563,9189.094719878987,1.0000000000000004
1981,1415,accepted,usable,,,0.18183143141983732,1,11.174236909575846,2,0,6,1,0.13027386077338715,near-camera,outdoor-day,Pallet_0,648.2319175427019,,7.602095405698842,6,4825.39145741,0.5322263624607751,0.0,,,,,,,,,,,right,True,148,,,9,6,prealign,33.79117727279663,0.010042,0.034705,3.106591,9.579966,17.172898,0.090339,,,,,,,,,,,,,
1982,1416,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,16.025371552630975,3,9,6,0,0.08459260303551444,,outdoor-night,Pallet_1,399.1720747304377,,9.268990145694008,6,1660.5518561599893,0.5422953196161875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1416,accepted,usable,,,0.2459405303276392,2,33.85111290264022,4,7,5,0,0.0913531656139818,near-pallet,random-mix,Pallet_2,605.9065,,7.599822731015184,8,6239.917509010018,0.0,0.2459405303276392,water_dispenser_01,indoor,left,0.9812,1.0749493813779625,5.138290999624881,0.4554,True,1534.6486213666453,1,left,True,313,,,9,6,prealign,24.062201023101807,0.009065,0.036587,0.00913,7.89866,12.241557,0.058337,0.325,1.1,0.414,1.1,0.414,0.325,0.5262220649678232,138.11676074637688,51.98212631727275,7179.602903650702,0.716194659195656,1534.6486213666453,4.678336658757153
1984,1417,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,62.65941235416026,6,9,7,1,0.1285769640839112,,outdoor-day,Pallet_2,432.3414878599383,,3.852877470722877,8,16225.338666320007,0.7884041796720861,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1417,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.11115715259529546,1,9.354010469738272,2,7,7,2,0.26818467157675385,near-camera,indoor,Pallet_3,605.9065,,3.883151825017536,8,12448.634076019998,0.0,0.11115715259529546,wooden_ladder,large,bottom,0.2179,0.9859367264735582,1.819262417540312,1.280265,True,1383.7547175911498,2,,,0,0.0,0.11115715259529546,36,6,,51.84870219230652,0.03114,0.161404,0.011285,22.276957,27.910139,0.065388,0.959,1.335,0.5,1.335,0.959,0.5,1.2445087714956082,204.62994567217044,146.99634299596363,30079.85368127177,-0.5702684512714689,1383.7547175911498,21.73785086249606
1986,1417,rejected,solve,solve_reject:C1,,0.35377646725495454,3,4.295586996868696,1,10,4,4,0.7369219240037806,near-pallet,outdoor-night,Pallet_1,364.22882856216484,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1417,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.4428315736277612,3,15.51367587297569,3,11,5,4,0.6477177289623582,near-pallet,outdoor-day,Pallet_0,649.0212009599124,,1.7222088253426158,6,105731.43814262003,0.0,0.4428315736277612,chinese_screen_panels,large,left,0.921,0.8769079040442422,1.2638057971479724,2.074282,True,46821.21913462272,7,,,0,0.0,0.4428315736277612,36,6,,41.04544425010681,0.010364,1.013313,0.011557,11.476634,27.414008,0.089531,1.294,1.603,0.377,1.603,1.294,0.377,1.5950553861186552,692.7808313653072,559.2379262549641,387429.3154819244,-0.5892617298262737,46821.21913462272,8.274652446959319
1988,1417,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,49.58213454469092,5,0,6,3,0.41723638075695935,,outdoor-night,Pallet_1,690.5857428476543,,2.8447764870504004,6,69267.87828507001,0.7375047556721939,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,1417,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.41945763048151763,3,73.73126619397294,6,5,5,3,0.47220058745871185,near-camera,outdoor-night,Pallet_2,310.23373913691535,,1.1292112998232904,5,123653.97756347497,0.0,0.41945763048151763,metal_tool_chest,medium,right,0.7723,0.9180225253742177,0.5558598324704633,0.4466200000000001,True,51867.604428389954,23,,,0,0.0,0.41945763048151763,36,6,,19.57093048095703,0.01215,0.035656,0.009402,9.529662,9.243894,0.020117,0.685,0.652,0.407,0.685,0.652,0.407,0.37639586378552603,308.43287461343573,293.5740645955621,90547.89265515968,0.2593512543979583,51867.604428389954,1.7457504284812875
1990,1417,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.27378406060670757,2,1.3178504583744248,0,8,5,4,0.6845971000523399,near-pallet,outdoor-day,Pallet_0,605.9065,,1.0141262131117037,5,337380.76522311,0.1503111747419915,0.12347288586471608,planter_box_01,medium,right,0.9607,1.1472728708895155,0.8254140550754443,0.388025,True,41657.37671734363,4,,,0,0.0,0.27378406060670757,36,6,,56.61323952674866,0.011486,1.019814,2.841046,11.589372,39.798138,0.274854,0.913,0.425,0.414,0.913,0.425,0.414,0.5107321015042865,753.6420960728009,350.81915753662685,264392.08522839757,-0.20512941773695365,41657.37671734363,6.346825125892303
1991,1417,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,47.34360495761172,5,3,7,2,0.23367704000894501,,indoor,Pallet_1,527.328273182281,,3.4476661349826188,7,27776.749164049994,0.6717600050253841,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1417,accepted,usable,,,0.1685106200208583,1,2.598533653962673,0,1,4,0,0.08881540158346346,near-pallet,random-mix,Pallet_3,345.1656482215043,,6.679623661029175,8,869.0229295200043,0.0,0.1685106200208583,plastic_crate_01,small,left,0.8408,1.0901806313642277,3.6874433008023546,0.12158399999999998,True,146.43959266575854,2,left,True,369,,,10,6,prealign,40.070794343948364,0.020213,0.055466,0.014922,13.503947,20.584311,0.063439,0.298,0.264,0.408,0.408,0.298,0.264,0.14450183127366342,38.17747420370356,27.884527727214863,1064.5608379882021,0.052335832637511764,146.43959266575854,7.269624413788231
1993,1418,accepted,usable,,,0.1103253508579585,1,41.72555469087493,5,2,7,1,0.1387861522602933,near-camera,indoor,Pallet_0,605.9065,,7.5036434104884755,8,6505.278320129995,0.650134838816644,0.0,,,,,,,,,,,left,True,2114,,,21,6,prealign,107.77822208404541,0.017744,0.053326,10.729478,51.806096,38.770696,0.213338,,,,,,,,,,,,,
1994,1419,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,23.558336467701594,3,10,5,3,0.4825984778032504,,outdoor-day,Pallet_1,335.07809100342445,,1.3638441429077424,6,59941.673690525015,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1419,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,3.3158916854340195,1,4,5,1,0.18700564512284354,,outdoor-night,Pallet_3,605.9065,,4.950067071520903,4,5683.926824600001,0.20947004878406636,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1419,accepted,usable,,,0.4389258818432012,3,24.494098923929975,3,6,7,2,0.3106045244242043,near-pallet,random-mix,Pallet_2,599.8248540835966,,3.3191691906849883,6,26670.70665340501,0.0,0.4389258818432012,Shelf_01,indoor,right,0.9679,1.0116848371319758,1.8484718721023357,2.0862399999999997,True,11706.463437227127,1,right,True,2107,,,21,6,prealign,63.78000545501709,0.024475,0.180402,0.018655,13.630819,43.307074,0.96516,1.003,2.08,0.257,2.08,1.003,0.257,2.135279594888545,671.7929339065657,323.9463041866756,217624.8381177556,-0.431609990867735,11706.463437227127,18.590143751331247
1997,1420,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.24246688941122507,2,14.86337977115521,2,10,6,0,0.09440275986463023,near-camera,outdoor-day,Pallet_0,692.919994472044,,8.410462026086307,6,5649.831658215044,0.5243097669938998,0.0,,,,,,,,,,,,,0,0.0,0.24246688941122507,36,6,,116.24092531204224,0.014859,0.049839,16.007159,19.873761,79.001403,0.1508,,,,,,,,,,,,,
1998,1420,rejected,solve,solve_reject:C1,,0.0,0,14.317350676302256,2,6,8,4,0.7716929372566725,,outdoor-night,Pallet_3,333.23271035800366,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1420,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.12067148933857946,1,7.706137442661302,1,6,6,4,0.8634513233351006,near-pallet,outdoor-night,Pallet_3,682.3197257944387,,1.3581970367240481,5,157423.42862592998,0.0,0.12067148933857946,bollard_01,road,left,0.691,1.043032820849828,1.1385428990936848,0.196,True,18996.519589076535,4,,,0,0.0,0.12067148933857946,36,6,,46.8498260974884,0.01953,0.127091,0.019525,22.419936,22.573271,0.138227,0.196,1.0,0.196,1.0,0.196,0.196,0.21323182321251014,519.6076375631359,101.84309696237464,52918.45101473287,-0.49249071040298753,18996.519589076535,2.785691914068421
2000,1420,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,20.735506503114507,3,9,6,3,0.5037222957831625,,indoor,Pallet_1,578.5221625057522,,1.315982999800606,5,237766.67643747,0.4127185834399718,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1420,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,12.995632209883249,2,1,4,2,0.21806086612593822,,random-mix,Pallet_2,659.4818677258695,,5.19801870134373,4,11558.561633704987,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1420,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,5.609676752692401,1,7,4,4,0.6107155490036238,,outdoor-day,Pallet_1,605.9065,,1.9488180448076249,4,52232.487478675,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1420,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.19245422930291406,1,35.12847125143944,4,3,7,0,0.07306456395167223,near-camera,indoor,Pallet_2,605.9065,,9.502114664539016,7,4392.339532940023,0.6172065207984515,0.0,,,,,,,,,,,,,0,0.0,0.19245422930291406,36,6,,48.50106596946716,0.044235,0.226718,4.166933,2.203922,39.707447,0.131091,,,,,,,,,,,,,
2004,1420,accepted,usable,,,0.2948212220888203,2,18.795142859052305,3,2,7,1,0.15951709107745451,near-pallet,outdoor-night,Pallet_3,443.46649431597075,,4.77822176894813,7,7290.477726660007,0.0,0.2948212220888203,plastic_crate_01,small,bottom,0.8408,1.17288489881486,2.6502462698952383,0.12158399999999998,True,2149.3875529852276,2,bottom,True,71,,,24,6,gate-overlap-refine,73.32292938232422,0.017558,0.047803,0.01436,34.61786,33.378117,0.065251,0.298,0.264,0.408,0.408,0.298,0.264,0.1672581221377681,73.4237378980319,53.62812228826839,3937.5771948574215,0.27210525329276986,2149.3875529852276,1.831953101891106
2005,1421,rejected,solve,solve_reject:C1,,0.0,0,35.58054694897319,4,11,6,4,0.8839334586353184,,outdoor-day,Pallet_0,361.46573314997966,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,1421,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,37.651019658682834,4,8,6,4,0.7111702785218018,,outdoor-day,Pallet_0,695.6706669408452,,1.681290676671498,6,184053.99867479,0.6606734767388774,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1421,accepted,usable,,,0.39558049295972353,3,10.019935299852447,2,4,8,2,0.25058460841052266,near-camera,random-mix,Pallet_1,413.10958255426203,,2.5186688201514964,8,12548.331704049997,0.0,0.39558049295972353,bollard_01,road,left,0.691,0.9607865343115419,1.762492296807674,0.196,True,4963.875241310226,1,left,True,4435,,,9,6,prealign,65.0837094783783,0.014552,0.086649,0.015173,42.088343,17.787045,0.049231,0.196,1.0,0.196,1.0,0.196,0.196,0.1809297098448192,187.19919329957446,36.69104188671659,6868.533442514242,-0.3183487662624251,4963.875241310226,1.3837038822718835
2008,1422,accepted,usable,,,0.2525759406560907,2,69.36132741106056,6,11,7,0,0.09075809864283914,near-pallet,outdoor-night,Pallet_0,521.4954151777756,,9.875925765744565,8,3977.113424039999,0.7745567710992167,0.0,,,,,,,,,,,bottom,True,1552,,,12,6,gate-overlap-refine,60.7548623085022,0.014529,0.056481,5.359645,15.343486,33.547314,0.153931,,,,,,,,,,,,,
2009,1423,accepted,usable,,,0.11075842980876716,1,10.72400166977697,2,0,6,1,0.18562475212469629,near-pallet,indoor,Pallet_2,348.25620956373007,,2.149732559321491,8,15930.615456234998,0.0,0.11075842980876716,barrel_stove,large,left,0.9707,1.0120315879244686,1.3781369623425628,0.507608,True,1764.4499538198652,2,left,True,2745,,,21,6,prealign,69.73193907737732,0.051312,0.253093,0.022258,41.477537,20.71642,0.279154,0.593,0.856,0.593,0.856,0.593,0.593,0.5198961414476129,215.6834568471174,149.41622653077175,32226.608247208827,-0.2832477373583806,1764.4499538198652,18.26439348843038
2010,1424,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,5.0476982583262515,1,5,4,3,0.53506803626767,,outdoor-day,Pallet_3,605.9065,,1.9462979028596556,4,43126.71442199001,0.198205326872186,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,1424,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,23.198516496676586,3,9,5,1,0.12703753921844552,,indoor,Pallet_3,683.7574045891548,,6.167248129267777,5,9870.952672370004,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,1424,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.4070479452605076,3,15.930040843440787,3,0,7,3,0.5667810582562228,near-camera,outdoor-day,Pallet_0,520.1153395257902,,1.5772373243387887,6,76265.86687684001,0.44535704720676206,0.0,,,,,,,,,,,,,0,0.0,0.4070479452605076,36,6,,127.74679589271545,0.028298,4.745548,17.399066,26.404655,76.380479,1.512085,,,,,,,,,,,,,
2013,1424,accepted,usable,,,0.18651177694440113,1,21.941371015633997,3,8,8,2,0.3683404090897561,near-pallet,outdoor-night,Pallet_2,605.9065,,2.8272808825089686,8,31325.556202115,0.5049823647593802,0.0,,,,,,,,,,,right,True,5766,,,12,6,gate-overlap-refine,51.29627180099487,0.014182,0.055639,8.70108,16.848136,20.389324,0.046597,,,,,,,,,,,,,
2014,1425,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,40.39095478702655,5,11,8,0,0.09854207301338701,,random-mix,Pallet_1,501.5110324653351,,7.77533278203758,8,3907.226068664997,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,1425,rejected,solve,solve_reject:v_below_min,,0.2990490850454999,2,72.00573128177305,6,2,8,4,0.9665973195948256,near-camera,outdoor-day,Pallet_3,643.8606886614223,v_below_min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1425,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.34471577561294553,2,2.7271737993194827,0,1,5,4,0.6688553860068689,near-pallet,outdoor-day,Pallet_2,605.9065,,1.7794182524989561,5,58691.119979690004,0.030224002805646293,0.31449177280729923,utility_box_01,road,left,0.9166,0.9181964932976843,1.3036539572812238,0.5824,True,18457.87437045861,4,,,0,0.0,0.34471577561294553,36,6,,39.988683462142944,0.018556,0.136758,2.806509,2.064239,33.146405,0.205309,0.52,1.12,0.432,1.12,0.52,0.432,0.49101258769714534,457.6008928426549,212.45755739123263,97220.76795339765,-0.4690478159568225,18457.87437045861,5.267170314529673
2017,1425,rejected,mode_filter,proposal_skip:mode_requires_explicit_occluder,,0.0,0,29.180634390161465,4,3,8,2,0.32481159786223335,,outdoor-night,Pallet_3,369.2304372175359,,1.3025290520092152,8,85974.04266462993,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1425,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.16881220041443534,1,4.171431680970784,1,7,6,3,0.5969988217833364,near-pallet,indoor,Pallet_1,632.4220846875351,,1.8207330038101608,6,50303.28683906501,0.0,0.16881220041443534,watering_can_metal_01,indoor,left,0.5443,0.943683214384258,1.0414694703987946,0.08904400000000001,True,8491.80853938107,3,,,0,0.0,0.16881220041443534,36,6,,48.27727508544922,0.017891,0.127431,0.018304,18.853618,27.490334,0.124042,0.191,0.197,0.452,0.452,0.197,0.191,0.07929706648324475,191.09279648013114,83.28601970483592,15915.358413096403,-0.008761976196888788,8491.80853938107,1.8742012775356804
2019,1425,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.2707626431594892,2,13.736149124170577,2,5,5,4,0.7544250094243147,near-camera,random-mix,Pallet_0,605.9065,,1.3803914025459885,4,180493.37670063996,0.2969564670771015,0.0,,,,,,,,,,,,,0,0.0,0.2707626431594892,36,6,,82.82449078559875,0.025056,4.759061,6.232723,17.721142,50.136854,2.906759,,,,,,,,,,,,,
2020,1425,rejected,render,usable_reject:rendered|usable_reject:realize_ok,bounded_local_search_exhausted,0.18484479272280072,1,12.306394679241016,2,6,4,1,0.16944521865383722,near-pallet,outdoor-day,Pallet_2,653.6194378516695,,5.893263086481139,4,9313.017435225007,0.43539882795787255,0.0,,,,,,,,,,,,,0,0.0,0.18484479272280072,36,6,,50.80823850631714,0.019138,0.134789,2.258832,8.204619,38.14964,0.378125,,,,,,,,,,,,,
