proposal_index,usable_slot,frame_outcome,cand_index,cand_object,is_winner,search_success,search_stages,search_candidates,search_rejects,f_target,f_target_bin,elevation_deg,proj_size_ratio,v_target,v_probe,cam_distance_m,position_mode,scene_preset,pallet_silhouette_px2,size_class,side,seed_side,side_decoupled,nonce,fill_ratio,scale,d_occ_m,in_position_band,bbox_x_m,bbox_y_m,bbox_z_m,dim_max_m,dim_mid_m,dim_min_m,bbox_cross_m2,footprint_m2,A_target_px2,A_target_over_pallet,screen_w_px,screen_h_px,screen_area_px2,silhouette_over_target,planned_bottom_z_m,planned_top_z_m,planned_center_z_m,half_height_m,resample_tries
1903,1400,expensive_reject,0,Dist_concrete_road_barrier_02,False,False,feedback|prealign-rescue|preprobe|primary|refine|rescue,12,"{""camera_clearance"": 6, ""candidate_budget_exhausted"": 3, ""score_callback"": 3, ""support"": 3}",0.2785860087142999,2,20.44037399600981,0.7779790690382287,5,5,1.4694301411579684,near-camera,outdoor-day,204063.13744091004,road,left,left,False,0,0.7784,1.049256107503278,1.0284178484452327,True,1.565,1.112,0.442,1.565,1.112,0.442,1.74028,1.9159410424374563,56849.13498538074,0.2785860087142999,936.9831944214848,665.766972649643,623812.4647735838,10.973121489605827,-0.45588045901932717,0.710892332524318,0.1275059367524954,0.5833863957718226,7
1903,1400,expensive_reject,1,Dist_construction_sign_01,False,False,,0,{},0.2785860087142999,2,20.44037399600981,0.7779790690382287,5,5,1.4694301411579684,near-camera,outdoor-day,204063.13744091004,road,left,left,False,22,0.4797,0.8178065020073192,0.8582250154704646,True,1.068,1.2,0.059,1.2,1.068,0.059,1.2816,0.8571436596081334,56849.13498538074,0.2785860087142999,526.7683106069277,468.82379644016567,246961.51922311223,4.344156147435147,-0.2869422462692064,0.6944255561395766,0.2037416549351851,0.4906839012043915,1
1903,1400,expensive_reject,2,Dist_chinese_screen_panels,False,False,feedback|prealign|prealign-primary|preprobe|primary|refine|rescue,12,"{""candidate_budget_exhausted"": 4, ""score_callback"": 10, ""support"": 2}",0.2785860087142999,2,20.44037399600981,0.7779790690382287,5,5,1.4694301411579684,near-camera,outdoor-day,204063.13744091004,large,left,left,False,9,0.921,0.9922284068432974,1.0110513803337893,True,1.294,1.603,0.377,1.603,1.294,0.377,2.074282,2.0421663301868382,56849.13498538074,0.2785860087142999,1004.1669258515295,810.600126046088,813977.8366665626,14.318209712001497,-0.6599860424857641,0.9305560936840417,0.13528502559913883,0.7952710680849029,15
1903,1400,expensive_reject,3,Dist_utility_box_01,False,False,feedback|prealign|prealign-primary|preprobe|primary|refine|rescue,12,"{""candidate_budget_exhausted"": 4, ""score_callback"": 4, ""support"": 8}",0.2785860087142999,2,20.44037399600981,0.7779790690382287,5,5,1.4694301411579684,near-camera,outdoor-day,204063.13744091004,road,left,left,False,31,0.9166,1.0893981989605876,0.917486897968643,True,0.52,1.12,0.432,1.12,0.52,0.432,0.5824,0.6911855850673285,56849.13498538074,0.2785860087142999,846.8351505564066,393.17346275833165,332953.1085297355,5.856784076228378,-0.4328669441569321,0.7872590386789262,0.17719604726099708,0.6100629914179292,8
1903,1400,expensive_reject,4,Dist_portable_welding_cart,False,False,,0,{},0.2785860087142999,2,20.44037399600981,0.7779790690382287,5,5,1.4694301411579684,near-camera,outdoor-day,204063.13744091004,large,left,left,False,35,0.5805,1.019786298195456,1.0057839349273023,True,0.838,1.563,0.655,1.563,0.838,0.655,1.309794,1.3621387305198593,56849.13498538074,0.2785860087142999,803.0983129206597,430.5799016170908,345797.99256622925,6.082730944897477,-0.6593184811642167,0.934607502915281,0.1376445108755322,0.7969629920397489,8
1903,1400,expensive_reject,5,Dist_concrete_road_barrier,False,False,,0,{},0.2785860087142999,2,20.44037399600981,0.7779790690382287,5,5,1.4694301411579684,near-camera,outdoor-day,204063.13744091004,road,left,left,False,3,0.7231,1.0254832637295235,0.9951159664343073,True,1.545,0.831,0.639,1.545,0.831,0.639,1.2838949999999998,1.350164426987092,56849.13498538074,0.2785860087142999,900.5061692982533,484.3499201856624,436160.09122630564,7.672237956452074,-0.28366520419454044,0.5685113879646935,0.14242309188507654,0.42608829607961696,3
1905,1400,expensive_reject,0,Dist_tool_cart,False,False,feedback|gate-overlap-refine|prealign|preprobe|primary|refine|rescue,12,"{""candidate_budget_exhausted"": 5, ""score_callback"": 12}",0.41898120363364555,3,4.399825367634225,0.07661275773893383,6,8,8.655231373405847,near-pallet,outdoor-day,688.1203939350016,medium,bottom,bottom,False,0,0.3842,0.9796744070376694,5.465338887543392,True,1.273,0.965,0.754,1.273,0.965,0.754,1.2284449999999998,1.179014761057053,288.3095108957453,0.4189812036336455,54.56809801391275,41.365447433955865,2257.2337899654594,7.8292033549378495,-0.4852199905869262,0.46016581220442476,-0.012527089191250718,0.4726929013956755,2
1905,1400,expensive_reject,1,Dist_construction_sign_01,False,False,,0,{},0.41898120363364555,3,4.399825367634225,0.07661275773893383,6,8,8.655231373405847,near-pallet,outdoor-day,688.1203939350016,road,bottom,bottom,False,142,0.4797,1.1305016698925296,6.944343954988604,True,1.068,1.2,0.059,1.2,1.068,0.059,1.2816,1.6379284072471494,288.3095108957453,0.4189812036336455,52.20031891489708,46.4582838342584,2425.137232387096,8.411575548973278,-0.9356133170316382,0.4209886868393974,-0.2573123150961204,0.6783010019355178,1
1905,1400,expensive_reject,2,Dist_chinese_screen_panels,False,False,feedback|prealign|prealign-primary|preprobe|primary|refine|rescue,12,"{""candidate_budget_exhausted"": 4, ""score_callback"": 12}",0.41898120363364555,3,4.399825367634225,0.07661275773893383,6,8,8.655231373405847,near-pallet,outdoor-day,688.1203939350016,large,bottom,bottom,False,4,0.921,1.119064783230828,5.498412315386711,True,1.294,1.603,0.377,1.603,1.294,0.377,2.074282,2.5976357716148297,288.3095108957453,0.4189812036336455,120.79482496570554,97.50998347200434,11778.701385909604,40.85436290087865,-1.3257335343815895,0.4681273131374279,-0.4288031106220808,0.8969304237595087,2
1905,1400,expensive_reject,3,Dist_utility_box_01,False,False,feedback|prealign|prealign-primary|preprobe|primary|refine|rescue,12,"{""candidate_budget_exhausted"": 4, ""score_callback"": 12}",0.41898120363364555,3,4.399825367634225,0.07661275773893383,6,8,8.655231373405847,near-pallet,outdoor-day,688.1203939350016,road,bottom,bottom,False,9,0.9166,0.8559114075964477,7.0565248453107134,True,0.52,1.12,0.432,1.12,0.52,0.432,0.5824,0.4266571182495338,288.3095108957453,0.4189812036336455,50.177954699592036,23.296907539096303,1168.9911711373584,4.054639638856984,-0.537397239318276,0.4212235371897455,-0.058086851064265276,0.47931038825401073,1
