0, 2007, 16.17
7, 2489, 21.52
34, 2185, 50.31
88, 4282, 57.37
13, 4822, 45.82
27, 3714, 59.11
2, 8758, 84.17
1, 2183, 48.71
67, 2534, 53.88
47, 4530, 55.46
40, 2199, 53.97
57, 2227, 59.09
63, 2238, 59.13
33, 4234, 55.77
25, 5062, 101.56
41, 2264, 56.22
40, 2809, 58.15
59, 3728, 59.10
25, 3402, 50.16
59, 4580, 58.31
79, 3751, 73.14
32, 4696, 82.56
35, 5891, 47.63
2, 6111, 35.02
0, 3217, 42.68
50, 3999, 54.32
32, 2983, 55.69
65, 3004, 60.14
25, 3904, 55.53
92, 3846, 65.34
51, 3470, 57.47
38, 6118, 54.57
47, 2243, 54.14
76, 3811, 61.48
21, 4056, 58.44
35, 6464, 69.67
0, 6920, 44.71
0, 2252, 55.01
37, 5868, 55.42
29, 4366, 86.10
9, 6396, 58.81
14, 7356, 84.62
8, 6598, 85.29
24, 8865, 51.44
22, 2531, 36.91
40, 4272, 60.85
40, 2945, 59.70
27, 4231, 53.52
24, 4964, 55.19
67, 2445, 57.17
27, 3671, 69.68
36, 2561, 57.12
38, 3653, 52.83
60, 3822, 80.60
31, 4070, 54.27
29, 5919, 56.06
39, 4284, 53.37
45, 2955, 61.70
96, 4087, 76.05
30, 2583, 55.50
28, 4952, 57.05
45, 6594, 40.21
27, 5088, 57.89
24, 2466, 61.42
45, 4319, 51.39
36, 4078, 59.43
27, 3267, 59.89
28, 2270, 54.96
24, 2952, 55.86
89, 3680, 75.49
39, 3195, 60.94
9, 2626, 32.06
1, 3166, 53.23
1, 6910, 49.33
27, 2164, 32.51
30, 2168, 58.55
48, 2276, 59.20
30, 2167, 60.85
15, 2973, 70.70
24, 2174, 54.15
15, 2194, 51.37
71, 3982, 65.21
37, 3290, 59.97
59, 2641, 60.01
71, 2744, 61.84
68, 3241, 61.63
15, 3219, 59.12
14, 5256, 65.49
2, 2302, 71.32
35, 3439, 61.44
41, 2452, 58.07
27, 4790, 59.00
79, 5057, 91.72
56, 3704, 58.40
56, 2348, 61.39
49, 2381, 54.64
5, 2484, 51.46
55, 2427, 40.20
11, 4234, 73.80
2, 2449, 49.97
26, 2359, 55.20
19, 2994, 56.87
50, 2685, 50.30
1, 3940, 87.30
34, 3416, 49.91
51, 3385, 54.97
4, 2929, 56.80
87, 4074, 60.29
46, 2355, 57.85
53, 3991, 63.09
24, 2607, 61.96
23, 2976, 59.58
30, 2369, 60.93
21, 2415, 55.79
44, 4164, 62.20
19, 2358, 60.30
50, 3273, 58.47
23, 3703, 53.79
21, 2316, 53.11
37, 3000, 54.99
39, 2864, 59.26
60, 2294, 59.74
23, 2535, 54.54
45, 2286, 54.06
54, 3295, 58.41
40, 2518, 60.15
71, 2291, 60.68
46, 2317, 52.82
15, 2284, 64.89
0, 4211, 72.63
42, 2487, 53.54
24, 2388, 53.53
11, 3523, 61.85
40, 2358, 55.42
52, 2558, 58.49
60, 2314, 61.69
51, 3175, 60.30
39, 2981, 60.88
11, 2560, 56.90
98, 4975, 72.70
7, 6245, 51.34
95, 4336, 49.13
2, 4315, 59.73
45, 5606, 63.94
31, 3974, 42.28
55, 4025, 59.20
62, 3108, 58.22
40, 3988, 59.78
99, 5953, 63.51
35, 3650, 37.91
19, 6360, 87.84
40, 3774, 60.74
43, 2304, 60.59
28, 3241, 61.67
7, 2797, 69.77
50, 2668, 59.85
99, 4790, 73.92
56, 3441, 61.65
1, 3938, 77.43
96, 5019, 74.37
23, 6145, 85.72
1, 5209, 71.75
16, 4792, 83.79
20, 2281, 65.78
19, 3005, 59.63
97, 4992, 79.04
48, 3460, 57.33
72, 2963, 61.04
62, 3255, 65.10
50, 2613, 59.35
14, 5122, 75.37
49, 2284, 46.99
27, 2641, 50.59
0, 2851, 56.84
46, 2430, 60.03
66, 2738, 60.15
37, 2256, 63.04
60, 2284, 64.52
5, 3225, 78.84
47, 2279, 53.21
12, 4813, 59.03
1, 6438, 73.27
47, 2542, 61.80
37, 4935, 83.59
22, 5469, 78.68
56, 2381, 54.42
58, 3353, 62.74
96, 6808, 73.21
94, 5083, 51.54
39, 5346, 88.92
40, 2256, 33.82
50, 2686, 58.31
24, 2280, 57.26
25, 3186, 70.30
47, 2686, 59.42
48, 5960, 54.89
48, 2567, 50.54
25, 3681, 82.93
44, 3445, 57.49
41, 3133, 50.18
31, 2645, 56.96
13, 3019, 59.73
24, 4650, 81.60
18, 2358, 57.01
13, 3387, 61.78
16, 3436, 63.91
59, 2562, 59.39
52, 2308, 61.87
46, 3744, 58.79
35, 3393, 54.07
22, 2704, 76.29
31, 2241, 55.83
1, 4661, 68.82
19, 4167, 59.86
53, 3590, 58.94
25, 2517, 62.82
66, 2319, 61.11
52, 2328, 59.75
0, 3864, 80.63
64, 3258, 61.36
23, 3937, 72.07
56, 2245, 62.81
51, 2487, 56.24
47, 3214, 55.64
33, 2816, 60.31
23, 2210, 55.90
21, 3502, 59.29
61, 2477, 63.30
78, 2364, 57.01
80, 2736, 62.63
50, 3145, 60.02
32, 5260, 58.40
8, 5210, 56.40
26, 2499, 32.00
19, 3978, 59.67
4, 3273, 77.35
66, 2648, 60.18
30, 2075, 63.49
26, 1870, 55.13
87, 6976, 119.64
20, 4874, 69.17
29, 2172, 66.26
43, 3002, 56.40
27, 2787, 56.62
67, 3937, 56.36
13, 3981, 98.60
0, 3569, 75.92
95, 4876, 80.13
71, 3086, 61.27
74, 3189, 62.44
48, 1875, 61.97
71, 2550, 64.29
32, 1892, 63.37
29, 1888, 57.25
22, 1860, 65.41
86, 4077, 58.38
28, 4591, 79.78
0, 4814, 55.71
21, 1873, 58.09
12, 2385, 69.56
70, 2275, 59.64
44, 2655, 58.33
44, 2428, 60.02
37, 2761, 60.93
58, 1817, 60.24
52, 2080, 60.89
39, 2794, 58.04
24, 1871, 53.19
1, 2844, 54.60
99, 5148, 66.42
25, 3130, 65.72
26, 4745, 56.61
34, 2764, 56.28
1, 5296, 75.56
39, 1812, 54.10
43, 2650, 62.00
48, 2805, 61.12
19, 1843, 60.66
54, 2037, 63.59
61, 2471, 61.17
67, 3244, 60.83
32, 1927, 57.43
18, 2029, 57.54
26, 2059, 49.39
49, 1890, 58.96
13, 2122, 55.42
33, 2165, 54.64
46, 1855, 63.03
69, 2989, 59.61
21, 3070, 58.57
24, 2660, 55.90
38, 2406, 59.55
45, 2271, 61.33
97, 3793, 83.45
41, 1868, 54.07
38, 2551, 53.60
25, 1871, 74.29
24, 3396, 60.54
1, 1889, 63.23
51, 1822, 62.51
52, 1820, 60.72
15, 2471, 55.85
1, 6009, 68.19
16, 2024, 57.17
34, 3119, 57.92
27, 3369, 57.51
62, 2033, 62.06
27, 2512, 55.77
15, 3650, 67.31
42, 1849, 59.35
0, 3666, 55.61
49, 2068, 60.83
30, 2682, 56.53
54, 2804, 58.76
73, 3383, 61.49
56, 2265, 62.32
52, 1901, 57.87
47, 1851, 57.43
39, 1937, 77.05
60, 3077, 60.76
48, 3418, 55.97
35, 1930, 59.67
50, 1853, 58.30
42, 2828, 59.48
24, 2327, 53.70
48, 2835, 60.88
55, 2083, 62.02
97, 5590, 73.98
49, 3434, 60.36
30, 1824, 57.63
17, 4705, 58.59
20, 3585, 70.06
22, 2249, 58.62
44, 4121, 73.69
24, 2659, 61.45
6, 2566, 70.41
50, 2026, 58.06
45, 3649, 58.78
70, 3734, 59.49
24, 2281, 57.12
65, 3558, 52.54
11, 4935, 64.83
33, 3328, 61.01
32, 3722, 61.38
13, 4160, 72.23
69, 2147, 63.99
32, 2738, 60.35
45, 1875, 51.89
96, 5502, 74.73
14, 3902, 61.75
16, 2799, 53.07
0, 5353, 75.78
60, 1818, 55.25
18, 3416, 60.36
47, 2620, 55.91
13, 6061, 103.95
40, 1849, 54.44
41, 3929, 60.22
51, 2864, 56.44
66, 4838, 59.47
17, 4453, 88.30
57, 2699, 61.83
26, 1870, 52.49
96, 3855, 69.89
10, 2586, 31.37
49, 2854, 61.49
5, 2860, 56.85
18, 1843, 60.05
44, 2396, 59.76
54, 2242, 56.43
21, 1845, 56.76
30, 1846, 60.83
73, 1870, 59.87
44, 2495, 61.84
24, 3417, 57.25
36, 2550, 52.15
29, 1850, 65.46
18, 4348, 50.04
56, 2469, 62.99
33, 4757, 57.16
42, 1893, 62.33
52, 2682, 59.94
75, 2402, 61.67
40, 2515, 59.56
35, 1882, 65.90
52, 3537, 63.50
46, 2801, 58.60
59, 2134, 63.99
44, 2006, 55.27
77, 3535, 61.96
45, 2096, 59.19
60, 2119, 60.78
37, 2645, 62.49
50, 3565, 61.92
70, 1918, 61.24
9, 2792, 58.40
14, 2528, 50.47
19, 1867, 55.32
0, 3771, 47.64
29, 3616, 60.18
47, 2824, 56.15
42, 1809, 60.11
41, 2071, 59.14
45, 4646, 60.25
28, 3510, 60.28
47, 1841, 59.51
31, 2962, 53.98
70, 4014, 57.88
0, 1866, 56.03
49, 2803, 60.86
33, 2569, 55.31
60, 3260, 58.60
44, 4331, 62.60
4, 4285, 68.03
84, 2031, 64.50
7, 2746, 57.55
3, 3830, 75.99
54, 3305, 57.39
82, 4057, 61.47
24, 3076, 61.26
58, 3212, 54.39
0, 1819, 40.76
75, 2108, 56.43
66, 3360, 56.44
60, 2637, 68.57
27, 2579, 69.22
0, 1921, 61.28
8, 3698, 56.39
54, 2173, 57.73
0, 3729, 63.45
41, 2293, 58.23
50, 1855, 59.66
27, 3314, 55.81
37, 4231, 59.24
23, 1834, 53.36
12, 3193, 58.92
42, 4011, 58.21
26, 2813, 60.87
42, 2435, 57.69
82, 2728, 64.35
56, 2256, 61.25
69, 1851, 59.69
47, 3483, 55.92
20, 1828, 55.85
32, 3514, 58.25
83, 4724, 62.78
10, 4766, 85.83
51, 1864, 58.05
94, 3320, 64.79
37, 1831, 58.12
45, 3675, 56.03
48, 1820, 55.35
35, 2571, 63.19
96, 4500, 76.18
71, 1867, 59.57
23, 2287, 58.26
25, 1827, 58.75
73, 3279, 61.72
