proposal_index,usable_slot,diagnostic_mode,framespec_canonical_sha256,plan_canonical_sha256,frame_seed,attempt_seed,target_side,f_target,elevation_deg,projected_size_ratio,camera_distance_m,selected_assets,target_mask_stats,old_outcome,old_solver_fail_reason,old_explicit_visible_pixels,old_side_actual,old_side_match,old_realization_attempt_count,old_lowres_render_count,old_runtime_s,old_stage_cargo_s,old_stage_context_s,old_stage_explicit_s,old_reject_counts
217,93,controlled-occlusion,ed2c8e8eac2647de5909b5f78dbe1a9021aacea0abaf686ccc913fa154e101fa,e9466bcaba4dc21af3edc9c518880b2119603c3b92cb06a30fb73399734ed555,12135400490145930937,12135400490145930937,left,0.22549744870994018,35.29172069063684,0.9522842770836762,1.2498090231917984,"['Dist_WetFloorSign_01', 'Dist_construction_sign_01', 'Dist_utility_box_01', 'Dist_old_tyre', 'Dist_portable_generator', 'Dist_metal_jerrycan']","{'visible_pixels': 7750, 'bbox_px': [0, 9, 83, 127], 'centroid_px': [36.116129032258065, 65.92929032258064], 'centroid_norm': [0.2843789687579375, 0.5191282702565405]}",expensive_reject,bounded_local_search_exhausted,0,,,17,61,65.4227511882782,5.452048,39.862575,18.30392,"{""camera_clearance"": 2, ""candidate_budget_exhausted"": 8, ""collision"": 4, ""score_callback"": 12, ""support"": 18}"
219,93,controlled-occlusion,6a98aa22abae62092de7621e9264522e35afbd60e52972dd3f92985262415bd1,055a78ab87f959c46148a52eaf6eae92a61c677b5bd8c5b3309fc9c12da7abbf,11098530160855519953,11098530160855519953,bottom,0.3255214460816687,24.500845011328806,0.09874025257567907,8.657426083972158,"['Dist_utility_box_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn', 'Dist_modular_chainlink_fence']","{'visible_pixels': 171, 'bbox_px': [152, 118, 174, 127], 'centroid_px': [162.01169590643275, 123.52046783625731], 'centroid_norm': [0.8482287743792291, 0.9726021089469079]}",accepted,,229,bottom,True,10,223,277.4955143928528,13.339982,192.507571,58.676526,"{""candidate_budget_exhausted"": 6, ""score_callback"": 20}"
222,95,controlled-occlusion,305e732d0d628c0dbd3ffd05dd97a6fa5cbbe85acaf3ce6ff233a5c7076edebe,1a5bd1ffd4004e511c7979acc8e565d95eca08eeb5ecde35cfccaeee4cfa0ae4,7828104284634097709,7828104284634097709,bottom,0.17982903758551633,6.283223301972484,0.09983160511653726,9.856834785998759,"['Dist_power_box_01', 'Dist_construction_sign_01', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_old_military_compressor', 'Dist_traffic_barricade_01']","{'visible_pixels': 117, 'bbox_px': [143, 65, 170, 69], 'centroid_px': [156.4102564102564, 66.90598290598291], 'centroid_norm': [0.9200603318250377, 0.5268187630392355]}",expensive_reject,bounded_local_search_exhausted,0,,,20,79,111.0816707611084,0.016462,27.439108,71.555414,"{""candidate_budget_exhausted"": 11, ""collision"": 9, ""score_callback"": 25, ""support"": 2}"
225,95,controlled-occlusion,7570e3adf2c160faff5830cf1f4bc3b1a8a84576e990d7da16ee034e7bc6e20f,15383a59d2e8084479a0fa70cc05a75e5597022121e80eaaf1ae625048072b62,11324971944377319419,11324971944377319419,left,0.3945422839274353,33.33892404573831,0.28961103520979786,1.4937043988994083,"['Dist_multi_cleaner_5_litre', 'Dist_old_tyre', 'Dist_propane_tank', 'Dist_wine_bottles_01', 'Dist_Jansport_School_Backpack_Blue_Streak', 'Dist_Target_Basket_Medium']","{'visible_pixels': 4286, 'bbox_px': [104, 52, 212, 127], 'centroid_px': [158.27788147456837, 84.6472235184321], 'centroid_norm': [0.6972593897558078, 0.6665135710112764]}",expensive_reject,bounded_local_search_exhausted,0,,,19,65,57.127532958984375,0.013626,14.347241,41.574009,"{""candidate_budget_exhausted"": 11, ""collision"": 5, ""score_callback"": 24, ""support"": 7}"
226,95,controlled-occlusion,d5387c0e3945072b637cf0cf2a902280e77eaef3c5d6e5a669a11d96fcde024c,ef2f50a47da636b7a44e4e618b43389e2052bdfbae18d8fa76e4cf855898f101,11654870688686403865,11654870688686403865,right,0.22514819258691687,36.08797410169322,0.9330207963872553,1.116161398446215,"['Dist_painted_wooden_cabinet', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_water_dispenser_01', 'Dist_potted_plant_01']","{'visible_pixels': 9081, 'bbox_px': [0, 70, 170, 127], 'centroid_px': [85.96641339059575, 99.82854311199208], 'centroid_norm': [0.5056847846505632, 0.7860515205668668]}",expensive_reject,bounded_local_search_exhausted,0,,,14,48,49.963534116744995,8.836237,26.507709,13.457113,"{""camera_clearance"": 16, ""candidate_budget_exhausted"": 5, ""score_callback"": 5, ""support"": 15}"
229,95,controlled-occlusion,18b7101136cad51c05e783cde4a23c846f447fb9b91902f63ee625a502bce5d7,3d323c481999f125c57b4aa48e352069fb30b2f6d01f9ec213aa61c1632960d3,10630670179612830404,10630670179612830404,right,0.3952533977702545,5.1268227043863615,0.162540931173661,5.787967338393272,"['Dist_wine_barrel_01', 'Dist_chinese_screen_panels', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn', 'Dist_forklift_02', 'Dist_covered_car']","{'visible_pixels': 225, 'bbox_px': [134, 63, 170, 70], 'centroid_px': [152.02666666666667, 66.38666666666667], 'centroid_norm': [0.8942745098039216, 0.522729658792651]}",expensive_reject,,1173,right,True,9,90,77.88631129264832,6.14828,15.858304,47.469411,"{""candidate_budget_exhausted"": 4, ""score_callback"": 20}"
231,95,controlled-occlusion,b16fd0df88d946c8d5ff3d18140ff31c53b95e5e35cfe0c1d9a5ded3bbd6ae6d,bfe53e3b04f093c991c17d741e858178a1f60bebc9957e17b6f8370b27cbc96a,9785806176099431806,9785806176099431806,bottom,0.18618485148677552,62.57111490301854,0.14710424869140692,5.555219792924193,"['Dist_forklift_02', 'Dist_construction_sign_01', 'Dist_Shelf_01', 'Dist_utility_box_01', 'Dist_delivery_truck_01', 'Dist_modular_chainlink_fence']","{'visible_pixels': 590, 'bbox_px': [105, 82, 131, 113], 'centroid_px': [117.18305084745762, 97.92372881355932], 'centroid_norm': [0.6893120638085742, 0.7710529827839316]}",accepted,,266,bottom,True,2,71,36.6462299823761,0.01749,17.828971,13.413387,"{""score_callback"": 1}"
237,99,controlled-occlusion,40f1f22bdec382890fc3b42397fc105bd81dacdf80a2a084b2fa5a02c9dda6aa,382f1ea5bd9088e7186226bf5f249616a06621556d4bd2f615cc2899f615d187,15999326562263759601,15999326562263759601,right,0.39731230282551705,8.376505754664043,0.4039123437889626,2.5782866329510226,"['Dist_fire_hydrant', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_utility_box_01']","{'visible_pixels': 1742, 'bbox_px': [0, 56, 91, 83], 'centroid_px': [40.94948335246843, 67.2187141216992], 'centroid_norm': [0.24087931383804956, 0.5292812135566866]}",expensive_reject,bounded_local_search_exhausted,0,,,20,65,68.61353516578674,0.015247,26.191043,41.19442,"{""candidate_budget_exhausted"": 12, ""collision"": 2, ""score_callback"": 27, ""support"": 7}"
238,99,controlled-occlusion,8f353c1a9df67b7ef6f543aa3f2eeaffac6bddbd419dc983db39adea3b7a62f0,f9597593d817fd0a12aa8d8a1e0d5c860900db72d5e37aa7fb8bf826b052b098,12095368835350680393,12095368835350680393,right,0.11961176855591678,53.905673621783706,0.1624351161932135,7.286140952515758,"['Dist_metal_tool_chest', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_delivery_truck_01', 'Dist_delivery_van_01', 'Dist_cargo_truck_01']","{'visible_pixels': 789, 'bbox_px': [117, 97, 151, 126], 'centroid_px': [133.90494296577947, 111.18757921419518], 'centroid_norm': [0.7876761350928204, 0.8754927497180723]}",expensive_reject,bounded_local_search_exhausted,0,,,19,49,44.270283460617065,0.019087,13.438514,26.593534,"{""candidate_budget_exhausted"": 10, ""collision"": 2, ""score_callback"": 13, ""support"": 21}"
242,99,controlled-occlusion,728837cc4e4d301c9d3a507c02954b0f2ad3d84f868dabec48de5d791dad43da,22d7c3af0e8eb41ba67d69caa290f2dd68b9eb73f35aa2ccb277d6caa038f552,2079973034422338576,2079973034422338576,right,0.3380639641511566,57.23238769455736,0.07515442334073334,9.541491198475873,"['Dist_drawer_cabinet', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_Shelf_01', 'Dist_modular_chainlink_fence', 'Dist_delivery_truck_01']","{'visible_pixels': 125, 'bbox_px': [79, 43, 91, 56], 'centroid_px': [84.928, 49.64], 'centroid_norm': [0.4995764705882353, 0.39086614173228346]}",expensive_reject,bounded_local_search_exhausted,0,,,21,123,68.60963487625122,0.020023,21.517165,44.823221,"{""candidate_budget_exhausted"": 14, ""score_callback"": 36}"
244,99,controlled-occlusion,ba244671c1bdaddac311156597b3af03430909ceb4f5dbda9bd16480e6195051,089a3555c54b3283e8b0f923b8b72d8735a1ed77f2173f97dd219f74891764c2,16231507082522818113,16231507082522818113,right,0.1919633793643682,11.799131856381715,0.20048431041687897,2.6424041942550756,"['Dist_utility_box_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_delivery_van_01', 'Dist_forklift_01', 'Dist_covered_car']","{'visible_pixels': 483, 'bbox_px': [71, 34, 115, 48], 'centroid_px': [94.39544513457557, 40.22981366459627], 'centroid_norm': [0.49421699023337995, 0.3167701863354037]}",accepted,,2417,right,True,2,29,42.92759108543396,0.017789,26.618707,10.994022,"{""score_callback"": 3, ""support"": 1}"
