group_id,duplicate_type,member_paths,shared_hash_count,differing_files,recommended_canonical,archive_candidates,confidence,evidence,deletion_recommended
G105,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_023.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_023.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_023.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_023.png,high,"[확인] SHA256 58aea252bee177d3… 동일, 1094414 bytes x2",false
G106,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0387.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0387.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0387.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0387.png,high,"[확인] SHA256 b686abc78ccd8121… 동일, 1085497 bytes x2",false
G107,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0195.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0195.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0195.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0195.png,high,"[확인] SHA256 69606c30789cc622… 동일, 1084539 bytes x2",false
G108,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_022.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_022.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_022.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_022.png,high,"[확인] SHA256 d15542f9444d4d56… 동일, 1080179 bytes x2",false
G109,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0137.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0137.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0137.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0137.png,high,"[확인] SHA256 018d1aa501d5941f… 동일, 1076541 bytes x2",false
G110,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0062_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0062.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0062_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0062.png,4,,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0062_debug_geometry.png,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0062.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0062_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0062.png,high,"[확인] SHA256 ea947012911fb9a3… 동일, 1076116 bytes x4",false
G111,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_g_cpu/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_g_cpu/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_g_cpu/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_g_cpu/eda/overlay_all/f0019.png,high,"[확인] SHA256 c8ee73cd6ada66eb… 동일, 1068938 bytes x2",false
G112,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_h_cpu/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_h_cpu/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_h_cpu/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_h_cpu/eda/overlay_all/f0019.png,high,"[확인] SHA256 fbdbe5ea62366b2f… 동일, 1068935 bytes x2",false
G113,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_d/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_d/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_d/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_d/eda/overlay_all/f0019.png,high,"[확인] SHA256 9af24d177d436b59… 동일, 1068933 bytes x2",false
G114,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_e/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_e/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_e/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_e/eda/overlay_all/f0019.png,high,"[확인] SHA256 269fe28c1a1932bb… 동일, 1068933 bytes x2",false
G115,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_f/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_f/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_f/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_f/eda/overlay_all/f0019.png,high,"[확인] SHA256 5df52375ce259757… 동일, 1068933 bytes x2",false
G116,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0045.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0045.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0045.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0045.png,high,"[확인] SHA256 a8234c0bda6b5d88… 동일, 1066877 bytes x2",false
G117,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_016.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_016.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_016.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_016.png,high,"[확인] SHA256 aaf54bf27474d76c… 동일, 1065321 bytes x2",false
G118,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0405.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0405.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0405.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0405.png,high,"[확인] SHA256 ce3038b6fa36e6dc… 동일, 1056044 bytes x2",false
G119,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_r3/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_r3/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_r3/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_r3/eda/overlay_all/f0019.png,high,"[확인] SHA256 3166880fe7137e47… 동일, 1054223 bytes x2",false
G120,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_r4/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_r4/eda/overlay_all/f0019.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_r4/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_r4/eda/overlay_all/f0019.png,high,"[확인] SHA256 d5cb69e958079eee… 동일, 1054222 bytes x2",false
G121,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0330.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0330.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0330.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0330.png,high,"[확인] SHA256 75dcaee8aae89ede… 동일, 1049193 bytes x2",false
G122,B_duplicate_run(zip vs 추출본),data/pallet/test_blender_v64.zip;data/pallet/archive/test_blender_v64,0,,data/pallet/archive/test_blender_v64  (추출본 = 사용 가능한 형태),data/pallet/test_blender_v64.zip,high,[확인] zip central directory 엔트리 6000개 / 비압축 1786012650 bytes == 디렉토리 6000개 / 1786012650 bytes,false
G123,B_duplicate_run(zip vs 추출본),data/pallet/test_blender_v65.zip;data/pallet/archive/test_blender_v65,0,,data/pallet/archive/test_blender_v65  (추출본 = 사용 가능한 형태),data/pallet/test_blender_v65.zip,high,[확인] zip central directory 엔트리 300개 / 비압축 86945235 bytes == 디렉토리 300개 / 86945235 bytes,false
G124,B_duplicate_run(zip vs 추출본),data/pallet/test_blender_v68.zip;data/pallet/archive/test_blender_v68,0,,data/pallet/archive/test_blender_v68  (추출본 = 사용 가능한 형태),data/pallet/test_blender_v68.zip,high,[확인] zip central directory 엔트리 3000개 / 비압축 909147448 bytes == 디렉토리 3000개 / 909147448 bytes,false
G125,B_duplicate_run(zip vs 추출본),data/pallet/test_blender_v69.zip;data/pallet/archive/test_blender_v69,0,,data/pallet/archive/test_blender_v69  (추출본 = 사용 가능한 형태),data/pallet/test_blender_v69.zip,high,[확인] zip central directory 엔트리 12000개 / 비압축 3662471008 bytes == 디렉토리 12000개 / 3662471008 bytes,false
G126,B_duplicate_run(zip vs 추출본),data/pallet/test_blender_v70.zip;data/pallet/archive/test_blender_v70,0,,data/pallet/archive/test_blender_v70  (추출본 = 사용 가능한 형태),data/pallet/test_blender_v70.zip,high,[확인] zip central directory 엔트리 3000개 / 비압축 915545347 bytes == 디렉토리 3000개 / 915545347 bytes,false
G127,B_duplicate_run(zip vs 추출본),data/pallet/test_indoor_v1.zip;data/pallet/archive/test_indoor_v1,0,,data/pallet/archive/test_indoor_v1  (추출본 = 사용 가능한 형태),data/pallet/test_indoor_v1.zip,high,[확인] zip central directory 엔트리 3000개 / 비압축 588469993 bytes == 디렉토리 3000개 / 588469993 bytes,false
G128,B_duplicate_run(zip vs 추출본),data/pallet/train_4pallet_mask_v1.zip;data/pallet/archive/train_4pallet_mask_v1,0,,data/pallet/archive/train_4pallet_mask_v1  (추출본 = 사용 가능한 형태),data/pallet/train_4pallet_mask_v1.zip,high,[확인] zip central directory 엔트리 40040개 / 비압축 9845542580 bytes == 디렉토리 40040개 / 9845542580 bytes,false
G129,B_duplicate_run(zip vs 추출본),data/pallet/train_palletobj_addon_v1.zip;data/pallet/archive/train_palletobj_addon_v1,0,,data/pallet/archive/train_palletobj_addon_v1  (추출본 = 사용 가능한 형태),data/pallet/train_palletobj_addon_v1.zip,high,[확인] zip central directory 엔트리 24002개 / 비압축 5752182582 bytes == 디렉토리 24002개 / 5752182582 bytes,false
G130,B_duplicate_run(zip vs 추출본),data/pallet/train_palletobj_v1.zip;data/pallet/archive/train_palletobj_v1,0,엔트리 수/바이트 불일치,data/pallet/archive/train_palletobj_v1  (추출본 = 사용 가능한 형태),data/pallet/train_palletobj_v1.zip,medium,[확인] 불일치: zip=None/None dir=30012/8337383185 BadZipFile: File is not a zip file,false
G131,B_duplicate_run(zip vs 추출본),data/pallet/train_palletobj_v2.zip;data/pallet/archive/train_palletobj_v2,0,,data/pallet/archive/train_palletobj_v2  (추출본 = 사용 가능한 형태),data/pallet/train_palletobj_v2.zip,high,[확인] zip central directory 엔트리 30010개 / 비압축 8341960347 bytes == 디렉토리 30010개 / 8341960347 bytes,false
G132,B_duplicate_run(zip vs 추출본),data/pallet/train_palletobj_v3.zip;data/pallet/archive/train_palletobj_v3,0,,data/pallet/archive/train_palletobj_v3  (추출본 = 사용 가능한 형태),data/pallet/train_palletobj_v3.zip,high,[확인] zip central directory 엔트리 40002개 / 비압축 10682796255 bytes == 디렉토리 40002개 / 10682796255 bytes,false
G133,B_duplicate_run(zip vs 추출본),data/pallet/trunc_addon_v1.zip;data/pallet/archive/trunc_addon_v1,0,엔트리 수/바이트 불일치,data/pallet/archive/trunc_addon_v1  (추출본 = 사용 가능한 형태),data/pallet/trunc_addon_v1.zip,medium,[확인] 불일치: zip=24010/5544142126 dir=24015/5546660278 ,false
G134,B_duplicate_run(zip 번들),data/pallet/pallet.zip;data/pallet/archive/train_palletobj_v1;data/pallet/archive/train_palletobj_v2,0,,data/pallet/archive/train_palletobj_v1 + v2 (추출본),data/pallet/pallet.zip,high,"[확인] pallet.zip 60022 엔트리 = train_palletobj_v1(30012)+v2(30010), 최상위 엔트리 2개 일치. 16.64GB",false
G135,B_duplicate_run(중복 zip 사본),data/pallet/train_palletobj_v2.zip;data/pallet/train_palletobj_v2 (2).zip,0,압축 크기만 다름(8.35GB vs 8.32GB),data/pallet/train_palletobj_v2.zip,data/pallet/train_palletobj_v2 (2).zip,medium,"[확인] 두 zip 모두 30010 엔트리 / 비압축 8,346,416,419 vs 8,321,314,846 bytes — 엔트리 수 동일, 내용 대조 미실시",false
G136,C_resumed_or_partial(손상),data/pallet/train_palletobj_v1.zip;data/pallet/train_palletobj_v1 (2).zip;data/pallet/archive/train_palletobj_v1,0,train_palletobj_v1.zip 은 열 수 없음,data/pallet/archive/train_palletobj_v1 (추출본 30012f/8.34GB),data/pallet/train_palletobj_v1 (2).zip,high,"[확인] zipfile.BadZipFile(""File is not a zip file"") on train_palletobj_v1.zip(4.53GB). ""(2)"" 사본은 30012 엔트리/8.34GB 로 추출본과 일치",false
G137,D_derived_output,data/pallet/_v2_scene_logic_500_seed7500/eda;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5,92,eda_phase5 에만 있는 신규 차트,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5,data/pallet/_v2_scene_logic_500_seed7500/eda,high,[확인] contact_sheets/*.png 다수가 SHA256 동일(같은 RGB에서 재생성한 EDA 산출물),false
G138,B_duplicate_run(동일 shape),data/pallet/_v2_scene_logic_probe_seed7500_f16_r32_thin_upright;data/pallet/_v2_scene_logic_probe_seed7500_f16_r33_thin_upright,0,,data/pallet/_v2_scene_logic_probe_seed7500_f16_r32_thin_upright,data/pallet/_v2_scene_logic_probe_seed7500_f16_r33_thin_upright,medium,[확인] png=0 json=3 bytes=634850 동일,false
