relative_path,absolute_path,entry_type,depth,parent,extension,file_count_recursive,total_bytes_recursive,modified_time,sha256,hash_status,is_gitignored,is_symlink,is_empty,top_level_group,proposed_category,referenced_by_code_count,referenced_by_code_paths,contains_rgb,contains_labels,contains_masks,contains_overlay,contains_blend,contains_3d_models,contains_textures,contains_manifest,contains_license,contains_weights,ext_histogram,proposed_destination,status
data/pallet/archive/train_palletobj_v3,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3,dir,2,data/pallet/archive,,40002,10682796255,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,LEGACY_DATASET,0,,true,true,false,true,false,false,false,false,false,false,.png=30000;.json=10002,archive/legacy_datasets/,SAFE_CANDIDATE
data/pallet/archive/train_palletobj_v3/batch_000,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_000,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1059935167,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_000/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_000\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_000,,1000,88597819,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_000/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_000\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_000,,1000,404951144,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_001,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_001,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1066635173,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_001/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_001\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_001,,1000,89319671,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_001/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_001\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_001,,1000,407099023,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_002,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_002,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1071252412,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_002/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_002\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_002,,1000,89362290,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_002/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_002\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_002,,1000,409077450,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_003,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_003,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1074410089,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_003/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_003\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_003,,1000,89081113,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_003/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_003\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_003,,1000,411259782,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_004,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_004,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1071304804,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_004/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_004\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_004,,1000,89121493,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_004/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_004\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_004,,1000,409619193,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_005,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_005,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1061479439,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_005/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_005\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_005,,1000,89121575,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_005/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_005\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_005,,1000,404704397,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_006,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_006,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1067222944,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_006/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_006\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_006,,1000,89380953,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_006/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_006\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_006,,1000,408183480,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_007,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_007,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1067734895,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_007/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_007\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_007,,1000,89352627,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_007/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_007\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_007,,1000,407716742,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_008,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_008,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1069681561,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_008/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_008\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_008,,1000,89023301,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_008/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_008\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_008,,1000,409447193,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_009,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_009,dir,3,data/pallet/archive/train_palletobj_v3,,4000,1073099914,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,true,false,false,false,false,false,false,.png=3000;.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_009/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_009\mask,dir,4,data/pallet/archive/train_palletobj_v3/batch_009,,1000,89614343,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3/batch_009/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3\batch_009\overlay,dir,4,data/pallet/archive/train_palletobj_v3/batch_009,,1000,409957538,2026-06-24 11:00,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1,dir,2,data/pallet/archive,,17722,77884636,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,SUPERSEDED_RUN,0,,true,true,true,true,false,false,false,false,false,false,.png=8861;.json=8859;.log=1;.tmp=1,archive/superseded_runs/,BLOCKED_BY_UNKNOWN_PURPOSE
data/pallet/archive/train_palletobj_v3_post_v1/batch_000,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_000,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8146017,2026-06-25 13:39,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_000/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_000\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_000,,1000,5984880,2026-06-25 13:42,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_000/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_000\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_000,,1000,2161137,2026-06-25 13:42,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_001,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_001,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8304244,2026-06-25 13:42,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_001/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_001\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_001,,1000,5982457,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_001/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_001\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_001,,1000,2321787,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_002,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_002,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8256327,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_002/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_002\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_002,,1000,5979568,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_002/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_002\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_002,,1000,2276759,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_003,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_003,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8286286,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_003/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_003\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_003,,1000,5982838,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_003/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_003\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_003,,1000,2303448,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_004,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_004,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8249063,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_004/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_004\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_004,,1000,5977971,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_004/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_004\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_004,,1000,2271092,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_005,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_005,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8268096,2026-06-25 13:43,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_005/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_005\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_005,,1000,5983308,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_005/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_005\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_005,,1000,2284788,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_006,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_006,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8220738,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_006/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_006\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_006,,1000,5986115,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_006/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_006\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_006,,1000,2234623,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_007,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_007,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,2000,8250034,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=1000;.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_007/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_007\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_007,,1000,5980115,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_007/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_007\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_007,,1000,2269919,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=1000,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_008,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_008,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,1715,7085334,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,true,true,false,false,false,false,false,false,false,.json=857;.png=857;.tmp=1,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_008/annotations,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_008\annotations,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_008,,857,5125549,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,false,false,false,false,false,false,false,false,.json=857,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/batch_008/mask_binary,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\batch_008\mask_binary,dir,4,data/pallet/archive/train_palletobj_v3_post_v1/batch_008,,858,1959785,2026-06-25 13:44,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=857;.tmp=1,(상속),(상속)
data/pallet/archive/train_palletobj_v3_post_v1/_overlay12,E:\CODING\GitHub\FoundationPose\data\pallet\archive\train_palletobj_v3_post_v1\_overlay12,dir,3,data/pallet/archive/train_palletobj_v3_post_v1,,4,4563341,2026-06-25 13:41,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,false,false,false,false,false,false,false,false,false,.png=4,(상속),(상속)
data/pallet/archive/trunc_addon_v1,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1,dir,2,data/pallet/archive,,24015,5546660278,2026-07-23 14:54,,N/A_DIR,true,false,false,archive,LEGACY_DATASET,0,,true,true,true,true,false,false,false,false,false,false,.png=18012;.json=6003,archive/legacy_datasets/,SAFE_CANDIDATE
data/pallet/archive/trunc_addon_v1/audit_eye,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1\audit_eye,dir,3,data/pallet/archive/trunc_addon_v1,,9,3248677,2026-07-03 15:34,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=9,(상속),(상속)
data/pallet/archive/trunc_addon_v1/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1\mask,dir,3,data/pallet/archive/trunc_addon_v1,,6000,515296432,2026-07-03 15:33,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=6000,(상속),(상속)
data/pallet/archive/trunc_addon_v1/overlay,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1\overlay,dir,3,data/pallet/archive/trunc_addon_v1,,6000,2342029500,2026-07-03 15:33,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=6000,(상속),(상속)
data/pallet/archive/trunc_addon_v1/새 폴더,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1\새 폴더,dir,3,data/pallet/archive/trunc_addon_v1,,5,2518152,2026-07-23 14:57,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,false,true,true,true,false,false,false,false,false,false,.png=3;.json=2,(상속),(상속)
data/pallet/archive/trunc_addon_v1_pilot,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1_pilot,dir,2,data/pallet/archive,,1210,283026342,2026-07-03 13:30,,N/A_DIR,true,false,false,archive,REFERENCE_GOLDEN,11,_docs/blender_mcp_onboarding.md:233;_docs/history/2026-07-28.md:165;reports/v2_overlay_fix/final_report.md:23;reports/v2_overlay_fix/visual_verification.md:38;reports/v2_overlay_fix/visual_verification.md:4;scripts/data_prep/blender/_make_archive_vs_new_sheet.py:22;scripts/data_prep/blender/_verify_archive_style_pixels.py:48;scripts/data_prep/blender/overlay_archive_trunc_style.py:6;scripts/data_prep/blender/overlay_v2_detailed.py:9;scripts/data_prep/blender/tests/test_overlay_archive_trunc_style.py:4;scripts/data_prep/blender/tests/test_overlay_archive_trunc_style.py:42,true,true,true,true,false,false,false,false,false,false,.png=909;.json=301,(유지) reference/golden_overlay/ 는 테스트 수정 동반 시,BLOCKED_BY_TEST_REFERENCE
data/pallet/archive/trunc_addon_v1_pilot/audit_eye,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1_pilot\audit_eye,dir,3,data/pallet/archive/trunc_addon_v1_pilot,,9,3248677,2026-07-03 13:30,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=9,(상속),(상속)
data/pallet/archive/trunc_addon_v1_pilot/mask,E:\CODING\GitHub\FoundationPose\data\pallet\archive\trunc_addon_v1_pilot\mask,dir,3,data/pallet/archive/trunc_addon_v1_pilot,,300,25578722,2026-07-03 13:30,,N/A_DIR,true,false,false,archive,(상위 폴더 분류 상속),0,,true,false,false,false,false,false,false,false,false,false,.png=300,(상속),(상속)
