azimuth_deg,elevation_deg,density
0.0,0.5,5.303429361580704e-05
1.411764705882353,0.5,5.304034130417788e-05
2.823529411764706,0.5,5.3046567704150474e-05
4.235294117647059,0.5,5.305297504727018e-05
5.647058823529412,0.5,5.3059565090812124e-05
7.058823529411765,0.5,5.3066339104016585e-05
8.470588235294118,0.5,5.307329785545319e-05
9.882352941176471,0.5,5.3080441601556e-05
11.294117647058824,0.5,5.308777007637067e-05
12.705882352941178,0.5,5.30952824825382e-05
14.11764705882353,0.5,5.310297748355716e-05
15.529411764705884,0.5,5.3110853197344214e-05
16.941176470588236,0.5,5.311890719112163e-05
18.35294117647059,0.5,5.312713647765274e-05
19.764705882352942,0.5,5.3135537512844366e-05
21.176470588235297,0.5,5.314410619472699e-05
22.58823529411765,0.5,5.3152837863831886e-05
24.0,0.5,5.316172730496355e-05
25.411764705882355,0.5,5.317076875038145e-05
26.823529411764707,0.5,5.317995588438558e-05
28.23529411764706,0.5,5.3189281849305297e-05
29.647058823529413,0.5,5.3198739252887625e-05
31.058823529411768,0.5,5.3208320177072974e-05
32.47058823529412,0.5,5.3218016188146504e-05
33.88235294117647,0.5,5.322781834824799e-05
35.294117647058826,0.5,5.3237717228223805e-05
36.70588235294118,0.5,5.3247702921791446e-05
38.11764705882353,0.5,5.325776506099734e-05
39.529411764705884,0.5,5.3267892832933084e-05
40.94117647058824,0.5,5.3278074997679617e-05
42.352941176470594,0.5,5.328829990744276e-05
43.76470588235294,0.5,5.3298555526838523e-05
45.1764705882353,0.5,5.330882945429257e-05
46.58823529411765,0.5,5.331910894449998e-05
48.0,0.5,5.332938093190341e-05
49.411764705882355,0.5,5.333963205513927e-05
50.82352941176471,0.5,5.334984868239442e-05
52.235294117647065,0.5,5.336001693762142e-05
53.64705882352941,0.5,5.33701227275541e-05
55.05882352941177,0.5,5.338015176946248e-05
56.47058823529412,0.5,5.339008961958373e-05
57.88235294117647,0.5,5.339992170216858e-05
59.294117647058826,0.5,5.3409633339073524e-05
60.70588235294118,0.5,5.341920977983478e-05
62.117647058823536,0.5,5.342863623215291e-05
63.529411764705884,0.5,5.343789789271715e-05
64.94117647058825,0.5,5.344697997830241e-05
66.3529411764706,0.5,5.3455867757061915e-05
67.76470588235294,0.5,5.346454657994673e-05
69.1764705882353,0.5,5.347300191217318e-05
70.58823529411765,0.5,5.34812193646725e-05
72.0,0.5,5.348918472543933e-05
73.41176470588236,0.5,5.34968839907112e-05
74.82352941176471,0.5,5.3504303395903664e-05
76.23529411764706,0.5,5.351142944622552e-05
77.64705882352942,0.5,5.351824894690209e-05
79.05882352941177,0.5,5.35247490329345e-05
80.47058823529412,0.5,5.3530917198322294e-05
81.88235294117648,0.5,5.35367413246789e-05
83.29411764705883,0.5,5.354220970917221e-05
84.70588235294119,0.5,5.354731109171853e-05
86.11764705882354,0.5,5.355203468136732e-05
87.52941176470588,0.5,5.3556370181810695e-05
88.94117647058825,0.5,5.3560307815953284e-05
90.3529411764706,0.5,5.356383834948405e-05
91.76470588235294,0.5,5.356695311338996e-05
93.1764705882353,0.5,5.356964402535716e-05
94.58823529411765,0.5,5.35719036100027e-05
96.0,0.5,5.3573725017891e-05
97.41176470588236,0.5,5.3575102043281195e-05
98.82352941176471,0.5,5.3576029140564206e-05
100.23529411764707,0.5,5.3576501439345636e-05
101.64705882352942,0.5,5.3576514758136964e-05
103.05882352941177,0.5,5.3576065616615735e-05
104.47058823529413,0.5,5.3575151246427466e-05
105.88235294117648,0.5,5.3573769600495253e-05
107.29411764705883,0.5,5.3571919360816066e-05
108.70588235294119,0.5,5.3569599944717666e-05
110.11764705882354,0.5,5.356681150956174e-05
111.52941176470588,0.5,5.3563554955875655e-05
112.94117647058825,0.5,5.355983192890529e-05
114.3529411764706,0.5,5.355564481857766e-05
115.76470588235294,0.5,5.3550996757875776e-05
117.1764705882353,0.5,5.354589161962134e-05
118.58823529411765,0.5,5.354033401167181e-05
120.00000000000001,0.5,5.353432927054158e-05
121.41176470588236,0.5,5.3527883453457563e-05
122.82352941176471,0.5,5.3521003328865075e-05
124.23529411764707,0.5,5.351369636540477e-05
125.64705882352942,0.5,5.35059707193844e-05
127.05882352941177,0.5,5.349783522076949e-05
128.47058823529412,0.5,5.348929935772798e-05
129.8823529411765,0.5,5.34803732597594e-05
131.29411764705884,0.5,5.3471067679447906e-05
132.7058823529412,0.5,5.346139397287955e-05
134.11764705882354,0.5,5.345136407876891e-05
135.52941176470588,0.5,5.344099049633868e-05
136.94117647058823,0.5,5.3430286262010625e-05
138.3529411764706,0.5,5.34192649249506e-05
139.76470588235296,0.5,5.340794052153205e-05
141.1764705882353,0.5,5.339632754877344e-05
142.58823529411765,0.5,5.338444093680879e-05
144.0,0.5,5.337229602045868e-05
145.41176470588238,0.5,5.3359908509965096e-05
146.82352941176472,0.5,5.334729446095586e-05
148.23529411764707,0.5,5.33344702437128e-05
149.64705882352942,0.5,5.332145251181147e-05
151.05882352941177,0.5,5.330825817020217e-05
152.47058823529412,0.5,5.329490434281528e-05
153.8823529411765,0.5,5.328140833975439e-05
155.29411764705884,0.5,5.326778762416173e-05
156.7058823529412,0.5,5.325405977882963e-05
158.11764705882354,0.5,5.3240242472632635e-05
159.52941176470588,0.5,5.3226353426863305e-05
160.94117647058823,0.5,5.321241038154363e-05
162.3529411764706,0.5,5.3198431061792314e-05
163.76470588235296,0.5,5.318443314432762e-05
165.1764705882353,0.5,5.3170434224177754e-05
166.58823529411765,0.5,5.315645178167823e-05
168.0,0.5,5.314250314983172e-05
169.41176470588238,0.5,5.312860548210417e-05
170.82352941176472,0.5,5.311477572073063e-05
172.23529411764707,0.5,5.310103056560171e-05
173.64705882352942,0.5,5.308738644380445e-05
175.05882352941177,0.5,5.307385947988126e-05
176.47058823529412,0.5,5.306046546687974e-05
177.8823529411765,0.5,5.304721983825163e-05
179.29411764705884,0.5,5.3034137640669106e-05
180.7058823529412,0.5,5.3021233507816205e-05
182.11764705882354,0.5,5.300852163521188e-05
183.52941176470588,0.5,5.299601575612191e-05
184.94117647058826,0.5,5.2983729118612095e-05
186.3529411764706,0.5,5.297167446378915e-05
187.76470588235296,0.5,5.295986400528076e-05
189.1764705882353,0.5,5.29483094099921e-05
190.58823529411765,0.5,5.293702178018364e-05
192.0,0.5,5.2926011636905314e-05
193.41176470588238,0.5,5.291528890482023e-05
194.82352941176472,0.5,5.29048628984471e-05
196.23529411764707,0.5,5.2894742309850055e-05
197.64705882352942,0.5,5.28849351977965e-05
199.05882352941177,0.5,5.287544897840263e-05
200.47058823529414,0.5,5.2866290417282763e-05
201.8823529411765,0.5,5.285746562321362e-05
203.29411764705884,0.5,5.2848980043323696e-05
204.7058823529412,0.5,5.284083845980528e-05
206.11764705882354,0.5,5.283304498816128e-05
207.52941176470588,0.5,5.2825603076970615e-05
208.94117647058826,0.5,5.281851550917857e-05
