projected_size,visible_fraction,density
0.0,0.0,0.06769150731144255
0.00392156862745098,0.0,0.06768802932528693
0.00784313725490196,0.0,0.06767757813016537
0.011764705882352941,0.0,0.06766015617970791
0.01568627450980392,0.0,0.06763576753923933
0.0196078431372549,0.0,0.06760441788765253
0.023529411764705882,0.0,0.0675661145199749
0.027450980392156862,0.0,0.067520866350608
0.03137254901960784,0.0,0.06746868391722519
0.03529411764705882,0.0,0.06740957938530184
0.0392156862745098,0.0,0.06734356655325474
0.043137254901960784,0.0,0.06727066085815413
0.047058823529411764,0.0,0.0671908793819808
0.050980392156862744,0.0,0.06710424085838343
0.054901960784313725,0.0,0.06701076567989776
0.058823529411764705,0.0,0.06691047590558212
0.06274509803921569,0.0,0.06680339526901802
0.06666666666666667,0.0,0.0666895491866275
0.07058823529411765,0.0,0.06656896476624867
0.07450980392156863,0.0,0.06644167081591588
0.0784313725490196,0.0,0.06630769785277864
0.08235294117647059,0.0,0.06616707811210416
0.08627450980392157,0.0,0.0660198455562909
0.09019607843137255,0.0,0.0658660358838313
0.09411764705882353,0.0,0.06570568653815484
0.09803921568627451,0.0,0.06553883671627639
0.10196078431372549,0.0,0.06536552737718652
0.10588235294117647,0.0,0.06518580124990285
0.10980392156862745,0.0,0.06499970284111502
0.11372549019607843,0.0,0.06480727844234659
0.11764705882352941,0.0,0.06460857613655942
0.12156862745098039,0.0,0.06440364580412679
0.12549019607843137,0.0,0.06419253912810119
0.12941176470588234,0.0,0.06397530959870185
0.13333333333333333,0.0,0.06375201251694933
0.13725490196078433,0.0,0.06352270499737396
0.1411764705882353,0.0,0.06328744596972752
0.14509803921568626,0.0,0.06304629617962769
0.14901960784313725,0.0,0.062799318188067
0.15294117647058825,0.0,0.06254657636971872
0.1568627450980392,0.0,0.06228813690997656
0.16078431372549018,0.0,0.06202406780066347
0.16470588235294117,0.0,0.061754438834352755
0.16862745098039217,0.0,0.06147932159723961
0.17254901960784313,0.0,0.06119878946051386
0.1764705882352941,0.0,0.06091291757017843
0.1803921568627451,0.0,0.060621782835264634
0.1843137254901961,0.0,0.06032546391440533
0.18823529411764706,0.0,0.060024041200716284
0.19215686274509802,0.0,0.05971759680495412
0.19607843137254902,0.0,0.05940621453691433
0.2,0.0,0.059089979885040014
0.20392156862745098,0.0,0.058768979994215084
0.20784313725490194,0.0,0.058443303641719666
0.21176470588235294,0.0,0.058113041211331096
0.21568627450980393,0.0,0.05777828466555669
0.2196078431372549,0.0,0.057439127515989716
0.22352941176470587,0.0,0.05709566479178257
0.22745098039215686,0.0,0.05674799300623922
0.23137254901960785,0.0,0.056396210121530066
0.23529411764705882,0.0,0.05604041551153834
0.2392156862745098,0.0,0.05568070992285181
0.24313725490196078,0.0,0.05531719543391675
0.24705882352941178,0.0,0.05494997541237837
0.25098039215686274,0.0,0.05457915447063162
0.2549019607843137,0.0,0.054204838419616465
0.2588235294117647,0.0,0.05382713422089159
