usable_id,keypoint_index,reprojection_error_px
21,6,5.684341886080802e-14
21,7,5.684341886080802e-14
21,8,5.684341886080802e-14
22,0,0.0
22,1,5.684341886080802e-14
22,2,0.0
22,3,0.0
22,4,0.0
22,5,5.684341886080802e-14
22,6,1.1368683772161603e-13
22,7,1.1368683772161603e-13
22,8,1.2710574864626038e-13
23,0,0.0
23,1,0.0
23,2,0.0
23,3,6.355287432313019e-14
23,4,0.0
23,5,5.684341886080802e-14
23,6,5.684341886080802e-14
23,7,5.684341886080802e-14
23,8,8.038873388460929e-14
24,0,5.684341886080802e-14
24,1,0.0
24,2,0.0
24,3,0.0
24,4,8.038873388460929e-14
24,5,8.038873388460929e-14
24,6,5.684341886080802e-14
24,7,5.684341886080802e-14
24,8,5.684341886080802e-14
25,0,6.355287432313019e-14
25,1,2.842170943040401e-14
25,2,0.0
25,3,2.842170943040401e-14
25,4,1.4210854715202004e-14
25,5,1.4210854715202004e-14
25,6,5.684341886080802e-14
25,7,4.0194366942304644e-14
25,8,2.842170943040401e-14
26,0,5.684341886080802e-14
26,1,0.0
26,2,0.0
26,3,5.684341886080802e-14
26,4,6.355287432313019e-14
26,5,5.684341886080802e-14
26,6,0.0
26,7,0.0
26,8,5.684341886080802e-14
27,0,0.0
27,1,5.684341886080802e-14
27,2,5.684341886080802e-14
27,3,2.842170943040401e-14
27,4,5.684341886080802e-14
27,5,0.0
27,6,0.0
27,7,2.842170943040401e-14
27,8,0.0
28,0,2.842170943040401e-14
28,1,0.0
28,2,0.0
28,3,0.0
28,4,6.355287432313019e-14
28,5,2.842170943040401e-14
28,6,5.684341886080802e-14
28,7,6.355287432313019e-14
28,8,0.0
29,0,0.0
29,1,8.038873388460929e-14
29,2,0.0
29,3,2.842170943040401e-14
29,4,5.859285502108464e-14
29,5,2.842170943040401e-14
29,6,5.684341886080802e-14
29,7,1.4210854715202004e-14
29,8,5.684341886080802e-14
30,0,4.0194366942304644e-14
30,1,2.842170943040401e-14
30,2,0.0
30,3,4.0194366942304644e-14
30,4,2.929642751054232e-14
30,5,7.105427357601002e-15
30,6,2.842170943040401e-14
30,7,2.842170943040401e-14
30,8,1.4210854715202004e-14
31,0,1.4210854715202004e-14
31,1,0.0
31,2,0.0
31,3,6.355287432313019e-14
31,4,3.552713678800501e-15
31,5,6.355287432313019e-14
31,6,2.842170943040401e-14
31,7,1.199040866595169e-14
31,8,2.842170943040401e-14
32,0,2.4868995751603507e-14
32,1,0.0
32,2,5.684341886080802e-14
32,3,2.842170943040401e-14
32,4,2.929642751054232e-14
32,5,4.0194366942304644e-14
32,6,0.0
32,7,7.105427357601002e-15
32,8,0.0
33,0,2.842170943040401e-14
33,1,0.0
33,2,1.2710574864626038e-13
33,3,5.859285502108464e-14
33,4,3.1776437161565096e-14
33,5,1.4210854715202004e-14
33,6,1.4210854715202004e-14
33,7,0.0
33,8,0.0
34,0,5.684341886080802e-14
34,1,0.0
34,2,1.1368683772161603e-13
34,3,0.0
34,4,8.038873388460929e-14
34,5,0.0
34,6,5.684341886080802e-14
34,7,5.684341886080802e-14
34,8,1.2710574864626038e-13
35,0,2.842170943040401e-14
35,1,5.684341886080802e-14
35,2,5.684341886080802e-14
35,3,2.842170943040401e-14
35,4,5.684341886080802e-14
35,5,0.0
35,6,6.355287432313019e-14
35,7,2.842170943040401e-14
35,8,5.684341886080802e-14
36,0,5.684341886080802e-14
36,1,8.038873388460929e-14
36,2,1.1368683772161603e-13
36,3,5.684341886080802e-14
36,4,6.355287432313019e-14
36,5,0.0
36,6,2.842170943040401e-14
36,7,0.0
36,8,2.842170943040401e-14
37,0,0.0
37,1,5.684341886080802e-14
37,2,1.2710574864626038e-13
37,3,8.038873388460929e-14
37,4,2.842170943040401e-14
37,5,0.0
37,6,5.684341886080802e-14
37,7,5.684341886080802e-14
37,8,5.684341886080802e-14
38,0,5.684341886080802e-14
38,1,0.0
38,2,5.684341886080802e-14
38,3,0.0
38,4,0.0
38,5,2.842170943040401e-14
38,6,5.684341886080802e-14
38,7,5.684341886080802e-14
38,8,5.684341886080802e-14
39,0,5.684341886080802e-14
39,1,2.842170943040401e-14
39,2,0.0
39,3,6.355287432313019e-14
39,4,5.859285502108464e-14
39,5,0.0
39,6,3.1776437161565096e-14
39,7,4.263256414560601e-14
39,8,6.355287432313019e-14
40,0,5.684341886080802e-14
40,1,0.0
40,2,0.0
40,3,5.684341886080802e-14
40,4,2.842170943040401e-14
40,5,6.355287432313019e-14
40,6,5.684341886080802e-14
40,7,0.0
40,8,0.0
41,0,5.684341886080802e-14
41,1,1.0658141036401503e-14
41,2,1.4210854715202004e-14
41,3,2.842170943040401e-14
41,4,8.881784197001252e-16
41,5,3.1086244689504383e-15
41,6,1.191086668529821e-13
41,7,5.783398860650275e-14
41,8,2.3092638912203256e-14
42,0,4.618527782440651e-14
42,1,2.842170943040401e-14
42,2,0.0
42,3,2.842170943040401e-14
42,4,1.4210854715202004e-14
42,5,2.842170943040401e-14
42,6,2.842170943040401e-14
42,7,1.4210854715202004e-14
42,8,2.842170943040401e-14
43,0,4.263256414560601e-14
43,1,2.842170943040401e-14
43,2,0.0
43,3,1.4210854715202004e-14
43,4,6.726888855610763e-14
43,5,0.0
43,6,2.842170943040401e-14
43,7,4.1300296516055823e-14
43,8,5.684341886080802e-14
44,0,8.038873388460929e-14
44,1,0.0
44,2,5.684341886080802e-14
44,3,5.684341886080802e-14
44,4,5.684341886080802e-14
44,5,5.684341886080802e-14
44,6,0.0
44,7,0.0
44,8,8.038873388460929e-14
45,0,5.728578676879116e-14
45,1,1.163751005191159e-13
45,2,1.1368683772161603e-13
45,3,0.0
45,4,3.552713678800501e-14
45,5,1.0658141036401503e-14
45,6,1.4210854715202004e-14
45,7,7.105427357601002e-15
45,8,1.4210854715202004e-14
46,0,8.038873388460929e-14
46,1,0.0
46,2,1.1368683772161603e-13
46,3,5.684341886080802e-14
46,4,6.355287432313019e-14
46,5,0.0
46,6,1.1368683772161603e-13
46,7,5.684341886080802e-14
46,8,0.0
47,0,0.0
47,1,0.0
47,2,5.684341886080802e-14
47,3,0.0
47,4,2.842170943040401e-14
47,5,2.842170943040401e-14
47,6,2.842170943040401e-14
47,7,6.355287432313019e-14
47,8,5.684341886080802e-14
48,0,0.0
48,1,8.038873388460929e-14
48,2,8.038873388460929e-14
48,3,0.0
48,4,0.0
48,5,5.684341886080802e-14
48,6,5.684341886080802e-14
48,7,8.038873388460929e-14
48,8,5.684341886080802e-14
49,0,2.1316282072803006e-14
49,1,0.0
49,2,5.684341886080802e-14
49,3,4.973799150320701e-14
49,4,3.1776437161565096e-14
49,5,2.842170943040401e-14
49,6,0.0
49,7,2.842170943040401e-14
49,8,8.038873388460929e-14
50,0,1.1368683772161603e-13
50,1,0.0
50,2,1.1368683772161603e-13
50,3,0.0
50,4,5.684341886080802e-14
50,5,5.684341886080802e-14
50,6,5.684341886080802e-14
50,7,1.1368683772161603e-13
50,8,1.2710574864626038e-13
51,0,3.2862601528904634e-14
51,1,1.4210854715202004e-14
51,2,2.842170943040401e-14
51,3,5.5067062021407764e-14
51,4,3.552713678800501e-15
51,5,0.0
51,6,2.842170943040401e-14
51,7,1.0658141036401503e-14
51,8,0.0
52,0,5.684341886080802e-14
52,1,5.684341886080802e-14
52,2,1.1368683772161603e-13
52,3,5.684341886080802e-14
52,4,8.038873388460929e-14
52,5,5.684341886080802e-14
52,6,5.684341886080802e-14
52,7,5.684341886080802e-14
52,8,0.0
53,0,0.0
53,1,0.0
53,2,8.038873388460929e-14
53,3,6.355287432313019e-14
53,4,5.684341886080802e-14
53,5,5.684341886080802e-14
53,6,5.684341886080802e-14
53,7,5.684341886080802e-14
53,8,0.0
54,0,5.684341886080802e-14
54,1,5.684341886080802e-14
54,2,0.0
54,3,0.0
54,4,5.684341886080802e-14
54,5,5.684341886080802e-14
54,6,5.684341886080802e-14
54,7,0.0
54,8,8.038873388460929e-14
55,0,0.0
55,1,8.038873388460929e-14
55,2,8.038873388460929e-14
55,3,5.684341886080802e-14
55,4,5.684341886080802e-14
55,5,0.0
55,6,0.0
55,7,8.038873388460929e-14
55,8,0.0
56,0,2.842170943040401e-14
56,1,0.0
56,2,2.842170943040401e-14
56,3,0.0
56,4,6.355287432313019e-14
56,5,2.842170943040401e-14
56,6,2.842170943040401e-14
56,7,6.355287432313019e-14
56,8,5.684341886080802e-14
57,0,6.703246762680666e-14
57,1,5.684341886080802e-14
57,2,1.1368683772161603e-13
57,3,2.842170943040401e-14
57,4,4.0194366942304644e-14
57,5,5.684341886080802e-14
57,6,2.842170943040401e-14
57,7,0.0
57,8,0.0
58,0,5.684341886080802e-14
58,1,5.684341886080802e-14
58,2,0.0
58,3,8.038873388460929e-14
58,4,5.684341886080802e-14
58,5,0.0
58,6,0.0
58,7,6.355287432313019e-14
58,8,0.0
59,0,8.038873388460929e-14
59,1,2.842170943040401e-14
59,2,5.684341886080802e-14
59,3,2.842170943040401e-14
59,4,2.842170943040401e-14
59,5,2.842170943040401e-14
59,6,0.0
59,7,4.0194366942304644e-14
59,8,5.684341886080802e-14
60,0,0.0
60,1,0.0
60,2,0.0
60,3,0.0
60,4,0.0
60,5,0.0
60,6,0.0
60,7,5.684341886080802e-14
60,8,0.0
61,0,0.0
61,1,5.684341886080802e-14
61,2,0.0
61,3,5.684341886080802e-14
61,4,0.0
61,5,0.0
61,6,0.0
61,7,8.038873388460929e-14
61,8,5.684341886080802e-14
62,0,1.4210854715202004e-14
62,1,1.1718571004216928e-13
62,2,2.842170943040401e-14
62,3,4.263256414560601e-14
62,4,2.842170943040401e-14
62,5,6.355287432313019e-14
62,6,6.355287432313019e-14
62,7,5.684341886080802e-14
62,8,2.842170943040401e-14
63,0,5.684341886080802e-14
63,1,2.842170943040401e-14
63,2,0.0
63,3,6.355287432313019e-14
63,4,5.684341886080802e-14
63,5,0.0
63,6,6.355287432313019e-14
63,7,6.355287432313019e-14
63,8,0.0
64,0,2.842170943040401e-14
64,1,0.0
64,2,5.684341886080802e-14
64,3,0.0
64,4,2.842170943040401e-14
64,5,2.842170943040401e-14
64,6,2.842170943040401e-14
64,7,2.842170943040401e-14
64,8,2.842170943040401e-14
65,0,0.0
65,1,5.684341886080802e-14
65,2,5.684341886080802e-14
65,3,0.0
65,4,1.1368683772161603e-13
65,5,0.0
65,6,0.0
65,7,1.2710574864626038e-13
65,8,1.2710574864626038e-13
66,0,6.355287432313019e-14
66,1,2.842170943040401e-14
66,2,0.0
66,3,2.842170943040401e-14
66,4,4.973799150320701e-14
66,5,4.0194366942304644e-14
66,6,4.0194366942304644e-14
66,7,6.355287432313019e-14
66,8,2.842170943040401e-14
67,0,8.038873388460929e-14
67,1,5.684341886080802e-14
67,2,0.0
67,3,8.038873388460929e-14
67,4,5.684341886080802e-14
67,5,0.0
67,6,1.1368683772161603e-13
67,7,5.684341886080802e-14
67,8,0.0
68,0,5.684341886080802e-14
68,1,0.0
68,2,1.1368683772161603e-13
68,3,1.2710574864626038e-13
68,4,1.1368683772161603e-13
68,5,1.1368683772161603e-13
68,6,0.0
68,7,0.0
68,8,1.1368683772161603e-13
69,0,5.684341886080802e-14
69,1,1.1368683772161603e-13
69,2,1.1368683772161603e-13
69,3,0.0
69,4,2.842170943040401e-14
69,5,2.842170943040401e-14
69,6,0.0
69,7,7.105427357601002e-15
69,8,0.0
70,0,6.355287432313019e-14
70,1,0.0
70,2,0.0
70,3,5.684341886080802e-14
70,4,1.4210854715202004e-14
70,5,5.859285502108464e-14
70,6,5.859285502108464e-14
70,7,5.859285502108464e-14
70,8,6.355287432313019e-14
71,0,6.355287432313019e-14
71,1,0.0
71,2,5.684341886080802e-14
71,3,0.0
71,4,6.355287432313019e-14
71,5,5.684341886080802e-14
71,6,5.684341886080802e-14
71,7,0.0
71,8,5.684341886080802e-14
72,0,5.684341886080802e-14
72,1,0.0
72,2,0.0
72,3,5.684341886080802e-14
72,4,0.0
72,5,2.842170943040401e-14
72,6,2.842170943040401e-14
72,7,0.0
72,8,2.842170943040401e-14
73,0,2.842170943040401e-14
73,1,1.1718571004216928e-13
73,2,0.0
73,3,5.859285502108464e-14
73,4,1.4210854715202004e-14
73,5,2.842170943040401e-14
73,6,0.0
73,7,5.123796534383003e-14
73,8,0.0
74,0,5.684341886080802e-14
74,1,0.0
74,2,5.684341886080802e-14
74,3,0.0
74,4,0.0
74,5,0.0
74,6,5.684341886080802e-14
74,7,1.2710574864626038e-13
74,8,5.684341886080802e-14
75,0,5.684341886080802e-14
75,1,0.0
75,2,0.0
75,3,0.0
75,4,6.355287432313019e-14
75,5,1.4210854715202004e-14
75,6,2.842170943040401e-14
75,7,5.684341886080802e-14
75,8,6.355287432313019e-14
76,0,6.355287432313019e-14
76,1,5.684341886080802e-14
76,2,5.684341886080802e-14
76,3,1.4210854715202004e-14
76,4,0.0
76,5,0.0
76,6,8.038873388460929e-14
76,7,0.0
76,8,0.0
77,0,5.684341886080802e-14
77,1,1.2710574864626038e-13
77,2,0.0
77,3,5.684341886080802e-14
77,4,5.684341886080802e-14
77,5,8.038873388460929e-14
77,6,5.684341886080802e-14
77,7,5.684341886080802e-14
77,8,8.038873388460929e-14
78,0,2.842170943040401e-14
78,1,0.0
78,2,0.0
78,3,2.842170943040401e-14
78,4,6.355287432313019e-14
78,5,6.355287432313019e-14
78,6,6.355287432313019e-14
78,7,0.0
78,8,0.0
79,0,5.684341886080802e-14
79,1,0.0
79,2,0.0
79,3,2.842170943040401e-14
79,4,2.842170943040401e-14
79,5,0.0
79,6,2.842170943040401e-14
79,7,0.0
79,8,0.0
80,0,0.0
80,1,1.1368683772161603e-13
80,2,1.1368683772161603e-13
80,3,5.684341886080802e-14
80,4,5.684341886080802e-14
80,5,0.0
80,6,5.684341886080802e-14
80,7,0.0
80,8,5.684341886080802e-14
81,0,0.0
81,1,0.0
81,2,0.0
81,3,0.0
81,4,0.0
81,5,0.0
81,6,2.842170943040401e-14
81,7,2.842170943040401e-14
81,8,2.842170943040401e-14
82,0,8.881784197001252e-15
82,1,6.07087979554246e-14
82,2,5.684341886080802e-14
82,3,1.432144669219779e-14
82,4,1.4210854715202004e-14
82,5,8.881784197001252e-15
82,6,7.105427357601002e-15
82,7,6.355287432313019e-14
82,8,5.728578676879116e-14
83,0,0.0
83,1,1.1368683772161603e-13
83,2,0.0
83,3,8.038873388460929e-14
83,4,2.842170943040401e-14
83,5,6.355287432313019e-14
83,6,8.038873388460929e-14
83,7,5.684341886080802e-14
83,8,5.684341886080802e-14
84,0,0.0
84,1,5.684341886080802e-14
84,2,0.0
84,3,5.684341886080802e-14
84,4,2.842170943040401e-14
84,5,2.842170943040401e-14
84,6,2.842170943040401e-14
84,7,2.842170943040401e-14
84,8,2.842170943040401e-14
85,0,1.2710574864626038e-13
85,1,5.684341886080802e-14
85,2,0.0
85,3,5.684341886080802e-14
85,4,0.0
85,5,5.684341886080802e-14
85,6,5.684341886080802e-14
85,7,1.1368683772161603e-13
85,8,1.1368683772161603e-13
86,0,5.123796534383003e-14
86,1,0.0
86,2,5.684341886080802e-14
86,3,7.105427357601002e-15
86,4,0.0
86,5,1.1368683772161603e-13
86,6,1.1368683772161603e-13
86,7,8.038873388460929e-14
86,8,2.842170943040401e-14
87,0,2.842170943040401e-14
87,1,0.0
87,2,0.0
87,3,0.0
87,4,2.842170943040401e-14
87,5,2.842170943040401e-14
87,6,2.842170943040401e-14
87,7,4.0194366942304644e-14
87,8,6.355287432313019e-14
88,0,5.684341886080802e-14
88,1,1.1368683772161603e-13
88,2,1.1368683772161603e-13
88,3,5.684341886080802e-14
88,4,5.684341886080802e-14
88,5,2.842170943040401e-14
88,6,1.1368683772161603e-13
88,7,0.0
88,8,5.684341886080802e-14
89,0,1.1368683772161603e-13
89,1,1.1368683772161603e-13
89,2,0.0
89,3,1.2710574864626038e-13
89,4,0.0
89,5,0.0
89,6,0.0
89,7,0.0
89,8,0.0
90,0,4.0194366942304644e-14
90,1,2.842170943040401e-14
90,2,2.842170943040401e-14
90,3,2.842170943040401e-14
90,4,6.355287432313019e-14
90,5,0.0
90,6,4.0194366942304644e-14
90,7,2.842170943040401e-14
90,8,4.0194366942304644e-14
91,0,6.355287432313019e-14
91,1,5.859285502108464e-14
91,2,1.4210854715202004e-14
91,3,0.0
91,4,8.881784197001252e-16
91,5,7.105427357601002e-15
91,6,1.139086659085919e-13
91,7,1.4210854715202004e-14
91,8,2.1316282072803006e-14
92,0,5.684341886080802e-14
92,1,0.0
92,2,5.684341886080802e-14
92,3,5.684341886080802e-14
92,4,2.842170943040401e-14
92,5,5.684341886080802e-14
92,6,6.355287432313019e-14
92,7,5.684341886080802e-14
92,8,0.0
93,0,5.684341886080802e-14
93,1,1.0658141036401503e-14
93,2,1.4210854715202004e-14
93,3,5.684341886080802e-14
93,4,0.0
93,5,5.684341886080802e-14
93,6,8.038873388460929e-14
93,7,4.0194366942304644e-14
93,8,2.842170943040401e-14
94,0,0.0
94,1,2.842170943040401e-14
94,2,6.355287432313019e-14
94,3,0.0
94,4,0.0
94,5,2.842170943040401e-14
94,6,0.0
94,7,2.842170943040401e-14
94,8,2.842170943040401e-14
95,0,5.684341886080802e-14
95,1,8.038873388460929e-14
95,2,5.684341886080802e-14
95,3,0.0
95,4,0.0
95,5,5.684341886080802e-14
95,6,0.0
95,7,8.038873388460929e-14
95,8,0.0
96,0,3.552713678800501e-14
96,1,0.0
96,2,8.038873388460929e-14
96,3,2.1316282072803006e-14
96,4,2.842170943040401e-14
96,5,0.0
96,6,0.0
96,7,0.0
96,8,0.0
97,0,1.1718571004216928e-13
97,1,5.684341886080802e-14
97,2,0.0
97,3,2.842170943040401e-14
97,4,5.684341886080802e-14
97,5,5.684341886080802e-14
97,6,2.842170943040401e-14
97,7,0.0
97,8,0.0
98,0,2.842170943040401e-14
98,1,0.0
98,2,5.684341886080802e-14
98,3,2.842170943040401e-14
98,4,0.0
98,5,2.842170943040401e-14
98,6,4.0194366942304644e-14
98,7,4.0194366942304644e-14
98,8,4.0194366942304644e-14
99,0,0.0
99,1,5.684341886080802e-14
99,2,5.684341886080802e-14
99,3,0.0
99,4,2.842170943040401e-14
99,5,5.684341886080802e-14
99,6,5.684341886080802e-14
99,7,0.0
99,8,2.842170943040401e-14
100,0,7.105427357601002e-15
100,1,5.859285502108464e-14
100,2,1.0658141036401503e-14
100,3,5.859285502108464e-14
100,4,3.019806626980426e-14
100,5,1.4210854715202004e-14
100,6,1.0658141036401503e-14
100,7,3.552713678800501e-15
100,8,3.552713678800501e-15
101,0,0.0
101,1,1.2710574864626038e-13
101,2,1.1368683772161603e-13
101,3,0.0
101,4,0.0
101,5,8.038873388460929e-14
101,6,0.0
101,7,5.684341886080802e-14
101,8,5.684341886080802e-14
102,0,1.6077746776921858e-13
102,1,1.6077746776921858e-13
102,2,0.0
102,3,1.1368683772161603e-13
102,4,0.0
102,5,0.0
102,6,5.684341886080802e-14
102,7,1.1368683772161603e-13
102,8,0.0
103,0,5.684341886080802e-14
103,1,0.0
103,2,0.0
103,3,0.0
103,4,5.684341886080802e-14
103,5,6.355287432313019e-14
103,6,2.842170943040401e-14
103,7,6.355287432313019e-14
103,8,0.0
104,0,5.684341886080802e-14
104,1,5.684341886080802e-14
104,2,0.0
104,3,0.0
104,4,5.684341886080802e-14
104,5,1.2710574864626038e-13
104,6,1.1368683772161603e-13
104,7,5.684341886080802e-14
104,8,1.1368683772161603e-13
105,0,2.842170943040401e-14
105,1,2.842170943040401e-14
105,2,2.842170943040401e-14
105,3,5.684341886080802e-14
105,4,3.1776437161565096e-14
105,5,4.0194366942304644e-14
105,6,0.0
105,7,1.4210854715202004e-14
105,8,4.0194366942304644e-14
106,0,1.1368683772161603e-13
106,1,1.2710574864626038e-13
106,2,1.2710574864626038e-13
106,3,1.1368683772161603e-13
106,4,5.684341886080802e-14
106,5,0.0
106,6,0.0
106,7,5.684341886080802e-14
106,8,0.0
107,0,0.0
107,1,1.2710574864626038e-13
107,2,0.0
107,3,5.684341886080802e-14
107,4,2.842170943040401e-14
107,5,1.1718571004216928e-13
107,6,0.0
107,7,5.684341886080802e-14
107,8,0.0
108,0,2.842170943040401e-14
108,1,5.684341886080802e-14
108,2,5.684341886080802e-14
108,3,0.0
108,4,2.842170943040401e-14
108,5,5.684341886080802e-14
108,6,2.842170943040401e-14
108,7,2.842170943040401e-14
108,8,6.355287432313019e-14
109,0,2.1316282072803006e-14
109,1,1.1368683772161603e-13
109,2,5.684341886080802e-14
109,3,2.842170943040401e-14
109,4,3.1776437161565096e-14
109,5,0.0
109,6,2.842170943040401e-14
109,7,0.0
109,8,0.0
110,0,0.0
110,1,5.684341886080802e-14
110,2,8.038873388460929e-14
110,3,0.0
110,4,0.0
110,5,8.038873388460929e-14
110,6,0.0
110,7,5.684341886080802e-14
110,8,0.0
111,0,5.684341886080802e-14
111,1,0.0
111,2,0.0
111,3,5.684341886080802e-14
111,4,5.684341886080802e-14
111,5,5.684341886080802e-14
111,6,6.355287432313019e-14
111,7,5.684341886080802e-14
111,8,0.0
112,0,5.684341886080802e-14
112,1,0.0
112,2,5.684341886080802e-14
112,3,0.0
112,4,5.684341886080802e-14
112,5,0.0
112,6,0.0
112,7,0.0
112,8,0.0
113,0,0.0
113,1,0.0
113,2,1.1368683772161603e-13
113,3,8.038873388460929e-14
113,4,0.0
113,5,2.842170943040401e-14
113,6,6.355287432313019e-14
113,7,0.0
113,8,8.038873388460929e-14
114,0,8.038873388460929e-14
114,1,0.0
114,2,0.0
114,3,5.684341886080802e-14
114,4,0.0
114,5,5.684341886080802e-14
114,6,0.0
114,7,0.0
114,8,5.684341886080802e-14
115,0,0.0
115,1,0.0
115,2,0.0
115,3,5.684341886080802e-14
115,4,6.355287432313019e-14
115,5,1.1718571004216928e-13
115,6,2.842170943040401e-14
115,7,0.0
115,8,5.684341886080802e-14
116,0,0.0
116,1,6.355287432313019e-14
116,2,0.0
116,3,0.0
116,4,2.842170943040401e-14
116,5,2.842170943040401e-14
116,6,0.0
116,7,2.842170943040401e-14
116,8,5.684341886080802e-14
117,0,0.0
117,1,5.684341886080802e-14
117,2,5.684341886080802e-14
117,3,2.842170943040401e-14
117,4,4.0194366942304644e-14
117,5,0.0
117,6,0.0
117,7,6.355287432313019e-14
117,8,0.0
118,0,0.0
118,1,1.1718571004216928e-13
118,2,0.0
118,3,5.684341886080802e-14
118,4,3.552713678800501e-14
118,5,0.0
118,6,1.4210854715202004e-14
118,7,0.0
118,8,2.842170943040401e-14
119,0,0.0
119,1,5.684341886080802e-14
119,2,0.0
119,3,6.355287432313019e-14
119,4,1.1368683772161603e-13
119,5,0.0
119,6,0.0
119,7,5.684341886080802e-14
119,8,5.684341886080802e-14
120,0,2.842170943040401e-14
120,1,2.842170943040401e-14
120,2,0.0
120,3,2.842170943040401e-14
